context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Where's Asuka?
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka? response:	She's already left. It would seem that she doesn't want to face me.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka?\She's already left. It would seem that she doesn't want to face me. response:	But why?
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka?\She's already left. It would seem that she doesn't want to face me.\But why? response:	Shinji, sometimes a woman's heart is too difficult to understand.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka?\She's already left. It would seem that she doesn't want to face me.\But why?\Shinji, sometimes a woman's heart is too difficult to understand. response:	By the way... By the way...
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka?\She's already left. It would seem that she doesn't want to face me.\But why?\Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way... response:	Go ahead.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka?\She's already left. It would seem that she doesn't want to face me.\But why?\Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way...\Go ahead. response:	Is the rumor that Unit 04 disappeared true?
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Where's Asuka?\She's already left. It would seem that she doesn't want to face me.\But why?\Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way...\Go ahead.\Is the rumor that Unit 04 disappeared true? response:	I heard that there was some kind of accident, and it exploded.
context: Where's Asuka?\She's already left. It would seem that she doesn't want to face me.\But why?\Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way...\Go ahead.\Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded. response:	Yes, it's true.
context: She's already left. It would seem that she doesn't want to face me.\But why?\Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way...\Go ahead.\Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded.\Yes, it's true. response:	Unit 04 is gone, along with the Second Branch of NERV.
context: But why?\Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way...\Go ahead.\Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded.\Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV. response:	It happened while they were testing the S2 engine.
context: Shinji, sometimes a woman's heart is too difficult to understand.\By the way... By the way...\Go ahead.\Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded.\Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine. response:	But don't worry, we'll be all right.
context: By the way... By the way...\Go ahead.\Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded.\Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine.\But don't worry, we'll be all right. response:	All three of our Evas are functioning properly.
context: Go ahead.\Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded.\Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine.\But don't worry, we'll be all right.\All three of our Evas are functioning properly. response:	And our pilots and staff are in good shape too.
context: Is the rumor that Unit 04 disappeared true?\I heard that there was some kind of accident, and it exploded.\Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine.\But don't worry, we'll be all right.\All three of our Evas are functioning properly.\And our pilots and staff are in good shape too. response:	I heard that Unit 03 is being brought here from America.
context: I heard that there was some kind of accident, and it exploded.\Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine.\But don't worry, we'll be all right.\All three of our Evas are functioning properly.\And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America. response:	You're performing the activation tests at Matsushiro, aren't you?
context: Yes, it's true.\Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine.\But don't worry, we'll be all right.\All three of our Evas are functioning properly.\And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you? response:	I'll be out for four days or so,
context: Unit 04 is gone, along with the Second Branch of NERV.\It happened while they were testing the S2 engine.\But don't worry, we'll be all right.\All three of our Evas are functioning properly.\And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so, response:	but Kaji will be taking care of you two, so don't worry.
context: It happened while they were testing the S2 engine.\But don't worry, we'll be all right.\All three of our Evas are functioning properly.\And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry. response:	But what about the test?
context: But don't worry, we'll be all right.\All three of our Evas are functioning properly.\And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry.\But what about the test? response:	Ritsuko will be supervising everything.
context: All three of our Evas are functioning properly.\And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry.\But what about the test?\Ritsuko will be supervising everything. response:	There won't be any problems.
context: And our pilots and staff are in good shape too.\I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry.\But what about the test?\Ritsuko will be supervising everything.\There won't be any problems. response:	And what about the pilot?!
context: I heard that Unit 03 is being brought here from America.\You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry.\But what about the test?\Ritsuko will be supervising everything.\There won't be any problems.\And what about the pilot?! response:	Well, about the pilot...
context: You're performing the activation tests at Matsushiro, aren't you?\I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry.\But what about the test?\Ritsuko will be supervising everything.\There won't be any problems.\And what about the pilot?!\Well, about the pilot... response:	Yes?
context: I'll be out for four days or so,\but Kaji will be taking care of you two, so don't worry.\But what about the test?\Ritsuko will be supervising everything.\There won't be any problems.\And what about the pilot?!\Well, about the pilot...\Yes? response:	Good morning!
context: but Kaji will be taking care of you two, so don't worry.\But what about the test?\Ritsuko will be supervising everything.\There won't be any problems.\And what about the pilot?!\Well, about the pilot...\Yes?\Good morning! response:	I've come to ask you for your help, Major Katsuragi!
context: But what about the test?\Ritsuko will be supervising everything.\There won't be any problems.\And what about the pilot?!\Well, about the pilot...\Yes?\Good morning!\I've come to ask you for your help, Major Katsuragi! response:	Please! Make me the pilot for Evangelion Unit 03!
context: Ritsuko will be supervising everything.\There won't be any problems.\And what about the pilot?!\Well, about the pilot...\Yes?\Good morning!\I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03! response:	So, Shinji still doesn't know yet?
context: There won't be any problems.\And what about the pilot?!\Well, about the pilot...\Yes?\Good morning!\I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet? response:	I just couldn't find a chance to tell him.
context: And what about the pilot?!\Well, about the pilot...\Yes?\Good morning!\I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him. response:	I'm worried.
context: Well, about the pilot...\Yes?\Good morning!\I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him.\I'm worried. response:	I just can't figure out what he's thinking about.
context: Yes?\Good morning!\I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him.\I'm worried.\I just can't figure out what he's thinking about. response:	Pull yourself together.
context: Good morning!\I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him.\I'm worried.\I just can't figure out what he's thinking about.\Pull yourself together. response:	You're the one who wanted to be his guardian.
context: I've come to ask you for your help, Major Katsuragi!\Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him.\I'm worried.\I just can't figure out what he's thinking about.\Pull yourself together.\You're the one who wanted to be his guardian. response:	I know you're right, but...
context: Please! Make me the pilot for Evangelion Unit 03!\So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him.\I'm worried.\I just can't figure out what he's thinking about.\Pull yourself together.\You're the one who wanted to be his guardian.\I know you're right, but... response:	When will you be acquiring the pilot?
context: So, Shinji still doesn't know yet?\I just couldn't find a chance to tell him.\I'm worried.\I just can't figure out what he's thinking about.\Pull yourself together.\You're the one who wanted to be his guardian.\I know you're right, but...\When will you be acquiring the pilot? response:	Well, tomorrow. There are still some things to be arranged.
context: I just couldn't find a chance to tell him.\I'm worried.\I just can't figure out what he's thinking about.\Pull yourself together.\You're the one who wanted to be his guardian.\I know you're right, but...\When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged. response:	Still, the new pilot might tell Shinji himself.
context: I'm worried.\I just can't figure out what he's thinking about.\Pull yourself together.\You're the one who wanted to be his guardian.\I know you're right, but...\When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself. response:	I don't think so.
context: I just can't figure out what he's thinking about.\Pull yourself together.\You're the one who wanted to be his guardian.\I know you're right, but...\When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself.\I don't think so. response:	He wasn't enthused enough to be bragging about it.
context: Pull yourself together.\You're the one who wanted to be his guardian.\I know you're right, but...\When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself.\I don't think so.\He wasn't enthused enough to be bragging about it. response:	He was only willing to accept under the condition that his sister
context: You're the one who wanted to be his guardian.\I know you're right, but...\When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself.\I don't think so.\He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister response:	be transferred to our hospital here at Headquarters.
context: I know you're right, but...\When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself.\I don't think so.\He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters. response:	How can Misato be this cruel?
context: When will you be acquiring the pilot?\Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself.\I don't think so.\He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters.\How can Misato be this cruel? response:	I'm eager to be a pilot so she could at least use me as a backup.
context: Well, tomorrow. There are still some things to be arranged.\Still, the new pilot might tell Shinji himself.\I don't think so.\He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters.\How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup. response:	Right, Toji?
context: Still, the new pilot might tell Shinji himself.\I don't think so.\He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters.\How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji? response:	What's up? You left before me, but you're late.
context: I don't think so.\He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters.\How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji?\What's up? You left before me, but you're late. response:	What, no fight between the newlyweds today?
context: He wasn't enthused enough to be bragging about it.\He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters.\How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji?\What's up? You left before me, but you're late.\What, no fight between the newlyweds today? response:	I just didn't want to see your ugly faces!
context: He was only willing to accept under the condition that his sister\be transferred to our hospital here at Headquarters.\How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji?\What's up? You left before me, but you're late.\What, no fight between the newlyweds today?\I just didn't want to see your ugly faces! response:	You three damn stooges!
context: be transferred to our hospital here at Headquarters.\How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji?\What's up? You left before me, but you're late.\What, no fight between the newlyweds today?\I just didn't want to see your ugly faces!\You three damn stooges! response:	Ah, the precious moment of lunch time! Hey, where's Toji?
context: How can Misato be this cruel?\I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji?\What's up? You left before me, but you're late.\What, no fight between the newlyweds today?\I just didn't want to see your ugly faces!\You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji? response:	He's gone.
context: I'm eager to be a pilot so she could at least use me as a backup.\Right, Toji?\What's up? You left before me, but you're late.\What, no fight between the newlyweds today?\I just didn't want to see your ugly faces!\You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone. response:	Gone? Without his lunch? Him?
context: Right, Toji?\What's up? You left before me, but you're late.\What, no fight between the newlyweds today?\I just didn't want to see your ugly faces!\You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone.\Gone? Without his lunch? Him? response:	That's impossible!
context: What's up? You left before me, but you're late.\What, no fight between the newlyweds today?\I just didn't want to see your ugly faces!\You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone.\Gone? Without his lunch? Him?\That's impossible! response:	He's been acting odd lately.
context: What, no fight between the newlyweds today?\I just didn't want to see your ugly faces!\You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone.\Gone? Without his lunch? Him?\That's impossible!\He's been acting odd lately. response:	Suzuhara...
context: I just didn't want to see your ugly faces!\You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone.\Gone? Without his lunch? Him?\That's impossible!\He's been acting odd lately.\Suzuhara... response:	Oh, Ayanami, if you're looking for Shinji, he isn't here.
context: You three damn stooges!\Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone.\Gone? Without his lunch? Him?\That's impossible!\He's been acting odd lately.\Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here. response:	You know about it, don't you?
context: Ah, the precious moment of lunch time! Hey, where's Toji?\He's gone.\Gone? Without his lunch? Him?\That's impossible!\He's been acting odd lately.\Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you? response:	And Sohryu knows about it too, doesn't she?
context: He's gone.\Gone? Without his lunch? Him?\That's impossible!\He's been acting odd lately.\Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you?\And Sohryu knows about it too, doesn't she? response:	So Shinji's the only one who doesn't know.
context: Gone? Without his lunch? Him?\That's impossible!\He's been acting odd lately.\Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you?\And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know. response:	It's pretty rare for you to be concerned about someone else.
context: That's impossible!\He's been acting odd lately.\Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you?\And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else. response:	Really? I'm not sure I understand.
context: He's been acting odd lately.\Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you?\And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand. response:	You care about Shinji.
context: Suzuhara...\Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you?\And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand.\You care about Shinji. response:	Do I?
context: Oh, Ayanami, if you're looking for Shinji, he isn't here.\You know about it, don't you?\And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand.\You care about Shinji.\Do I? response:	Maybe that's true.
context: You know about it, don't you?\And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand.\You care about Shinji.\Do I?\Maybe that's true. response:	Yeah, you do.
context: And Sohryu knows about it too, doesn't she?\So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand.\You care about Shinji.\Do I?\Maybe that's true.\Yeah, you do. response:	Hikari!
context: So Shinji's the only one who doesn't know.\It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand.\You care about Shinji.\Do I?\Maybe that's true.\Yeah, you do.\Hikari! response:	Let's have lunch together!
context: It's pretty rare for you to be concerned about someone else.\Really? I'm not sure I understand.\You care about Shinji.\Do I?\Maybe that's true.\Yeah, you do.\Hikari!\Let's have lunch together! response:	Two hours late, and then, finally, he arrives.
context: Really? I'm not sure I understand.\You care about Shinji.\Do I?\Maybe that's true.\Yeah, you do.\Hikari!\Let's have lunch together!\Two hours late, and then, finally, he arrives. response:	He's the first guy to ever make me wait this long.
context: You care about Shinji.\Do I?\Maybe that's true.\Yeah, you do.\Hikari!\Let's have lunch together!\Two hours late, and then, finally, he arrives.\He's the first guy to ever make me wait this long. response:	Yeah, because you never waited for the guy when you were dating.
context: Do I?\Maybe that's true.\Yeah, you do.\Hikari!\Let's have lunch together!\Two hours late, and then, finally, he arrives.\He's the first guy to ever make me wait this long.\Yeah, because you never waited for the guy when you were dating. response:	This was the so called Second Impact.
context: Maybe that's true.\Yeah, you do.\Hikari!\Let's have lunch together!\Two hours late, and then, finally, he arrives.\He's the first guy to ever make me wait this long.\Yeah, because you never waited for the guy when you were dating.\This was the so called Second Impact. response:	At that time I was living in a place called Nebukawa,
