context: Anzai, please... response:	drink my blood.
context: can never protect anyone.\It was a silent night\Eclipse was beginnin'\Kasaneau setsuna o\Kitto eien to shinjikomu\In darkness...\It's darker than black\Meikyuu no sora response:	Hikari o kou
context: It was a silent night\Eclipse was beginnin'\Kasaneau setsuna o\Kitto eien to shinjikomu\In darkness...\It's darker than black\Meikyuu no sora\Hikari o kou response:	If bite your soul
context: Eclipse was beginnin'\Kasaneau setsuna o\Kitto eien to shinjikomu\In darkness...\It's darker than black\Meikyuu no sora\Hikari o kou\If bite your soul response:	Shoudou ga mushibande yuku
context: Kasaneau setsuna o\Kitto eien to shinjikomu\In darkness...\It's darker than black\Meikyuu no sora\Hikari o kou\If bite your soul\Shoudou ga mushibande yuku response:	Can I... Can I... Can I... Who am I...?
context: Kitto eien to shinjikomu\In darkness...\It's darker than black\Meikyuu no sora\Hikari o kou\If bite your soul\Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...? response:	Risei o kakikesu libido
context: In darkness...\It's darker than black\Meikyuu no sora\Hikari o kou\If bite your soul\Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido response:	(Where is my heart?)
context: It's darker than black\Meikyuu no sora\Hikari o kou\If bite your soul\Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido\(Where is my heart?) response:	Kurayami ni
context: Meikyuu no sora\Hikari o kou\If bite your soul\Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido\(Where is my heart?)\Kurayami ni response:	(Where is my heart?)
context: Hikari o kou\If bite your soul\Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido\(Where is my heart?)\Kurayami ni\(Where is my heart?) response:	Ochikitta
context: If bite your soul\Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido\(Where is my heart?)\Kurayami ni\(Where is my heart?)\Ochikitta response:	(Where is my heart?)
context: Shoudou ga mushibande yuku\Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido\(Where is my heart?)\Kurayami ni\(Where is my heart?)\Ochikitta\(Where is my heart?) response:	Minikui sugata ni natte
context: Can I... Can I... Can I... Who am I...?\Risei o kakikesu libido\(Where is my heart?)\Kurayami ni\(Where is my heart?)\Ochikitta\(Where is my heart?)\Minikui sugata ni natte response:	Hito no namida kareta nara
context: Risei o kakikesu libido\(Where is my heart?)\Kurayami ni\(Where is my heart?)\Ochikitta\(Where is my heart?)\Minikui sugata ni natte\Hito no namida kareta nara response:	Kimi wa boku o dou omou no ka?
context: (Where is my heart?)\Kurayami ni\(Where is my heart?)\Ochikitta\(Where is my heart?)\Minikui sugata ni natte\Hito no namida kareta nara\Kimi wa boku o dou omou no ka? response:	Kotae o oshiete
context: Kurayami ni\(Where is my heart?)\Ochikitta\(Where is my heart?)\Minikui sugata ni natte\Hito no namida kareta nara\Kimi wa boku o dou omou no ka?\Kotae o oshiete response:	Makka na chi ga
context: (Where is my heart?)\Ochikitta\(Where is my heart?)\Minikui sugata ni natte\Hito no namida kareta nara\Kimi wa boku o dou omou no ka?\Kotae o oshiete\Makka na chi ga response:	(Bloody bonds) Makka na chi ga
context: Ochikitta\(Where is my heart?)\Minikui sugata ni natte\Hito no namida kareta nara\Kimi wa boku o dou omou no ka?\Kotae o oshiete\Makka na chi ga\(Bloody bonds) Makka na chi ga response:	Kizuna o nurashiai
context: (Where is my heart?)\Minikui sugata ni natte\Hito no namida kareta nara\Kimi wa boku o dou omou no ka?\Kotae o oshiete\Makka na chi ga\(Bloody bonds) Makka na chi ga\Kizuna o nurashiai response:	Yowasa o wakeatte
context: Minikui sugata ni natte\Hito no namida kareta nara\Kimi wa boku o dou omou no ka?\Kotae o oshiete\Makka na chi ga\(Bloody bonds) Makka na chi ga\Kizuna o nurashiai\Yowasa o wakeatte response:	(Bloody bonds) Yowasa o wakeatte
context: Hito no namida kareta nara\Kimi wa boku o dou omou no ka?\Kotae o oshiete\Makka na chi ga\(Bloody bonds) Makka na chi ga\Kizuna o nurashiai\Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte response:	Futari wa ikite yuku no ka?
context: Kimi wa boku o dou omou no ka?\Kotae o oshiete\Makka na chi ga\(Bloody bonds) Makka na chi ga\Kizuna o nurashiai\Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka? response:	Kizu o nameatte
context: Kotae o oshiete\Makka na chi ga\(Bloody bonds) Makka na chi ga\Kizuna o nurashiai\Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka?\Kizu o nameatte response:	Sei o teigi shiatte
context: Makka na chi ga\(Bloody bonds) Makka na chi ga\Kizuna o nurashiai\Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka?\Kizu o nameatte\Sei o teigi shiatte response:	Ai o musabotte
context: (Bloody bonds) Makka na chi ga\Kizuna o nurashiai\Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka?\Kizu o nameatte\Sei o teigi shiatte\Ai o musabotte response:	Dogmatic
context: Kizuna o nurashiai\Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka?\Kizu o nameatte\Sei o teigi shiatte\Ai o musabotte\Dogmatic response:	Maybe I should have
context: Yowasa o wakeatte\(Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka?\Kizu o nameatte\Sei o teigi shiatte\Ai o musabotte\Dogmatic\Maybe I should have response:	asked Sakaki to bring this here instead.
context: (Bloody bonds) Yowasa o wakeatte\Futari wa ikite yuku no ka?\Kizu o nameatte\Sei o teigi shiatte\Ai o musabotte\Dogmatic\Maybe I should have\asked Sakaki to bring this here instead. response:	He might not want to talk to me right now.
context: Futari wa ikite yuku no ka?\Kizu o nameatte\Sei o teigi shiatte\Ai o musabotte\Dogmatic\Maybe I should have\asked Sakaki to bring this here instead.\He might not want to talk to me right now. response:	But why should I cry about it?
context: Kizu o nameatte\Sei o teigi shiatte\Ai o musabotte\Dogmatic\Maybe I should have\asked Sakaki to bring this here instead.\He might not want to talk to me right now.\But why should I cry about it? response:	If anyone wants to cry, it's Anzai.
context: Sei o teigi shiatte\Ai o musabotte\Dogmatic\Maybe I should have\asked Sakaki to bring this here instead.\He might not want to talk to me right now.\But why should I cry about it?\If anyone wants to cry, it's Anzai. response:	Anzai, I brought your ramen.
context: Ai o musabotte\Dogmatic\Maybe I should have\asked Sakaki to bring this here instead.\He might not want to talk to me right now.\But why should I cry about it?\If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen. response:	I'll leave it right here.
context: Dogmatic\Maybe I should have\asked Sakaki to bring this here instead.\He might not want to talk to me right now.\But why should I cry about it?\If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen.\I'll leave it right here. response:	Is it true he healed from drinking blood?
context: Maybe I should have\asked Sakaki to bring this here instead.\He might not want to talk to me right now.\But why should I cry about it?\If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen.\I'll leave it right here.\Is it true he healed from drinking blood? response:	Well Sawazaki said...
context: asked Sakaki to bring this here instead.\He might not want to talk to me right now.\But why should I cry about it?\If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen.\I'll leave it right here.\Is it true he healed from drinking blood?\Well Sawazaki said... response:	he would report that Anzai was only shot in the shoulder.
context: He might not want to talk to me right now.\But why should I cry about it?\If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen.\I'll leave it right here.\Is it true he healed from drinking blood?\Well Sawazaki said...\he would report that Anzai was only shot in the shoulder. response:	Despite all the blood lost, the wound was shallow, and it healed quickly.
context: But why should I cry about it?\If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen.\I'll leave it right here.\Is it true he healed from drinking blood?\Well Sawazaki said...\he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly. response:	He filed a false report?
context: If anyone wants to cry, it's Anzai.\Anzai, I brought your ramen.\I'll leave it right here.\Is it true he healed from drinking blood?\Well Sawazaki said...\he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report? response:	I'll just go cool my head on the roof.
context: Anzai, I brought your ramen.\I'll leave it right here.\Is it true he healed from drinking blood?\Well Sawazaki said...\he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report?\I'll just go cool my head on the roof. response:	Anzai's red eyes...
context: I'll leave it right here.\Is it true he healed from drinking blood?\Well Sawazaki said...\he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report?\I'll just go cool my head on the roof.\Anzai's red eyes... response:	I saw them for the first time on the day we met.
context: Is it true he healed from drinking blood?\Well Sawazaki said...\he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report?\I'll just go cool my head on the roof.\Anzai's red eyes...\I saw them for the first time on the day we met. response:	When our eyes met on the train, I was afraid of him.
context: Well Sawazaki said...\he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report?\I'll just go cool my head on the roof.\Anzai's red eyes...\I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him. response:	But his red eyes were always...
context: he would report that Anzai was only shot in the shoulder.\Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report?\I'll just go cool my head on the roof.\Anzai's red eyes...\I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him.\But his red eyes were always... response:	so full of pain.
context: Despite all the blood lost, the wound was shallow, and it healed quickly.\He filed a false report?\I'll just go cool my head on the roof.\Anzai's red eyes...\I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him.\But his red eyes were always...\so full of pain. response:	And kindness.
context: He filed a false report?\I'll just go cool my head on the roof.\Anzai's red eyes...\I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him.\But his red eyes were always...\so full of pain.\And kindness. response:	They always seemed to be crying.
context: I'll just go cool my head on the roof.\Anzai's red eyes...\I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him.\But his red eyes were always...\so full of pain.\And kindness.\They always seemed to be crying. response:	Anzai has protected me all this time.
context: Anzai's red eyes...\I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him.\But his red eyes were always...\so full of pain.\And kindness.\They always seemed to be crying.\Anzai has protected me all this time. response:	From bad people, and bad dreams.
context: I saw them for the first time on the day we met.\When our eyes met on the train, I was afraid of him.\But his red eyes were always...\so full of pain.\And kindness.\They always seemed to be crying.\Anzai has protected me all this time.\From bad people, and bad dreams. response:	But I still haven't done anything for him in return.
context: When our eyes met on the train, I was afraid of him.\But his red eyes were always...\so full of pain.\And kindness.\They always seemed to be crying.\Anzai has protected me all this time.\From bad people, and bad dreams.\But I still haven't done anything for him in return. response:	That startled me.
context: But his red eyes were always...\so full of pain.\And kindness.\They always seemed to be crying.\Anzai has protected me all this time.\From bad people, and bad dreams.\But I still haven't done anything for him in return.\That startled me. response:	I-I guess I didn't have to run away.
context: so full of pain.\And kindness.\They always seemed to be crying.\Anzai has protected me all this time.\From bad people, and bad dreams.\But I still haven't done anything for him in return.\That startled me.\I-I guess I didn't have to run away. response:	A sap who always lets his emotions get the better of him...
context: And kindness.\They always seemed to be crying.\Anzai has protected me all this time.\From bad people, and bad dreams.\But I still haven't done anything for him in return.\That startled me.\I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him... response:	can never protect anyone.
context: They always seemed to be crying.\Anzai has protected me all this time.\From bad people, and bad dreams.\But I still haven't done anything for him in return.\That startled me.\I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him...\can never protect anyone. response:	He's exactly right.
context: Anzai has protected me all this time.\From bad people, and bad dreams.\But I still haven't done anything for him in return.\That startled me.\I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him...\can never protect anyone.\He's exactly right. response:	I want to be able to protect her.
context: From bad people, and bad dreams.\But I still haven't done anything for him in return.\That startled me.\I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him...\can never protect anyone.\He's exactly right.\I want to be able to protect her. response:	I'm alive?
context: But I still haven't done anything for him in return.\That startled me.\I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him...\can never protect anyone.\He's exactly right.\I want to be able to protect her.\I'm alive? response:	I had a dream. With Mom...
context: That startled me.\I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him...\can never protect anyone.\He's exactly right.\I want to be able to protect her.\I'm alive?\I had a dream. With Mom... response:	and a devil that looked human.
context: I-I guess I didn't have to run away.\A sap who always lets his emotions get the better of him...\can never protect anyone.\He's exactly right.\I want to be able to protect her.\I'm alive?\I had a dream. With Mom...\and a devil that looked human. response:	Kenichi Morisawa.
context: A sap who always lets his emotions get the better of him...\can never protect anyone.\He's exactly right.\I want to be able to protect her.\I'm alive?\I had a dream. With Mom...\and a devil that looked human.\Kenichi Morisawa. response:	That's the devil's name.
context: can never protect anyone.\He's exactly right.\I want to be able to protect her.\I'm alive?\I had a dream. With Mom...\and a devil that looked human.\Kenichi Morisawa.\That's the devil's name. response:	Should you be sitting up?
context: He's exactly right.\I want to be able to protect her.\I'm alive?\I had a dream. With Mom...\and a devil that looked human.\Kenichi Morisawa.\That's the devil's name.\Should you be sitting up? response:	That weather girl is in the next room.
context: I want to be able to protect her.\I'm alive?\I had a dream. With Mom...\and a devil that looked human.\Kenichi Morisawa.\That's the devil's name.\Should you be sitting up?\That weather girl is in the next room. response:	She's alive. Good news, right?
context: I'm alive?\I had a dream. With Mom...\and a devil that looked human.\Kenichi Morisawa.\That's the devil's name.\Should you be sitting up?\That weather girl is in the next room.\She's alive. Good news, right? response:	A devilish human.
context: I had a dream. With Mom...\and a devil that looked human.\Kenichi Morisawa.\That's the devil's name.\Should you be sitting up?\That weather girl is in the next room.\She's alive. Good news, right?\A devilish human. response:	You, too. Congrats on surviving.
context: and a devil that looked human.\Kenichi Morisawa.\That's the devil's name.\Should you be sitting up?\That weather girl is in the next room.\She's alive. Good news, right?\A devilish human.\You, too. Congrats on surviving. response:	Why didn't you finish me off?
context: Kenichi Morisawa.\That's the devil's name.\Should you be sitting up?\That weather girl is in the next room.\She's alive. Good news, right?\A devilish human.\You, too. Congrats on surviving.\Why didn't you finish me off? response:	You bit me, remember?
context: That's the devil's name.\Should you be sitting up?\That weather girl is in the next room.\She's alive. Good news, right?\A devilish human.\You, too. Congrats on surviving.\Why didn't you finish me off?\You bit me, remember? response:	Just like a devil.
context: Should you be sitting up?\That weather girl is in the next room.\She's alive. Good news, right?\A devilish human.\You, too. Congrats on surviving.\Why didn't you finish me off?\You bit me, remember?\Just like a devil. response:	It was beautiful, like you had become one yourself.
context: That weather girl is in the next room.\She's alive. Good news, right?\A devilish human.\You, too. Congrats on surviving.\Why didn't you finish me off?\You bit me, remember?\Just like a devil.\It was beautiful, like you had become one yourself. response:	Shut up! When they question me, I'll tell them you're behind it all!
context: She's alive. Good news, right?\A devilish human.\You, too. Congrats on surviving.\Why didn't you finish me off?\You bit me, remember?\Just like a devil.\It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all! response:	If you insist. It will only result in more deaths.
context: A devilish human.\You, too. Congrats on surviving.\Why didn't you finish me off?\You bit me, remember?\Just like a devil.\It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths. response:	Anyway, I'll have to tell him you're okay.
context: You, too. Congrats on surviving.\Why didn't you finish me off?\You bit me, remember?\Just like a devil.\It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay. response:	You know, your little friend who told you we'd be executing Plan B.
context: Why didn't you finish me off?\You bit me, remember?\Just like a devil.\It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B. response:	Don't you dare hurt Zero Nine!
