context: Elementary School Entrance Ceremony response:	Okay?
context: Nah, I don't need a shot of myself.\You have to! She'll grow up before you know it.\So you have to keep a record of it!\Sure.\Daikichi-san, your expression is stiff...\I dunno about tomorrow.\It's different than a sacrifice. Something's off.\I don't think it's like some penalty game. response:	So, why? I don't get it at all.
context: You have to! She'll grow up before you know it.\So you have to keep a record of it!\Sure.\Daikichi-san, your expression is stiff...\I dunno about tomorrow.\It's different than a sacrifice. Something's off.\I don't think it's like some penalty game.\So, why? I don't get it at all. response:	I'm a little bit unsatisfied, but your presence
context: So you have to keep a record of it!\Sure.\Daikichi-san, your expression is stiff...\I dunno about tomorrow.\It's different than a sacrifice. Something's off.\I don't think it's like some penalty game.\So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence response:	right now is more than just important.
context: Sure.\Daikichi-san, your expression is stiff...\I dunno about tomorrow.\It's different than a sacrifice. Something's off.\I don't think it's like some penalty game.\So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence\right now is more than just important. response:	There's no such thing in this world
context: Daikichi-san, your expression is stiff...\I dunno about tomorrow.\It's different than a sacrifice. Something's off.\I don't think it's like some penalty game.\So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence\right now is more than just important.\There's no such thing in this world response:	as something never-ending.
context: I dunno about tomorrow.\It's different than a sacrifice. Something's off.\I don't think it's like some penalty game.\So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence\right now is more than just important.\There's no such thing in this world\as something never-ending. response:	Crying isn't painful, it's love's sweet drops, sweet drops!
context: It's different than a sacrifice. Something's off.\I don't think it's like some penalty game.\So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence\right now is more than just important.\There's no such thing in this world\as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops! response:	I want to keep dreaming forever, ya know?
context: I don't think it's like some penalty game.\So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence\right now is more than just important.\There's no such thing in this world\as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know? response:	I want to be more kind, ya know?
context: So, why? I don't get it at all.\I'm a little bit unsatisfied, but your presence\right now is more than just important.\There's no such thing in this world\as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know?\I want to be more kind, ya know? response:	As long as Im with you, Im happy.
context: I'm a little bit unsatisfied, but your presence\right now is more than just important.\There's no such thing in this world\as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know?\I want to be more kind, ya know?\As long as Im with you, Im happy. response:	Girls sure are strong, ya know?
context: right now is more than just important.\There's no such thing in this world\as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know?\I want to be more kind, ya know?\As long as Im with you, Im happy.\Girls sure are strong, ya know? response:	But sometimes we're weak, ya know?
context: There's no such thing in this world\as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know?\I want to be more kind, ya know?\As long as Im with you, Im happy.\Girls sure are strong, ya know?\But sometimes we're weak, ya know? response:	Our wish is to be happy, happy, happy!
context: as something never-ending.\Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know?\I want to be more kind, ya know?\As long as Im with you, Im happy.\Girls sure are strong, ya know?\But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy! response:	And those days will be happy, too!
context: Crying isn't painful, it's love's sweet drops, sweet drops!\I want to keep dreaming forever, ya know?\I want to be more kind, ya know?\As long as Im with you, Im happy.\Girls sure are strong, ya know?\But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy!\And those days will be happy, too! response:	Just wanna make you happy!
context: I want to keep dreaming forever, ya know?\I want to be more kind, ya know?\As long as Im with you, Im happy.\Girls sure are strong, ya know?\But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy!\And those days will be happy, too!\Just wanna make you happy! response:	Again?!
context: I want to be more kind, ya know?\As long as Im with you, Im happy.\Girls sure are strong, ya know?\But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy!\And those days will be happy, too!\Just wanna make you happy!\Again?! response:	Rin! How many times have I told you not to go wandering off?!
context: As long as Im with you, Im happy.\Girls sure are strong, ya know?\But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy!\And those days will be happy, too!\Just wanna make you happy!\Again?!\Rin! How many times have I told you not to go wandering off?! response:	Uh-huh...
context: Girls sure are strong, ya know?\But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy!\And those days will be happy, too!\Just wanna make you happy!\Again?!\Rin! How many times have I told you not to go wandering off?!\Uh-huh... response:	You're a big girl now, so shape up!
context: But sometimes we're weak, ya know?\Our wish is to be happy, happy, happy!\And those days will be happy, too!\Just wanna make you happy!\Again?!\Rin! How many times have I told you not to go wandering off?!\Uh-huh...\You're a big girl now, so shape up! response:	Uh-huh...
context: Our wish is to be happy, happy, happy!\And those days will be happy, too!\Just wanna make you happy!\Again?!\Rin! How many times have I told you not to go wandering off?!\Uh-huh...\You're a big girl now, so shape up!\Uh-huh... response:	Don't give me, Uh-huh!
context: And those days will be happy, too!\Just wanna make you happy!\Again?!\Rin! How many times have I told you not to go wandering off?!\Uh-huh...\You're a big girl now, so shape up!\Uh-huh...\Don't give me, Uh-huh! response:	Daikichi, can we buy this for a snack?
context: Just wanna make you happy!\Again?!\Rin! How many times have I told you not to go wandering off?!\Uh-huh...\You're a big girl now, so shape up!\Uh-huh...\Don't give me, Uh-huh!\Daikichi, can we buy this for a snack? response:	A snack?!
context: Again?!\Rin! How many times have I told you not to go wandering off?!\Uh-huh...\You're a big girl now, so shape up!\Uh-huh...\Don't give me, Uh-huh!\Daikichi, can we buy this for a snack?\A snack?! response:	Well, it looked good...
context: Rin! How many times have I told you not to go wandering off?!\Uh-huh...\You're a big girl now, so shape up!\Uh-huh...\Don't give me, Uh-huh!\Daikichi, can we buy this for a snack?\A snack?!\Well, it looked good... response:	Haven't you ever had cereal before?
context: Uh-huh...\You're a big girl now, so shape up!\Uh-huh...\Don't give me, Uh-huh!\Daikichi, can we buy this for a snack?\A snack?!\Well, it looked good...\Haven't you ever had cereal before? response:	Uh-uh.
context: You're a big girl now, so shape up!\Uh-huh...\Don't give me, Uh-huh!\Daikichi, can we buy this for a snack?\A snack?!\Well, it looked good...\Haven't you ever had cereal before?\Uh-uh. response:	Maybe it's too much for me?
context: Uh-huh...\Don't give me, Uh-huh!\Daikichi, can we buy this for a snack?\A snack?!\Well, it looked good...\Haven't you ever had cereal before?\Uh-uh.\Maybe it's too much for me? response:	No, I don't mind buying it...
context: Don't give me, Uh-huh!\Daikichi, can we buy this for a snack?\A snack?!\Well, it looked good...\Haven't you ever had cereal before?\Uh-uh.\Maybe it's too much for me?\No, I don't mind buying it... response:	But that's the kind of thing you have for breakfast.
context: Daikichi, can we buy this for a snack?\A snack?!\Well, it looked good...\Haven't you ever had cereal before?\Uh-uh.\Maybe it's too much for me?\No, I don't mind buying it...\But that's the kind of thing you have for breakfast. response:	It's okay to eat sweets with rice?
context: A snack?!\Well, it looked good...\Haven't you ever had cereal before?\Uh-uh.\Maybe it's too much for me?\No, I don't mind buying it...\But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice? response:	Mmm... How do I put this? It looks like sweets...
context: Well, it looked good...\Haven't you ever had cereal before?\Uh-uh.\Maybe it's too much for me?\No, I don't mind buying it...\But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets... response:	But you can have it as a meal.
context: Haven't you ever had cereal before?\Uh-uh.\Maybe it's too much for me?\No, I don't mind buying it...\But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets...\But you can have it as a meal. response:	You put milk on it...
context: Uh-uh.\Maybe it's too much for me?\No, I don't mind buying it...\But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets...\But you can have it as a meal.\You put milk on it... response:	Huh...
context: Maybe it's too much for me?\No, I don't mind buying it...\But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets...\But you can have it as a meal.\You put milk on it...\Huh... response:	Why don't you have it for breakfast tomorrow?
context: No, I don't mind buying it...\But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets...\But you can have it as a meal.\You put milk on it...\Huh...\Why don't you have it for breakfast tomorrow? response:	Yeah! I will.
context: But that's the kind of thing you have for breakfast.\It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets...\But you can have it as a meal.\You put milk on it...\Huh...\Why don't you have it for breakfast tomorrow?\Yeah! I will. response:	Are you gonna have it too, Daikichi?
context: It's okay to eat sweets with rice?\Mmm... How do I put this? It looks like sweets...\But you can have it as a meal.\You put milk on it...\Huh...\Why don't you have it for breakfast tomorrow?\Yeah! I will.\Are you gonna have it too, Daikichi? response:	Nah. It doesn't fill me up..
context: Mmm... How do I put this? It looks like sweets...\But you can have it as a meal.\You put milk on it...\Huh...\Why don't you have it for breakfast tomorrow?\Yeah! I will.\Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up.. response:	Put your cereal in here.
context: But you can have it as a meal.\You put milk on it...\Huh...\Why don't you have it for breakfast tomorrow?\Yeah! I will.\Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up..\Put your cereal in here. response:	Okay!
context: You put milk on it...\Huh...\Why don't you have it for breakfast tomorrow?\Yeah! I will.\Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up..\Put your cereal in here.\Okay! response:	Daikichi, you stink at that...
context: Huh...\Why don't you have it for breakfast tomorrow?\Yeah! I will.\Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up..\Put your cereal in here.\Okay!\Daikichi, you stink at that... response:	I'm losing the oils in my hand...
context: Why don't you have it for breakfast tomorrow?\Yeah! I will.\Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up..\Put your cereal in here.\Okay!\Daikichi, you stink at that...\I'm losing the oils in my hand... response:	You're like Grandpa!
context: Yeah! I will.\Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up..\Put your cereal in here.\Okay!\Daikichi, you stink at that...\I'm losing the oils in my hand...\You're like Grandpa! response:	Oh, shut up!
context: Are you gonna have it too, Daikichi?\Nah. It doesn't fill me up..\Put your cereal in here.\Okay!\Daikichi, you stink at that...\I'm losing the oils in my hand...\You're like Grandpa!\Oh, shut up! response:	Then I'll watch you do it!
context: Nah. It doesn't fill me up..\Put your cereal in here.\Okay!\Daikichi, you stink at that...\I'm losing the oils in my hand...\You're like Grandpa!\Oh, shut up!\Then I'll watch you do it! response:	Daikichi, there are cherry blossoms over there, so let's go home this way.
context: Put your cereal in here.\Okay!\Daikichi, you stink at that...\I'm losing the oils in my hand...\You're like Grandpa!\Oh, shut up!\Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way. response:	Sure.
context: Okay!\Daikichi, you stink at that...\I'm losing the oils in my hand...\You're like Grandpa!\Oh, shut up!\Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure. response:	They're blooming all over the place!
context: Daikichi, you stink at that...\I'm losing the oils in my hand...\You're like Grandpa!\Oh, shut up!\Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure.\They're blooming all over the place! response:	Because it's warm out.
context: I'm losing the oils in my hand...\You're like Grandpa!\Oh, shut up!\Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure.\They're blooming all over the place!\Because it's warm out. response:	Huge, isn't it?
context: You're like Grandpa!\Oh, shut up!\Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure.\They're blooming all over the place!\Because it's warm out.\Huge, isn't it? response:	They're in full bloom.
context: Oh, shut up!\Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure.\They're blooming all over the place!\Because it's warm out.\Huge, isn't it?\They're in full bloom. response:	Since you're just starting elementary school,
context: Then I'll watch you do it!\Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure.\They're blooming all over the place!\Because it's warm out.\Huge, isn't it?\They're in full bloom.\Since you're just starting elementary school, response:	what do you say we plant something to commemorate it?
context: Daikichi, there are cherry blossoms over there, so let's go home this way.\Sure.\They're blooming all over the place!\Because it's warm out.\Huge, isn't it?\They're in full bloom.\Since you're just starting elementary school,\what do you say we plant something to commemorate it? response:	Commemorate?
context: Sure.\They're blooming all over the place!\Because it's warm out.\Huge, isn't it?\They're in full bloom.\Since you're just starting elementary school,\what do you say we plant something to commemorate it?\Commemorate? response:	It's kind of like a remembrance.
context: They're blooming all over the place!\Because it's warm out.\Huge, isn't it?\They're in full bloom.\Since you're just starting elementary school,\what do you say we plant something to commemorate it?\Commemorate?\It's kind of like a remembrance. response:	Every year, both you and the tree would get bigger.
context: Because it's warm out.\Huge, isn't it?\They're in full bloom.\Since you're just starting elementary school,\what do you say we plant something to commemorate it?\Commemorate?\It's kind of like a remembrance.\Every year, both you and the tree would get bigger. response:	Huh...
context: Huge, isn't it?\They're in full bloom.\Since you're just starting elementary school,\what do you say we plant something to commemorate it?\Commemorate?\It's kind of like a remembrance.\Every year, both you and the tree would get bigger.\Huh... response:	You know, I have my own tree.
context: They're in full bloom.\Since you're just starting elementary school,\what do you say we plant something to commemorate it?\Commemorate?\It's kind of like a remembrance.\Every year, both you and the tree would get bigger.\Huh...\You know, I have my own tree. response:	At home?
context: Since you're just starting elementary school,\what do you say we plant something to commemorate it?\Commemorate?\It's kind of like a remembrance.\Every year, both you and the tree would get bigger.\Huh...\You know, I have my own tree.\At home? response:	By my parents' house.
context: what do you say we plant something to commemorate it?\Commemorate?\It's kind of like a remembrance.\Every year, both you and the tree would get bigger.\Huh...\You know, I have my own tree.\At home?\By my parents' house. response:	When I was born, they planted a fragrant olive tree.
context: Commemorate?\It's kind of like a remembrance.\Every year, both you and the tree would get bigger.\Huh...\You know, I have my own tree.\At home?\By my parents' house.\When I was born, they planted a fragrant olive tree. response:	For Kazumi, they planted a tea olive tree.
context: It's kind of like a remembrance.\Every year, both you and the tree would get bigger.\Huh...\You know, I have my own tree.\At home?\By my parents' house.\When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree. response:	Fragrant olive tree, that's the one that smells good?
context: Every year, both you and the tree would get bigger.\Huh...\You know, I have my own tree.\At home?\By my parents' house.\When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good? response:	That's right.
context: Huh...\You know, I have my own tree.\At home?\By my parents' house.\When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good?\That's right. response:	I don't know the tea olive tree.
context: You know, I have my own tree.\At home?\By my parents' house.\When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good?\That's right.\I don't know the tea olive tree. response:	Let's see, the tea olive tree has some plain flowers and not much of a smell...
context: At home?\By my parents' house.\When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good?\That's right.\I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell... response:	That's why Kazumi used to say,
context: By my parents' house.\When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good?\That's right.\I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say, response:	It's not fair you get the only one that smells nice!
context: When I was born, they planted a fragrant olive tree.\For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good?\That's right.\I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say,\It's not fair you get the only one that smells nice! response:	And she'd tear off the flowers from my olive tree.
context: For Kazumi, they planted a tea olive tree.\Fragrant olive tree, that's the one that smells good?\That's right.\I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say,\It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree. response:	When I told her that I'd trade, she said, I don't want any hand-me-down!
context: Fragrant olive tree, that's the one that smells good?\That's right.\I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say,\It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down! response:	Huh? That's a bad memory,
context: That's right.\I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say,\It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory, response:	so why am I thinking about doing the same thing?
context: I don't know the tea olive tree.\Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say,\It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory,\so why am I thinking about doing the same thing? response:	But if we're gonna do it, I think it'd be more fun
context: Let's see, the tea olive tree has some plain flowers and not much of a smell...\That's why Kazumi used to say,\It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory,\so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun response:	to make it a pretty flower or something that blooms, you know?
context: That's why Kazumi used to say,\It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory,\so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know? response:	Or a fruit you can eat...
context: It's not fair you get the only one that smells nice!\And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory,\so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat... response:	I wanna do a loquat!
context: And she'd tear off the flowers from my olive tree.\When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory,\so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat...\I wanna do a loquat! response:	A loquat?
context: When I told her that I'd trade, she said, I don't want any hand-me-down!\Huh? That's a bad memory,\so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat...\I wanna do a loquat!\A loquat? response:	Yeah, a loquat!
context: Huh? That's a bad memory,\so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat...\I wanna do a loquat!\A loquat?\Yeah, a loquat! response:	I had loquat seeds from before.
context: so why am I thinking about doing the same thing?\But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat...\I wanna do a loquat!\A loquat?\Yeah, a loquat!\I had loquat seeds from before. response:	You plant the seeds?
context: But if we're gonna do it, I think it'd be more fun\to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat...\I wanna do a loquat!\A loquat?\Yeah, a loquat!\I had loquat seeds from before.\You plant the seeds? response:	I can eat as many loquats as I want!
context: to make it a pretty flower or something that blooms, you know?\Or a fruit you can eat...\I wanna do a loquat!\A loquat?\Yeah, a loquat!\I had loquat seeds from before.\You plant the seeds?\I can eat as many loquats as I want! response:	That's if they actually grow.
context: Or a fruit you can eat...\I wanna do a loquat!\A loquat?\Yeah, a loquat!\I had loquat seeds from before.\You plant the seeds?\I can eat as many loquats as I want!\That's if they actually grow. response:	Actually, I was thinking of planting a tree that's about as tall as you, Rin.
context: I wanna do a loquat!\A loquat?\Yeah, a loquat!\I had loquat seeds from before.\You plant the seeds?\I can eat as many loquats as I want!\That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin. response:	I can't plant the loquat seeds?
context: A loquat?\Yeah, a loquat!\I had loquat seeds from before.\You plant the seeds?\I can eat as many loquats as I want!\That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds? response:	It takes longer for a tree to get big,
context: Yeah, a loquat!\I had loquat seeds from before.\You plant the seeds?\I can eat as many loquats as I want!\That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds?\It takes longer for a tree to get big, response:	compared to morning glories and the like...
context: I had loquat seeds from before.\You plant the seeds?\I can eat as many loquats as I want!\That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds?\It takes longer for a tree to get big,\compared to morning glories and the like... response:	It's like that expression.
context: You plant the seeds?\I can eat as many loquats as I want!\That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds?\It takes longer for a tree to get big,\compared to morning glories and the like...\It's like that expression. response:	It takes 3 years for peaches and chestnuts to bear fruit...
context: I can eat as many loquats as I want!\That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds?\It takes longer for a tree to get big,\compared to morning glories and the like...\It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit... response:	Note : Proverb meaning Your actions often take time to bear fruit.
context: That's if they actually grow.\Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds?\It takes longer for a tree to get big,\compared to morning glories and the like...\It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit. response:	You really are Grandpa's girl, aren't you?
context: Actually, I was thinking of planting a tree that's about as tall as you, Rin.\I can't plant the loquat seeds?\It takes longer for a tree to get big,\compared to morning glories and the like...\It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you? response:	How long for loquats?
context: I can't plant the loquat seeds?\It takes longer for a tree to get big,\compared to morning glories and the like...\It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you?\How long for loquats? response:	I don't know, but what if it takes like 10 years?
context: It takes longer for a tree to get big,\compared to morning glories and the like...\It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you?\How long for loquats?\I don't know, but what if it takes like 10 years? response:	I can wait.
context: compared to morning glories and the like...\It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you?\How long for loquats?\I don't know, but what if it takes like 10 years?\I can wait. response:	By that time, you'll probably be more interested in fancy sweets.
context: It's like that expression.\It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you?\How long for loquats?\I don't know, but what if it takes like 10 years?\I can wait.\By that time, you'll probably be more interested in fancy sweets. response:	I can't imagine it...
context: It takes 3 years for peaches and chestnuts to bear fruit...\Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you?\How long for loquats?\I don't know, but what if it takes like 10 years?\I can wait.\By that time, you'll probably be more interested in fancy sweets.\I can't imagine it... response:	Daikichi, hurry up!
context: Note : Proverb meaning Your actions often take time to bear fruit.\You really are Grandpa's girl, aren't you?\How long for loquats?\I don't know, but what if it takes like 10 years?\I can wait.\By that time, you'll probably be more interested in fancy sweets.\I can't imagine it...\Daikichi, hurry up! response:	If we don't hurry, it'll be a long time before we can eat them!
context: You really are Grandpa's girl, aren't you?\How long for loquats?\I don't know, but what if it takes like 10 years?\I can wait.\By that time, you'll probably be more interested in fancy sweets.\I can't imagine it...\Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them! response:	Yeah, yeah...
context: How long for loquats?\I don't know, but what if it takes like 10 years?\I can wait.\By that time, you'll probably be more interested in fancy sweets.\I can't imagine it...\Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah... response:	Is this enough?
context: I don't know, but what if it takes like 10 years?\I can wait.\By that time, you'll probably be more interested in fancy sweets.\I can't imagine it...\Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah...\Is this enough? response:	Yeah. If it's too deep, the bud won't be able to come out.
