context: TS response:	SCRIPT
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	Finalize
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Finalize response:	Apoptosis
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Finalize\Apoptosis response:	Finalize
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Finalize\Apoptosis\Finalize response:	Finalize
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Finalize\Apoptosis\Finalize\Finalize response:	Finalize
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Finalize\Apoptosis\Finalize\Finalize\Finalize response:	Finalize
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Finalize\Apoptosis\Finalize\Finalize\Finalize\Finalize response:	Finalize
context: Engulf me, a lonely observer\Finalize\Apoptosis\Finalize\Finalize\Finalize\Finalize\Finalize response:	Finalize
context: Finalize\Apoptosis\Finalize\Finalize\Finalize\Finalize\Finalize\Finalize response:	Finalize
context: Apoptosis\Finalize\Finalize\Finalize\Finalize\Finalize\Finalize\Finalize response:	Apoptosis
context: Finalize\Finalize\Finalize\Finalize\Finalize\Finalize\Finalize\Apoptosis response:	Apoptosis
context: Finalize\Finalize\Finalize\Finalize\Finalize\Finalize\Apoptosis\Apoptosis response:	Apoptosis
context: Finalize\Finalize\Finalize\Finalize\Finalize\Apoptosis\Apoptosis\Apoptosis response:	Apoptosis
context: Finalize\Finalize\Finalize\Finalize\Apoptosis\Apoptosis\Apoptosis\Apoptosis response:	Apoptosis
context: Finalize\Finalize\Finalize\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis response:	Apoptosis
context: Finalize\Finalize\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis response:	Apoptosis
context: Finalize\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis response:	Apoptosis
context: Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis response:	Apoptosis
context: Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis response:	Okabe, what's wrong?
context: Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Okabe, what's wrong? response:	Okay! This'll...
context: Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Okabe, what's wrong?\Okay! This'll... response:	Stop!
context: Apoptosis\Apoptosis\Apoptosis\Apoptosis\Apoptosis\Okabe, what's wrong?\Okay! This'll...\Stop! response:	The IBN 5100 is in a coin locker.
context: Apoptosis\Apoptosis\Apoptosis\Apoptosis\Okabe, what's wrong?\Okay! This'll...\Stop!\The IBN 5100 is in a coin locker. response:	Moeka told me...
context: Apoptosis\Apoptosis\Apoptosis\Okabe, what's wrong?\Okay! This'll...\Stop!\The IBN 5100 is in a coin locker.\Moeka told me... response:	It hasn't been recovered yet.
context: Apoptosis\Apoptosis\Okabe, what's wrong?\Okay! This'll...\Stop!\The IBN 5100 is in a coin locker.\Moeka told me...\It hasn't been recovered yet. response:	So?
context: Apoptosis\Okabe, what's wrong?\Okay! This'll...\Stop!\The IBN 5100 is in a coin locker.\Moeka told me...\It hasn't been recovered yet.\So? response:	What else?
context: Okabe, what's wrong?\Okay! This'll...\Stop!\The IBN 5100 is in a coin locker.\Moeka told me...\It hasn't been recovered yet.\So?\What else? response:	I'll break the locker open with this!
context: Okay! This'll...\Stop!\The IBN 5100 is in a coin locker.\Moeka told me...\It hasn't been recovered yet.\So?\What else?\I'll break the locker open with this! response:	Calm down.
context: Stop!\The IBN 5100 is in a coin locker.\Moeka told me...\It hasn't been recovered yet.\So?\What else?\I'll break the locker open with this!\Calm down. response:	Remember...
context: The IBN 5100 is in a coin locker.\Moeka told me...\It hasn't been recovered yet.\So?\What else?\I'll break the locker open with this!\Calm down.\Remember... response:	Remember what?!
context: Moeka told me...\It hasn't been recovered yet.\So?\What else?\I'll break the locker open with this!\Calm down.\Remember...\Remember what?! response:	Everything that's happened.
context: It hasn't been recovered yet.\So?\What else?\I'll break the locker open with this!\Calm down.\Remember...\Remember what?!\Everything that's happened. response:	Despite all the D-mails you've undone,
context: So?\What else?\I'll break the locker open with this!\Calm down.\Remember...\Remember what?!\Everything that's happened.\Despite all the D-mails you've undone, response:	you haven't recovered the IBN 5100.
context: What else?\I'll break the locker open with this!\Calm down.\Remember...\Remember what?!\Everything that's happened.\Despite all the D-mails you've undone,\you haven't recovered the IBN 5100. response:	Most likely, it's impossible until you get back
context: I'll break the locker open with this!\Calm down.\Remember...\Remember what?!\Everything that's happened.\Despite all the D-mails you've undone,\you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back response:	to the original world line.
context: Calm down.\Remember...\Remember what?!\Everything that's happened.\Despite all the D-mails you've undone,\you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back\to the original world line. response:	And for that to happen, you have to do things in order.
context: Remember...\Remember what?!\Everything that's happened.\Despite all the D-mails you've undone,\you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back\to the original world line.\And for that to happen, you have to do things in order. response:	It's so close...
context: Remember what?!\Everything that's happened.\Despite all the D-mails you've undone,\you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back\to the original world line.\And for that to happen, you have to do things in order.\It's so close... response:	But now, we have a clue.
context: Everything that's happened.\Despite all the D-mails you've undone,\you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back\to the original world line.\And for that to happen, you have to do things in order.\It's so close...\But now, we have a clue. response:	Kiryuu Moeka will do whatever this FB says, right?
context: Despite all the D-mails you've undone,\you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back\to the original world line.\And for that to happen, you have to do things in order.\It's so close...\But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right? response:	And FB's the... leader, right?
context: you haven't recovered the IBN 5100.\Most likely, it's impossible until you get back\to the original world line.\And for that to happen, you have to do things in order.\It's so close...\But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right? response:	Then...
context: Most likely, it's impossible until you get back\to the original world line.\And for that to happen, you have to do things in order.\It's so close...\But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right?\Then... response:	If I stake out the IBN 5100, maybe I'll see them.
context: to the original world line.\And for that to happen, you have to do things in order.\It's so close...\But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right?\Then...\If I stake out the IBN 5100, maybe I'll see them. response:	What are you doing here?
context: And for that to happen, you have to do things in order.\It's so close...\But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right?\Then...\If I stake out the IBN 5100, maybe I'll see them.\What are you doing here? response:	Bread
context: It's so close...\But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right?\Then...\If I stake out the IBN 5100, maybe I'll see them.\What are you doing here?\Bread response:	Bread
context: But now, we have a clue.\Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right?\Then...\If I stake out the IBN 5100, maybe I'll see them.\What are you doing here?\Bread\Bread response:	Bread
context: Kiryuu Moeka will do whatever this FB says, right?\And FB's the... leader, right?\Then...\If I stake out the IBN 5100, maybe I'll see them.\What are you doing here?\Bread\Bread\Bread response:	Bread
context: And FB's the... leader, right?\Then...\If I stake out the IBN 5100, maybe I'll see them.\What are you doing here?\Bread\Bread\Bread\Bread response:	Bread
context: Then...\If I stake out the IBN 5100, maybe I'll see them.\What are you doing here?\Bread\Bread\Bread\Bread\Bread response:	Bread
context: If I stake out the IBN 5100, maybe I'll see them.\What are you doing here?\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: What are you doing here?\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	Bread
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\Bread response:	I want to see FB, too...
context: Bread\Bread\Bread\Bread\Bread\Bread\Bread\I want to see FB, too... response:	Didn't you want to avoid seeing them?
context: Bread\Bread\Bread\Bread\Bread\Bread\I want to see FB, too...\Didn't you want to avoid seeing them? response:	Because they'd hate you or something?
context: Bread\Bread\Bread\Bread\Bread\I want to see FB, too...\Didn't you want to avoid seeing them?\Because they'd hate you or something? response:	I want to know... the truth.
context: Bread\Bread\Bread\Bread\I want to see FB, too...\Didn't you want to avoid seeing them?\Because they'd hate you or something?\I want to know... the truth. response:	What good will it do you?
context: Bread\Bread\Bread\I want to see FB, too...\Didn't you want to avoid seeing them?\Because they'd hate you or something?\I want to know... the truth.\What good will it do you? response:	I don't know.
context: Bread\Bread\I want to see FB, too...\Didn't you want to avoid seeing them?\Because they'd hate you or something?\I want to know... the truth.\What good will it do you?\I don't know. response:	Did you think I'd work with you?
context: Bread\I want to see FB, too...\Didn't you want to avoid seeing them?\Because they'd hate you or something?\I want to know... the truth.\What good will it do you?\I don't know.\Did you think I'd work with you? response:	Well, I guess I can talk to you.
context: I want to see FB, too...\Didn't you want to avoid seeing them?\Because they'd hate you or something?\I want to know... the truth.\What good will it do you?\I don't know.\Did you think I'd work with you?\Well, I guess I can talk to you. response:	What's wrong?
context: Didn't you want to avoid seeing them?\Because they'd hate you or something?\I want to know... the truth.\What good will it do you?\I don't know.\Did you think I'd work with you?\Well, I guess I can talk to you.\What's wrong? response:	N-Nothing.
context: Because they'd hate you or something?\I want to know... the truth.\What good will it do you?\I don't know.\Did you think I'd work with you?\Well, I guess I can talk to you.\What's wrong?\N-Nothing. response:	You're with Kiryuu Moeka?
context: I want to know... the truth.\What good will it do you?\I don't know.\Did you think I'd work with you?\Well, I guess I can talk to you.\What's wrong?\N-Nothing.\You're with Kiryuu Moeka? response:	Why?
context: What good will it do you?\I don't know.\Did you think I'd work with you?\Well, I guess I can talk to you.\What's wrong?\N-Nothing.\You're with Kiryuu Moeka?\Why? response:	She's...
context: I don't know.\Did you think I'd work with you?\Well, I guess I can talk to you.\What's wrong?\N-Nothing.\You're with Kiryuu Moeka?\Why?\She's... response:	That's just how it worked out.
context: Did you think I'd work with you?\Well, I guess I can talk to you.\What's wrong?\N-Nothing.\You're with Kiryuu Moeka?\Why?\She's...\That's just how it worked out. response:	If something happens, I'll tell you.
context: Well, I guess I can talk to you.\What's wrong?\N-Nothing.\You're with Kiryuu Moeka?\Why?\She's...\That's just how it worked out.\If something happens, I'll tell you. response:	Hey, wait!
context: What's wrong?\N-Nothing.\You're with Kiryuu Moeka?\Why?\She's...\That's just how it worked out.\If something happens, I'll tell you.\Hey, wait! response:	Jeez...
context: N-Nothing.\You're with Kiryuu Moeka?\Why?\She's...\That's just how it worked out.\If something happens, I'll tell you.\Hey, wait!\Jeez... response:	Was that Okarin?
context: You're with Kiryuu Moeka?\Why?\She's...\That's just how it worked out.\If something happens, I'll tell you.\Hey, wait!\Jeez...\Was that Okarin? response:	Yeah.
context: Why?\She's...\That's just how it worked out.\If something happens, I'll tell you.\Hey, wait!\Jeez...\Was that Okarin?\Yeah. response:	What's wrong?
context: She's...\That's just how it worked out.\If something happens, I'll tell you.\Hey, wait!\Jeez...\Was that Okarin?\Yeah.\What's wrong? response:	I feel like lately, Okarin and I haven't talked at all.
context: That's just how it worked out.\If something happens, I'll tell you.\Hey, wait!\Jeez...\Was that Okarin?\Yeah.\What's wrong?\I feel like lately, Okarin and I haven't talked at all. response:	Mayuri-oneechan!
context: If something happens, I'll tell you.\Hey, wait!\Jeez...\Was that Okarin?\Yeah.\What's wrong?\I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan! response:	Nae-chan!
context: Hey, wait!\Jeez...\Was that Okarin?\Yeah.\What's wrong?\I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan!\Nae-chan! response:	Hi there, assistant-oneechan!
context: Jeez...\Was that Okarin?\Yeah.\What's wrong?\I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan!\Nae-chan!\Hi there, assistant-oneechan! response:	It's Kurisu-oneechan.
context: Was that Okarin?\Yeah.\What's wrong?\I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan!\Nae-chan!\Hi there, assistant-oneechan!\It's Kurisu-oneechan. response:	Hi there.
context: Yeah.\What's wrong?\I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan!\Nae-chan!\Hi there, assistant-oneechan!\It's Kurisu-oneechan.\Hi there. response:	Sorry about yesterday.
context: What's wrong?\I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan!\Nae-chan!\Hi there, assistant-oneechan!\It's Kurisu-oneechan.\Hi there.\Sorry about yesterday. response:	Tell Okabe his rent's going up 5,000 yen.
context: I feel like lately, Okarin and I haven't talked at all.\Mayuri-oneechan!\Nae-chan!\Hi there, assistant-oneechan!\It's Kurisu-oneechan.\Hi there.\Sorry about yesterday.\Tell Okabe his rent's going up 5,000 yen. response:	I-I will.
context: Mayuri-oneechan!\Nae-chan!\Hi there, assistant-oneechan!\It's Kurisu-oneechan.\Hi there.\Sorry about yesterday.\Tell Okabe his rent's going up 5,000 yen.\I-I will. response:	Actually, I haven't seen him today.
context: Nae-chan!\Hi there, assistant-oneechan!\It's Kurisu-oneechan.\Hi there.\Sorry about yesterday.\Tell Okabe his rent's going up 5,000 yen.\I-I will.\Actually, I haven't seen him today. response:	Did he get sick or something?
context: Hi there, assistant-oneechan!\It's Kurisu-oneechan.\Hi there.\Sorry about yesterday.\Tell Okabe his rent's going up 5,000 yen.\I-I will.\Actually, I haven't seen him today.\Did he get sick or something? response:	Though they say idiots don't get sick...
context: It's Kurisu-oneechan.\Hi there.\Sorry about yesterday.\Tell Okabe his rent's going up 5,000 yen.\I-I will.\Actually, I haven't seen him today.\Did he get sick or something?\Though they say idiots don't get sick... response:	I think he's looking for stuff to use in his experiments.
