context: I shot down Dodoria! response:	I easily beat Dodoria, who took such pride in his own power!
context: that Freeza and company have away from them.\Their having lost their Scouters means\that luck has shifted in Vegeta- sama's favor!\W- we're saved!\I thought it was completely hopeless there.\Lucky for us, huh? We have that guy in the water to thank.\Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can. response:	You said it was right close by, right?
context: Their having lost their Scouters means\that luck has shifted in Vegeta- sama's favor!\W- we're saved!\I thought it was completely hopeless there.\Lucky for us, huh? We have that guy in the water to thank.\Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can.\You said it was right close by, right? response:	Yes.
context: that luck has shifted in Vegeta- sama's favor!\W- we're saved!\I thought it was completely hopeless there.\Lucky for us, huh? We have that guy in the water to thank.\Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can.\You said it was right close by, right?\Yes. response:	We didn't even fight, and I'm already exhausted. I'd like to get some rest.
context: W- we're saved!\I thought it was completely hopeless there.\Lucky for us, huh? We have that guy in the water to thank.\Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can.\You said it was right close by, right?\Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest. response:	I, uh...
context: I thought it was completely hopeless there.\Lucky for us, huh? We have that guy in the water to thank.\Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can.\You said it was right close by, right?\Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh... response:	To be honest, I'm starting to think we shouldn't have come to this planet.
context: Lucky for us, huh? We have that guy in the water to thank.\Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can.\You said it was right close by, right?\Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet. response:	It might not be fair to the late Yamucha- san and the others,
context: Anyhow, let's get back to where Bulma- san is,\while keeping our presence as masked as we can.\You said it was right close by, right?\Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others, response:	but far from bringing everyone back to life,
context: while keeping our presence as masked as we can.\You said it was right close by, right?\Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life, response:	it looks like we're just going to be adding to the deceased.
context: You said it was right close by, right?\Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased. response:	You mean, us?
context: Yes.\We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased.\You mean, us? response:	Look! Kuririn- san, over there!
context: We didn't even fight, and I'm already exhausted. I'd like to get some rest.\I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased.\You mean, us?\Look! Kuririn- san, over there! response:	Yeah, right, right.
context: I, uh...\To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased.\You mean, us?\Look! Kuririn- san, over there!\Yeah, right, right. response:	Bulma- san!
context: To be honest, I'm starting to think we shouldn't have come to this planet.\It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased.\You mean, us?\Look! Kuririn- san, over there!\Yeah, right, right.\Bulma- san! response:	Huh? She's not here.
context: It might not be fair to the late Yamucha- san and the others,\but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased.\You mean, us?\Look! Kuririn- san, over there!\Yeah, right, right.\Bulma- san!\Huh? She's not here. response:	I'm sure she's hiding deeper inside the cave.
context: but far from bringing everyone back to life,\it looks like we're just going to be adding to the deceased.\You mean, us?\Look! Kuririn- san, over there!\Yeah, right, right.\Bulma- san!\Huh? She's not here.\I'm sure she's hiding deeper inside the cave. response:	Bulma- san!
context: it looks like we're just going to be adding to the deceased.\You mean, us?\Look! Kuririn- san, over there!\Yeah, right, right.\Bulma- san!\Huh? She's not here.\I'm sure she's hiding deeper inside the cave.\Bulma- san! response:	It's us! Where are you!? Bulma- san!
context: You mean, us?\Look! Kuririn- san, over there!\Yeah, right, right.\Bulma- san!\Huh? She's not here.\I'm sure she's hiding deeper inside the cave.\Bulma- san!\It's us! Where are you!? Bulma- san! response:	A Capsule house!
context: Look! Kuririn- san, over there!\Yeah, right, right.\Bulma- san!\Huh? She's not here.\I'm sure she's hiding deeper inside the cave.\Bulma- san!\It's us! Where are you!? Bulma- san!\A Capsule house! response:	What were you guys taking it so easy for!?
context: Yeah, right, right.\Bulma- san!\Huh? She's not here.\I'm sure she's hiding deeper inside the cave.\Bulma- san!\It's us! Where are you!? Bulma- san!\A Capsule house!\What were you guys taking it so easy for!? response:	While leaving a young girl like me alone in a place like this!?
context: Bulma- san!\Huh? She's not here.\I'm sure she's hiding deeper inside the cave.\Bulma- san!\It's us! Where are you!? Bulma- san!\A Capsule house!\What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!? response:	Taking it easy, she says...
context: Huh? She's not here.\I'm sure she's hiding deeper inside the cave.\Bulma- san!\It's us! Where are you!? Bulma- san!\A Capsule house!\What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!?\Taking it easy, she says... response:	W- what's with the small-size Piccolo-looking kid there?
context: I'm sure she's hiding deeper inside the cave.\Bulma- san!\It's us! Where are you!? Bulma- san!\A Capsule house!\What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!?\Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there? response:	By any chance, is that a Namekian?
context: Bulma- san!\It's us! Where are you!? Bulma- san!\A Capsule house!\What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!?\Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian? response:	It's okay.
context: It's us! Where are you!? Bulma- san!\A Capsule house!\What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!?\Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian?\It's okay. response:	Has something happened?
context: A Capsule house!\What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!?\Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian?\It's okay.\Has something happened? response:	For now, just let us in, please. We'll fill you in on the details.
context: What were you guys taking it so easy for!?\While leaving a young girl like me alone in a place like this!?\Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian?\It's okay.\Has something happened?\For now, just let us in, please. We'll fill you in on the details. response:	Oh, right!
context: While leaving a young girl like me alone in a place like this!?\Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian?\It's okay.\Has something happened?\For now, just let us in, please. We'll fill you in on the details.\Oh, right! response:	I just got some delightful news from my dad!
context: Taking it easy, she says...\W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian?\It's okay.\Has something happened?\For now, just let us in, please. We'll fill you in on the details.\Oh, right!\I just got some delightful news from my dad! response:	He said that Son- kun had blasted off for Planet Namek here!
context: W- what's with the small-size Piccolo-looking kid there?\By any chance, is that a Namekian?\It's okay.\Has something happened?\For now, just let us in, please. We'll fill you in on the details.\Oh, right!\I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here! response:	And that he would arrive in just six days!
context: By any chance, is that a Namekian?\It's okay.\Has something happened?\For now, just let us in, please. We'll fill you in on the details.\Oh, right!\I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days! response:	You see, apparently, my dad rebuilt the Saiyan spaceship
context: It's okay.\Has something happened?\For now, just let us in, please. We'll fill you in on the details.\Oh, right!\I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship response:	that Son- kun came in as a baby!
context: Has something happened?\For now, just let us in, please. We'll fill you in on the details.\Oh, right!\I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby! response:	What's more, he said that Son- kun was doing some incredible training inside it
context: For now, just let us in, please. We'll fill you in on the details.\Oh, right!\I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it response:	along the way.
context: Oh, right!\I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it\along the way. response:	F- Father?
context: I just got some delightful news from my dad!\He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it\along the way.\F- Father? response:	Yahoo!!
context: He said that Son- kun had blasted off for Planet Namek here!\And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it\along the way.\F- Father?\Yahoo!! response:	Yay! Hooray! Hooray!
context: And that he would arrive in just six days!\You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it\along the way.\F- Father?\Yahoo!!\Yay! Hooray! Hooray! response:	Incredible training along the way?
context: You see, apparently, my dad rebuilt the Saiyan spaceship\that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it\along the way.\F- Father?\Yahoo!!\Yay! Hooray! Hooray!\Incredible training along the way? response:	All right! All right! We've found some hope!
context: that Son- kun came in as a baby!\What's more, he said that Son- kun was doing some incredible training inside it\along the way.\F- Father?\Yahoo!!\Yay! Hooray! Hooray!\Incredible training along the way?\All right! All right! We've found some hope! response:	Next up, I'll do this for 30 minutes!
context: What's more, he said that Son- kun was doing some incredible training inside it\along the way.\F- Father?\Yahoo!!\Yay! Hooray! Hooray!\Incredible training along the way?\All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes! response:	Huh? Is it already time for the next item on the schedule?
context: along the way.\F- Father?\Yahoo!!\Yay! Hooray! Hooray!\Incredible training along the way?\All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule? response:	That's strange...
context: F- Father?\Yahoo!!\Yay! Hooray! Hooray!\Incredible training along the way?\All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule?\That's strange... response:	What's going on here?
context: Yahoo!!\Yay! Hooray! Hooray!\Incredible training along the way?\All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule?\That's strange...\What's going on here? response:	W- what's that?
context: Yay! Hooray! Hooray!\Incredible training along the way?\All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule?\That's strange...\What's going on here?\W- what's that? response:	Goku, can you hear me?
