context: Water. response:	Earth.
context: Why is it that every time you play with magic water, I get soaked?\Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird?\I'm not the one who makes muscles at myself...\Watch out!\Go left! Go left! response:	You call that left?
context: Ah It's not magic. It's waterbending, and it's...\Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird?\I'm not the one who makes muscles at myself...\Watch out!\Go left! Go left!\You call that left? response:	You don't like my steering.
context: Yeah, yeah, an ancient art unique to our culture, blah blah blah...\Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird?\I'm not the one who makes muscles at myself...\Watch out!\Go left! Go left!\You call that left?\You don't like my steering. response:	Well, maybe you should have waterbended us out of the ice.
context: Look, I'm just saying that if I had weird powers, I'd keep my weirdness to myself.\You're calling me weird?\I'm not the one who makes muscles at myself...\Watch out!\Go left! Go left!\You call that left?\You don't like my steering.\Well, maybe you should have waterbended us out of the ice. response:	So it's my fault?
context: You're calling me weird?\I'm not the one who makes muscles at myself...\Watch out!\Go left! Go left!\You call that left?\You don't like my steering.\Well, maybe you should have waterbended us out of the ice.\So it's my fault? response:	I knew I should have left you home.
context: I'm not the one who makes muscles at myself...\Watch out!\Go left! Go left!\You call that left?\You don't like my steering.\Well, maybe you should have waterbended us out of the ice.\So it's my fault?\I knew I should have left you home. response:	Leave it to a girl to screw things up.
context: Watch out!\Go left! Go left!\You call that left?\You don't like my steering.\Well, maybe you should have waterbended us out of the ice.\So it's my fault?\I knew I should have left you home.\Leave it to a girl to screw things up. response:	You are the most sexist, immature, nut brained...
context: Go left! Go left!\You call that left?\You don't like my steering.\Well, maybe you should have waterbended us out of the ice.\So it's my fault?\I knew I should have left you home.\Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained... response:	Ever since Mom died I've been doing all the work around camp...
context: You call that left?\You don't like my steering.\Well, maybe you should have waterbended us out of the ice.\So it's my fault?\I knew I should have left you home.\Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp... response:	Uh... Katara?
context: You don't like my steering.\Well, maybe you should have waterbended us out of the ice.\So it's my fault?\I knew I should have left you home.\Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp...\Uh... Katara? response:	I even wash all the clothes!
context: Well, maybe you should have waterbended us out of the ice.\So it's my fault?\I knew I should have left you home.\Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp...\Uh... Katara?\I even wash all the clothes! response:	Have you ever smelled your dirty socks? Let me tell you, not pleasant!!
context: So it's my fault?\I knew I should have left you home.\Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp...\Uh... Katara?\I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!! response:	Katara! Settle down!
context: I knew I should have left you home.\Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp...\Uh... Katara?\I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down! response:	No, that's it. I'm done helping you.
context: Leave it to a girl to screw things up.\You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp...\Uh... Katara?\I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down!\No, that's it. I'm done helping you. response:	From now on, you're on your own!
context: You are the most sexist, immature, nut brained...\Ever since Mom died I've been doing all the work around camp...\Uh... Katara?\I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down!\No, that's it. I'm done helping you.\From now on, you're on your own! response:	Okay, you've gone from weird to freakish, Katara.
context: Ever since Mom died I've been doing all the work around camp...\Uh... Katara?\I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down!\No, that's it. I'm done helping you.\From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara. response:	You mean I did that?
context: Uh... Katara?\I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down!\No, that's it. I'm done helping you.\From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara.\You mean I did that? response:	Yup. Congratulations.
context: I even wash all the clothes!\Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down!\No, that's it. I'm done helping you.\From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara.\You mean I did that?\Yup. Congratulations. response:	He's alive! We have to help.
context: Have you ever smelled your dirty socks? Let me tell you, not pleasant!!\Katara! Settle down!\No, that's it. I'm done helping you.\From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara.\You mean I did that?\Yup. Congratulations.\He's alive! We have to help. response:	Katara! Get back here! We don't know what that thing is!
context: Katara! Settle down!\No, that's it. I'm done helping you.\From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara.\You mean I did that?\Yup. Congratulations.\He's alive! We have to help.\Katara! Get back here! We don't know what that thing is! response:	Finally. Uncle, do you realize what this means?
context: No, that's it. I'm done helping you.\From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara.\You mean I did that?\Yup. Congratulations.\He's alive! We have to help.\Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means? response:	I won't get to finish my game?
context: From now on, you're on your own!\Okay, you've gone from weird to freakish, Katara.\You mean I did that?\Yup. Congratulations.\He's alive! We have to help.\Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means?\I won't get to finish my game? response:	It means my search. It's about to come to an end.
context: Okay, you've gone from weird to freakish, Katara.\You mean I did that?\Yup. Congratulations.\He's alive! We have to help.\Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means?\I won't get to finish my game?\It means my search. It's about to come to an end. response:	That light came from an incredibly powerful source. It has to be him!
context: You mean I did that?\Yup. Congratulations.\He's alive! We have to help.\Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means?\I won't get to finish my game?\It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him! response:	Or it's just the celestial lights. We've been down this road before, Prince Zuko.
context: Yup. Congratulations.\He's alive! We have to help.\Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means?\I won't get to finish my game?\It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko. response:	I don't want you to get too excited over nothing.
context: He's alive! We have to help.\Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means?\I won't get to finish my game?\It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing. response:	Please, sit. Why don't you enjoy a cup of calming jasmine tea?
context: Katara! Get back here! We don't know what that thing is!\Finally. Uncle, do you realize what this means?\I won't get to finish my game?\It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea? response:	I don't need any calming tea! I need to capture the Avatar.
context: Finally. Uncle, do you realize what this means?\I won't get to finish my game?\It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar. response:	Helmsman, head a course for the light!
context: I won't get to finish my game?\It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light! response:	Stop!
context: It means my search. It's about to come to an end.\That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light!\Stop! response:	Stop it!
context: That light came from an incredibly powerful source. It has to be him!\Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light!\Stop!\Stop it! response:	I need to ask you something.
context: Or it's just the celestial lights. We've been down this road before, Prince Zuko.\I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light!\Stop!\Stop it!\I need to ask you something. response:	What?
context: I don't want you to get too excited over nothing.\Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light!\Stop!\Stop it!\I need to ask you something.\What? response:	Please... come closer.
context: Please, sit. Why don't you enjoy a cup of calming jasmine tea?\I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light!\Stop!\Stop it!\I need to ask you something.\What?\Please... come closer. response:	What is it?
context: I don't need any calming tea! I need to capture the Avatar.\Helmsman, head a course for the light!\Stop!\Stop it!\I need to ask you something.\What?\Please... come closer.\What is it? response:	Will you go penguin sledding with me?
context: Helmsman, head a course for the light!\Stop!\Stop it!\I need to ask you something.\What?\Please... come closer.\What is it?\Will you go penguin sledding with me? response:	Uh... sure. I guess.
context: Stop!\Stop it!\I need to ask you something.\What?\Please... come closer.\What is it?\Will you go penguin sledding with me?\Uh... sure. I guess. response:	What's going on here?
context: Stop it!\I need to ask you something.\What?\Please... come closer.\What is it?\Will you go penguin sledding with me?\Uh... sure. I guess.\What's going on here? response:	You tell us!
context: I need to ask you something.\What?\Please... come closer.\What is it?\Will you go penguin sledding with me?\Uh... sure. I guess.\What's going on here?\You tell us! response:	How'd you get in the ice? And why aren't you frozen?
context: What?\Please... come closer.\What is it?\Will you go penguin sledding with me?\Uh... sure. I guess.\What's going on here?\You tell us!\How'd you get in the ice? And why aren't you frozen? response:	I'm not sure.
context: Please... come closer.\What is it?\Will you go penguin sledding with me?\Uh... sure. I guess.\What's going on here?\You tell us!\How'd you get in the ice? And why aren't you frozen?\I'm not sure. response:	Appa! Are you all right? Wake up, buddy.
context: What is it?\Will you go penguin sledding with me?\Uh... sure. I guess.\What's going on here?\You tell us!\How'd you get in the ice? And why aren't you frozen?\I'm not sure.\Appa! Are you all right? Wake up, buddy. response:	What is that thing?
context: Will you go penguin sledding with me?\Uh... sure. I guess.\What's going on here?\You tell us!\How'd you get in the ice? And why aren't you frozen?\I'm not sure.\Appa! Are you all right? Wake up, buddy.\What is that thing? response:	This is Appa, my flying bison.
context: Uh... sure. I guess.\What's going on here?\You tell us!\How'd you get in the ice? And why aren't you frozen?\I'm not sure.\Appa! Are you all right? Wake up, buddy.\What is that thing?\This is Appa, my flying bison. response:	Right. And this is Katara, my flying sister.
context: What's going on here?\You tell us!\How'd you get in the ice? And why aren't you frozen?\I'm not sure.\Appa! Are you all right? Wake up, buddy.\What is that thing?\This is Appa, my flying bison.\Right. And this is Katara, my flying sister. response:	Don't worry. It'll wash out.
context: You tell us!\How'd you get in the ice? And why aren't you frozen?\I'm not sure.\Appa! Are you all right? Wake up, buddy.\What is that thing?\This is Appa, my flying bison.\Right. And this is Katara, my flying sister.\Don't worry. It'll wash out. response:	So, do you guys live around here?
context: How'd you get in the ice? And why aren't you frozen?\I'm not sure.\Appa! Are you all right? Wake up, buddy.\What is that thing?\This is Appa, my flying bison.\Right. And this is Katara, my flying sister.\Don't worry. It'll wash out.\So, do you guys live around here? response:	Don't answer that!
context: I'm not sure.\Appa! Are you all right? Wake up, buddy.\What is that thing?\This is Appa, my flying bison.\Right. And this is Katara, my flying sister.\Don't worry. It'll wash out.\So, do you guys live around here?\Don't answer that! response:	Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.
context: Appa! Are you all right? Wake up, buddy.\What is that thing?\This is Appa, my flying bison.\Right. And this is Katara, my flying sister.\Don't worry. It'll wash out.\So, do you guys live around here?\Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy. response:	Oh, yeah, I'm sure he's a spy for the Fire Navy.
context: What is that thing?\This is Appa, my flying bison.\Right. And this is Katara, my flying sister.\Don't worry. It'll wash out.\So, do you guys live around here?\Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy. response:	You can tell by that evil look in his eye.
context: This is Appa, my flying bison.\Right. And this is Katara, my flying sister.\Don't worry. It'll wash out.\So, do you guys live around here?\Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye. response:	The paranoid one is my brother, Sokka. You never told us your name.
context: Right. And this is Katara, my flying sister.\Don't worry. It'll wash out.\So, do you guys live around here?\Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name. response:	I'm A...
context: Don't worry. It'll wash out.\So, do you guys live around here?\Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name.\I'm A... response:	I'm Aang.
context: So, do you guys live around here?\Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name.\I'm A...\I'm Aang. response:	You just sneezed... and flew ten feet in the air.
context: Don't answer that!\Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name.\I'm A...\I'm Aang.\You just sneezed... and flew ten feet in the air. response:	Really? It felt higher that that.
context: Did you see that crazy bolt of light? He was probably trying to signal the Fire Navy.\Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name.\I'm A...\I'm Aang.\You just sneezed... and flew ten feet in the air.\Really? It felt higher that that. response:	Ah, you're an airbender!
context: Oh, yeah, I'm sure he's a spy for the Fire Navy.\You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name.\I'm A...\I'm Aang.\You just sneezed... and flew ten feet in the air.\Really? It felt higher that that.\Ah, you're an airbender! response:	Sure am.
context: You can tell by that evil look in his eye.\The paranoid one is my brother, Sokka. You never told us your name.\I'm A...\I'm Aang.\You just sneezed... and flew ten feet in the air.\Really? It felt higher that that.\Ah, you're an airbender!\Sure am. response:	Giant light beams... flying bison... airbenders...
context: The paranoid one is my brother, Sokka. You never told us your name.\I'm A...\I'm Aang.\You just sneezed... and flew ten feet in the air.\Really? It felt higher that that.\Ah, you're an airbender!\Sure am.\Giant light beams... flying bison... airbenders... response:	I think I've got Midnight Sun Madness.
context: I'm A...\I'm Aang.\You just sneezed... and flew ten feet in the air.\Really? It felt higher that that.\Ah, you're an airbender!\Sure am.\Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness. response:	I'm going home to where stuff makes sense.
context: I'm Aang.\You just sneezed... and flew ten feet in the air.\Really? It felt higher that that.\Ah, you're an airbender!\Sure am.\Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense. response:	Well, if you guys are stuck Appa and I can give you a lift.
context: You just sneezed... and flew ten feet in the air.\Really? It felt higher that that.\Ah, you're an airbender!\Sure am.\Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift. response:	We'd love a ride! Thanks!
context: Really? It felt higher that that.\Ah, you're an airbender!\Sure am.\Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks! response:	Oh, no... I am not getting on that fluffy snot monster.
context: Ah, you're an airbender!\Sure am.\Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster. response:	Are you hoping some other kind of monster will come along and give you a ride home?
context: Sure am.\Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster.\Are you hoping some other kind of monster will come along and give you a ride home? response:	You know... before you freeze to death?
context: Giant light beams... flying bison... airbenders...\I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster.\Are you hoping some other kind of monster will come along and give you a ride home?\You know... before you freeze to death? response:	Okay. First time flyers, hold on tight!
context: I think I've got Midnight Sun Madness.\I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster.\Are you hoping some other kind of monster will come along and give you a ride home?\You know... before you freeze to death?\Okay. First time flyers, hold on tight! response:	Appa, yip yip!
context: I'm going home to where stuff makes sense.\Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster.\Are you hoping some other kind of monster will come along and give you a ride home?\You know... before you freeze to death?\Okay. First time flyers, hold on tight!\Appa, yip yip! response:	Come on, Appa. Yip yip.
context: Well, if you guys are stuck Appa and I can give you a lift.\We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster.\Are you hoping some other kind of monster will come along and give you a ride home?\You know... before you freeze to death?\Okay. First time flyers, hold on tight!\Appa, yip yip!\Come on, Appa. Yip yip. response:	Wow. That was truly amazing.
context: We'd love a ride! Thanks!\Oh, no... I am not getting on that fluffy snot monster.\Are you hoping some other kind of monster will come along and give you a ride home?\You know... before you freeze to death?\Okay. First time flyers, hold on tight!\Appa, yip yip!\Come on, Appa. Yip yip.\Wow. That was truly amazing. response:	Appa's just tired. A little rest and he'll be soaring through the sky. You'll see.
