context: And we broke response:	Everything that was right
context: are the really curious ones.\Is that so? Well then, what has you so curious?\It's the snow itself. It's very interesting around here.\I wanted to come see it for myself.\Oh, really?\I mean, it's true we get a lot of snow in these parts.\But that's just typical for us.\I don't think it's all that interesting. response:	Sir? Your bath is
context: Is that so? Well then, what has you so curious?\It's the snow itself. It's very interesting around here.\I wanted to come see it for myself.\Oh, really?\I mean, it's true we get a lot of snow in these parts.\But that's just typical for us.\I don't think it's all that interesting.\Sir? Your bath is response:	Wh-What are you doing?
context: It's the snow itself. It's very interesting around here.\I wanted to come see it for myself.\Oh, really?\I mean, it's true we get a lot of snow in these parts.\But that's just typical for us.\I don't think it's all that interesting.\Sir? Your bath is\Wh-What are you doing? response:	Oh, sorry.
context: I wanted to come see it for myself.\Oh, really?\I mean, it's true we get a lot of snow in these parts.\But that's just typical for us.\I don't think it's all that interesting.\Sir? Your bath is\Wh-What are you doing?\Oh, sorry. response:	I'll be going to sleep soon.
context: Oh, really?\I mean, it's true we get a lot of snow in these parts.\But that's just typical for us.\I don't think it's all that interesting.\Sir? Your bath is\Wh-What are you doing?\Oh, sorry.\I'll be going to sleep soon. response:	Let's close this, then.
context: I mean, it's true we get a lot of snow in these parts.\But that's just typical for us.\I don't think it's all that interesting.\Sir? Your bath is\Wh-What are you doing?\Oh, sorry.\I'll be going to sleep soon.\Let's close this, then. response:	Hey, these are drawings of snowflakes, right?
context: But that's just typical for us.\I don't think it's all that interesting.\Sir? Your bath is\Wh-What are you doing?\Oh, sorry.\I'll be going to sleep soon.\Let's close this, then.\Hey, these are drawings of snowflakes, right? response:	Can I take a look through?
context: I don't think it's all that interesting.\Sir? Your bath is\Wh-What are you doing?\Oh, sorry.\I'll be going to sleep soon.\Let's close this, then.\Hey, these are drawings of snowflakes, right?\Can I take a look through? response:	Sure.
context: Sir? Your bath is\Wh-What are you doing?\Oh, sorry.\I'll be going to sleep soon.\Let's close this, then.\Hey, these are drawings of snowflakes, right?\Can I take a look through?\Sure. response:	Wow, there are so many different shapes.
context: Wh-What are you doing?\Oh, sorry.\I'll be going to sleep soon.\Let's close this, then.\Hey, these are drawings of snowflakes, right?\Can I take a look through?\Sure.\Wow, there are so many different shapes. response:	Is this a snowflake too?
context: Oh, sorry.\I'll be going to sleep soon.\Let's close this, then.\Hey, these are drawings of snowflakes, right?\Can I take a look through?\Sure.\Wow, there are so many different shapes.\Is this a snowflake too? response:	Actually, that one's a type of snow mushi.
context: I'll be going to sleep soon.\Let's close this, then.\Hey, these are drawings of snowflakes, right?\Can I take a look through?\Sure.\Wow, there are so many different shapes.\Is this a snowflake too?\Actually, that one's a type of snow mushi. response:	You can sometimes find them if you sift through snow.
context: Let's close this, then.\Hey, these are drawings of snowflakes, right?\Can I take a look through?\Sure.\Wow, there are so many different shapes.\Is this a snowflake too?\Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow. response:	So there are things like this inside snow?
context: Hey, these are drawings of snowflakes, right?\Can I take a look through?\Sure.\Wow, there are so many different shapes.\Is this a snowflake too?\Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow.\So there are things like this inside snow? response:	Yes, sometimes.
context: Can I take a look through?\Sure.\Wow, there are so many different shapes.\Is this a snowflake too?\Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow.\So there are things like this inside snow?\Yes, sometimes. response:	And they're especially diverse in this area.
context: Sure.\Wow, there are so many different shapes.\Is this a snowflake too?\Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow.\So there are things like this inside snow?\Yes, sometimes.\And they're especially diverse in this area. response:	I've already found quite a few just around this village.
context: Wow, there are so many different shapes.\Is this a snowflake too?\Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow.\So there are things like this inside snow?\Yes, sometimes.\And they're especially diverse in this area.\I've already found quite a few just around this village. response:	This is a Yukinarashi, or a Snow Smoother mushi.
context: Is this a snowflake too?\Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow.\So there are things like this inside snow?\Yes, sometimes.\And they're especially diverse in this area.\I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi. response:	It lives in the tracks made by animals.
context: Actually, that one's a type of snow mushi.\You can sometimes find them if you sift through snow.\So there are things like this inside snow?\Yes, sometimes.\And they're especially diverse in this area.\I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals. response:	If there are enough of these around, tracks made in the snow disappear quickly,
context: You can sometimes find them if you sift through snow.\So there are things like this inside snow?\Yes, sometimes.\And they're especially diverse in this area.\I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly, response:	which can be a nuisance when you're hunting or need to find someone.
context: So there are things like this inside snow?\Yes, sometimes.\And they're especially diverse in this area.\I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone. response:	Hmm... how about this one?
context: Yes, sometimes.\And they're especially diverse in this area.\I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one? response:	A Yukidangomushi, or Snow Roly-poly mushi.
context: And they're especially diverse in this area.\I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi. response:	I saw some on my way here.
context: I've already found quite a few just around this village.\This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here. response:	They move by rolling on top of the snow, making snowballs in the process.
context: This is a Yukinarashi, or a Snow Smoother mushi.\It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process. response:	When their snowballs start to get too big,
context: It lives in the tracks made by animals.\If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big, response:	they usually crash them against trees to shake off the extra snow.
context: If there are enough of these around, tracks made in the snow disappear quickly,\which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow. response:	But if you stumble across one with no trees nearby, it may try to crash into you instead.
context: which can be a nuisance when you're hunting or need to find someone.\Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead. response:	They sound pretty mischievous!
context: Hmm... how about this one?\A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous! response:	When they crash into trees, the shockwaves they make sometimes cause avalanches.
context: A Yukidangomushi, or Snow Roly-poly mushi.\I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches. response:	They're not as harmless as you might think.
context: I saw some on my way here.\They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think. response:	What others are there?
context: They move by rolling on top of the snow, making snowballs in the process.\When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think.\What others are there? response:	This one here is probably the rarest one.
context: When their snowballs start to get too big,\they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think.\What others are there?\This one here is probably the rarest one. response:	This mushi likes to travel in packs and stick close to a specific animal.
context: they usually crash them against trees to shake off the extra snow.\But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think.\What others are there?\This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal. response:	They sting the animal and steal its warmth little by little.
context: But if you stumble across one with no trees nearby, it may try to crash into you instead.\They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think.\What others are there?\This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little. response:	When animals are possessed by this type of mushi,
context: They sound pretty mischievous!\When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think.\What others are there?\This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi, response:	snow seems to follow them wherever they go.
context: When they crash into trees, the shockwaves they make sometimes cause avalanches.\They're not as harmless as you might think.\What others are there?\This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi,\snow seems to follow them wherever they go. response:	This is why they're called Tokoyukimushi, or Never-ending Snow mushi.
context: They're not as harmless as you might think.\What others are there?\This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi,\snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi. response:	What else happens when they possess you?
context: What others are there?\This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi,\snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you? response:	Your body temperature decreases as well. They say there's no risk of death, though.
context: This one here is probably the rarest one.\This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi,\snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though. response:	They usually depart when spring comes.
context: This mushi likes to travel in packs and stick close to a specific animal.\They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi,\snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes. response:	I see.
context: They sting the animal and steal its warmth little by little.\When animals are possessed by this type of mushi,\snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes.\I see. response:	Is there someone in particular you're worried about?
context: When animals are possessed by this type of mushi,\snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes.\I see.\Is there someone in particular you're worried about? response:	On your way here, you saw that house buried in snow, right?
context: snow seems to follow them wherever they go.\This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes.\I see.\Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right? response:	Yeah.
context: This is why they're called Tokoyukimushi, or Never-ending Snow mushi.\What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes.\I see.\Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right?\Yeah. response:	My friend lives there.
context: What else happens when they possess you?\Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes.\I see.\Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right?\Yeah.\My friend lives there. response:	It's because of him that the house became buried in snow.
context: Your body temperature decreases as well. They say there's no risk of death, though.\They usually depart when spring comes.\I see.\Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right?\Yeah.\My friend lives there.\It's because of him that the house became buried in snow. response:	He...
context: They usually depart when spring comes.\I see.\Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right?\Yeah.\My friend lives there.\It's because of him that the house became buried in snow.\He... response:	Early this winter...
context: I see.\Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right?\Yeah.\My friend lives there.\It's because of him that the house became buried in snow.\He...\Early this winter... response:	he lost his little sister to the lake.
context: Is there someone in particular you're worried about?\On your way here, you saw that house buried in snow, right?\Yeah.\My friend lives there.\It's because of him that the house became buried in snow.\He...\Early this winter...\he lost his little sister to the lake. response:	Not too long after that,
context: On your way here, you saw that house buried in snow, right?\Yeah.\My friend lives there.\It's because of him that the house became buried in snow.\He...\Early this winter...\he lost his little sister to the lake.\Not too long after that, response:	I noticed that snow was always falling around him, and only him.
context: Yeah.\My friend lives there.\It's because of him that the house became buried in snow.\He...\Early this winter...\he lost his little sister to the lake.\Not too long after that,\I noticed that snow was always falling around him, and only him. response:	Toki?
context: My friend lives there.\It's because of him that the house became buried in snow.\He...\Early this winter...\he lost his little sister to the lake.\Not too long after that,\I noticed that snow was always falling around him, and only him.\Toki? response:	It's me, Tae.
context: It's because of him that the house became buried in snow.\He...\Early this winter...\he lost his little sister to the lake.\Not too long after that,\I noticed that snow was always falling around him, and only him.\Toki?\It's me, Tae. response:	Toki.
context: He...\Early this winter...\he lost his little sister to the lake.\Not too long after that,\I noticed that snow was always falling around him, and only him.\Toki?\It's me, Tae.\Toki. response:	Come on, I know you're in there!
context: Early this winter...\he lost his little sister to the lake.\Not too long after that,\I noticed that snow was always falling around him, and only him.\Toki?\It's me, Tae.\Toki.\Come on, I know you're in there! response:	Come out already!
context: he lost his little sister to the lake.\Not too long after that,\I noticed that snow was always falling around him, and only him.\Toki?\It's me, Tae.\Toki.\Come on, I know you're in there!\Come out already! response:	What is it?
context: Not too long after that,\I noticed that snow was always falling around him, and only him.\Toki?\It's me, Tae.\Toki.\Come on, I know you're in there!\Come out already!\What is it? response:	You've gotten even paler.
context: I noticed that snow was always falling around him, and only him.\Toki?\It's me, Tae.\Toki.\Come on, I know you're in there!\Come out already!\What is it?\You've gotten even paler. response:	Are you sure you're okay?
context: Toki?\It's me, Tae.\Toki.\Come on, I know you're in there!\Come out already!\What is it?\You've gotten even paler.\Are you sure you're okay? response:	It's no big deal.
context: It's me, Tae.\Toki.\Come on, I know you're in there!\Come out already!\What is it?\You've gotten even paler.\Are you sure you're okay?\It's no big deal. response:	Who's this?
context: Toki.\Come on, I know you're in there!\Come out already!\What is it?\You've gotten even paler.\Are you sure you're okay?\It's no big deal.\Who's this? response:	A mushi-shi named Ginko.
context: Come on, I know you're in there!\Come out already!\What is it?\You've gotten even paler.\Are you sure you're okay?\It's no big deal.\Who's this?\A mushi-shi named Ginko. response:	He was wondering if he could speak with you.
context: Come out already!\What is it?\You've gotten even paler.\Are you sure you're okay?\It's no big deal.\Who's this?\A mushi-shi named Ginko.\He was wondering if he could speak with you. response:	Oh?
context: What is it?\You've gotten even paler.\Are you sure you're okay?\It's no big deal.\Who's this?\A mushi-shi named Ginko.\He was wondering if he could speak with you.\Oh? response:	Come in.
context: You've gotten even paler.\Are you sure you're okay?\It's no big deal.\Who's this?\A mushi-shi named Ginko.\He was wondering if he could speak with you.\Oh?\Come in. response:	It's freezing.
context: Are you sure you're okay?\It's no big deal.\Who's this?\A mushi-shi named Ginko.\He was wondering if he could speak with you.\Oh?\Come in.\It's freezing. response:	Sorry for how cold it is in here.
context: It's no big deal.\Who's this?\A mushi-shi named Ginko.\He was wondering if he could speak with you.\Oh?\Come in.\It's freezing.\Sorry for how cold it is in here. response:	Whenever we try to warm up the place, my skin starts to hurt... like it's burning,
context: Who's this?\A mushi-shi named Ginko.\He was wondering if he could speak with you.\Oh?\Come in.\It's freezing.\Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning, response:	whereas I don't feel the cold one bit.
