context: Sakaguchi Ango response:	Sakaguchi Ango.
context: Yes...\I've come to the conclusion\that they are an organization of gifted members from overseas.\They were being chased by a gifted agency from England\called the Order of the Clock Tower,\and came scurrying from Europe to Japan...\And what did those guys come all the way to Japan for?\They escaped to a foreign land... response:	So maybe something was already here...
context: I've come to the conclusion\that they are an organization of gifted members from overseas.\They were being chased by a gifted agency from England\called the Order of the Clock Tower,\and came scurrying from Europe to Japan...\And what did those guys come all the way to Japan for?\They escaped to a foreign land...\So maybe something was already here... response:	That's possible... But there's one thing that bugs me about that.
context: that they are an organization of gifted members from overseas.\They were being chased by a gifted agency from England\called the Order of the Clock Tower,\and came scurrying from Europe to Japan...\And what did those guys come all the way to Japan for?\They escaped to a foreign land...\So maybe something was already here...\That's possible... But there's one thing that bugs me about that. response:	You want to say that the soldiers were far too skilled, right?
context: They were being chased by a gifted agency from England\called the Order of the Clock Tower,\and came scurrying from Europe to Japan...\And what did those guys come all the way to Japan for?\They escaped to a foreign land...\So maybe something was already here...\That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right? response:	Yeah.
context: called the Order of the Clock Tower,\and came scurrying from Europe to Japan...\And what did those guys come all the way to Japan for?\They escaped to a foreign land...\So maybe something was already here...\That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right?\Yeah. response:	They're former soldiers...
context: and came scurrying from Europe to Japan...\And what did those guys come all the way to Japan for?\They escaped to a foreign land...\So maybe something was already here...\That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right?\Yeah.\They're former soldiers... response:	According to my information,
context: And what did those guys come all the way to Japan for?\They escaped to a foreign land...\So maybe something was already here...\That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right?\Yeah.\They're former soldiers...\According to my information, response:	the head of that organization
context: They escaped to a foreign land...\So maybe something was already here...\That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right?\Yeah.\They're former soldiers...\According to my information,\the head of that organization response:	uses a powerful gift to command veteran soldiers.
context: So maybe something was already here...\That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right?\Yeah.\They're former soldiers...\According to my information,\the head of that organization\uses a powerful gift to command veteran soldiers. response:	Powerful gift?
context: That's possible... But there's one thing that bugs me about that.\You want to say that the soldiers were far too skilled, right?\Yeah.\They're former soldiers...\According to my information,\the head of that organization\uses a powerful gift to command veteran soldiers.\Powerful gift? response:	Does the boss know about this?
context: You want to say that the soldiers were far too skilled, right?\Yeah.\They're former soldiers...\According to my information,\the head of that organization\uses a powerful gift to command veteran soldiers.\Powerful gift?\Does the boss know about this? response:	I reported it to him.
context: Yeah.\They're former soldiers...\According to my information,\the head of that organization\uses a powerful gift to command veteran soldiers.\Powerful gift?\Does the boss know about this?\I reported it to him. response:	Then he ordered me to come up with an anti-Mimic strategy and command the front.
context: They're former soldiers...\According to my information,\the head of that organization\uses a powerful gift to command veteran soldiers.\Powerful gift?\Does the boss know about this?\I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front. response:	I already set up various traps.
context: According to my information,\the head of that organization\uses a powerful gift to command veteran soldiers.\Powerful gift?\Does the boss know about this?\I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps. response:	I'm going to ask you something rather rudimentary,
context: the head of that organization\uses a powerful gift to command veteran soldiers.\Powerful gift?\Does the boss know about this?\I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps.\I'm going to ask you something rather rudimentary, response:	but if it's an international criminal organization with gifted members,
context: uses a powerful gift to command veteran soldiers.\Powerful gift?\Does the boss know about this?\I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps.\I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members, response:	wouldn't this be a matter for the government agency?
context: Powerful gift?\Does the boss know about this?\I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps.\I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency? response:	Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?
context: Does the boss know about this?\I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps.\I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division? response:	They won't show up unless the situation is rather extreme.
context: I reported it to him.\Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps.\I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme. response:	Because to the outside world, they technically don't even exist.
context: Then he ordered me to come up with an anti-Mimic strategy and command the front.\I already set up various traps.\I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist. response:	And what about Ango?
context: I already set up various traps.\I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist.\And what about Ango? response:	It's basically been confirmed that Ango
context: I'm going to ask you something rather rudimentary,\but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist.\And what about Ango?\It's basically been confirmed that Ango response:	was the one who leaked the passcode on the storage unit.
context: but if it's an international criminal organization with gifted members,\wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist.\And what about Ango?\It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit. response:	Did Ango betray the organization?
context: wouldn't this be a matter for the government agency?\Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist.\And what about Ango?\It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit.\Did Ango betray the organization? response:	Everything makes perfect sense if we believe that.
context: Are you referring to the Ministry of Home Affairs' Supernatural Special Operations Division?\They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist.\And what about Ango?\It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit.\Did Ango betray the organization?\Everything makes perfect sense if we believe that. response:	It's me.
context: They won't show up unless the situation is rather extreme.\Because to the outside world, they technically don't even exist.\And what about Ango?\It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit.\Did Ango betray the organization?\Everything makes perfect sense if we believe that.\It's me. response:	Understood.
context: Because to the outside world, they technically don't even exist.\And what about Ango?\It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit.\Did Ango betray the organization?\Everything makes perfect sense if we believe that.\It's me.\Understood. response:	A mouse fell into one of my traps.
context: And what about Ango?\It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit.\Did Ango betray the organization?\Everything makes perfect sense if we believe that.\It's me.\Understood.\A mouse fell into one of my traps. response:	Episode 14: Nowhere to Return
context: It's basically been confirmed that Ango\was the one who leaked the passcode on the storage unit.\Did Ango betray the organization?\Everything makes perfect sense if we believe that.\It's me.\Understood.\A mouse fell into one of my traps.\Episode 14: Nowhere to Return response:	Just like our information said.
context: was the one who leaked the passcode on the storage unit.\Did Ango betray the organization?\Everything makes perfect sense if we believe that.\It's me.\Understood.\A mouse fell into one of my traps.\Episode 14: Nowhere to Return\Just like our information said. response:	Unlocked
context: Did Ango betray the organization?\Everything makes perfect sense if we believe that.\It's me.\Understood.\A mouse fell into one of my traps.\Episode 14: Nowhere to Return\Just like our information said.\Unlocked response:	What?
context: Everything makes perfect sense if we believe that.\It's me.\Understood.\A mouse fell into one of my traps.\Episode 14: Nowhere to Return\Just like our information said.\Unlocked\What? response:	Sleeping gas... So this was a trap.
context: It's me.\Understood.\A mouse fell into one of my traps.\Episode 14: Nowhere to Return\Just like our information said.\Unlocked\What?\Sleeping gas... So this was a trap. response:	This is an accounting facility that the Port Mafia uses for money laundering.
context: Understood.\A mouse fell into one of my traps.\Episode 14: Nowhere to Return\Just like our information said.\Unlocked\What?\Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering. response:	Three years ago, Sakaguchi Ango was scouted by the Port Mafia,
context: A mouse fell into one of my traps.\Episode 14: Nowhere to Return\Just like our information said.\Unlocked\What?\Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia, response:	and worked here for a while.
context: Episode 14: Nowhere to Return\Just like our information said.\Unlocked\What?\Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while. response:	There are records of Ango here.
context: Just like our information said.\Unlocked\What?\Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while.\There are records of Ango here. response:	Well, I'm going to get to work.
context: Unlocked\What?\Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while.\There are records of Ango here.\Well, I'm going to get to work. response:	Please don't mind me.
context: What?\Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while.\There are records of Ango here.\Well, I'm going to get to work.\Please don't mind me. response:	This is a great place to work.
context: Sleeping gas... So this was a trap.\This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while.\There are records of Ango here.\Well, I'm going to get to work.\Please don't mind me.\This is a great place to work. response:	Maybe I'll ask to be transferred here.
context: This is an accounting facility that the Port Mafia uses for money laundering.\Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while.\There are records of Ango here.\Well, I'm going to get to work.\Please don't mind me.\This is a great place to work.\Maybe I'll ask to be transferred here. response:	Every youngster that's ever said that
context: Three years ago, Sakaguchi Ango was scouted by the Port Mafia,\and worked here for a while.\There are records of Ango here.\Well, I'm going to get to work.\Please don't mind me.\This is a great place to work.\Maybe I'll ask to be transferred here.\Every youngster that's ever said that response:	usually goes running out of here in less than three days.
context: and worked here for a while.\There are records of Ango here.\Well, I'm going to get to work.\Please don't mind me.\This is a great place to work.\Maybe I'll ask to be transferred here.\Every youngster that's ever said that\usually goes running out of here in less than three days. response:	Because it's too boring.
context: There are records of Ango here.\Well, I'm going to get to work.\Please don't mind me.\This is a great place to work.\Maybe I'll ask to be transferred here.\Every youngster that's ever said that\usually goes running out of here in less than three days.\Because it's too boring. response:	Please, take your time.
context: Well, I'm going to get to work.\Please don't mind me.\This is a great place to work.\Maybe I'll ask to be transferred here.\Every youngster that's ever said that\usually goes running out of here in less than three days.\Because it's too boring.\Please, take your time. response:	I found some information that bothered me.
context: Please don't mind me.\This is a great place to work.\Maybe I'll ask to be transferred here.\Every youngster that's ever said that\usually goes running out of here in less than three days.\Because it's too boring.\Please, take your time.\I found some information that bothered me. response:	Two years ago, Ango went to Europe on a business trip.
context: This is a great place to work.\Maybe I'll ask to be transferred here.\Every youngster that's ever said that\usually goes running out of here in less than three days.\Because it's too boring.\Please, take your time.\I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip. response:	The purpose was to negotiate a deal with a local stolen car broker.
context: Maybe I'll ask to be transferred here.\Every youngster that's ever said that\usually goes running out of here in less than three days.\Because it's too boring.\Please, take your time.\I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker. response:	That must be when
context: Every youngster that's ever said that\usually goes running out of here in less than three days.\Because it's too boring.\Please, take your time.\I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker.\That must be when response:	he agreed to become a double agent for them.
context: usually goes running out of here in less than three days.\Because it's too boring.\Please, take your time.\I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker.\That must be when\he agreed to become a double agent for them. response:	This was the place where Dazai and I first met Ango.
context: Because it's too boring.\Please, take your time.\I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker.\That must be when\he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango. response:	Would you mind not coming any closer?
context: Please, take your time.\I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker.\That must be when\he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango.\Would you mind not coming any closer? response:	You smell.
context: I found some information that bothered me.\Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker.\That must be when\he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango.\Would you mind not coming any closer?\You smell. response:	Two years ago, during the Ryuuzu Dispute,
context: Two years ago, Ango went to Europe on a business trip.\The purpose was to negotiate a deal with a local stolen car broker.\That must be when\he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango.\Would you mind not coming any closer?\You smell.\Two years ago, during the Ryuuzu Dispute, response:	Dazai and I got orders from above
context: The purpose was to negotiate a deal with a local stolen car broker.\That must be when\he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango.\Would you mind not coming any closer?\You smell.\Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above response:	and were put in charge of taking care of the corpses
context: That must be when\he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango.\Would you mind not coming any closer?\You smell.\Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above\and were put in charge of taking care of the corpses response:	of organization members who had died in the dispute.
context: he agreed to become a double agent for them.\This was the place where Dazai and I first met Ango.\Would you mind not coming any closer?\You smell.\Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above\and were put in charge of taking care of the corpses\of organization members who had died in the dispute. response:	Do I smell...?
context: This was the place where Dazai and I first met Ango.\Would you mind not coming any closer?\You smell.\Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above\and were put in charge of taking care of the corpses\of organization members who had died in the dispute.\Do I smell...? response:	Mostly, it was to bring back their belongings.
context: Would you mind not coming any closer?\You smell.\Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above\and were put in charge of taking care of the corpses\of organization members who had died in the dispute.\Do I smell...?\Mostly, it was to bring back their belongings. response:	If the police were to get their hands on them,
context: You smell.\Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above\and were put in charge of taking care of the corpses\of organization members who had died in the dispute.\Do I smell...?\Mostly, it was to bring back their belongings.\If the police were to get their hands on them, response:	they could be used as evidence for the organized crime prevention law
context: Two years ago, during the Ryuuzu Dispute,\Dazai and I got orders from above\and were put in charge of taking care of the corpses\of organization members who had died in the dispute.\Do I smell...?\Mostly, it was to bring back their belongings.\If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law response:	and it would be rather troublesome.
context: Dazai and I got orders from above\and were put in charge of taking care of the corpses\of organization members who had died in the dispute.\Do I smell...?\Mostly, it was to bring back their belongings.\If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law\and it would be rather troublesome. response:	You must be new.
