context: H! response:	O?!
context: Twenty-four hours a day thinking of you, you and nothing more than you!\It's something I wasn't consciously aware of\Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind? response:	This is my first time... feeling like this...
context: It's something I wasn't consciously aware of\Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this... response:	I wonder if I have a fever
context: Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever response:	Suddenly and precipitately, love has arrived.
context: With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived. response:	Instantly igniting my face into a bright red
context: Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red response:	T-That's stupid?! My hands are shaking
context: This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking response:	Is this really what they call love?
context: What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love? response:	I-I did it! A conversation filled with stutters
context: Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters response:	This awkward silence... *mumble mumble*
context: This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble* response:	Your... ( Your...) I want to know your feelings.
context: I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings. response:	O-One-sided love
context: Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love response:	First love! The usual way to school
context: Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school response:	The shining light. I do fall in love!
context: T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love! response:	I feel I could fly towards the sky
context: Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky response:	O-One-sided love
context: I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love response:	10
context: This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10 response:	H H!
context: Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H! response:	Woke up in the morning, brushed my teeth
context: O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth response:	In the blink of an eye, it's 10pm
context: First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm response:	Today, we laughed a whole lot
context: The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot response:	We had a great time
context: I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time response:	At times, with my friends, acting like fools, being noisy
context: O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy response:	Fluttering, our eyes met.
context: 10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met. response:	It's a coincidence, right?
context: H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right? response:	I wouldn't call this my first love
context: Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love response:	It's not my character.
context: In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character. response:	Say, will we be able to meet again tomorrow?
context: Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow? response:	As my eyelids close
context: We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close response:	I see you sparkling all over the place
context: At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place response:	Today was fun, too, wasn't it?
context: Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it? response:	I'm in love
context: It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love response:	So happy, so happy
context: I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy response:	It is my pleasure to meet you, my new-found love.
context: It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love. response:	Surely, we'll meet again tomorrow
context: Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow response:	Have a good night
context: As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night response:	We'll meet immediately in our dreams
context: I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams response:	So have a good night
context: Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night response:	Shinonome Institute
context: I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute response:	Shinonome Institute
context: So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: We'll meet immediately in our dreams\So have a good night\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: So have a good night\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Nichijou 31
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 31 response:	Go Soccer Club 5
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 31\Go Soccer Club 5 response:	Popcorn
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 31\Go Soccer Club 5\Popcorn response:	Word Of The Day
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 31\Go Soccer Club 5\Popcorn\Word Of The Day response:	Nichijou 32
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 31\Go Soccer Club 5\Popcorn\Word Of The Day\Nichijou 32 response:	Caution
context: Shinonome Institute\Shinonome Institute\Nichijou 31\Go Soccer Club 5\Popcorn\Word Of The Day\Nichijou 32\Caution response:	Nichijou 33
context: Shinonome Institute\Nichijou 31\Go Soccer Club 5\Popcorn\Word Of The Day\Nichijou 32\Caution\Nichijou 33 response:	Emergency
context: Nichijou 31\Go Soccer Club 5\Popcorn\Word Of The Day\Nichijou 32\Caution\Nichijou 33\Emergency response:	Go Soccer Club 6
context: Go Soccer Club 5\Popcorn\Word Of The Day\Nichijou 32\Caution\Nichijou 33\Emergency\Go Soccer Club 6 response:	Start
context: Popcorn\Word Of The Day\Nichijou 32\Caution\Nichijou 33\Emergency\Go Soccer Club 6\Start response:	This is how I live!
context: Word Of The Day\Nichijou 32\Caution\Nichijou 33\Emergency\Go Soccer Club 6\Start\This is how I live! response:	Tail
context: Nichijou 32\Caution\Nichijou 33\Emergency\Go Soccer Club 6\Start\This is how I live!\Tail response:	Go Soccer Club 7
context: Caution\Nichijou 33\Emergency\Go Soccer Club 6\Start\This is how I live!\Tail\Go Soccer Club 7 response:	Go Of The West
context: Nichijou 33\Emergency\Go Soccer Club 6\Start\This is how I live!\Tail\Go Soccer Club 7\Go Of The West response:	Soccer Of The East
context: Emergency\Go Soccer Club 6\Start\This is how I live!\Tail\Go Soccer Club 7\Go Of The West\Soccer Of The East response:	The Scent Of Youth
context: Go Soccer Club 6\Start\This is how I live!\Tail\Go Soccer Club 7\Go Of The West\Soccer Of The East\The Scent Of Youth response:	Nichijou 34
context: Start\This is how I live!\Tail\Go Soccer Club 7\Go Of The West\Soccer Of The East\The Scent Of Youth\Nichijou 34 response:	Shinonome Institute
context: This is how I live!\Tail\Go Soccer Club 7\Go Of The West\Soccer Of The East\The Scent Of Youth\Nichijou 34\Shinonome Institute response:	A Small Miracle
context: Tail\Go Soccer Club 7\Go Of The West\Soccer Of The East\The Scent Of Youth\Nichijou 34\Shinonome Institute\A Small Miracle response:	Narration: Seki Tomokazu
context: Go Soccer Club 7\Go Of The West\Soccer Of The East\The Scent Of Youth\Nichijou 34\Shinonome Institute\A Small Miracle\Narration: Seki Tomokazu response:	Nice weather.
context: Go Of The West\Soccer Of The East\The Scent Of Youth\Nichijou 34\Shinonome Institute\A Small Miracle\Narration: Seki Tomokazu\Nice weather. response:	It's about time to wake up the Professor.
context: Soccer Of The East\The Scent Of Youth\Nichijou 34\Shinonome Institute\A Small Miracle\Narration: Seki Tomokazu\Nice weather.\It's about time to wake up the Professor. response:	Maybe I'll take a walk somewhere after breakfast.
context: The Scent Of Youth\Nichijou 34\Shinonome Institute\A Small Miracle\Narration: Seki Tomokazu\Nice weather.\It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast. response:	Huh?
context: Nichijou 34\Shinonome Institute\A Small Miracle\Narration: Seki Tomokazu\Nice weather.\It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast.\Huh? response:	Wai -
context: Shinonome Institute\A Small Miracle\Narration: Seki Tomokazu\Nice weather.\It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast.\Huh?\Wai - response:	Mio-chan, Mai-chan, selamat pagi.
context: A Small Miracle\Narration: Seki Tomokazu\Nice weather.\It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast.\Huh?\Wai -\Mio-chan, Mai-chan, selamat pagi. response:	Oh, Yukko, good morning.
context: Narration: Seki Tomokazu\Nice weather.\It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast.\Huh?\Wai -\Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning. response:	Good morning.
context: Nice weather.\It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast.\Huh?\Wai -\Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning.\Good morning. response:	It's sunny today, huh?
context: It's about time to wake up the Professor.\Maybe I'll take a walk somewhere after breakfast.\Huh?\Wai -\Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning.\Good morning.\It's sunny today, huh? response:	Even though they predicted rain yesterday.
context: Maybe I'll take a walk somewhere after breakfast.\Huh?\Wai -\Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning.\Good morning.\It's sunny today, huh?\Even though they predicted rain yesterday. response:	TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.
context: Huh?\Wai -\Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning.\Good morning.\It's sunny today, huh?\Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad. response:	Man, on a day with nice weather like this,
context: Wai -\Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning.\Good morning.\It's sunny today, huh?\Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this, response:	maybe I'll buy a ten-key number pad or something.
context: Mio-chan, Mai-chan, selamat pagi.\Oh, Yukko, good morning.\Good morning.\It's sunny today, huh?\Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something. response:	Just kidding.
context: Oh, Yukko, good morning.\Good morning.\It's sunny today, huh?\Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something.\Just kidding. response:	W-What's with this lack of reaction?
context: Good morning.\It's sunny today, huh?\Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something.\Just kidding.\W-What's with this lack of reaction? response:	So formidable! These two are really formidable!
context: It's sunny today, huh?\Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something.\Just kidding.\W-What's with this lack of reaction?\So formidable! These two are really formidable! response:	Maybe...
context: Even though they predicted rain yesterday.\TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something.\Just kidding.\W-What's with this lack of reaction?\So formidable! These two are really formidable!\Maybe... response:	Oh, man, I see.
context: TL note: Tenki means weather. Yukko is making a pun with a ten-key number pad.\Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something.\Just kidding.\W-What's with this lack of reaction?\So formidable! These two are really formidable!\Maybe...\Oh, man, I see. response:	That's a problem.
context: Man, on a day with nice weather like this,\maybe I'll buy a ten-key number pad or something.\Just kidding.\W-What's with this lack of reaction?\So formidable! These two are really formidable!\Maybe...\Oh, man, I see.\That's a problem. response:	Maybe it went over their heads.
context: maybe I'll buy a ten-key number pad or something.\Just kidding.\W-What's with this lack of reaction?\So formidable! These two are really formidable!\Maybe...\Oh, man, I see.\That's a problem.\Maybe it went over their heads. response:	I'd better make my jokes simpler so that everyone can get them.
context: Just kidding.\W-What's with this lack of reaction?\So formidable! These two are really formidable!\Maybe...\Oh, man, I see.\That's a problem.\Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them. response:	All right!
context: W-What's with this lack of reaction?\So formidable! These two are really formidable!\Maybe...\Oh, man, I see.\That's a problem.\Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them.\All right! response:	Man, isn't it hot?
