context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	We're detecting a high energy reaction from inside the target!
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target! response:	What?! We're detecting a high energy reaction from inside the target!
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target! response:	What?! It's accelerating, and massing in upon itself!
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself! response:	It's accelerating, and massing in upon itself!
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself! response:	Is it possible?
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself!\Is it possible? response:	No, dodge it!
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself!\Is it possible?\No, dodge it! response:	Retrieve him, hurry!
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself!\Is it possible?\No, dodge it!\Retrieve him, hurry! response:	The target has gone silent!
context: We're detecting a high energy reaction from inside the target!\What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself!\Is it possible?\No, dodge it!\Retrieve him, hurry!\The target has gone silent! response:	How's Shinji?
context: What?! We're detecting a high energy reaction from inside the target!\What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself!\Is it possible?\No, dodge it!\Retrieve him, hurry!\The target has gone silent!\How's Shinji? response:	He's alive!
context: What?! It's accelerating, and massing in upon itself!\It's accelerating, and massing in upon itself!\Is it possible?\No, dodge it!\Retrieve him, hurry!\The target has gone silent!\How's Shinji?\He's alive! response:	Unit 01 has been recovered. Send it to the 7th cage.
context: It's accelerating, and massing in upon itself!\Is it possible?\No, dodge it!\Retrieve him, hurry!\The target has gone silent!\How's Shinji?\He's alive!\Unit 01 has been recovered. Send it to the 7th cage. response:	I'm going to the cage. Take over for me, please!
context: Is it possible?\No, dodge it!\Retrieve him, hurry!\The target has gone silent!\How's Shinji?\He's alive!\Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please! response:	Unit 01 secured!
context: No, dodge it!\Retrieve him, hurry!\The target has gone silent!\How's Shinji?\He's alive!\Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please!\Unit 01 secured! response:	The pilot's brain waves are extremely erratic!
context: Retrieve him, hurry!\The target has gone silent!\How's Shinji?\He's alive!\Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please!\Unit 01 secured!\The pilot's brain waves are extremely erratic! response:	His cardiac readings are very weak.
context: The target has gone silent!\How's Shinji?\He's alive!\Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please!\Unit 01 secured!\The pilot's brain waves are extremely erratic!\His cardiac readings are very weak. response:	Increase power to life support. Give him a heart massage.
context: How's Shinji?\He's alive!\Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please!\Unit 01 secured!\The pilot's brain waves are extremely erratic!\His cardiac readings are very weak.\Increase power to life support. Give him a heart massage. response:	Roger!
context: He's alive!\Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please!\Unit 01 secured!\The pilot's brain waves are extremely erratic!\His cardiac readings are very weak.\Increase power to life support. Give him a heart massage.\Roger! response:	Pulse confirmed!
context: Unit 01 has been recovered. Send it to the 7th cage.\I'm going to the cage. Take over for me, please!\Unit 01 secured!\The pilot's brain waves are extremely erratic!\His cardiac readings are very weak.\Increase power to life support. Give him a heart massage.\Roger!\Pulse confirmed! response:	Force eject the entry plug! Hurry!
context: I'm going to the cage. Take over for me, please!\Unit 01 secured!\The pilot's brain waves are extremely erratic!\His cardiac readings are very weak.\Increase power to life support. Give him a heart massage.\Roger!\Pulse confirmed!\Force eject the entry plug! Hurry! response:	Emergency LCL discharge!
context: Unit 01 secured!\The pilot's brain waves are extremely erratic!\His cardiac readings are very weak.\Increase power to life support. Give him a heart massage.\Roger!\Pulse confirmed!\Force eject the entry plug! Hurry!\Emergency LCL discharge! response:	Roger!
context: The pilot's brain waves are extremely erratic!\His cardiac readings are very weak.\Increase power to life support. Give him a heart massage.\Roger!\Pulse confirmed!\Force eject the entry plug! Hurry!\Emergency LCL discharge!\Roger! response:	Come on, open the hatch! Hurry!
context: His cardiac readings are very weak.\Increase power to life support. Give him a heart massage.\Roger!\Pulse confirmed!\Force eject the entry plug! Hurry!\Emergency LCL discharge!\Roger!\Come on, open the hatch! Hurry! response:	Shinji!
context: Increase power to life support. Give him a heart massage.\Roger!\Pulse confirmed!\Force eject the entry plug! Hurry!\Emergency LCL discharge!\Roger!\Come on, open the hatch! Hurry!\Shinji! response:	Scale: 1/1 Balloon Dummy
context: Roger!\Pulse confirmed!\Force eject the entry plug! Hurry!\Emergency LCL discharge!\Roger!\Come on, open the hatch! Hurry!\Shinji!\Scale: 1/1 Balloon Dummy response:	The enemy's accelerated particle beam cannon has hit the balloon!
context: Pulse confirmed!\Force eject the entry plug! Hurry!\Emergency LCL discharge!\Roger!\Come on, open the hatch! Hurry!\Shinji!\Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon! response:	The decoy has been vaporized!
context: Force eject the entry plug! Hurry!\Emergency LCL discharge!\Roger!\Come on, open the hatch! Hurry!\Shinji!\Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized! response:	Next.
context: Emergency LCL discharge!\Roger!\Come on, open the hatch! Hurry!\Shinji!\Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized!\Next. response:	Type-12 Automatic Cannon
context: Roger!\Come on, open the hatch! Hurry!\Shinji!\Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized!\Next.\Type-12 Automatic Cannon response:	The Type 12 Mortar has been vaporized!
context: Come on, open the hatch! Hurry!\Shinji!\Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized!\Next.\Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized! response:	I see.
context: Shinji!\Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized!\Next.\Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized!\I see. response:	From the data we've collected, we're assuming that the Angel
context: Scale: 1/1 Balloon Dummy\The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized!\Next.\Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized!\I see.\From the data we've collected, we're assuming that the Angel response:	automatically attacks any opponent within a certain range.
context: The enemy's accelerated particle beam cannon has hit the balloon!\The decoy has been vaporized!\Next.\Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized!\I see.\From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range. response:	Anything entering that range will be targeted.
context: The decoy has been vaporized!\Next.\Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized!\I see.\From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range.\Anything entering that range will be targeted. response:	It's too risky for close range combat in an Eva, isn't it?
context: Next.\Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized!\I see.\From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range.\Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it? response:	What's the status of its AT field?
context: Type-12 Automatic Cannon\The Type 12 Mortar has been vaporized!\I see.\From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range.\Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field? response:	It's still active.
context: The Type 12 Mortar has been vaporized!\I see.\From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range.\Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field?\It's still active. response:	It's strong enough that the spatial changes in phase are visible.
context: I see.\From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range.\Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field?\It's still active.\It's strong enough that the spatial changes in phase are visible. response:	Using conventional attacks, guided missiles, artillery, bombs,
context: From the data we've collected, we're assuming that the Angel\automatically attacks any opponent within a certain range.\Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field?\It's still active.\It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs, response:	will inflict more damage on us than on the Angel!
context: automatically attacks any opponent within a certain range.\Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field?\It's still active.\It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel! response:	Offensively and defensively it's almost perfect. A flying fortress.
context: Anything entering that range will be targeted.\It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field?\It's still active.\It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress. response:	What's the status on its drill?
context: It's too risky for close range combat in an Eva, isn't it?\What's the status of its AT field?\It's still active.\It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill? response:	At this moment the target is directly above us,
context: What's the status of its AT field?\It's still active.\It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill?\At this moment the target is directly above us, response:	penetrating the Tokyo 3 Null Zone.
context: It's still active.\It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill?\At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone. response:	A giant shielded drill with a diameter of 17.5 meters
context: It's strong enough that the spatial changes in phase are visible.\Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill?\At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters response:	is boring towards NERV HQ.
context: Using conventional attacks, guided missiles, artillery, bombs,\will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill?\At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ. response:	The enemy is going to attack NERV Headquarters directly.
context: will inflict more damage on us than on the Angel!\Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill?\At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly. response:	Sassy bastard!
context: Offensively and defensively it's almost perfect. A flying fortress.\What's the status on its drill?\At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly.\Sassy bastard! response:	What's its ETA?
context: What's the status on its drill?\At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly.\Sassy bastard!\What's its ETA? response:	06:54 AM, just after midnight.
context: At this moment the target is directly above us,\penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly.\Sassy bastard!\What's its ETA?\06:54 AM, just after midnight. response:	By that time, it will breach all twenty-two levels of armor,
context: penetrating the Tokyo 3 Null Zone.\A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly.\Sassy bastard!\What's its ETA?\06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor, response:	and compromise NERV Headquarters itself.
context: A giant shielded drill with a diameter of 17.5 meters\is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly.\Sassy bastard!\What's its ETA?\06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself. response:	Less than ten hours...
context: is boring towards NERV HQ.\The enemy is going to attack NERV Headquarters directly.\Sassy bastard!\What's its ETA?\06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself.\Less than ten hours... response:	The drill has contacted the first armor plate.
context: The enemy is going to attack NERV Headquarters directly.\Sassy bastard!\What's its ETA?\06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself.\Less than ten hours...\The drill has contacted the first armor plate. response:	What's the condition of Unit 01?
context: Sassy bastard!\What's its ETA?\06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself.\Less than ten hours...\The drill has contacted the first armor plate.\What's the condition of Unit 01? response:	The defensive armor was melted down to the third layer.
context: What's its ETA?\06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself.\Less than ten hours...\The drill has contacted the first armor plate.\What's the condition of Unit 01?\The defensive armor was melted down to the third layer. response:	The good news is that the central control unit sustained no damage.
context: 06:54 AM, just after midnight.\By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself.\Less than ten hours...\The drill has contacted the first armor plate.\What's the condition of Unit 01?\The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage. response:	Three more seconds, and it would have burned right through the Eva.
context: By that time, it will breach all twenty-two levels of armor,\and compromise NERV Headquarters itself.\Less than ten hours...\The drill has contacted the first armor plate.\What's the condition of Unit 01?\The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva. response:	It will take three hours to install replacement parts.
context: and compromise NERV Headquarters itself.\Less than ten hours...\The drill has contacted the first armor plate.\What's the condition of Unit 01?\The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts. response:	Roger.
context: Less than ten hours...\The drill has contacted the first armor plate.\What's the condition of Unit 01?\The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts.\Roger. response:	What's the status of Unit 00?
context: The drill has contacted the first armor plate.\What's the condition of Unit 01?\The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts.\Roger.\What's the status of Unit 00? response:	Re-activation itself should prove no problem,
context: What's the condition of Unit 01?\The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts.\Roger.\What's the status of Unit 00?\Re-activation itself should prove no problem, response:	but there's still a feedback error.
context: The defensive armor was melted down to the third layer.\The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts.\Roger.\What's the status of Unit 00?\Re-activation itself should prove no problem,\but there's still a feedback error. response:	So it wouldn't...
context: The good news is that the central control unit sustained no damage.\Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts.\Roger.\What's the status of Unit 00?\Re-activation itself should prove no problem,\but there's still a feedback error.\So it wouldn't... response:	What's the condition of Unit 01's pilot?
context: Three more seconds, and it would have burned right through the Eva.\It will take three hours to install replacement parts.\Roger.\What's the status of Unit 00?\Re-activation itself should prove no problem,\but there's still a feedback error.\So it wouldn't...\What's the condition of Unit 01's pilot? response:	No physical damage.
context: It will take three hours to install replacement parts.\Roger.\What's the status of Unit 00?\Re-activation itself should prove no problem,\but there's still a feedback error.\So it wouldn't...\What's the condition of Unit 01's pilot?\No physical damage. response:	However, his nerve pulses are up by 0.8.
context: Roger.\What's the status of Unit 00?\Re-activation itself should prove no problem,\but there's still a feedback error.\So it wouldn't...\What's the condition of Unit 01's pilot?\No physical damage.\However, his nerve pulses are up by 0.8. response:	Still within acceptable limits.
context: What's the status of Unit 00?\Re-activation itself should prove no problem,\but there's still a feedback error.\So it wouldn't...\What's the condition of Unit 01's pilot?\No physical damage.\However, his nerve pulses are up by 0.8.\Still within acceptable limits. response:	Enemy arrival: 9 hours, 55 minutes.
context: Re-activation itself should prove no problem,\but there's still a feedback error.\So it wouldn't...\What's the condition of Unit 01's pilot?\No physical damage.\However, his nerve pulses are up by 0.8.\Still within acceptable limits.\Enemy arrival: 9 hours, 55 minutes. response:	Talk about you high pressure situations!
context: but there's still a feedback error.\So it wouldn't...\What's the condition of Unit 01's pilot?\No physical damage.\However, his nerve pulses are up by 0.8.\Still within acceptable limits.\Enemy arrival: 9 hours, 55 minutes.\Talk about you high pressure situations! response:	Why don't we just raise a white flag?
context: So it wouldn't...\What's the condition of Unit 01's pilot?\No physical damage.\However, his nerve pulses are up by 0.8.\Still within acceptable limits.\Enemy arrival: 9 hours, 55 minutes.\Talk about you high pressure situations!\Why don't we just raise a white flag? response:	Before we resort to that,
