context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: No, I recall seeing ship silhouettes stretching even farther out.\I agree.\Not counting the smaller ships,\we estimate there to be between four and five million of them.\Im... Impossible!\I don't believe it!\Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military, response:	with no concept of civilians.
context: I agree.\Not counting the smaller ships,\we estimate there to be between four and five million of them.\Im... Impossible!\I don't believe it!\Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians. response:	Also, because Zentradi history is one of continuous warfare,
context: Not counting the smaller ships,\we estimate there to be between four and five million of them.\Im... Impossible!\I don't believe it!\Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians.\Also, because Zentradi history is one of continuous warfare, response:	they theorize that the Zentradi used artificial means to turn themselves into a race of giants.
context: we estimate there to be between four and five million of them.\Im... Impossible!\I don't believe it!\Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians.\Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants. response:	And that they can shrink themselves through a process called micloning.
context: Im... Impossible!\I don't believe it!\Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians.\Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning. response:	They also describe the enemy's fear that humans have something called Protoculture,
context: I don't believe it!\Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians.\Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture, response:	and relate in detail everything they observed on the enemy ship.
context: Wait! Let's hear more of what they have to say.\Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians.\Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship. response:	This is just absurd.
context: Misa, Hikaru, and the others explain that Zentradi society is completely military,\with no concept of civilians.\Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship.\This is just absurd. response:	Are you sure they weren't just brainwashed?
context: with no concept of civilians.\Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship.\This is just absurd.\Are you sure they weren't just brainwashed? response:	No, physical and mental evaluations both came back normal.
context: Also, because Zentradi history is one of continuous warfare,\they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship.\This is just absurd.\Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal. response:	Just what is this Protoculture?
context: they theorize that the Zentradi used artificial means to turn themselves into a race of giants.\And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship.\This is just absurd.\Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal.\Just what is this Protoculture? response:	It seems to refer to the ancestors of the giants.
context: And that they can shrink themselves through a process called micloning.\They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship.\This is just absurd.\Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal.\Just what is this Protoculture?\It seems to refer to the ancestors of the giants. response:	They think that Protoculture has the power to destroy their society.
context: They also describe the enemy's fear that humans have something called Protoculture,\and relate in detail everything they observed on the enemy ship.\This is just absurd.\Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal.\Just what is this Protoculture?\It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society. response:	Phew! That'll make it easy!
context: and relate in detail everything they observed on the enemy ship.\This is just absurd.\Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal.\Just what is this Protoculture?\It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy! response:	Gentlemen, that's enough!
context: This is just absurd.\Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal.\Just what is this Protoculture?\It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy!\Gentlemen, that's enough! response:	If this is true, it would explain why despite their power they have yet to attack the Earth,
context: Are you sure they weren't just brainwashed?\No, physical and mental evaluations both came back normal.\Just what is this Protoculture?\It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy!\Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth, response:	and it would explain the inconsistency in the attacks launched against the Macross.
context: No, physical and mental evaluations both came back normal.\Just what is this Protoculture?\It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy!\Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross. response:	Lt. Hayase, anything to add?
context: Just what is this Protoculture?\It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy!\Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add? response:	No, sir, that's all.
context: It seems to refer to the ancestors of the giants.\They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy!\Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add?\No, sir, that's all. response:	She sure remembered a lot, huh?
context: They think that Protoculture has the power to destroy their society.\Phew! That'll make it easy!\Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add?\No, sir, that's all.\She sure remembered a lot, huh? response:	Her brain's on a whole different level from yours.
context: Phew! That'll make it easy!\Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add?\No, sir, that's all.\She sure remembered a lot, huh?\Her brain's on a whole different level from yours. response:	The question now is, how do we respond to this?
context: Gentlemen, that's enough!\If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add?\No, sir, that's all.\She sure remembered a lot, huh?\Her brain's on a whole different level from yours.\The question now is, how do we respond to this? response:	We have to get this information to Earth, no matter what.
context: If this is true, it would explain why despite their power they have yet to attack the Earth,\and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add?\No, sir, that's all.\She sure remembered a lot, huh?\Her brain's on a whole different level from yours.\The question now is, how do we respond to this?\We have to get this information to Earth, no matter what. response:	We'll send a coded message at once!
context: and it would explain the inconsistency in the attacks launched against the Macross.\Lt. Hayase, anything to add?\No, sir, that's all.\She sure remembered a lot, huh?\Her brain's on a whole different level from yours.\The question now is, how do we respond to this?\We have to get this information to Earth, no matter what.\We'll send a coded message at once! response:	No.
context: Lt. Hayase, anything to add?\No, sir, that's all.\She sure remembered a lot, huh?\Her brain's on a whole different level from yours.\The question now is, how do we respond to this?\We have to get this information to Earth, no matter what.\We'll send a coded message at once!\No. response:	We're going to try to break through the enemy blockade.
context: No, sir, that's all.\She sure remembered a lot, huh?\Her brain's on a whole different level from yours.\The question now is, how do we respond to this?\We have to get this information to Earth, no matter what.\We'll send a coded message at once!\No.\We're going to try to break through the enemy blockade. response:	It's too dangerous!
context: She sure remembered a lot, huh?\Her brain's on a whole different level from yours.\The question now is, how do we respond to this?\We have to get this information to Earth, no matter what.\We'll send a coded message at once!\No.\We're going to try to break through the enemy blockade.\It's too dangerous! response:	The Earth is two days away at maximum thrust.
context: Her brain's on a whole different level from yours.\The question now is, how do we respond to this?\We have to get this information to Earth, no matter what.\We'll send a coded message at once!\No.\We're going to try to break through the enemy blockade.\It's too dangerous!\The Earth is two days away at maximum thrust. response:	We'll have to get back eventually, so why not now?
context: The question now is, how do we respond to this?\We have to get this information to Earth, no matter what.\We'll send a coded message at once!\No.\We're going to try to break through the enemy blockade.\It's too dangerous!\The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now? response:	But...
context: We have to get this information to Earth, no matter what.\We'll send a coded message at once!\No.\We're going to try to break through the enemy blockade.\It's too dangerous!\The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now?\But... response:	We can do it.
context: We'll send a coded message at once!\No.\We're going to try to break through the enemy blockade.\It's too dangerous!\The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now?\But...\We can do it. response:	If we're the Protoculture, that is.
context: No.\We're going to try to break through the enemy blockade.\It's too dangerous!\The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now?\But...\We can do it.\If we're the Protoculture, that is. response:	You all are on shipboard leave.
context: We're going to try to break through the enemy blockade.\It's too dangerous!\The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now?\But...\We can do it.\If we're the Protoculture, that is.\You all are on shipboard leave. response:	There's no need for you to involve yourselves in the fight so soon.
context: It's too dangerous!\The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now?\But...\We can do it.\If we're the Protoculture, that is.\You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon. response:	All right! I'm gonna stuff myself on some fine food!
context: The Earth is two days away at maximum thrust.\We'll have to get back eventually, so why not now?\But...\We can do it.\If we're the Protoculture, that is.\You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food! response:	Well done.
context: We'll have to get back eventually, so why not now?\But...\We can do it.\If we're the Protoculture, that is.\You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food!\Well done. response:	Hayase...
context: But...\We can do it.\If we're the Protoculture, that is.\You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food!\Well done.\Hayase... response:	Sir?
context: We can do it.\If we're the Protoculture, that is.\You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food!\Well done.\Hayase...\Sir? response:	Personally, I believe you. However...
context: If we're the Protoculture, that is.\You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food!\Well done.\Hayase...\Sir?\Personally, I believe you. However... response:	I understand, Captain Global.
context: You all are on shipboard leave.\There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food!\Well done.\Hayase...\Sir?\Personally, I believe you. However...\I understand, Captain Global. response:	All right, let's get this strategy meeting underway.
context: There's no need for you to involve yourselves in the fight so soon.\All right! I'm gonna stuff myself on some fine food!\Well done.\Hayase...\Sir?\Personally, I believe you. However...\I understand, Captain Global.\All right, let's get this strategy meeting underway. response:	It looks like they didn't really believe us.
context: All right! I'm gonna stuff myself on some fine food!\Well done.\Hayase...\Sir?\Personally, I believe you. However...\I understand, Captain Global.\All right, let's get this strategy meeting underway.\It looks like they didn't really believe us. response:	I can't blame them. I saw it with my own eyes and even I don't believe it.
context: Well done.\Hayase...\Sir?\Personally, I believe you. However...\I understand, Captain Global.\All right, let's get this strategy meeting underway.\It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it. response:	If only we had that video pack...
context: Hayase...\Sir?\Personally, I believe you. However...\I understand, Captain Global.\All right, let's get this strategy meeting underway.\It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it.\If only we had that video pack... response:	Hey, we all got promoted, so they're at least giving us some credit.
context: Sir?\Personally, I believe you. However...\I understand, Captain Global.\All right, let's get this strategy meeting underway.\It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it.\If only we had that video pack...\Hey, we all got promoted, so they're at least giving us some credit. response:	Our Leader made 1st Lieutenant, and Max and I made 2nd Lieutenant.
context: Personally, I believe you. However...\I understand, Captain Global.\All right, let's get this strategy meeting underway.\It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it.\If only we had that video pack...\Hey, we all got promoted, so they're at least giving us some credit.\Our Leader made 1st Lieutenant, and Max and I made 2nd Lieutenant. response:	I wish I could be as cheerful as you, Kakizaki.
context: I understand, Captain Global.\All right, let's get this strategy meeting underway.\It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it.\If only we had that video pack...\Hey, we all got promoted, so they're at least giving us some credit.\Our Leader made 1st Lieutenant, and Max and I made 2nd Lieutenant.\I wish I could be as cheerful as you, Kakizaki. response:	So many amazing machines. And so many people!
context: All right, let's get this strategy meeting underway.\It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it.\If only we had that video pack...\Hey, we all got promoted, so they're at least giving us some credit.\Our Leader made 1st Lieutenant, and Max and I made 2nd Lieutenant.\I wish I could be as cheerful as you, Kakizaki.\So many amazing machines. And so many people! response:	This must be an important section of the ship.
context: It looks like they didn't really believe us.\I can't blame them. I saw it with my own eyes and even I don't believe it.\If only we had that video pack...\Hey, we all got promoted, so they're at least giving us some credit.\Our Leader made 1st Lieutenant, and Max and I made 2nd Lieutenant.\I wish I could be as cheerful as you, Kakizaki.\So many amazing machines. And so many people!\This must be an important section of the ship. response:	We have nothing like this on our ship.
