context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: Hello?\I've never heard her voice over the phone before.\If feels like my ears keep tingling...\Hello?\Huh?\What was that ring tone just now, Mayama-san?\Wasn't it from a movie?\Oh yeah, it's Moon River. response:	Mayama-san, that melody just now
context: I've never heard her voice over the phone before.\If feels like my ears keep tingling...\Hello?\Huh?\What was that ring tone just now, Mayama-san?\Wasn't it from a movie?\Oh yeah, it's Moon River.\Mayama-san, that melody just now response:	Takemoto, I'm sorry, but take these back for me.
context: If feels like my ears keep tingling...\Hello?\Huh?\What was that ring tone just now, Mayama-san?\Wasn't it from a movie?\Oh yeah, it's Moon River.\Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me. response:	Later.
context: Hello?\Huh?\What was that ring tone just now, Mayama-san?\Wasn't it from a movie?\Oh yeah, it's Moon River.\Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me.\Later. response:	I wonder what's up with Mayama-san.
context: Huh?\What was that ring tone just now, Mayama-san?\Wasn't it from a movie?\Oh yeah, it's Moon River.\Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me.\Later.\I wonder what's up with Mayama-san. response:	It's a woman.
context: What was that ring tone just now, Mayama-san?\Wasn't it from a movie?\Oh yeah, it's Moon River.\Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me.\Later.\I wonder what's up with Mayama-san.\It's a woman. response:	What? Mayama-san had a girlfriend?
context: Wasn't it from a movie?\Oh yeah, it's Moon River.\Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me.\Later.\I wonder what's up with Mayama-san.\It's a woman.\What? Mayama-san had a girlfriend? response:	Morita-san, do you know who she is?
context: Oh yeah, it's Moon River.\Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me.\Later.\I wonder what's up with Mayama-san.\It's a woman.\What? Mayama-san had a girlfriend?\Morita-san, do you know who she is? response:	Morita-san!
context: Mayama-san, that melody just now\Takemoto, I'm sorry, but take these back for me.\Later.\I wonder what's up with Mayama-san.\It's a woman.\What? Mayama-san had a girlfriend?\Morita-san, do you know who she is?\Morita-san! response:	Mayama-senpai!
context: Takemoto, I'm sorry, but take these back for me.\Later.\I wonder what's up with Mayama-san.\It's a woman.\What? Mayama-san had a girlfriend?\Morita-san, do you know who she is?\Morita-san!\Mayama-senpai! response:	About tonight's soba party...
context: Later.\I wonder what's up with Mayama-san.\It's a woman.\What? Mayama-san had a girlfriend?\Morita-san, do you know who she is?\Morita-san!\Mayama-senpai!\About tonight's soba party... response:	What are you doing, Morita-san?
context: I wonder what's up with Mayama-san.\It's a woman.\What? Mayama-san had a girlfriend?\Morita-san, do you know who she is?\Morita-san!\Mayama-senpai!\About tonight's soba party...\What are you doing, Morita-san? response:	I thought I'd try to cut down on my electricity bill...
context: It's a woman.\What? Mayama-san had a girlfriend?\Morita-san, do you know who she is?\Morita-san!\Mayama-senpai!\About tonight's soba party...\What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill... response:	That doesn't mean you should use someone else's electricity...
context: What? Mayama-san had a girlfriend?\Morita-san, do you know who she is?\Morita-san!\Mayama-senpai!\About tonight's soba party...\What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity... response:	You even brought your console...
context: Morita-san, do you know who she is?\Morita-san!\Mayama-senpai!\About tonight's soba party...\What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity...\You even brought your console... response:	Do you think people would normally do this to each other?
context: Morita-san!\Mayama-senpai!\About tonight's soba party...\What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity...\You even brought your console...\Do you think people would normally do this to each other? response:	Actually, you'll die if you sleep with the air conditioner and the fan running.
context: Mayama-senpai!\About tonight's soba party...\What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity...\You even brought your console...\Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running. response:	You'll freeze to death, you know.
context: About tonight's soba party...\What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity...\You even brought your console...\Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know. response:	Ah, such warm air.
context: What are you doing, Morita-san?\I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity...\You even brought your console...\Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know.\Ah, such warm air. response:	Are you all right?
context: I thought I'd try to cut down on my electricity bill...\That doesn't mean you should use someone else's electricity...\You even brought your console...\Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know.\Ah, such warm air.\Are you all right? response:	Did you catch a cold?
context: That doesn't mean you should use someone else's electricity...\You even brought your console...\Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know.\Ah, such warm air.\Are you all right?\Did you catch a cold? response:	Can you make it to tonight's soba party?
context: You even brought your console...\Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know.\Ah, such warm air.\Are you all right?\Did you catch a cold?\Can you make it to tonight's soba party? response:	I'll go.
context: Do you think people would normally do this to each other?\Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know.\Ah, such warm air.\Are you all right?\Did you catch a cold?\Can you make it to tonight's soba party?\I'll go. response:	I want to see her face, since it's been a while.
context: Actually, you'll die if you sleep with the air conditioner and the fan running.\You'll freeze to death, you know.\Ah, such warm air.\Are you all right?\Did you catch a cold?\Can you make it to tonight's soba party?\I'll go.\I want to see her face, since it's been a while. response:	Besides, if I don't take new pictures, I can't update my site...
context: You'll freeze to death, you know.\Ah, such warm air.\Are you all right?\Did you catch a cold?\Can you make it to tonight's soba party?\I'll go.\I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site... response:	You're worried about that?!
context: Ah, such warm air.\Are you all right?\Did you catch a cold?\Can you make it to tonight's soba party?\I'll go.\I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site...\You're worried about that?! response:	Geez, that Morita-san...
context: Are you all right?\Did you catch a cold?\Can you make it to tonight's soba party?\I'll go.\I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site...\You're worried about that?!\Geez, that Morita-san... response:	Mayama-san doesn't seem to be back either.
context: Did you catch a cold?\Can you make it to tonight's soba party?\I'll go.\I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site...\You're worried about that?!\Geez, that Morita-san...\Mayama-san doesn't seem to be back either. response:	What should I do about the soba party...
context: Can you make it to tonight's soba party?\I'll go.\I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site...\You're worried about that?!\Geez, that Morita-san...\Mayama-san doesn't seem to be back either.\What should I do about the soba party... response:	Oh, it's over here.
context: I'll go.\I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site...\You're worried about that?!\Geez, that Morita-san...\Mayama-san doesn't seem to be back either.\What should I do about the soba party...\Oh, it's over here. response:	Shinobu.
context: I want to see her face, since it's been a while.\Besides, if I don't take new pictures, I can't update my site...\You're worried about that?!\Geez, that Morita-san...\Mayama-san doesn't seem to be back either.\What should I do about the soba party...\Oh, it's over here.\Shinobu. response:	We've just received an urgent request.
context: Besides, if I don't take new pictures, I can't update my site...\You're worried about that?!\Geez, that Morita-san...\Mayama-san doesn't seem to be back either.\What should I do about the soba party...\Oh, it's over here.\Shinobu.\We've just received an urgent request. response:	Care to help us out?
context: You're worried about that?!\Geez, that Morita-san...\Mayama-san doesn't seem to be back either.\What should I do about the soba party...\Oh, it's over here.\Shinobu.\We've just received an urgent request.\Care to help us out? response:	But I have a soba party to go to...
context: Geez, that Morita-san...\Mayama-san doesn't seem to be back either.\What should I do about the soba party...\Oh, it's over here.\Shinobu.\We've just received an urgent request.\Care to help us out?\But I have a soba party to go to... response:	The deadline is the day after tomorrow, 19:00.
context: Mayama-san doesn't seem to be back either.\What should I do about the soba party...\Oh, it's over here.\Shinobu.\We've just received an urgent request.\Care to help us out?\But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00. response:	They're willing to pay you in cash if you make the deadline.
context: What should I do about the soba party...\Oh, it's over here.\Shinobu.\We've just received an urgent request.\Care to help us out?\But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline. response:	I'll be glad to accept!
context: Oh, it's over here.\Shinobu.\We've just received an urgent request.\Care to help us out?\But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline.\I'll be glad to accept! response:	You caught a cold?
context: Shinobu.\We've just received an urgent request.\Care to help us out?\But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline.\I'll be glad to accept!\You caught a cold? response:	I'm fine.
context: We've just received an urgent request.\Care to help us out?\But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline.\I'll be glad to accept!\You caught a cold?\I'm fine. response:	The 246 seems to be backed up due to construction...
context: Care to help us out?\But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline.\I'll be glad to accept!\You caught a cold?\I'm fine.\The 246 seems to be backed up due to construction... response:	Oh well, I guess I'll just have to take the Komazawa pass.
context: But I have a soba party to go to...\The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline.\I'll be glad to accept!\You caught a cold?\I'm fine.\The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass. response:	Shinobu.
context: The deadline is the day after tomorrow, 19:00.\They're willing to pay you in cash if you make the deadline.\I'll be glad to accept!\You caught a cold?\I'm fine.\The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu. response:	You should get some sleep now.
context: They're willing to pay you in cash if you make the deadline.\I'll be glad to accept!\You caught a cold?\I'm fine.\The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu.\You should get some sleep now. response:	It'll be pretty rough until the day after tomorrow.
context: I'll be glad to accept!\You caught a cold?\I'm fine.\The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu.\You should get some sleep now.\It'll be pretty rough until the day after tomorrow. response:	So... it's just you, Takemoto?
context: You caught a cold?\I'm fine.\The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu.\You should get some sleep now.\It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto? response:	I'm sorry.
context: I'm fine.\The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu.\You should get some sleep now.\It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto?\I'm sorry. response:	They all went somewhere...
context: The 246 seems to be backed up due to construction...\Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu.\You should get some sleep now.\It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto?\I'm sorry.\They all went somewhere... response:	No, it's completely okay.
context: Oh well, I guess I'll just have to take the Komazawa pass.\Shinobu.\You should get some sleep now.\It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto?\I'm sorry.\They all went somewhere...\No, it's completely okay. response:	Then we'll just split the treasure...
context: Shinobu.\You should get some sleep now.\It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto?\I'm sorry.\They all went somewhere...\No, it's completely okay.\Then we'll just split the treasure... response:	That smells so great!
context: You should get some sleep now.\It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto?\I'm sorry.\They all went somewhere...\No, it's completely okay.\Then we'll just split the treasure...\That smells so great! response:	It's delicious!
context: It'll be pretty rough until the day after tomorrow.\So... it's just you, Takemoto?\I'm sorry.\They all went somewhere...\No, it's completely okay.\Then we'll just split the treasure...\That smells so great!\It's delicious! response:	Cow's tongue is best when grilled over charcoal...
context: So... it's just you, Takemoto?\I'm sorry.\They all went somewhere...\No, it's completely okay.\Then we'll just split the treasure...\That smells so great!\It's delicious!\Cow's tongue is best when grilled over charcoal... response:	Hagu.
context: I'm sorry.\They all went somewhere...\No, it's completely okay.\Then we'll just split the treasure...\That smells so great!\It's delicious!\Cow's tongue is best when grilled over charcoal...\Hagu. response:	What did I tell you about vegetables and meat?
