context: TS response:	SCRIPT
context: We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu response:	Finitude is what the two clock hands show
context: chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show response:	zankoku na yakujou to sentaku e
context: But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e response:	As they point toward a cruel destiny and choice
context: mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice response:	Hacking to the Gate
context: The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate response:	dakara ima ichibyou goto ni sekaisen wo koete
context: bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	And now I cross the boundary between worlds each second
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	What's wrong?
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\What's wrong? response:	What did you want to talk about?
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\What's wrong?\What did you want to talk about? response:	Help me.
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\What's wrong?\What did you want to talk about?\Help me. response:	Mayuri will die in two hours?
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\What's wrong?\What did you want to talk about?\Help me.\Mayuri will die in two hours? response:	You've time leaped and seen it over and over...
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\What's wrong?\What did you want to talk about?\Help me.\Mayuri will die in two hours?\You've time leaped and seen it over and over... response:	That must have been painful.
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\What's wrong?\What did you want to talk about?\Help me.\Mayuri will die in two hours?\You've time leaped and seen it over and over...\That must have been painful. response:	Given what Amane-san said,
context: Engulf me, a lonely observer\What's wrong?\What did you want to talk about?\Help me.\Mayuri will die in two hours?\You've time leaped and seen it over and over...\That must have been painful.\Given what Amane-san said, response:	we need to go from the alpha Attractor Field where we are now
context: What's wrong?\What did you want to talk about?\Help me.\Mayuri will die in two hours?\You've time leaped and seen it over and over...\That must have been painful.\Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now response:	to the beta world line, in order to save Mayuri.
context: What did you want to talk about?\Help me.\Mayuri will die in two hours?\You've time leaped and seen it over and over...\That must have been painful.\Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri. response:	To do that,
context: Help me.\Mayuri will die in two hours?\You've time leaped and seen it over and over...\That must have been painful.\Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri.\To do that, response:	we need the IBN 5100, to delete SERN's data on you guys.
context: Mayuri will die in two hours?\You've time leaped and seen it over and over...\That must have been painful.\Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri.\To do that,\we need the IBN 5100, to delete SERN's data on you guys. response:	But the IBN 5100 that used to be at Yanabayashi Shrine
context: You've time leaped and seen it over and over...\That must have been painful.\Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri.\To do that,\we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine response:	disappeared when the world line moved.
context: That must have been painful.\Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri.\To do that,\we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved. response:	AAA
context: Given what Amane-san said,\we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri.\To do that,\we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved.\AAA response:	Hououin Kyouma
context: we need to go from the alpha Attractor Field where we are now\to the beta world line, in order to save Mayuri.\To do that,\we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved.\AAA\Hououin Kyouma response:	Hououin Kyouma
context: to the beta world line, in order to save Mayuri.\To do that,\we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved.\AAA\Hououin Kyouma\Hououin Kyouma response:	(No Subject)
context: To do that,\we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved.\AAA\Hououin Kyouma\Hououin Kyouma\(No Subject) response:	the Lotto-6,
context: we need the IBN 5100, to delete SERN's data on you guys.\But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved.\AAA\Hououin Kyouma\Hououin Kyouma\(No Subject)\the Lotto-6, response:	Buy Lotto-6
context: But the IBN 5100 that used to be at Yanabayashi Shrine\disappeared when the world line moved.\AAA\Hououin Kyouma\Hououin Kyouma\(No Subject)\the Lotto-6,\Buy Lotto-6 response:	Buy Lotto-6
context: disappeared when the world line moved.\AAA\Hououin Kyouma\Hououin Kyouma\(No Subject)\the Lotto-6,\Buy Lotto-6\Buy Lotto-6 response:	You'll win!
context: AAA\Hououin Kyouma\Hououin Kyouma\(No Subject)\the Lotto-6,\Buy Lotto-6\Buy Lotto-6\You'll win! response:	Kiryuu-san's,
context: Hououin Kyouma\Hououin Kyouma\(No Subject)\the Lotto-6,\Buy Lotto-6\Buy Lotto-6\You'll win!\Kiryuu-san's, response:	Urushibara-san's,
context: Hououin Kyouma\(No Subject)\the Lotto-6,\Buy Lotto-6\Buy Lotto-6\You'll win!\Kiryuu-san's,\Urushibara-san's, response:	Feyris-san's,
context: (No Subject)\the Lotto-6,\Buy Lotto-6\Buy Lotto-6\You'll win!\Kiryuu-san's,\Urushibara-san's,\Feyris-san's, response:	Do not give in to your assistant's threats. Follow Suzuha!
context: the Lotto-6,\Buy Lotto-6\Buy Lotto-6\You'll win!\Kiryuu-san's,\Urushibara-san's,\Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha! response:	and the one about tailing Amane-san.
context: Buy Lotto-6\Buy Lotto-6\You'll win!\Kiryuu-san's,\Urushibara-san's,\Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san. response:	When you undid the one about following Amane-san,
context: Buy Lotto-6\You'll win!\Kiryuu-san's,\Urushibara-san's,\Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san.\When you undid the one about following Amane-san, response:	the attack was delayed a day.
context: You'll win!\Kiryuu-san's,\Urushibara-san's,\Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san.\When you undid the one about following Amane-san,\the attack was delayed a day. response:	Meaning that
context: Kiryuu-san's,\Urushibara-san's,\Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san.\When you undid the one about following Amane-san,\the attack was delayed a day.\Meaning that response:	if you go back and undo the other D-mails,
context: Urushibara-san's,\Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san.\When you undid the one about following Amane-san,\the attack was delayed a day.\Meaning that\if you go back and undo the other D-mails, response:	you could return to the world line that had the IBN 5100, right?
context: Feyris-san's,\Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san.\When you undid the one about following Amane-san,\the attack was delayed a day.\Meaning that\if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right? response:	It's just a theory.
context: Do not give in to your assistant's threats. Follow Suzuha!\and the one about tailing Amane-san.\When you undid the one about following Amane-san,\the attack was delayed a day.\Meaning that\if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right?\It's just a theory. response:	There's no scientific proof.
context: and the one about tailing Amane-san.\When you undid the one about following Amane-san,\the attack was delayed a day.\Meaning that\if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right?\It's just a theory.\There's no scientific proof. response:	Made
context: When you undid the one about following Amane-san,\the attack was delayed a day.\Meaning that\if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right?\It's just a theory.\There's no scientific proof.\Made response:	in
context: the attack was delayed a day.\Meaning that\if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right?\It's just a theory.\There's no scientific proof.\Made\in response:	Complex
context: Meaning that\if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right?\It's just a theory.\There's no scientific proof.\Made\in\Complex response:	Made
context: if you go back and undo the other D-mails,\you could return to the world line that had the IBN 5100, right?\It's just a theory.\There's no scientific proof.\Made\in\Complex\Made response:	Made
context: you could return to the world line that had the IBN 5100, right?\It's just a theory.\There's no scientific proof.\Made\in\Complex\Made\Made response:	Made
context: It's just a theory.\There's no scientific proof.\Made\in\Complex\Made\Made\Made response:	Made
context: There's no scientific proof.\Made\in\Complex\Made\Made\Made\Made response:	Made
context: Made\in\Complex\Made\Made\Made\Made\Made response:	Made
context: in\Complex\Made\Made\Made\Made\Made\Made response:	Made
context: Complex\Made\Made\Made\Made\Made\Made\Made response:	Made
context: Made\Made\Made\Made\Made\Made\Made\Made response:	Made
context: Made\Made\Made\Made\Made\Made\Made\Made response:	in
context: Made\Made\Made\Made\Made\Made\Made\in response:	in
context: Made\Made\Made\Made\Made\Made\in\in response:	in
context: Made\Made\Made\Made\Made\in\in\in response:	in
context: Made\Made\Made\Made\in\in\in\in response:	in
context: Made\Made\Made\in\in\in\in\in response:	in
context: Made\Made\in\in\in\in\in\in response:	in
context: Made\in\in\in\in\in\in\in response:	Complex
context: in\in\in\in\in\in\in\Complex response:	Complex
context: in\in\in\in\in\in\Complex\Complex response:	Complex
context: in\in\in\in\in\Complex\Complex\Complex response:	Complex
context: in\in\in\in\Complex\Complex\Complex\Complex response:	Complex
context: in\in\in\Complex\Complex\Complex\Complex\Complex response:	Complex
context: in\in\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: in\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	Complex
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\Complex response:	But even still...
context: Complex\Complex\Complex\Complex\Complex\Complex\Complex\But even still... response:	I realize that I suggested it,
context: Complex\Complex\Complex\Complex\Complex\Complex\But even still...\I realize that I suggested it, response:	but canceling out all those D-mails...
context: Complex\Complex\Complex\Complex\Complex\But even still...\I realize that I suggested it,\but canceling out all those D-mails... response:	Yeah, it'll be pretty tough.
context: Complex\Complex\Complex\Complex\But even still...\I realize that I suggested it,\but canceling out all those D-mails...\Yeah, it'll be pretty tough. response:	But I have no choice.
context: Complex\Complex\Complex\But even still...\I realize that I suggested it,\but canceling out all those D-mails...\Yeah, it'll be pretty tough.\But I have no choice. response:	Take care.
context: Complex\Complex\But even still...\I realize that I suggested it,\but canceling out all those D-mails...\Yeah, it'll be pretty tough.\But I have no choice.\Take care. response:	Y-Your brain's a valuable sample, okay?
context: Complex\But even still...\I realize that I suggested it,\but canceling out all those D-mails...\Yeah, it'll be pretty tough.\But I have no choice.\Take care.\Y-Your brain's a valuable sample, okay? response:	You're able to keep memories across world line changes.
context: But even still...\I realize that I suggested it,\but canceling out all those D-mails...\Yeah, it'll be pretty tough.\But I have no choice.\Take care.\Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes. response:	And you've survived the time leap...
context: I realize that I suggested it,\but canceling out all those D-mails...\Yeah, it'll be pretty tough.\But I have no choice.\Take care.\Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes.\And you've survived the time leap... response:	We should map it.
context: but canceling out all those D-mails...\Yeah, it'll be pretty tough.\But I have no choice.\Take care.\Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes.\And you've survived the time leap...\We should map it. response:	Thank you, Kurisu.
context: Yeah, it'll be pretty tough.\But I have no choice.\Take care.\Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes.\And you've survived the time leap...\We should map it.\Thank you, Kurisu. response:	I won't remember that you called me Kurisu... right?
context: But I have no choice.\Take care.\Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes.\And you've survived the time leap...\We should map it.\Thank you, Kurisu.\I won't remember that you called me Kurisu... right? response:	What?
context: Take care.\Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes.\And you've survived the time leap...\We should map it.\Thank you, Kurisu.\I won't remember that you called me Kurisu... right?\What? response:	Nothing.
context: Y-Your brain's a valuable sample, okay?\You're able to keep memories across world line changes.\And you've survived the time leap...\We should map it.\Thank you, Kurisu.\I won't remember that you called me Kurisu... right?\What?\Nothing. response:	Going in order, the next one you should undo is...
context: You're able to keep memories across world line changes.\And you've survived the time leap...\We should map it.\Thank you, Kurisu.\I won't remember that you called me Kurisu... right?\What?\Nothing.\Going in order, the next one you should undo is... response:	Feyris's D-mail.
context: And you've survived the time leap...\We should map it.\Thank you, Kurisu.\I won't remember that you called me Kurisu... right?\What?\Nothing.\Going in order, the next one you should undo is...\Feyris's D-mail. response:	Hello?
context: We should map it.\Thank you, Kurisu.\I won't remember that you called me Kurisu... right?\What?\Nothing.\Going in order, the next one you should undo is...\Feyris's D-mail.\Hello? response:	Daru...
context: Thank you, Kurisu.\I won't remember that you called me Kurisu... right?\What?\Nothing.\Going in order, the next one you should undo is...\Feyris's D-mail.\Hello?\Daru... response:	Do you know where Feyris is?
context: I won't remember that you called me Kurisu... right?\What?\Nothing.\Going in order, the next one you should undo is...\Feyris's D-mail.\Hello?\Daru...\Do you know where Feyris is? response:	Sure!
context: What?\Nothing.\Going in order, the next one you should undo is...\Feyris's D-mail.\Hello?\Daru...\Do you know where Feyris is?\Sure! response:	Where? Where is she?
context: Nothing.\Going in order, the next one you should undo is...\Feyris's D-mail.\Hello?\Daru...\Do you know where Feyris is?\Sure!\Where? Where is she? response:	The UPX Arena.
context: Going in order, the next one you should undo is...\Feyris's D-mail.\Hello?\Daru...\Do you know where Feyris is?\Sure!\Where? Where is she?\The UPX Arena. response:	The final round of the Rai-Net ABGC just ended.
context: Feyris's D-mail.\Hello?\Daru...\Do you know where Feyris is?\Sure!\Where? Where is she?\The UPX Arena.\The final round of the Rai-Net ABGC just ended. response:	ABGC?
context: Hello?\Daru...\Do you know where Feyris is?\Sure!\Where? Where is she?\The UPX Arena.\The final round of the Rai-Net ABGC just ended.\ABGC? response:	Short for the Rai-Net Access Battlers Grand Championship. Duh...
context: Daru...\Do you know where Feyris is?\Sure!\Where? Where is she?\The UPX Arena.\The final round of the Rai-Net ABGC just ended.\ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh... response:	It's a tournament of Rai-Netters, from across Japan.
context: Do you know where Feyris is?\Sure!\Where? Where is she?\The UPX Arena.\The final round of the Rai-Net ABGC just ended.\ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan. response:	It just ended with her victory.
context: Sure!\Where? Where is she?\The UPX Arena.\The final round of the Rai-Net ABGC just ended.\ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory. response:	I'm so excited!
context: Where? Where is she?\The UPX Arena.\The final round of the Rai-Net ABGC just ended.\ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory.\I'm so excited! response:	After Feyris sent her D-mail,
context: The UPX Arena.\The final round of the Rai-Net ABGC just ended.\ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory.\I'm so excited!\After Feyris sent her D-mail, response:	Akiba returned to only selling electronics.
context: The final round of the Rai-Net ABGC just ended.\ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory.\I'm so excited!\After Feyris sent her D-mail,\Akiba returned to only selling electronics. response:	I don't know what was in the message...
context: ABGC?\Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory.\I'm so excited!\After Feyris sent her D-mail,\Akiba returned to only selling electronics.\I don't know what was in the message... response:	Who did she send it to?
context: Short for the Rai-Net Access Battlers Grand Championship. Duh...\It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory.\I'm so excited!\After Feyris sent her D-mail,\Akiba returned to only selling electronics.\I don't know what was in the message...\Who did she send it to? response:	What did she send?
context: It's a tournament of Rai-Netters, from across Japan.\It just ended with her victory.\I'm so excited!\After Feyris sent her D-mail,\Akiba returned to only selling electronics.\I don't know what was in the message...\Who did she send it to?\What did she send? response:	Kyouma!
context: It just ended with her victory.\I'm so excited!\After Feyris sent her D-mail,\Akiba returned to only selling electronics.\I don't know what was in the message...\Who did she send it to?\What did she send?\Kyouma! response:	Feyris?
context: I'm so excited!\After Feyris sent her D-mail,\Akiba returned to only selling electronics.\I don't know what was in the message...\Who did she send it to?\What did she send?\Kyouma!\Feyris? response:	What's wrong?
context: After Feyris sent her D-mail,\Akiba returned to only selling electronics.\I don't know what was in the message...\Who did she send it to?\What did she send?\Kyouma!\Feyris?\What's wrong? response:	The cat-girl is with some guy in a lab coat.
