context: Signs response:	Gin
context: Master, we mustn't!\I'm your servant! We mustn't give in to our emotions like this!\Though of course, it's only natural that strong joy should turn to passion...\Master?\I hugged Yuuta.\I love Yuuta.\Master?\No way... Are you just a fake copy of Master?! response:	So now we not only have a fake Forest Summer, but Master as well?!
context: I'm your servant! We mustn't give in to our emotions like this!\Though of course, it's only natural that strong joy should turn to passion...\Master?\I hugged Yuuta.\I love Yuuta.\Master?\No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?! response:	I'm the real one.
context: Though of course, it's only natural that strong joy should turn to passion...\Master?\I hugged Yuuta.\I love Yuuta.\Master?\No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one. response:	But... does that mean...
context: Master?\I hugged Yuuta.\I love Yuuta.\Master?\No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one.\But... does that mean... response:	Master, you f-f-fell in love with the Dark Flame Master?
context: I hugged Yuuta.\I love Yuuta.\Master?\No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one.\But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master? response:	Master, I am needed for an urgent matter of life and death! I must take my leave.
context: I love Yuuta.\Master?\No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one.\But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave. response:	Dekomori...
context: Master?\No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one.\But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori... response:	Don't try to stop me!
context: No way... Are you just a fake copy of Master?!\So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one.\But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori...\Don't try to stop me! response:	As your servant, it's my duty to cast the one who stole your heart into the darkn
context: So now we not only have a fake Forest Summer, but Master as well?!\I'm the real one.\But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori...\Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn response:	What should I do?
context: I'm the real one.\But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori...\Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do? response:	You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.
context: But... does that mean...\Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori...\Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master. response:	I'm sure he'll be able to realize your heartfelt feelings as well.
context: Master, you f-f-fell in love with the Dark Flame Master?\Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori...\Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well. response:	I wonder.
context: Master, I am needed for an urgent matter of life and death! I must take my leave.\Dekomori...\Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder. response:	I've been serving under you for a little over two years.
context: Dekomori...\Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder.\I've been serving under you for a little over two years. response:	It's the duty of the servant to know everything about their master.
context: Don't try to stop me!\As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder.\I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master. response:	Dekomori...
context: As your servant, it's my duty to cast the one who stole your heart into the darkn\What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder.\I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master.\Dekomori... response:	There's no need for you to worry.
context: What should I do?\You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder.\I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master.\Dekomori...\There's no need for you to worry. response:	The Wicked Eye's power exceeds death itself!
context: You said that you were able to protect the Wicked Eye for this long thanks to the Dark Flame Master.\I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder.\I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master.\Dekomori...\There's no need for you to worry.\The Wicked Eye's power exceeds death itself! response:	You'll be saying 'Til death do we part in no time.
context: I'm sure he'll be able to realize your heartfelt feelings as well.\I wonder.\I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master.\Dekomori...\There's no need for you to worry.\The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time. response:	Then, you and Takanashi...
context: I wonder.\I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master.\Dekomori...\There's no need for you to worry.\The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time.\Then, you and Takanashi... response:	Yeah.
context: I've been serving under you for a little over two years.\It's the duty of the servant to know everything about their master.\Dekomori...\There's no need for you to worry.\The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time.\Then, you and Takanashi...\Yeah. response:	What should I do?
context: It's the duty of the servant to know everything about their master.\Dekomori...\There's no need for you to worry.\The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time.\Then, you and Takanashi...\Yeah.\What should I do? response:	About what?
context: Dekomori...\There's no need for you to worry.\The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time.\Then, you and Takanashi...\Yeah.\What should I do?\About what? response:	Am I supposed to confess?
context: There's no need for you to worry.\The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time.\Then, you and Takanashi...\Yeah.\What should I do?\About what?\Am I supposed to confess? response:	You love her, don't you?
context: The Wicked Eye's power exceeds death itself!\You'll be saying 'Til death do we part in no time.\Then, you and Takanashi...\Yeah.\What should I do?\About what?\Am I supposed to confess?\You love her, don't you? response:	I think so...
context: You'll be saying 'Til death do we part in no time.\Then, you and Takanashi...\Yeah.\What should I do?\About what?\Am I supposed to confess?\You love her, don't you?\I think so... response:	But it's not because she's cute or hot!
context: Then, you and Takanashi...\Yeah.\What should I do?\About what?\Am I supposed to confess?\You love her, don't you?\I think so...\But it's not because she's cute or hot! response:	She's way beyond help with her eighth-grader syndrome,
context: Yeah.\What should I do?\About what?\Am I supposed to confess?\You love her, don't you?\I think so...\But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome, response:	but there's more to her than just that!
context: What should I do?\About what?\Am I supposed to confess?\You love her, don't you?\I think so...\But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that! response:	She has her problems, and I feel sorry for her, but...
context: About what?\Am I supposed to confess?\You love her, don't you?\I think so...\But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that!\She has her problems, and I feel sorry for her, but... response:	I mean... I'm not just doing it out of pity, of course...
context: Am I supposed to confess?\You love her, don't you?\I think so...\But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that!\She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course... response:	Say no more, dude.
context: You love her, don't you?\I think so...\But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that!\She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course...\Say no more, dude. response:	You don't need a reason to fall in love.
context: I think so...\But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that!\She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course...\Say no more, dude.\You don't need a reason to fall in love. response:	What an expert you must be.
context: But it's not because she's cute or hot!\She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that!\She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course...\Say no more, dude.\You don't need a reason to fall in love.\What an expert you must be. response:	Good luck!
context: She's way beyond help with her eighth-grader syndrome,\but there's more to her than just that!\She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course...\Say no more, dude.\You don't need a reason to fall in love.\What an expert you must be.\Good luck! response:	Same to you.
context: but there's more to her than just that!\She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course...\Say no more, dude.\You don't need a reason to fall in love.\What an expert you must be.\Good luck!\Same to you. response:	That's damn creepy!
context: She has her problems, and I feel sorry for her, but...\I mean... I'm not just doing it out of pity, of course...\Say no more, dude.\You don't need a reason to fall in love.\What an expert you must be.\Good luck!\Same to you.\That's damn creepy! response:	How dare you treat me this way after I listened to your troubles?!
context: I mean... I'm not just doing it out of pity, of course...\Say no more, dude.\You don't need a reason to fall in love.\What an expert you must be.\Good luck!\Same to you.\That's damn creepy!\How dare you treat me this way after I listened to your troubles?! response:	No one asked you to!
context: Say no more, dude.\You don't need a reason to fall in love.\What an expert you must be.\Good luck!\Same to you.\That's damn creepy!\How dare you treat me this way after I listened to your troubles?!\No one asked you to! response:	You mess up everything by spreading half-true rumors in class!
context: You don't need a reason to fall in love.\What an expert you must be.\Good luck!\Same to you.\That's damn creepy!\How dare you treat me this way after I listened to your troubles?!\No one asked you to!\You mess up everything by spreading half-true rumors in class! response:	But darn, you're lucky.
context: What an expert you must be.\Good luck!\Same to you.\That's damn creepy!\How dare you treat me this way after I listened to your troubles?!\No one asked you to!\You mess up everything by spreading half-true rumors in class!\But darn, you're lucky. response:	Takanashi's got the potential to place 4th on the cutie poll.
context: Good luck!\Same to you.\That's damn creepy!\How dare you treat me this way after I listened to your troubles?!\No one asked you to!\You mess up everything by spreading half-true rumors in class!\But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll. response:	With a girl like that...
context: Same to you.\That's damn creepy!\How dare you treat me this way after I listened to your troubles?!\No one asked you to!\You mess up everything by spreading half-true rumors in class!\But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that... response:	With a girl like that?
context: That's damn creepy!\How dare you treat me this way after I listened to your troubles?!\No one asked you to!\You mess up everything by spreading half-true rumors in class!\But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that...\With a girl like that? response:	One day, you'll...
context: How dare you treat me this way after I listened to your troubles?!\No one asked you to!\You mess up everything by spreading half-true rumors in class!\But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that...\With a girl like that?\One day, you'll... response:	We'll what?
context: No one asked you to!\You mess up everything by spreading half-true rumors in class!\But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that...\With a girl like that?\One day, you'll...\We'll what? response:	Yuuta, I regret to say that I have no prior experience regarding bodily interactions.
context: You mess up everything by spreading half-true rumors in class!\But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that...\With a girl like that?\One day, you'll...\We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions. response:	Regrettably, neither do I!
context: But darn, you're lucky.\Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that...\With a girl like that?\One day, you'll...\We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I! response:	Don't even suggest that! Are you nuts?!
context: Takanashi's got the potential to place 4th on the cutie poll.\With a girl like that...\With a girl like that?\One day, you'll...\We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I!\Don't even suggest that! Are you nuts?! response:	Well then... I've got something of my own to sort out, so I'll catch you later.
context: With a girl like that...\With a girl like that?\One day, you'll...\We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I!\Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later. response:	Kumin!
context: With a girl like that?\One day, you'll...\We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I!\Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin! response:	What?
context: One day, you'll...\We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I!\Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin!\What? response:	Would you come with me to the school fair afterparty?
context: We'll what?\Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I!\Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin!\What?\Would you come with me to the school fair afterparty? response:	Sure!
context: Yuuta, I regret to say that I have no prior experience regarding bodily interactions.\Regrettably, neither do I!\Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin!\What?\Would you come with me to the school fair afterparty?\Sure! response:	Really?
context: Regrettably, neither do I!\Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin!\What?\Would you come with me to the school fair afterparty?\Sure!\Really? response:	Cut!
context: Don't even suggest that! Are you nuts?!\Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin!\What?\Would you come with me to the school fair afterparty?\Sure!\Really?\Cut! response:	Why do I always have to endure your two-bit acting?
context: Well then... I've got something of my own to sort out, so I'll catch you later.\Kumin!\What?\Would you come with me to the school fair afterparty?\Sure!\Really?\Cut!\Why do I always have to endure your two-bit acting? response:	We're not acting! And why are you even here at all?!
context: Kumin!\What?\Would you come with me to the school fair afterparty?\Sure!\Really?\Cut!\Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?! response:	We need to get ready for tomorrow's performance.
context: What?\Would you come with me to the school fair afterparty?\Sure!\Really?\Cut!\Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance. response:	Where are Togashi and Takanashi?
context: Would you come with me to the school fair afterparty?\Sure!\Really?\Cut!\Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi? response:	Do not utter those names in my presence.
context: Sure!\Really?\Cut!\Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi?\Do not utter those names in my presence. response:	My mood is deathly foul.
context: Really?\Cut!\Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi?\Do not utter those names in my presence.\My mood is deathly foul. response:	We shall fight.
context: Cut!\Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi?\Do not utter those names in my presence.\My mood is deathly foul.\We shall fight. response:	You think we have time for that?
context: Why do I always have to endure your two-bit acting?\We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi?\Do not utter those names in my presence.\My mood is deathly foul.\We shall fight.\You think we have time for that? response:	Put that energy into looking for those two so that
context: We're not acting! And why are you even here at all?!\We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi?\Do not utter those names in my presence.\My mood is deathly foul.\We shall fight.\You think we have time for that?\Put that energy into looking for those two so that response:	They already left, for death's sake!
context: We need to get ready for tomorrow's performance.\Where are Togashi and Takanashi?\Do not utter those names in my presence.\My mood is deathly foul.\We shall fight.\You think we have time for that?\Put that energy into looking for those two so that\They already left, for death's sake! response:	The Dark Flame Master said they had something to discuss of deathly importance
context: Where are Togashi and Takanashi?\Do not utter those names in my presence.\My mood is deathly foul.\We shall fight.\You think we have time for that?\Put that energy into looking for those two so that\They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance response:	Um...
context: Do not utter those names in my presence.\My mood is deathly foul.\We shall fight.\You think we have time for that?\Put that energy into looking for those two so that\They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance\Um... response:	Follow my orders as bound by your pledge...
context: My mood is deathly foul.\We shall fight.\You think we have time for that?\Put that energy into looking for those two so that\They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance\Um...\Follow my orders as bound by your pledge... response:	Follow my orders as bound by your pledge...
context: We shall fight.\You think we have time for that?\Put that energy into looking for those two so that\They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance\Um...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge... response:	Follow my orders as bound by your pledge...
context: You think we have time for that?\Put that energy into looking for those two so that\They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance\Um...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge... response:	What's that?
context: Put that energy into looking for those two so that\They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance\Um...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\What's that? response:	An enchanted gem. It fulfills wishes.
context: They already left, for death's sake!\The Dark Flame Master said they had something to discuss of deathly importance\Um...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\What's that?\An enchanted gem. It fulfills wishes. response:	I got it from Dekomori.
context: The Dark Flame Master said they had something to discuss of deathly importance\Um...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\What's that?\An enchanted gem. It fulfills wishes.\I got it from Dekomori. response:	Wishes?
context: Um...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\What's that?\An enchanted gem. It fulfills wishes.\I got it from Dekomori.\Wishes? response:	I can't go into details!
context: Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\What's that?\An enchanted gem. It fulfills wishes.\I got it from Dekomori.\Wishes?\I can't go into details! response:	That's okay, I don't need to know.
context: Follow my orders as bound by your pledge...\Follow my orders as bound by your pledge...\What's that?\An enchanted gem. It fulfills wishes.\I got it from Dekomori.\Wishes?\I can't go into details!\That's okay, I don't need to know. response:	You dropped it.
context: Follow my orders as bound by your pledge...\What's that?\An enchanted gem. It fulfills wishes.\I got it from Dekomori.\Wishes?\I can't go into details!\That's okay, I don't need to know.\You dropped it. response:	It's warm.
context: What's that?\An enchanted gem. It fulfills wishes.\I got it from Dekomori.\Wishes?\I can't go into details!\That's okay, I don't need to know.\You dropped it.\It's warm. response:	Strong wishes cause the gem to emit heat.
context: An enchanted gem. It fulfills wishes.\I got it from Dekomori.\Wishes?\I can't go into details!\That's okay, I don't need to know.\You dropped it.\It's warm.\Strong wishes cause the gem to emit heat. response:	Which means
context: I got it from Dekomori.\Wishes?\I can't go into details!\That's okay, I don't need to know.\You dropped it.\It's warm.\Strong wishes cause the gem to emit heat.\Which means response:	Don't!
context: Wishes?\I can't go into details!\That's okay, I don't need to know.\You dropped it.\It's warm.\Strong wishes cause the gem to emit heat.\Which means\Don't! response:	Ouch...
context: I can't go into details!\That's okay, I don't need to know.\You dropped it.\It's warm.\Strong wishes cause the gem to emit heat.\Which means\Don't!\Ouch... response:	It started raining...
context: That's okay, I don't need to know.\You dropped it.\It's warm.\Strong wishes cause the gem to emit heat.\Which means\Don't!\Ouch...\It started raining... response:	Do you have an umbre Of course you do.
context: You dropped it.\It's warm.\Strong wishes cause the gem to emit heat.\Which means\Don't!\Ouch...\It started raining...\Do you have an umbre Of course you do. response:	What did you want?
context: It's warm.\Strong wishes cause the gem to emit heat.\Which means\Don't!\Ouch...\It started raining...\Do you have an umbre Of course you do.\What did you want? response:	Oh, right.
context: Strong wishes cause the gem to emit heat.\Which means\Don't!\Ouch...\It started raining...\Do you have an umbre Of course you do.\What did you want?\Oh, right. response:	I have something too.
context: Which means\Don't!\Ouch...\It started raining...\Do you have an umbre Of course you do.\What did you want?\Oh, right.\I have something too. response:	Something highly confidential I must discuss with you.
context: Don't!\Ouch...\It started raining...\Do you have an umbre Of course you do.\What did you want?\Oh, right.\I have something too.\Something highly confidential I must discuss with you. response:	I-I see.
context: Ouch...\It started raining...\Do you have an umbre Of course you do.\What did you want?\Oh, right.\I have something too.\Something highly confidential I must discuss with you.\I-I see. response:	I wanted to talk about... But not here.
context: It started raining...\Do you have an umbre Of course you do.\What did you want?\Oh, right.\I have something too.\Something highly confidential I must discuss with you.\I-I see.\I wanted to talk about... But not here. response:	This can't go on.
context: Do you have an umbre Of course you do.\What did you want?\Oh, right.\I have something too.\Something highly confidential I must discuss with you.\I-I see.\I wanted to talk about... But not here.\This can't go on. response:	Hey...
context: What did you want?\Oh, right.\I have something too.\Something highly confidential I must discuss with you.\I-I see.\I wanted to talk about... But not here.\This can't go on.\Hey... response:	Hey...
context: Oh, right.\I have something too.\Something highly confidential I must discuss with you.\I-I see.\I wanted to talk about... But not here.\This can't go on.\Hey...\Hey... response:	Schwarz Sechs Prototype Mk II!
context: I have something too.\Something highly confidential I must discuss with you.\I-I see.\I wanted to talk about... But not here.\This can't go on.\Hey...\Hey...\Schwarz Sechs Prototype Mk II! response:	How can you say its full name so fast?!
context: Something highly confidential I must discuss with you.\I-I see.\I wanted to talk about... But not here.\This can't go on.\Hey...\Hey...\Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?! response:	Hey!
context: I-I see.\I wanted to talk about... But not here.\This can't go on.\Hey...\Hey...\Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?!\Hey! response:	Good thing it didn't fall into the river.
