context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: You break into my fight spouting responsibility? Give me a break!\Don't be takin' my kill!\Your kill?\I'm the one that's gonna beat him!\Didn't I tell you that I'd take him down?\And did I ever say, Yes, Roger that, Sir?\Why you little...\You wanna go? response:	I have to be the one that finishes him off!
context: Don't be takin' my kill!\Your kill?\I'm the one that's gonna beat him!\Didn't I tell you that I'd take him down?\And did I ever say, Yes, Roger that, Sir?\Why you little...\You wanna go?\I have to be the one that finishes him off! response:	I'm prepared to die!
context: Your kill?\I'm the one that's gonna beat him!\Didn't I tell you that I'd take him down?\And did I ever say, Yes, Roger that, Sir?\Why you little...\You wanna go?\I have to be the one that finishes him off!\I'm prepared to die! response:	Since when is dying finishing a battle?
context: I'm the one that's gonna beat him!\Didn't I tell you that I'd take him down?\And did I ever say, Yes, Roger that, Sir?\Why you little...\You wanna go?\I have to be the one that finishes him off!\I'm prepared to die!\Since when is dying finishing a battle? response:	Well?
context: Didn't I tell you that I'd take him down?\And did I ever say, Yes, Roger that, Sir?\Why you little...\You wanna go?\I have to be the one that finishes him off!\I'm prepared to die!\Since when is dying finishing a battle?\Well? response:	Ain't that just running away, huh?!
context: And did I ever say, Yes, Roger that, Sir?\Why you little...\You wanna go?\I have to be the one that finishes him off!\I'm prepared to die!\Since when is dying finishing a battle?\Well?\Ain't that just running away, huh?! response:	W-What's that?
context: Why you little...\You wanna go?\I have to be the one that finishes him off!\I'm prepared to die!\Since when is dying finishing a battle?\Well?\Ain't that just running away, huh?!\W-What's that? response:	Galuna Island, the Final Battle!
context: You wanna go?\I have to be the one that finishes him off!\I'm prepared to die!\Since when is dying finishing a battle?\Well?\Ain't that just running away, huh?!\W-What's that?\Galuna Island, the Final Battle! response:	Take that!
context: I have to be the one that finishes him off!\I'm prepared to die!\Since when is dying finishing a battle?\Well?\Ain't that just running away, huh?!\W-What's that?\Galuna Island, the Final Battle!\Take that! response:	Do not falter!
context: I'm prepared to die!\Since when is dying finishing a battle?\Well?\Ain't that just running away, huh?!\W-What's that?\Galuna Island, the Final Battle!\Take that!\Do not falter! response:	We must not allow anyone to get in the way of Reitei-sama!
context: Since when is dying finishing a battle?\Well?\Ain't that just running away, huh?!\W-What's that?\Galuna Island, the Final Battle!\Take that!\Do not falter!\We must not allow anyone to get in the way of Reitei-sama! response:	What is that sound?
context: Well?\Ain't that just running away, huh?!\W-What's that?\Galuna Island, the Final Battle!\Take that!\Do not falter!\We must not allow anyone to get in the way of Reitei-sama!\What is that sound? response:	Oh, no!
context: Ain't that just running away, huh?!\W-What's that?\Galuna Island, the Final Battle!\Take that!\Do not falter!\We must not allow anyone to get in the way of Reitei-sama!\What is that sound?\Oh, no! response:	The ruins have un-tilted themselves!
context: W-What's that?\Galuna Island, the Final Battle!\Take that!\Do not falter!\We must not allow anyone to get in the way of Reitei-sama!\What is that sound?\Oh, no!\The ruins have un-tilted themselves! response:	What the heck?!
context: Galuna Island, the Final Battle!\Take that!\Do not falter!\We must not allow anyone to get in the way of Reitei-sama!\What is that sound?\Oh, no!\The ruins have un-tilted themselves!\What the heck?! response:	Now the light of the moon will land on Deliora again!
context: Take that!\Do not falter!\We must not allow anyone to get in the way of Reitei-sama!\What is that sound?\Oh, no!\The ruins have un-tilted themselves!\What the heck?!\Now the light of the moon will land on Deliora again! response:	Sorry for the interruption.
context: Do not falter!\We must not allow anyone to get in the way of Reitei-sama!\What is that sound?\Oh, no!\The ruins have un-tilted themselves!\What the heck?!\Now the light of the moon will land on Deliora again!\Sorry for the interruption. response:	Zalty, is this your doing?
context: We must not allow anyone to get in the way of Reitei-sama!\What is that sound?\Oh, no!\The ruins have un-tilted themselves!\What the heck?!\Now the light of the moon will land on Deliora again!\Sorry for the interruption.\Zalty, is this your doing? response:	The moon will be out soon, so I returned the temple to normal.
context: What is that sound?\Oh, no!\The ruins have un-tilted themselves!\What the heck?!\Now the light of the moon will land on Deliora again!\Sorry for the interruption.\Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal. response:	What the heck is he?
context: Oh, no!\The ruins have un-tilted themselves!\What the heck?!\Now the light of the moon will land on Deliora again!\Sorry for the interruption.\Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal.\What the heck is he? response:	After all my hard work tilting it!
context: The ruins have un-tilted themselves!\What the heck?!\Now the light of the moon will land on Deliora again!\Sorry for the interruption.\Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal.\What the heck is he?\After all my hard work tilting it! response:	How'd you fix it back up?
context: What the heck?!\Now the light of the moon will land on Deliora again!\Sorry for the interruption.\Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal.\What the heck is he?\After all my hard work tilting it!\How'd you fix it back up? response:	How did you fix it back up!
context: Now the light of the moon will land on Deliora again!\Sorry for the interruption.\Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal.\What the heck is he?\After all my hard work tilting it!\How'd you fix it back up?\How did you fix it back up! response:	I suppose we should begin the Moon Drip ceremony.
context: Sorry for the interruption.\Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal.\What the heck is he?\After all my hard work tilting it!\How'd you fix it back up?\How did you fix it back up!\I suppose we should begin the Moon Drip ceremony. response:	Ignored?!
context: Zalty, is this your doing?\The moon will be out soon, so I returned the temple to normal.\What the heck is he?\After all my hard work tilting it!\How'd you fix it back up?\How did you fix it back up!\I suppose we should begin the Moon Drip ceremony.\Ignored?! response:	Oh, it's on, masked-man!
context: The moon will be out soon, so I returned the temple to normal.\What the heck is he?\After all my hard work tilting it!\How'd you fix it back up?\How did you fix it back up!\I suppose we should begin the Moon Drip ceremony.\Ignored?!\Oh, it's on, masked-man! response:	Hold it, bub!
context: What the heck is he?\After all my hard work tilting it!\How'd you fix it back up?\How did you fix it back up!\I suppose we should begin the Moon Drip ceremony.\Ignored?!\Oh, it's on, masked-man!\Hold it, bub! response:	Natsu!
context: After all my hard work tilting it!\How'd you fix it back up?\How did you fix it back up!\I suppose we should begin the Moon Drip ceremony.\Ignored?!\Oh, it's on, masked-man!\Hold it, bub!\Natsu! response:	I'm gonna wallop that bastard a million times.
context: How'd you fix it back up?\How did you fix it back up!\I suppose we should begin the Moon Drip ceremony.\Ignored?!\Oh, it's on, masked-man!\Hold it, bub!\Natsu!\I'm gonna wallop that bastard a million times. response:	You handle things here!
context: How did you fix it back up!\I suppose we should begin the Moon Drip ceremony.\Ignored?!\Oh, it's on, masked-man!\Hold it, bub!\Natsu!\I'm gonna wallop that bastard a million times.\You handle things here! response:	You lost last time, and it's a disgrace.
context: I suppose we should begin the Moon Drip ceremony.\Ignored?!\Oh, it's on, masked-man!\Hold it, bub!\Natsu!\I'm gonna wallop that bastard a million times.\You handle things here!\You lost last time, and it's a disgrace. response:	Yeah...
context: Ignored?!\Oh, it's on, masked-man!\Hold it, bub!\Natsu!\I'm gonna wallop that bastard a million times.\You handle things here!\You lost last time, and it's a disgrace.\Yeah... response:	Not for you.
context: Oh, it's on, masked-man!\Hold it, bub!\Natsu!\I'm gonna wallop that bastard a million times.\You handle things here!\You lost last time, and it's a disgrace.\Yeah...\Not for you. response:	I know.
context: Hold it, bub!\Natsu!\I'm gonna wallop that bastard a million times.\You handle things here!\You lost last time, and it's a disgrace.\Yeah...\Not for you.\I know. response:	For all of Fairy Tail!
context: Natsu!\I'm gonna wallop that bastard a million times.\You handle things here!\You lost last time, and it's a disgrace.\Yeah...\Not for you.\I know.\For all of Fairy Tail! response:	My, what noisome fellows.
context: I'm gonna wallop that bastard a million times.\You handle things here!\You lost last time, and it's a disgrace.\Yeah...\Not for you.\I know.\For all of Fairy Tail!\My, what noisome fellows. response:	Did you count on Natsu stopping me from using Iced Shell?
context: You handle things here!\You lost last time, and it's a disgrace.\Yeah...\Not for you.\I know.\For all of Fairy Tail!\My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell? response:	No. I wouldn't imagine that guy getting anywhere near that kind of magic.
context: You lost last time, and it's a disgrace.\Yeah...\Not for you.\I know.\For all of Fairy Tail!\My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic. response:	So you just planned on taking it?
context: Yeah...\Not for you.\I know.\For all of Fairy Tail!\My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it? response:	Exactly. But I would have been saved.
context: Not for you.\I know.\For all of Fairy Tail!\My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it?\Exactly. But I would have been saved. response:	Once I realized that, I said Do it.
context: I know.\For all of Fairy Tail!\My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it?\Exactly. But I would have been saved.\Once I realized that, I said Do it. response:	I knew it...
context: For all of Fairy Tail!\My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it?\Exactly. But I would have been saved.\Once I realized that, I said Do it.\I knew it... response:	Even if I were to be trapped in the ice, I have allies with the same goals as myself.
context: My, what noisome fellows.\Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it?\Exactly. But I would have been saved.\Once I realized that, I said Do it.\I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself. response:	And this is the island where you can use the Moon Drip to undo Iced Shell.
context: Did you count on Natsu stopping me from using Iced Shell?\No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it?\Exactly. But I would have been saved.\Once I realized that, I said Do it.\I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell. response:	I was careless.
context: No. I wouldn't imagine that guy getting anywhere near that kind of magic.\So you just planned on taking it?\Exactly. But I would have been saved.\Once I realized that, I said Do it.\I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless. response:	Iced Shell is powerless here, isn't it?
context: So you just planned on taking it?\Exactly. But I would have been saved.\Once I realized that, I said Do it.\I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless.\Iced Shell is powerless here, isn't it? response:	And yet you still wish to defeat me?
context: Exactly. But I would have been saved.\Once I realized that, I said Do it.\I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless.\Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me? response:	You cannot win against-
context: Once I realized that, I said Do it.\I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless.\Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me?\You cannot win against- response:	Stop this already.
context: I knew it...\Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless.\Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me?\You cannot win against-\Stop this already. response:	What?
context: Even if I were to be trapped in the ice, I have allies with the same goals as myself.\And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless.\Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me?\You cannot win against-\Stop this already.\What? response:	Give up on Deliora.
context: And this is the island where you can use the Moon Drip to undo Iced Shell.\I was careless.\Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me?\You cannot win against-\Stop this already.\What?\Give up on Deliora. response:	What foolishness...
context: I was careless.\Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me?\You cannot win against-\Stop this already.\What?\Give up on Deliora.\What foolishness... response:	First you threaten, and then you persuade?
context: Iced Shell is powerless here, isn't it?\And yet you still wish to defeat me?\You cannot win against-\Stop this already.\What?\Give up on Deliora.\What foolishness...\First you threaten, and then you persuade? response:	Does your guild have some dentist that de-fangs you all?
context: And yet you still wish to defeat me?\You cannot win against-\Stop this already.\What?\Give up on Deliora.\What foolishness...\First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all? response:	Lyon, listen carefully.
context: You cannot win against-\Stop this already.\What?\Give up on Deliora.\What foolishness...\First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully. response:	Ul is alive!
context: Stop this already.\What?\Give up on Deliora.\What foolishness...\First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully.\Ul is alive! response:	Iced Shell was a spell that turned her body into ice.
context: What?\Give up on Deliora.\What foolishness...\First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully.\Ul is alive!\Iced Shell was a spell that turned her body into ice. response:	The ice that sealed Deliora...
context: Give up on Deliora.\What foolishness...\First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully.\Ul is alive!\Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora... response:	The very same ice that you're trying to melt now... is Ul herself!
context: What foolishness...\First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully.\Ul is alive!\Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself! response:	Ul became that ice and lives on today!
context: First you threaten, and then you persuade?\Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully.\Ul is alive!\Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today! response:	I apologize for not telling you before.
context: Does your guild have some dentist that de-fangs you all?\Lyon, listen carefully.\Ul is alive!\Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today!\I apologize for not telling you before. response:	I promised Ul that I wouldn't.
context: Lyon, listen carefully.\Ul is alive!\Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today!\I apologize for not telling you before.\I promised Ul that I wouldn't. response:	If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.
context: Ul is alive!\Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today!\I apologize for not telling you before.\I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell. response:	Gray...
context: Iced Shell was a spell that turned her body into ice.\The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today!\I apologize for not telling you before.\I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray... response:	So, Lyon, stop this!
context: The ice that sealed Deliora...\The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today!\I apologize for not telling you before.\I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray...\So, Lyon, stop this! response:	I know that fairy tale.
context: The very same ice that you're trying to melt now... is Ul herself!\Ul became that ice and lives on today!\I apologize for not telling you before.\I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray...\So, Lyon, stop this!\I know that fairy tale. response:	But that ice is no longer Ul.
context: Ul became that ice and lives on today!\I apologize for not telling you before.\I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray...\So, Lyon, stop this!\I know that fairy tale.\But that ice is no longer Ul. response:	It's just some frozen remains!
context: I apologize for not telling you before.\I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray...\So, Lyon, stop this!\I know that fairy tale.\But that ice is no longer Ul.\It's just some frozen remains! response:	You knew?
context: I promised Ul that I wouldn't.\If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray...\So, Lyon, stop this!\I know that fairy tale.\But that ice is no longer Ul.\It's just some frozen remains!\You knew? response:	You honestly believe that Ul is still alive?
context: If he knew that I became the ice, he'd probably spend his entire life trying to undo the spell.\Gray...\So, Lyon, stop this!\I know that fairy tale.\But that ice is no longer Ul.\It's just some frozen remains!\You knew?\You honestly believe that Ul is still alive? response:	Grow up already.
context: Gray...\So, Lyon, stop this!\I know that fairy tale.\But that ice is no longer Ul.\It's just some frozen remains!\You knew?\You honestly believe that Ul is still alive?\Grow up already. response:	You knew, and yet...
context: So, Lyon, stop this!\I know that fairy tale.\But that ice is no longer Ul.\It's just some frozen remains!\You knew?\You honestly believe that Ul is still alive?\Grow up already.\You knew, and yet... response:	What of it?
context: I know that fairy tale.\But that ice is no longer Ul.\It's just some frozen remains!\You knew?\You honestly believe that Ul is still alive?\Grow up already.\You knew, and yet...\What of it? response:	Impossible! How can you move with such a wound?
context: But that ice is no longer Ul.\It's just some frozen remains!\You knew?\You honestly believe that Ul is still alive?\Grow up already.\You knew, and yet...\What of it?\Impossible! How can you move with such a wound? response:	That's it.
