context: That day, when I turned 17... response:	I like you, Otani!
context: Man, what the heck is your problem?!\You've been cursing me every day since the new semester started.\CURSE\That's right.\I'm going to curse you and make you shrink 1cm every day.\In 156 days, you'll vanish completely.\Hey!\You in the ghost costume, and Mr Promoter over there! response:	Do your jobs properly!
context: You've been cursing me every day since the new semester started.\CURSE\That's right.\I'm going to curse you and make you shrink 1cm every day.\In 156 days, you'll vanish completely.\Hey!\You in the ghost costume, and Mr Promoter over there!\Do your jobs properly! response:	Don't blame me.
context: CURSE\That's right.\I'm going to curse you and make you shrink 1cm every day.\In 156 days, you'll vanish completely.\Hey!\You in the ghost costume, and Mr Promoter over there!\Do your jobs properly!\Don't blame me. response:	This idiot is spouting pointless crap and getting in my way.
context: That's right.\I'm going to curse you and make you shrink 1cm every day.\In 156 days, you'll vanish completely.\Hey!\You in the ghost costume, and Mr Promoter over there!\Do your jobs properly!\Don't blame me.\This idiot is spouting pointless crap and getting in my way. response:	Idiot?!
context: I'm going to curse you and make you shrink 1cm every day.\In 156 days, you'll vanish completely.\Hey!\You in the ghost costume, and Mr Promoter over there!\Do your jobs properly!\Don't blame me.\This idiot is spouting pointless crap and getting in my way.\Idiot?! response:	An idiot like you shouldn't be calling me an idiot!
context: In 156 days, you'll vanish completely.\Hey!\You in the ghost costume, and Mr Promoter over there!\Do your jobs properly!\Don't blame me.\This idiot is spouting pointless crap and getting in my way.\Idiot?!\An idiot like you shouldn't be calling me an idiot! response:	Just what is wrong with you? You've been upset since back then.
context: Hey!\You in the ghost costume, and Mr Promoter over there!\Do your jobs properly!\Don't blame me.\This idiot is spouting pointless crap and getting in my way.\Idiot?!\An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then. response:	Are you saying you really don't know what you did?!
context: You in the ghost costume, and Mr Promoter over there!\Do your jobs properly!\Don't blame me.\This idiot is spouting pointless crap and getting in my way.\Idiot?!\An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?! response:	What? I gave you my most treasured belonging!
context: Do your jobs properly!\Don't blame me.\This idiot is spouting pointless crap and getting in my way.\Idiot?!\An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging! response:	You should show me more gratitude.
context: Don't blame me.\This idiot is spouting pointless crap and getting in my way.\Idiot?!\An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging!\You should show me more gratitude. response:	Oh. That, I am thankful for that. I was so happy I thought I'd die.
context: This idiot is spouting pointless crap and getting in my way.\Idiot?!\An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging!\You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die. response:	Right.
context: Idiot?!\An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging!\You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right. response:	That's not it! I meant after that!
context: An idiot like you shouldn't be calling me an idiot!\Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging!\You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right.\That's not it! I meant after that! response:	After?
context: Just what is wrong with you? You've been upset since back then.\Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging!\You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right.\That's not it! I meant after that!\After? response:	Ahh... Those fireworks sure were pretty.
context: Are you saying you really don't know what you did?!\What? I gave you my most treasured belonging!\You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right.\That's not it! I meant after that!\After?\Ahh... Those fireworks sure were pretty. response:	Gimme that!
context: What? I gave you my most treasured belonging!\You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right.\That's not it! I meant after that!\After?\Ahh... Those fireworks sure were pretty.\Gimme that! response:	Hurry up and find some customers.
context: You should show me more gratitude.\Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right.\That's not it! I meant after that!\After?\Ahh... Those fireworks sure were pretty.\Gimme that!\Hurry up and find some customers. response:	What the...?
context: Oh. That, I am thankful for that. I was so happy I thought I'd die.\Right.\That's not it! I meant after that!\After?\Ahh... Those fireworks sure were pretty.\Gimme that!\Hurry up and find some customers.\What the...? response:	What the heck is wrong with her?
context: Right.\That's not it! I meant after that!\After?\Ahh... Those fireworks sure were pretty.\Gimme that!\Hurry up and find some customers.\What the...?\What the heck is wrong with her? response:	Why is she so angry?
context: That's not it! I meant after that!\After?\Ahh... Those fireworks sure were pretty.\Gimme that!\Hurry up and find some customers.\What the...?\What the heck is wrong with her?\Why is she so angry? response:	Well, it's to be expected. Right, darling?
context: After?\Ahh... Those fireworks sure were pretty.\Gimme that!\Hurry up and find some customers.\What the...?\What the heck is wrong with her?\Why is she so angry?\Well, it's to be expected. Right, darling? response:	What a cruel guy.
context: Ahh... Those fireworks sure were pretty.\Gimme that!\Hurry up and find some customers.\What the...?\What the heck is wrong with her?\Why is she so angry?\Well, it's to be expected. Right, darling?\What a cruel guy. response:	What the hell?! I haven't done anything!
context: Gimme that!\Hurry up and find some customers.\What the...?\What the heck is wrong with her?\Why is she so angry?\Well, it's to be expected. Right, darling?\What a cruel guy.\What the hell?! I haven't done anything! response:	Try searching your heart!
context: Hurry up and find some customers.\What the...?\What the heck is wrong with her?\Why is she so angry?\Well, it's to be expected. Right, darling?\What a cruel guy.\What the hell?! I haven't done anything!\Try searching your heart! response:	Do you really think you haven't done anything?!
context: What the...?\What the heck is wrong with her?\Why is she so angry?\Well, it's to be expected. Right, darling?\What a cruel guy.\What the hell?! I haven't done anything!\Try searching your heart!\Do you really think you haven't done anything?! response:	This is fun!
context: What the heck is wrong with her?\Why is she so angry?\Well, it's to be expected. Right, darling?\What a cruel guy.\What the hell?! I haven't done anything!\Try searching your heart!\Do you really think you haven't done anything?!\This is fun! response:	We have something very fun here today!
context: Why is she so angry?\Well, it's to be expected. Right, darling?\What a cruel guy.\What the hell?! I haven't done anything!\Try searching your heart!\Do you really think you haven't done anything?!\This is fun!\We have something very fun here today! response:	I... like you, Otani.
context: Well, it's to be expected. Right, darling?\What a cruel guy.\What the hell?! I haven't done anything!\Try searching your heart!\Do you really think you haven't done anything?!\This is fun!\We have something very fun here today!\I... like you, Otani. response:	That one little phrase...
context: What a cruel guy.\What the hell?! I haven't done anything!\Try searching your heart!\Do you really think you haven't done anything?!\This is fun!\We have something very fun here today!\I... like you, Otani.\That one little phrase... response:	And yet... that idiot...
context: What the hell?! I haven't done anything!\Try searching your heart!\Do you really think you haven't done anything?!\This is fun!\We have something very fun here today!\I... like you, Otani.\That one little phrase...\And yet... that idiot... response:	2nd Year Class 3
context: Try searching your heart!\Do you really think you haven't done anything?!\This is fun!\We have something very fun here today!\I... like you, Otani.\That one little phrase...\And yet... that idiot...\2nd Year Class 3 response:	What was that?
context: Do you really think you haven't done anything?!\This is fun!\We have something very fun here today!\I... like you, Otani.\That one little phrase...\And yet... that idiot...\2nd Year Class 3\What was that? response:	Ahh! Noo!
context: This is fun!\We have something very fun here today!\I... like you, Otani.\That one little phrase...\And yet... that idiot...\2nd Year Class 3\What was that?\Ahh! Noo! response:	This is bad!
context: We have something very fun here today!\I... like you, Otani.\That one little phrase...\And yet... that idiot...\2nd Year Class 3\What was that?\Ahh! Noo!\This is bad! response:	Haunted House
context: I... like you, Otani.\That one little phrase...\And yet... that idiot...\2nd Year Class 3\What was that?\Ahh! Noo!\This is bad!\Haunted House response:	Reception
context: That one little phrase...\And yet... that idiot...\2nd Year Class 3\What was that?\Ahh! Noo!\This is bad!\Haunted House\Reception response:	Risa-chan is playing ghost, right?
context: And yet... that idiot...\2nd Year Class 3\What was that?\Ahh! Noo!\This is bad!\Haunted House\Reception\Risa-chan is playing ghost, right? response:	I'll kill you...
context: 2nd Year Class 3\What was that?\Ahh! Noo!\This is bad!\Haunted House\Reception\Risa-chan is playing ghost, right?\I'll kill you... response:	Ah... Chiharu-chan and Suzuki-kun...
context: What was that?\Ahh! Noo!\This is bad!\Haunted House\Reception\Risa-chan is playing ghost, right?\I'll kill you...\Ah... Chiharu-chan and Suzuki-kun... response:	Risa-chan...
context: Ahh! Noo!\This is bad!\Haunted House\Reception\Risa-chan is playing ghost, right?\I'll kill you...\Ah... Chiharu-chan and Suzuki-kun...\Risa-chan... response:	Aren't you happy...
context: This is bad!\Haunted House\Reception\Risa-chan is playing ghost, right?\I'll kill you...\Ah... Chiharu-chan and Suzuki-kun...\Risa-chan...\Aren't you happy... response:	That sure is nice.
context: Haunted House\Reception\Risa-chan is playing ghost, right?\I'll kill you...\Ah... Chiharu-chan and Suzuki-kun...\Risa-chan...\Aren't you happy...\That sure is nice. response:	Scorn...
context: Reception\Risa-chan is playing ghost, right?\I'll kill you...\Ah... Chiharu-chan and Suzuki-kun...\Risa-chan...\Aren't you happy...\That sure is nice.\Scorn... response:	Su... Su... Su... Suzuku-kun...
context: Risa-chan is playing ghost, right?\I'll kill you...\Ah... Chiharu-chan and Suzuki-kun...\Risa-chan...\Aren't you happy...\That sure is nice.\Scorn...\Su... Su... Su... Suzuku-kun... response:	Scorn...
context: I'll kill you...\Ah... Chiharu-chan and Suzuki-kun...\Risa-chan...\Aren't you happy...\That sure is nice.\Scorn...\Su... Su... Su... Suzuku-kun...\Scorn... response:	Scorn...
context: Ah... Chiharu-chan and Suzuki-kun...\Risa-chan...\Aren't you happy...\That sure is nice.\Scorn...\Su... Su... Su... Suzuku-kun...\Scorn...\Scorn... response:	Nooo!
context: Risa-chan...\Aren't you happy...\That sure is nice.\Scorn...\Su... Su... Su... Suzuku-kun...\Scorn...\Scorn...\Nooo! response:	2nd Year Class 3
context: Aren't you happy...\That sure is nice.\Scorn...\Su... Su... Su... Suzuku-kun...\Scorn...\Scorn...\Nooo!\2nd Year Class 3 response:	All right everyone, please line up!
context: That sure is nice.\Scorn...\Su... Su... Su... Suzuku-kun...\Scorn...\Scorn...\Nooo!\2nd Year Class 3\All right everyone, please line up! response:	I heard Class Three's haunted house is seriously freaky.
context: Scorn...\Su... Su... Su... Suzuku-kun...\Scorn...\Scorn...\Nooo!\2nd Year Class 3\All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky. response:	I heard their ghost will chase you to the ends of the earth.
context: Su... Su... Su... Suzuku-kun...\Scorn...\Scorn...\Nooo!\2nd Year Class 3\All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth. response:	The school festival...
context: Scorn...\Scorn...\Nooo!\2nd Year Class 3\All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth.\The school festival... response:	None of that matters to me anymore.
context: Scorn...\Nooo!\2nd Year Class 3\All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth.\The school festival...\None of that matters to me anymore. response:	It's autumn...
context: Nooo!\2nd Year Class 3\All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth.\The school festival...\None of that matters to me anymore.\It's autumn... response:	Thanks for all your hard work.
context: 2nd Year Class 3\All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth.\The school festival...\None of that matters to me anymore.\It's autumn...\Thanks for all your hard work. response:	Thanks to you, we made a ton this morning!
context: All right everyone, please line up!\I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth.\The school festival...\None of that matters to me anymore.\It's autumn...\Thanks for all your hard work.\Thanks to you, we made a ton this morning! response:	Here. Drink up.
context: I heard Class Three's haunted house is seriously freaky.\I heard their ghost will chase you to the ends of the earth.\The school festival...\None of that matters to me anymore.\It's autumn...\Thanks for all your hard work.\Thanks to you, we made a ton this morning!\Here. Drink up. response:	I did work hard, huh?
context: I heard their ghost will chase you to the ends of the earth.\The school festival...\None of that matters to me anymore.\It's autumn...\Thanks for all your hard work.\Thanks to you, we made a ton this morning!\Here. Drink up.\I did work hard, huh? response:	We're switching shifts in the afternoon. Want to go look around with Otani-kun?
context: The school festival...\None of that matters to me anymore.\It's autumn...\Thanks for all your hard work.\Thanks to you, we made a ton this morning!\Here. Drink up.\I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun? response:	Why me and Otani?!
context: None of that matters to me anymore.\It's autumn...\Thanks for all your hard work.\Thanks to you, we made a ton this morning!\Here. Drink up.\I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?! response:	At this rate, I... I...
context: It's autumn...\Thanks for all your hard work.\Thanks to you, we made a ton this morning!\Here. Drink up.\I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?!\At this rate, I... I... response:	Risa, you failed once and you're already giving up?
context: Thanks for all your hard work.\Thanks to you, we made a ton this morning!\Here. Drink up.\I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?!\At this rate, I... I...\Risa, you failed once and you're already giving up? response:	What do you mean failed?!
context: Thanks to you, we made a ton this morning!\Here. Drink up.\I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?!\At this rate, I... I...\Risa, you failed once and you're already giving up?\What do you mean failed?! response:	I didn't fail! My confession was perfect!
context: Here. Drink up.\I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?!\At this rate, I... I...\Risa, you failed once and you're already giving up?\What do you mean failed?!\I didn't fail! My confession was perfect! response:	Otani is the problem.
context: I did work hard, huh?\We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?!\At this rate, I... I...\Risa, you failed once and you're already giving up?\What do you mean failed?!\I didn't fail! My confession was perfect!\Otani is the problem. response:	If only his idiocy could be cured...
context: We're switching shifts in the afternoon. Want to go look around with Otani-kun?\Why me and Otani?!\At this rate, I... I...\Risa, you failed once and you're already giving up?\What do you mean failed?!\I didn't fail! My confession was perfect!\Otani is the problem.\If only his idiocy could be cured... response:	Well, I seriously thought about whether I'd be able to do that,
context: Why me and Otani?!\At this rate, I... I...\Risa, you failed once and you're already giving up?\What do you mean failed?!\I didn't fail! My confession was perfect!\Otani is the problem.\If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that, response:	Hey, who do you think you are?
context: At this rate, I... I...\Risa, you failed once and you're already giving up?\What do you mean failed?!\I didn't fail! My confession was perfect!\Otani is the problem.\If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are? response:	At this stage it's beyond simple density.
context: Risa, you failed once and you're already giving up?\What do you mean failed?!\I didn't fail! My confession was perfect!\Otani is the problem.\If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are?\At this stage it's beyond simple density. response:	How about the two of us auditioning for a comedy show? indeed.
context: What do you mean failed?!\I didn't fail! My confession was perfect!\Otani is the problem.\If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are?\At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed. response:	Do it yourself, idiot.
context: I didn't fail! My confession was perfect!\Otani is the problem.\If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are?\At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot. response:	What should we do?
context: Otani is the problem.\If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are?\At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot.\What should we do? response:	It doesn't matter. I don't care about that guy anymore.
context: If only his idiocy could be cured...\Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are?\At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot.\What should we do?\It doesn't matter. I don't care about that guy anymore. response:	I guess. But the class trip is coming up pretty soon...
context: Well, I seriously thought about whether I'd be able to do that,\Hey, who do you think you are?\At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot.\What should we do?\It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon... response:	What will you do during our free time?
context: Hey, who do you think you are?\At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot.\What should we do?\It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon...\What will you do during our free time? response:	I was gonna hang around with you, Nobu-chan.
context: At this stage it's beyond simple density.\How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot.\What should we do?\It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon...\What will you do during our free time?\I was gonna hang around with you, Nobu-chan. response:	But I want to be alone with my darling.
context: How about the two of us auditioning for a comedy show? indeed.\Do it yourself, idiot.\What should we do?\It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon...\What will you do during our free time?\I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling. response:	Even though it's a class trip, for my darling and I, it'll be our first trip away together.
context: Do it yourself, idiot.\What should we do?\It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon...\What will you do during our free time?\I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together. response:	The romantic night view of Hakodate...
context: What should we do?\It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon...\What will you do during our free time?\I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate... response:	Of course...
context: It doesn't matter. I don't care about that guy anymore.\I guess. But the class trip is coming up pretty soon...\What will you do during our free time?\I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate...\Of course... response:	But...
context: I guess. But the class trip is coming up pretty soon...\What will you do during our free time?\I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate...\Of course...\But... response:	Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.
context: What will you do during our free time?\I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate...\Of course...\But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too. response:	So basically you'll be left alone with Otani-kun anyway.
context: I was gonna hang around with you, Nobu-chan.\But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate...\Of course...\But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway. response:	Not good.
context: But I want to be alone with my darling.\Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate...\Of course...\But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway.\Not good. response:	Otherwise you'll just be all by yourself.
context: Even though it's a class trip, for my darling and I, it'll be our first trip away together.\The romantic night view of Hakodate...\Of course...\But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway.\Not good.\Otherwise you'll just be all by yourself. response:	Aww! Not fair!
context: The romantic night view of Hakodate...\Of course...\But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway.\Not good.\Otherwise you'll just be all by yourself.\Aww! Not fair! response:	Ah, there they are.
context: Of course...\But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway.\Not good.\Otherwise you'll just be all by yourself.\Aww! Not fair!\Ah, there they are. response:	Koizumi-san, everyone's looking for you.
context: But...\Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway.\Not good.\Otherwise you'll just be all by yourself.\Aww! Not fair!\Ah, there they are.\Koizumi-san, everyone's looking for you. response:	No one wants to come if you're not playing the ghost.
context: Naturally, Chiharu-chan and Suzuki-kun will want to be alone too.\So basically you'll be left alone with Otani-kun anyway.\Not good.\Otherwise you'll just be all by yourself.\Aww! Not fair!\Ah, there they are.\Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost. response:	I see.
context: So basically you'll be left alone with Otani-kun anyway.\Not good.\Otherwise you'll just be all by yourself.\Aww! Not fair!\Ah, there they are.\Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost.\I see. response:	Fine. I'll do the afternoon shift too.
