context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\With two Pokemon badges pinned to his jacket,\our hero, Ash, marches boldly along the path to, uh...\-the path to... -Where are we going?\How many times do I have to tell you? Vermillion City.\It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing. response:	I've heard that there's a really great Gym in Vermillion.
context: J Pokemon! J\With two Pokemon badges pinned to his jacket,\our hero, Ash, marches boldly along the path to, uh...\-the path to... -Where are we going?\How many times do I have to tell you? Vermillion City.\It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion. response:	A Gym? All right! I'm going to win my third badge.
context: With two Pokemon badges pinned to his jacket,\our hero, Ash, marches boldly along the path to, uh...\-the path to... -Where are we going?\How many times do I have to tell you? Vermillion City.\It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge. response:	-Let's go! -Don't get your hopes up.
context: our hero, Ash, marches boldly along the path to, uh...\-the path to... -Where are we going?\How many times do I have to tell you? Vermillion City.\It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up. response:	There are a lot of tough trainers around here.
context: -the path to... -Where are we going?\How many times do I have to tell you? Vermillion City.\It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here. response:	Ah, bring them on!
context: How many times do I have to tell you? Vermillion City.\It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here.\Ah, bring them on! response:	I bet none of them has even one Pokemon badge.
context: It's got a luxury cruise ship and I'm dying to see it.\We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here.\Ah, bring them on!\I bet none of them has even one Pokemon badge. response:	Pidgeotto, finish it!
context: We won't have time for sightseeing.\I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here.\Ah, bring them on!\I bet none of them has even one Pokemon badge.\Pidgeotto, finish it! response:	Oh, Rattata!
context: I've heard that there's a really great Gym in Vermillion.\A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here.\Ah, bring them on!\I bet none of them has even one Pokemon badge.\Pidgeotto, finish it!\Oh, Rattata! response:	And I win!
context: A Gym? All right! I'm going to win my third badge.\-Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here.\Ah, bring them on!\I bet none of them has even one Pokemon badge.\Pidgeotto, finish it!\Oh, Rattata!\And I win! response:	That's number ten!
context: -Let's go! -Don't get your hopes up.\There are a lot of tough trainers around here.\Ah, bring them on!\I bet none of them has even one Pokemon badge.\Pidgeotto, finish it!\Oh, Rattata!\And I win!\That's number ten! response:	You're a really great Pokemon trainer.
context: There are a lot of tough trainers around here.\Ah, bring them on!\I bet none of them has even one Pokemon badge.\Pidgeotto, finish it!\Oh, Rattata!\And I win!\That's number ten!\You're a really great Pokemon trainer. response:	Well, I guess I was pretty good there.
context: Ah, bring them on!\I bet none of them has even one Pokemon badge.\Pidgeotto, finish it!\Oh, Rattata!\And I win!\That's number ten!\You're a really great Pokemon trainer.\Well, I guess I was pretty good there. response:	Wow! You've got badges.
context: I bet none of them has even one Pokemon badge.\Pidgeotto, finish it!\Oh, Rattata!\And I win!\That's number ten!\You're a really great Pokemon trainer.\Well, I guess I was pretty good there.\Wow! You've got badges. response:	-Oh, you mean these? - You got two?
context: Pidgeotto, finish it!\Oh, Rattata!\And I win!\That's number ten!\You're a really great Pokemon trainer.\Well, I guess I was pretty good there.\Wow! You've got badges.\-Oh, you mean these? - You got two? response:	I think getting him those badges was a mistake.
context: Oh, Rattata!\And I win!\That's number ten!\You're a really great Pokemon trainer.\Well, I guess I was pretty good there.\Wow! You've got badges.\-Oh, you mean these? - You got two?\I think getting him those badges was a mistake. response:	Uh-huh.
context: And I win!\That's number ten!\You're a really great Pokemon trainer.\Well, I guess I was pretty good there.\Wow! You've got badges.\-Oh, you mean these? - You got two?\I think getting him those badges was a mistake.\Uh-huh. response:	-Pika, pika. -I bet you could even beat A.J.
context: That's number ten!\You're a really great Pokemon trainer.\Well, I guess I was pretty good there.\Wow! You've got badges.\-Oh, you mean these? - You got two?\I think getting him those badges was a mistake.\Uh-huh.\-Pika, pika. -I bet you could even beat A.J. response:	-A.J.? -Yeah, he lives over there.
context: You're a really great Pokemon trainer.\Well, I guess I was pretty good there.\Wow! You've got badges.\-Oh, you mean these? - You got two?\I think getting him those badges was a mistake.\Uh-huh.\-Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there. response:	He's never lost a single match.
context: Well, I guess I was pretty good there.\Wow! You've got badges.\-Oh, you mean these? - You got two?\I think getting him those badges was a mistake.\Uh-huh.\-Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there.\He's never lost a single match. response:	Until now. He hasn't come against somebody like me.
context: Wow! You've got badges.\-Oh, you mean these? - You got two?\I think getting him those badges was a mistake.\Uh-huh.\-Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there.\He's never lost a single match.\Until now. He hasn't come against somebody like me. response:	He's getting a big head.
context: -Oh, you mean these? - You got two?\I think getting him those badges was a mistake.\Uh-huh.\-Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there.\He's never lost a single match.\Until now. He hasn't come against somebody like me.\He's getting a big head. response:	Yeah, but his brain's still the same size.
context: I think getting him those badges was a mistake.\Uh-huh.\-Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there.\He's never lost a single match.\Until now. He hasn't come against somebody like me.\He's getting a big head.\Yeah, but his brain's still the same size. response:	Pika, pika.
context: Uh-huh.\-Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there.\He's never lost a single match.\Until now. He hasn't come against somebody like me.\He's getting a big head.\Yeah, but his brain's still the same size.\Pika, pika. response:	Look at that! This Gym isn't even licensed by the Pokemon League.
context: -Pika, pika. -I bet you could even beat A.J.\-A.J.? -Yeah, he lives over there.\He's never lost a single match.\Until now. He hasn't come against somebody like me.\He's getting a big head.\Yeah, but his brain's still the same size.\Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League. response:	Undefeated? Big deal! I can beat him.
context: -A.J.? -Yeah, he lives over there.\He's never lost a single match.\Until now. He hasn't come against somebody like me.\He's getting a big head.\Yeah, but his brain's still the same size.\Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him. response:	98 wins in a row.
context: He's never lost a single match.\Until now. He hasn't come against somebody like me.\He's getting a big head.\Yeah, but his brain's still the same size.\Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him.\98 wins in a row. response:	You may have won ten battles,
context: Until now. He hasn't come against somebody like me.\He's getting a big head.\Yeah, but his brain's still the same size.\Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him.\98 wins in a row.\You may have won ten battles, response:	but he's won almost ten times more matches than you have.
context: He's getting a big head.\Yeah, but his brain's still the same size.\Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him.\98 wins in a row.\You may have won ten battles,\but he's won almost ten times more matches than you have. response:	I go for quality, not quantity!
context: Yeah, but his brain's still the same size.\Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him.\98 wins in a row.\You may have won ten battles,\but he's won almost ten times more matches than you have.\I go for quality, not quantity! response:	Are you my next victim?
context: Pika, pika.\Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him.\98 wins in a row.\You may have won ten battles,\but he's won almost ten times more matches than you have.\I go for quality, not quantity!\Are you my next victim? response:	You must be the wild Pokemon trainer.
context: Look at that! This Gym isn't even licensed by the Pokemon League.\Undefeated? Big deal! I can beat him.\98 wins in a row.\You may have won ten battles,\but he's won almost ten times more matches than you have.\I go for quality, not quantity!\Are you my next victim?\You must be the wild Pokemon trainer. response:	Huh! That's my job.
context: Undefeated? Big deal! I can beat him.\98 wins in a row.\You may have won ten battles,\but he's won almost ten times more matches than you have.\I go for quality, not quantity!\Are you my next victim?\You must be the wild Pokemon trainer.\Huh! That's my job. response:	But beating chumps like you is my hobby.
context: 98 wins in a row.\You may have won ten battles,\but he's won almost ten times more matches than you have.\I go for quality, not quantity!\Are you my next victim?\You must be the wild Pokemon trainer.\Huh! That's my job.\But beating chumps like you is my hobby. response:	Ready to lose?
context: You may have won ten battles,\but he's won almost ten times more matches than you have.\I go for quality, not quantity!\Are you my next victim?\You must be the wild Pokemon trainer.\Huh! That's my job.\But beating chumps like you is my hobby.\Ready to lose? response:	-Wow. -Now, this is not too shabby at all.
context: but he's won almost ten times more matches than you have.\I go for quality, not quantity!\Are you my next victim?\You must be the wild Pokemon trainer.\Huh! That's my job.\But beating chumps like you is my hobby.\Ready to lose?\-Wow. -Now, this is not too shabby at all. response:	Free! Free!
context: I go for quality, not quantity!\Are you my next victim?\You must be the wild Pokemon trainer.\Huh! That's my job.\But beating chumps like you is my hobby.\Ready to lose?\-Wow. -Now, this is not too shabby at all.\Free! Free! response:	-What's in the backpack? -The wild Pokemon that I just caught.
context: Are you my next victim?\You must be the wild Pokemon trainer.\Huh! That's my job.\But beating chumps like you is my hobby.\Ready to lose?\-Wow. -Now, this is not too shabby at all.\Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught. response:	There's a whole bunch more in the tent and then some.
context: You must be the wild Pokemon trainer.\Huh! That's my job.\But beating chumps like you is my hobby.\Ready to lose?\-Wow. -Now, this is not too shabby at all.\Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some. response:	-Hey, can I see them after the match? -If you want.
context: Huh! That's my job.\But beating chumps like you is my hobby.\Ready to lose?\-Wow. -Now, this is not too shabby at all.\Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want. response:	So which Pokemon are you gonna choose for my 99th win?
context: But beating chumps like you is my hobby.\Ready to lose?\-Wow. -Now, this is not too shabby at all.\Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win? response:	99th? Hmm.
context: Ready to lose?\-Wow. -Now, this is not too shabby at all.\Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win?\99th? Hmm. response:	I'm afraid you're going to have to change your sign after this match.
context: -Wow. -Now, this is not too shabby at all.\Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win?\99th? Hmm.\I'm afraid you're going to have to change your sign after this match. response:	You'll be formerly undefeated.
context: Free! Free!\-What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win?\99th? Hmm.\I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated. response:	You may think that you're hot stuff, kid,
context: -What's in the backpack? -The wild Pokemon that I just caught.\There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win?\99th? Hmm.\I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated.\You may think that you're hot stuff, kid, response:	but you're not playing in the Pokemon little League anymore.
context: There's a whole bunch more in the tent and then some.\-Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win?\99th? Hmm.\I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated.\You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore. response:	After I win 100 matches in a row, I'll start competing for badges.
context: -Hey, can I see them after the match? -If you want.\So which Pokemon are you gonna choose for my 99th win?\99th? Hmm.\I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated.\You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges. response:	That means he's only two wins away.
context: So which Pokemon are you gonna choose for my 99th win?\99th? Hmm.\I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated.\You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away. response:	And he'll be extra psyched to win.
context: 99th? Hmm.\I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated.\You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away.\And he'll be extra psyched to win. response:	98 wins and you still don't have a badge? That's tough luck, A.J.
context: I'm afraid you're going to have to change your sign after this match.\You'll be formerly undefeated.\You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away.\And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J. response:	I have ten wins and I've won two Pokemon badges.
context: You'll be formerly undefeated.\You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away.\And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges. response:	Did you buy those badges or steal them?
context: You may think that you're hot stuff, kid,\but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away.\And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them? response:	Either that or you competed in some loser Gyms.
context: but you're not playing in the Pokemon little League anymore.\After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away.\And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them?\Either that or you competed in some loser Gyms. response:	Where were they, Failure City or Wimpsville?
context: After I win 100 matches in a row, I'll start competing for badges.\That means he's only two wins away.\And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them?\Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville? response:	What do you mean, loser Gyms?
context: That means he's only two wins away.\And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them?\Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms? response:	Hey, Ash! Pulverize this guy.
context: And he'll be extra psyched to win.\98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them?\Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy. response:	Let's get started, then. Sandshrew, go!
context: 98 wins and you still don't have a badge? That's tough luck, A.J.\I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them?\Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go! response:	A Sandshrew, huh? This should be interesting.
context: I have ten wins and I've won two Pokemon badges.\Did you buy those badges or steal them?\Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting. response:	Let's be careful now, Ash.
context: Did you buy those badges or steal them?\Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash. response:	Remember, Sandshrew is a Ground type,
context: Either that or you competed in some loser Gyms.\Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash.\Remember, Sandshrew is a Ground type, response:	so Pikachu's electricity is no good against it.
context: Where were they, Failure City or Wimpsville?\What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash.\Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it. response:	I know exactly what I'm doing. I don't need your help.
context: What do you mean, loser Gyms?\Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash.\Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help. response:	Pidgeotto, I choose you!
context: Hey, Ash! Pulverize this guy.\Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash.\Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you! response:	-Sandshrew, go. -Pidgeotto, dive at it!
context: Let's get started, then. Sandshrew, go!\A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash.\Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it! response:	Ash is lucky. The flying Pokemon should have the advantage here.
context: A Sandshrew, huh? This should be interesting.\Let's be careful now, Ash.\Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here. response:	Too bad Sandshrew can't fly.
context: Let's be careful now, Ash.\Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly. response:	-Pidgeotto! -Finish it!
context: Remember, Sandshrew is a Ground type,\so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it! response:	Uh-oh! Pidgeotto, return!
context: so Pikachu's electricity is no good against it.\I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return! response:	Butterfree, I choose you!
context: I know exactly what I'm doing. I don't need your help.\Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return!\Butterfree, I choose you! response:	You can do it! Flying versus ground should be no problem.
context: Pidgeotto, I choose you!\-Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return!\Butterfree, I choose you!\You can do it! Flying versus ground should be no problem. response:	That's what you think, kid. Now watch and weep.
context: -Sandshrew, go. -Pidgeotto, dive at it!\Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return!\Butterfree, I choose you!\You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep. response:	Go! Stun Spore!
context: Ash is lucky. The flying Pokemon should have the advantage here.\Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return!\Butterfree, I choose you!\You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep.\Go! Stun Spore! response:	Free?
context: Too bad Sandshrew can't fly.\-Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return!\Butterfree, I choose you!\You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep.\Go! Stun Spore!\Free? response:	That Sandshrew is well-trained.
context: -Pidgeotto! -Finish it!\Uh-oh! Pidgeotto, return!\Butterfree, I choose you!\You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep.\Go! Stun Spore!\Free?\That Sandshrew is well-trained. response:	He controls it with a crack of his whip like a lion tamer.
context: Uh-oh! Pidgeotto, return!\Butterfree, I choose you!\You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep.\Go! Stun Spore!\Free?\That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer. response:	-Shrew! -Free!
context: Butterfree, I choose you!\You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep.\Go! Stun Spore!\Free?\That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer.\-Shrew! -Free! response:	-Butterfree! -It's not so free anymore.
context: You can do it! Flying versus ground should be no problem.\That's what you think, kid. Now watch and weep.\Go! Stun Spore!\Free?\That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer.\-Shrew! -Free!\-Butterfree! -It's not so free anymore. response:	Chu!
context: That's what you think, kid. Now watch and weep.\Go! Stun Spore!\Free?\That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer.\-Shrew! -Free!\-Butterfree! -It's not so free anymore.\Chu! response:	Come on, Pikachu. You've got to help your friends.
context: Go! Stun Spore!\Free?\That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer.\-Shrew! -Free!\-Butterfree! -It's not so free anymore.\Chu!\Come on, Pikachu. You've got to help your friends. response:	Pikachu!
context: Free?\That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer.\-Shrew! -Free!\-Butterfree! -It's not so free anymore.\Chu!\Come on, Pikachu. You've got to help your friends.\Pikachu! response:	Nice work.
context: That Sandshrew is well-trained.\He controls it with a crack of his whip like a lion tamer.\-Shrew! -Free!\-Butterfree! -It's not so free anymore.\Chu!\Come on, Pikachu. You've got to help your friends.\Pikachu!\Nice work. response:	-That Sandshrew is very tempting. -We should grab it.
