context: This feels great... response:	There's nothing like relaxing in your own home...
context: Uh, I'm not really sure...\I suppose you could say that.\Well, we haven't exactly kept in touch.\What?\If you're worried about something, I'll lend an ear...\I'm thinking of quitting the guild.\Best Partner.\Cheers! response:	And that's what happened, Mira-san!
context: I suppose you could say that.\Well, we haven't exactly kept in touch.\What?\If you're worried about something, I'll lend an ear...\I'm thinking of quitting the guild.\Best Partner.\Cheers!\And that's what happened, Mira-san! response:	Cana didn't even tell me why! What's up with her?
context: Well, we haven't exactly kept in touch.\What?\If you're worried about something, I'll lend an ear...\I'm thinking of quitting the guild.\Best Partner.\Cheers!\And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her? response:	It's fine. Cana always says that around this time.
context: What?\If you're worried about something, I'll lend an ear...\I'm thinking of quitting the guild.\Best Partner.\Cheers!\And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time. response:	Around this time?
context: If you're worried about something, I'll lend an ear...\I'm thinking of quitting the guild.\Best Partner.\Cheers!\And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time.\Around this time? response:	Pretty soon it'll be 6 months since I joined Fairy Tail.
context: I'm thinking of quitting the guild.\Best Partner.\Cheers!\And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time.\Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail. response:	I had no idea there was such a big event at the end of each year.
context: Best Partner.\Cheers!\And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time.\Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year. response:	Work, work!
context: Cheers!\And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time.\Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year.\Work, work! response:	Aye, sir!
context: And that's what happened, Mira-san!\Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time.\Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year.\Work, work!\Aye, sir! response:	Hey! If you're going on a job, take me!
context: Cana didn't even tell me why! What's up with her?\It's fine. Cana always says that around this time.\Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year.\Work, work!\Aye, sir!\Hey! If you're going on a job, take me! response:	Sorry, but I'll be going alone for now!
context: It's fine. Cana always says that around this time.\Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year.\Work, work!\Aye, sir!\Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now! response:	We'll hang out with you when we get back!
context: Around this time?\Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year.\Work, work!\Aye, sir!\Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now!\We'll hang out with you when we get back! response:	Watch where you're running, you hothead!
context: Pretty soon it'll be 6 months since I joined Fairy Tail.\I had no idea there was such a big event at the end of each year.\Work, work!\Aye, sir!\Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now!\We'll hang out with you when we get back!\Watch where you're running, you hothead! response:	And you're in my way, Fruit of the Gloom!
context: I had no idea there was such a big event at the end of each year.\Work, work!\Aye, sir!\Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now!\We'll hang out with you when we get back!\Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom! response:	Do the two of you have time to be fighting?
context: Work, work!\Aye, sir!\Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now!\We'll hang out with you when we get back!\Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting? response:	You've got a point!
context: Aye, sir!\Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now!\We'll hang out with you when we get back!\Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting?\You've got a point! response:	I'm back!
context: Hey! If you're going on a job, take me!\Sorry, but I'll be going alone for now!\We'll hang out with you when we get back!\Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting?\You've got a point!\I'm back! response:	There's no time for that! This is my next job!
context: Sorry, but I'll be going alone for now!\We'll hang out with you when we get back!\Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting?\You've got a point!\I'm back!\There's no time for that! This is my next job! response:	Got it. Have a nice day.
context: We'll hang out with you when we get back!\Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting?\You've got a point!\I'm back!\There's no time for that! This is my next job!\Got it. Have a nice day. response:	You're going right back out?
context: Watch where you're running, you hothead!\And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting?\You've got a point!\I'm back!\There's no time for that! This is my next job!\Got it. Have a nice day.\You're going right back out? response:	I'm going out on this job!
context: And you're in my way, Fruit of the Gloom!\Do the two of you have time to be fighting?\You've got a point!\I'm back!\There's no time for that! This is my next job!\Got it. Have a nice day.\You're going right back out?\I'm going out on this job! response:	Okay. Have a nice day.
context: Do the two of you have time to be fighting?\You've got a point!\I'm back!\There's no time for that! This is my next job!\Got it. Have a nice day.\You're going right back out?\I'm going out on this job!\Okay. Have a nice day. response:	Work, work!
context: You've got a point!\I'm back!\There's no time for that! This is my next job!\Got it. Have a nice day.\You're going right back out?\I'm going out on this job!\Okay. Have a nice day.\Work, work! response:	I'm going on this one!
context: I'm back!\There's no time for that! This is my next job!\Got it. Have a nice day.\You're going right back out?\I'm going out on this job!\Okay. Have a nice day.\Work, work!\I'm going on this one! response:	And I'm on this one!
context: There's no time for that! This is my next job!\Got it. Have a nice day.\You're going right back out?\I'm going out on this job!\Okay. Have a nice day.\Work, work!\I'm going on this one!\And I'm on this one! response:	I totally had my eyes on that one first!
context: Got it. Have a nice day.\You're going right back out?\I'm going out on this job!\Okay. Have a nice day.\Work, work!\I'm going on this one!\And I'm on this one!\I totally had my eyes on that one first! response:	As if! The one who takes the flier gets the job!
context: You're going right back out?\I'm going out on this job!\Okay. Have a nice day.\Work, work!\I'm going on this one!\And I'm on this one!\I totally had my eyes on that one first!\As if! The one who takes the flier gets the job! response:	Team Shadow Gear's on their own during this time!
context: I'm going out on this job!\Okay. Have a nice day.\Work, work!\I'm going on this one!\And I'm on this one!\I totally had my eyes on that one first!\As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time! response:	What the hell is this?
context: Okay. Have a nice day.\Work, work!\I'm going on this one!\And I'm on this one!\I totally had my eyes on that one first!\As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time!\What the hell is this? response:	You'll know pretty soon.
context: Work, work!\I'm going on this one!\And I'm on this one!\I totally had my eyes on that one first!\As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time!\What the hell is this?\You'll know pretty soon. response:	You can predict the future?
context: I'm going on this one!\And I'm on this one!\I totally had my eyes on that one first!\As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time!\What the hell is this?\You'll know pretty soon.\You can predict the future? response:	Yes. Remember what the Queen said?
context: And I'm on this one!\I totally had my eyes on that one first!\As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time!\What the hell is this?\You'll know pretty soon.\You can predict the future?\Yes. Remember what the Queen said? response:	I also have the power to see the future.
context: I totally had my eyes on that one first!\As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time!\What the hell is this?\You'll know pretty soon.\You can predict the future?\Yes. Remember what the Queen said?\I also have the power to see the future. response:	Now that I consciously realize it, I'm able to control it a little.
context: As if! The one who takes the flier gets the job!\Team Shadow Gear's on their own during this time!\What the hell is this?\You'll know pretty soon.\You can predict the future?\Yes. Remember what the Queen said?\I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little. response:	That's amazing, Carla!
context: Team Shadow Gear's on their own during this time!\What the hell is this?\You'll know pretty soon.\You can predict the future?\Yes. Remember what the Queen said?\I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla! response:	So tell me, who will I marry in the future?
context: What the hell is this?\You'll know pretty soon.\You can predict the future?\Yes. Remember what the Queen said?\I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla!\So tell me, who will I marry in the future? response:	I can't see that far into the future.
context: You'll know pretty soon.\You can predict the future?\Yes. Remember what the Queen said?\I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla!\So tell me, who will I marry in the future?\I can't see that far into the future. response:	Let me see...
context: You can predict the future?\Yes. Remember what the Queen said?\I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla!\So tell me, who will I marry in the future?\I can't see that far into the future.\Let me see... response:	For example... You see Macao over there?
context: Yes. Remember what the Queen said?\I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla!\So tell me, who will I marry in the future?\I can't see that far into the future.\Let me see...\For example... You see Macao over there? response:	Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.
context: I also have the power to see the future.\Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla!\So tell me, who will I marry in the future?\I can't see that far into the future.\Let me see...\For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild. response:	*gulp*
context: Now that I consciously realize it, I'm able to control it a little.\That's amazing, Carla!\So tell me, who will I marry in the future?\I can't see that far into the future.\Let me see...\For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp* response:	Yo, Macao.
context: That's amazing, Carla!\So tell me, who will I marry in the future?\I can't see that far into the future.\Let me see...\For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp*\Yo, Macao. response:	Hey there!
context: So tell me, who will I marry in the future?\I can't see that far into the future.\Let me see...\For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp*\Yo, Macao.\Hey there! response:	Wow, he really came, Carla!
context: I can't see that far into the future.\Let me see...\For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp*\Yo, Macao.\Hey there!\Wow, he really came, Carla! response:	Shh! The real part comes now.
context: Let me see...\For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp*\Yo, Macao.\Hey there!\Wow, he really came, Carla!\Shh! The real part comes now. response:	It's that time of year again, you know?
context: For example... You see Macao over there?\Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp*\Yo, Macao.\Hey there!\Wow, he really came, Carla!\Shh! The real part comes now.\It's that time of year again, you know? response:	Sure brings back memories...
context: Pretty soon Wakaba will come over and they'll start talking about the young people in the guild.\*gulp*\Yo, Macao.\Hey there!\Wow, he really came, Carla!\Shh! The real part comes now.\It's that time of year again, you know?\Sure brings back memories... response:	Back when we were younger...
context: *gulp*\Yo, Macao.\Hey there!\Wow, he really came, Carla!\Shh! The real part comes now.\It's that time of year again, you know?\Sure brings back memories...\Back when we were younger... response:	We sure had that passion, you know?
context: Yo, Macao.\Hey there!\Wow, he really came, Carla!\Shh! The real part comes now.\It's that time of year again, you know?\Sure brings back memories...\Back when we were younger...\We sure had that passion, you know? response:	But the young'uns these days are incredible!
context: Hey there!\Wow, he really came, Carla!\Shh! The real part comes now.\It's that time of year again, you know?\Sure brings back memories...\Back when we were younger...\We sure had that passion, you know?\But the young'uns these days are incredible! response:	Such fine asses!
context: Wow, he really came, Carla!\Shh! The real part comes now.\It's that time of year again, you know?\Sure brings back memories...\Back when we were younger...\We sure had that passion, you know?\But the young'uns these days are incredible!\Such fine asses! response:	You're the ass!
context: Shh! The real part comes now.\It's that time of year again, you know?\Sure brings back memories...\Back when we were younger...\We sure had that passion, you know?\But the young'uns these days are incredible!\Such fine asses!\You're the ass! response:	Oh, more a breast man, are we?
context: It's that time of year again, you know?\Sure brings back memories...\Back when we were younger...\We sure had that passion, you know?\But the young'uns these days are incredible!\Such fine asses!\You're the ass!\Oh, more a breast man, are we? response:	I got kids, buddy.
context: Sure brings back memories...\Back when we were younger...\We sure had that passion, you know?\But the young'uns these days are incredible!\Such fine asses!\You're the ass!\Oh, more a breast man, are we?\I got kids, buddy. response:	I don't go'round starin' at girls' rears!
context: Back when we were younger...\We sure had that passion, you know?\But the young'uns these days are incredible!\Such fine asses!\You're the ass!\Oh, more a breast man, are we?\I got kids, buddy.\I don't go'round starin' at girls' rears! response:	What about their feet?
context: We sure had that passion, you know?\But the young'uns these days are incredible!\Such fine asses!\You're the ass!\Oh, more a breast man, are we?\I got kids, buddy.\I don't go'round starin' at girls' rears!\What about their feet? response:	Man, could I take a bite out of...
context: But the young'uns these days are incredible!\Such fine asses!\You're the ass!\Oh, more a breast man, are we?\I got kids, buddy.\I don't go'round starin' at girls' rears!\What about their feet?\Man, could I take a bite out of... response:	Those could step on me any time!
context: Such fine asses!\You're the ass!\Oh, more a breast man, are we?\I got kids, buddy.\I don't go'round starin' at girls' rears!\What about their feet?\Man, could I take a bite out of...\Those could step on me any time! response:	W-Wow...
context: You're the ass!\Oh, more a breast man, are we?\I got kids, buddy.\I don't go'round starin' at girls' rears!\What about their feet?\Man, could I take a bite out of...\Those could step on me any time!\W-Wow... response:	You were totally spot on!
context: Oh, more a breast man, are we?\I got kids, buddy.\I don't go'round starin' at girls' rears!\What about their feet?\Man, could I take a bite out of...\Those could step on me any time!\W-Wow...\You were totally spot on! response:	The conversation was disgusting, however.
context: I got kids, buddy.\I don't go'round starin' at girls' rears!\What about their feet?\Man, could I take a bite out of...\Those could step on me any time!\W-Wow...\You were totally spot on!\The conversation was disgusting, however. response:	I'm sorry I went and predicted that...
context: I don't go'round starin' at girls' rears!\What about their feet?\Man, could I take a bite out of...\Those could step on me any time!\W-Wow...\You were totally spot on!\The conversation was disgusting, however.\I'm sorry I went and predicted that... response:	Even so, that's amazing, Carla!
context: What about their feet?\Man, could I take a bite out of...\Those could step on me any time!\W-Wow...\You were totally spot on!\The conversation was disgusting, however.\I'm sorry I went and predicted that...\Even so, that's amazing, Carla! response:	Yup, yup!
context: Man, could I take a bite out of...\Those could step on me any time!\W-Wow...\You were totally spot on!\The conversation was disgusting, however.\I'm sorry I went and predicted that...\Even so, that's amazing, Carla!\Yup, yup! response:	Anyway, I still can't control it perfectly.
context: Those could step on me any time!\W-Wow...\You were totally spot on!\The conversation was disgusting, however.\I'm sorry I went and predicted that...\Even so, that's amazing, Carla!\Yup, yup!\Anyway, I still can't control it perfectly. response:	H-Hey, that's dangerous-kina.
context: W-Wow...\You were totally spot on!\The conversation was disgusting, however.\I'm sorry I went and predicted that...\Even so, that's amazing, Carla!\Yup, yup!\Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina. response:	That's enough.
context: You were totally spot on!\The conversation was disgusting, however.\I'm sorry I went and predicted that...\Even so, that's amazing, Carla!\Yup, yup!\Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina.\That's enough. response:	I can only stay in my original body for a short time, I see.
context: The conversation was disgusting, however.\I'm sorry I went and predicted that...\Even so, that's amazing, Carla!\Yup, yup!\Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina.\That's enough.\I can only stay in my original body for a short time, I see. response:	But you are really something. Your swordsmanship is superb.
context: I'm sorry I went and predicted that...\Even so, that's amazing, Carla!\Yup, yup!\Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina.\That's enough.\I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb. response:	Oh, hardly... I suppose I should say as expected from Erza.
context: Even so, that's amazing, Carla!\Yup, yup!\Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina.\That's enough.\I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza. response:	How'bout that, Erza?
context: Yup, yup!\Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina.\That's enough.\I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza? response:	That's how awesome Lily is!
context: Anyway, I still can't control it perfectly.\H-Hey, that's dangerous-kina.\That's enough.\I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza?\That's how awesome Lily is! response:	So this is the power of what they label S Class in this guild?
context: H-Hey, that's dangerous-kina.\That's enough.\I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza?\That's how awesome Lily is!\So this is the power of what they label S Class in this guild? response:	There are people who are working their butts off,
context: That's enough.\I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza?\That's how awesome Lily is!\So this is the power of what they label S Class in this guild?\There are people who are working their butts off, response:	but there are people who are just doing the usual,
context: I can only stay in my original body for a short time, I see.\But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza?\That's how awesome Lily is!\So this is the power of what they label S Class in this guild?\There are people who are working their butts off,\but there are people who are just doing the usual, response:	so I have no idea what exactly...
context: But you are really something. Your swordsmanship is superb.\Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza?\That's how awesome Lily is!\So this is the power of what they label S Class in this guild?\There are people who are working their butts off,\but there are people who are just doing the usual,\so I have no idea what exactly... response:	You'll know tomorrow.
context: Oh, hardly... I suppose I should say as expected from Erza.\How'bout that, Erza?\That's how awesome Lily is!\So this is the power of what they label S Class in this guild?\There are people who are working their butts off,\but there are people who are just doing the usual,\so I have no idea what exactly...\You'll know tomorrow. response:	Then, the next day.
context: How'bout that, Erza?\That's how awesome Lily is!\So this is the power of what they label S Class in this guild?\There are people who are working their butts off,\but there are people who are just doing the usual,\so I have no idea what exactly...\You'll know tomorrow.\Then, the next day. response:	Almost all of the guild members have assembled here at Fairy Tail.
context: That's how awesome Lily is!\So this is the power of what they label S Class in this guild?\There are people who are working their butts off,\but there are people who are just doing the usual,\so I have no idea what exactly...\You'll know tomorrow.\Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail. response:	What's all the commotion about?
context: So this is the power of what they label S Class in this guild?\There are people who are working their butts off,\but there are people who are just doing the usual,\so I have no idea what exactly...\You'll know tomorrow.\Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about? response:	Beats me.
context: There are people who are working their butts off,\but there are people who are just doing the usual,\so I have no idea what exactly...\You'll know tomorrow.\Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about?\Beats me. response:	I heard that the Master has an important announcement!
context: but there are people who are just doing the usual,\so I have no idea what exactly...\You'll know tomorrow.\Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about?\Beats me.\I heard that the Master has an important announcement! response:	I'm not interested.
context: so I have no idea what exactly...\You'll know tomorrow.\Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about?\Beats me.\I heard that the Master has an important announcement!\I'm not interested. response:	Finally! I'm so nervous...
context: You'll know tomorrow.\Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about?\Beats me.\I heard that the Master has an important announcement!\I'm not interested.\Finally! I'm so nervous... response:	We worked really hard, Al.
context: Then, the next day.\Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about?\Beats me.\I heard that the Master has an important announcement!\I'm not interested.\Finally! I'm so nervous...\We worked really hard, Al. response:	Don't worry.
context: Almost all of the guild members have assembled here at Fairy Tail.\What's all the commotion about?\Beats me.\I heard that the Master has an important announcement!\I'm not interested.\Finally! I'm so nervous...\We worked really hard, Al.\Don't worry. response:	Natsu, you can't even keep still!
context: What's all the commotion about?\Beats me.\I heard that the Master has an important announcement!\I'm not interested.\Finally! I'm so nervous...\We worked really hard, Al.\Don't worry.\Natsu, you can't even keep still! response:	This anticipation... That's a Man!
context: Beats me.\I heard that the Master has an important announcement!\I'm not interested.\Finally! I'm so nervous...\We worked really hard, Al.\Don't worry.\Natsu, you can't even keep still!\This anticipation... That's a Man! response:	Finally, I'll know the secret!
context: I heard that the Master has an important announcement!\I'm not interested.\Finally! I'm so nervous...\We worked really hard, Al.\Don't worry.\Natsu, you can't even keep still!\This anticipation... That's a Man!\Finally, I'll know the secret! response:	Juvia's heart is aflutter...
context: I'm not interested.\Finally! I'm so nervous...\We worked really hard, Al.\Don't worry.\Natsu, you can't even keep still!\This anticipation... That's a Man!\Finally, I'll know the secret!\Juvia's heart is aflutter... response:	How about you just go home?
context: Finally! I'm so nervous...\We worked really hard, Al.\Don't worry.\Natsu, you can't even keep still!\This anticipation... That's a Man!\Finally, I'll know the secret!\Juvia's heart is aflutter...\How about you just go home? response:	Master!
context: We worked really hard, Al.\Don't worry.\Natsu, you can't even keep still!\This anticipation... That's a Man!\Finally, I'll know the secret!\Juvia's heart is aflutter...\How about you just go home?\Master! response:	We've been waiting!
context: Don't worry.\Natsu, you can't even keep still!\This anticipation... That's a Man!\Finally, I'll know the secret!\Juvia's heart is aflutter...\How about you just go home?\Master!\We've been waiting! response:	Tell us already!
context: Natsu, you can't even keep still!\This anticipation... That's a Man!\Finally, I'll know the secret!\Juvia's heart is aflutter...\How about you just go home?\Master!\We've been waiting!\Tell us already! response:	Tell us?
context: This anticipation... That's a Man!\Finally, I'll know the secret!\Juvia's heart is aflutter...\How about you just go home?\Master!\We've been waiting!\Tell us already!\Tell us? response:	Tell us what-kina?
context: Finally, I'll know the secret!\Juvia's heart is aflutter...\How about you just go home?\Master!\We've been waiting!\Tell us already!\Tell us?\Tell us what-kina? response:	Fairy Tail! As we have done since days long past,
context: Juvia's heart is aflutter...\How about you just go home?\Master!\We've been waiting!\Tell us already!\Tell us?\Tell us what-kina?\Fairy Tail! As we have done since days long past, response:	I will now announce the participants in this year's S Class Wizard Advancement Exam!
context: How about you just go home?\Master!\We've been waiting!\Tell us already!\Tell us?\Tell us what-kina?\Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam! response:	S Class Wizard Advancement Exam?!
context: Master!\We've been waiting!\Tell us already!\Tell us?\Tell us what-kina?\Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?! response:	I'm all fired up!
context: We've been waiting!\Tell us already!\Tell us?\Tell us what-kina?\Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?!\I'm all fired up! response:	Everyone, quiet down!
context: Tell us already!\Tell us?\Tell us what-kina?\Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?!\I'm all fired up!\Everyone, quiet down! response:	The Master isn't finished speaking yet.
context: Tell us?\Tell us what-kina?\Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?!\I'm all fired up!\Everyone, quiet down!\The Master isn't finished speaking yet. response:	This year's exam will take place on Tenroujima!
context: Tell us what-kina?\Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?!\I'm all fired up!\Everyone, quiet down!\The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima! response:	Note: Tenroujima = Heaven Wolf Island
