context: Signs response:	Opening 1st Frame
context: That day, mankind received a grim reminder.\We lived in fear of the Titans,\disgraced to cower within the cages we called Walls.\Eren!\Eren?\Let us pray for our three goddesses: Maria, Rose, and Sina.\For their continued well-being...\And for our peace and safety... response:	You must not doubt the sacred Walls!
context: We lived in fear of the Titans,\disgraced to cower within the cages we called Walls.\Eren!\Eren?\Let us pray for our three goddesses: Maria, Rose, and Sina.\For their continued well-being...\And for our peace and safety...\You must not doubt the sacred Walls! response:	These gleaming Walls, bequeathed to us by God,
context: disgraced to cower within the cages we called Walls.\Eren!\Eren?\Let us pray for our three goddesses: Maria, Rose, and Sina.\For their continued well-being...\And for our peace and safety...\You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God, response:	will grow ever stronger through our faith and devotion.
context: Eren!\Eren?\Let us pray for our three goddesses: Maria, Rose, and Sina.\For their continued well-being...\And for our peace and safety...\You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion. response:	An innocent heart, wholly devoted to God,
context: Eren?\Let us pray for our three goddesses: Maria, Rose, and Sina.\For their continued well-being...\And for our peace and safety...\You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God, response:	offers our only protection from the Titans!
context: Let us pray for our three goddesses: Maria, Rose, and Sina.\For their continued well-being...\And for our peace and safety...\You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God,\offers our only protection from the Titans! response:	Our only hope of keeping them at bay
context: For their continued well-being...\And for our peace and safety...\You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God,\offers our only protection from the Titans!\Our only hope of keeping them at bay response:	A Titan?
context: And for our peace and safety...\You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God,\offers our only protection from the Titans!\Our only hope of keeping them at bay\A Titan? response:	How'd it get here?
context: You must not doubt the sacred Walls!\These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God,\offers our only protection from the Titans!\Our only hope of keeping them at bay\A Titan?\How'd it get here? response:	No!
context: These gleaming Walls, bequeathed to us by God,\will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God,\offers our only protection from the Titans!\Our only hope of keeping them at bay\A Titan?\How'd it get here?\No! response:	Stay away from the Walls!
context: will grow ever stronger through our faith and devotion.\An innocent heart, wholly devoted to God,\offers our only protection from the Titans!\Our only hope of keeping them at bay\A Titan?\How'd it get here?\No!\Stay away from the Walls! response:	Our Walls!
context: An innocent heart, wholly devoted to God,\offers our only protection from the Titans!\Our only hope of keeping them at bay\A Titan?\How'd it get here?\No!\Stay away from the Walls!\Our Walls! response:	It seems like he's retaining control this time.
context: offers our only protection from the Titans!\Our only hope of keeping them at bay\A Titan?\How'd it get here?\No!\Stay away from the Walls!\Our Walls!\It seems like he's retaining control this time. response:	Indeed.
context: Our only hope of keeping them at bay\A Titan?\How'd it get here?\No!\Stay away from the Walls!\Our Walls!\It seems like he's retaining control this time.\Indeed. response:	Even so, Eren's never been able to defeat the Female-form Titan.
context: A Titan?\How'd it get here?\No!\Stay away from the Walls!\Our Walls!\It seems like he's retaining control this time.\Indeed.\Even so, Eren's never been able to defeat the Female-form Titan. response:	Since he chose to transform, I think he's ready to fight her for real.
context: How'd it get here?\No!\Stay away from the Walls!\Our Walls!\It seems like he's retaining control this time.\Indeed.\Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real. response:	He won't go down so easily
context: No!\Stay away from the Walls!\Our Walls!\It seems like he's retaining control this time.\Indeed.\Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily response:	Willpower alone cannot win battles!
context: Stay away from the Walls!\Our Walls!\It seems like he's retaining control this time.\Indeed.\Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily\Willpower alone cannot win battles! response:	You should know that, Jean!
context: Our Walls!\It seems like he's retaining control this time.\Indeed.\Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily\Willpower alone cannot win battles!\You should know that, Jean! response:	Defeating Annie will require much more...
context: It seems like he's retaining control this time.\Indeed.\Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily\Willpower alone cannot win battles!\You should know that, Jean!\Defeating Annie will require much more... response:	An open area!
context: Indeed.\Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily\Willpower alone cannot win battles!\You should know that, Jean!\Defeating Annie will require much more...\An open area! response:	The Female-form Titan's headed out into the open!
context: Even so, Eren's never been able to defeat the Female-form Titan.\Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily\Willpower alone cannot win battles!\You should know that, Jean!\Defeating Annie will require much more...\An open area!\The Female-form Titan's headed out into the open! response:	We can't use 3D Maneuver Gear there!
context: Since he chose to transform, I think he's ready to fight her for real.\He won't go down so easily\Willpower alone cannot win battles!\You should know that, Jean!\Defeating Annie will require much more...\An open area!\The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there! response:	Split up and make your way around to the far side!
context: He won't go down so easily\Willpower alone cannot win battles!\You should know that, Jean!\Defeating Annie will require much more...\An open area!\The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side! response:	Roger!
context: Willpower alone cannot win battles!\You should know that, Jean!\Defeating Annie will require much more...\An open area!\The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side!\Roger! response:	C'mon! Hurry up! Faster!
context: You should know that, Jean!\Defeating Annie will require much more...\An open area!\The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side!\Roger!\C'mon! Hurry up! Faster! response:	This makes no sense
context: Defeating Annie will require much more...\An open area!\The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side!\Roger!\C'mon! Hurry up! Faster!\This makes no sense response:	What's a Titan doing here?
context: An open area!\The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side!\Roger!\C'mon! Hurry up! Faster!\This makes no sense\What's a Titan doing here? response:	Annie...
context: The Female-form Titan's headed out into the open!\We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side!\Roger!\C'mon! Hurry up! Faster!\This makes no sense\What's a Titan doing here?\Annie... response:	You always acted like the rest of the world was unbearably stupid.
context: We can't use 3D Maneuver Gear there!\Split up and make your way around to the far side!\Roger!\C'mon! Hurry up! Faster!\This makes no sense\What's a Titan doing here?\Annie...\You always acted like the rest of the world was unbearably stupid. response:	You always looked bored.
context: Split up and make your way around to the far side!\Roger!\C'mon! Hurry up! Faster!\This makes no sense\What's a Titan doing here?\Annie...\You always acted like the rest of the world was unbearably stupid.\You always looked bored. response:	But every once in a while, you'd come alive...
context: Roger!\C'mon! Hurry up! Faster!\This makes no sense\What's a Titan doing here?\Annie...\You always acted like the rest of the world was unbearably stupid.\You always looked bored.\But every once in a while, you'd come alive... response:	When you showed off your martial arts.
context: C'mon! Hurry up! Faster!\This makes no sense\What's a Titan doing here?\Annie...\You always acted like the rest of the world was unbearably stupid.\You always looked bored.\But every once in a while, you'd come alive...\When you showed off your martial arts. response:	You said such skills were pointless in this era,
context: This makes no sense\What's a Titan doing here?\Annie...\You always acted like the rest of the world was unbearably stupid.\You always looked bored.\But every once in a while, you'd come alive...\When you showed off your martial arts.\You said such skills were pointless in this era, response:	but I could tell that deep down, you didn't believe that.
context: What's a Titan doing here?\Annie...\You always acted like the rest of the world was unbearably stupid.\You always looked bored.\But every once in a while, you'd come alive...\When you showed off your martial arts.\You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that. response:	But I just figured you were a shitty liar...
context: Annie...\You always acted like the rest of the world was unbearably stupid.\You always looked bored.\But every once in a while, you'd come alive...\When you showed off your martial arts.\You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar... response:	Tell me, Annie...
context: You always acted like the rest of the world was unbearably stupid.\You always looked bored.\But every once in a while, you'd come alive...\When you showed off your martial arts.\You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar...\Tell me, Annie... response:	What are you even fighting for?
context: You always looked bored.\But every once in a while, you'd come alive...\When you showed off your martial arts.\You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar...\Tell me, Annie...\What are you even fighting for? response:	What could be worth the lives of all those people?!
context: But every once in a while, you'd come alive...\When you showed off your martial arts.\You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar...\Tell me, Annie...\What are you even fighting for?\What could be worth the lives of all those people?! response:	What on Earth?
context: When you showed off your martial arts.\You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar...\Tell me, Annie...\What are you even fighting for?\What could be worth the lives of all those people?!\What on Earth? response:	Squad Leader,
context: You said such skills were pointless in this era,\but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar...\Tell me, Annie...\What are you even fighting for?\What could be worth the lives of all those people?!\What on Earth?\Squad Leader, response:	even if we do capture the Female-form Titan,
context: but I could tell that deep down, you didn't believe that.\But I just figured you were a shitty liar...\Tell me, Annie...\What are you even fighting for?\What could be worth the lives of all those people?!\What on Earth?\Squad Leader,\even if we do capture the Female-form Titan, response:	the whole city might be destroyed first!
context: But I just figured you were a shitty liar...\Tell me, Annie...\What are you even fighting for?\What could be worth the lives of all those people?!\What on Earth?\Squad Leader,\even if we do capture the Female-form Titan,\the whole city might be destroyed first! response:	We're doing it regardless.
context: Tell me, Annie...\What are you even fighting for?\What could be worth the lives of all those people?!\What on Earth?\Squad Leader,\even if we do capture the Female-form Titan,\the whole city might be destroyed first!\We're doing it regardless. response:	Erwin's decision is final.
context: What are you even fighting for?\What could be worth the lives of all those people?!\What on Earth?\Squad Leader,\even if we do capture the Female-form Titan,\the whole city might be destroyed first!\We're doing it regardless.\Erwin's decision is final. response:	Be ready to capture her.
context: What could be worth the lives of all those people?!\What on Earth?\Squad Leader,\even if we do capture the Female-form Titan,\the whole city might be destroyed first!\We're doing it regardless.\Erwin's decision is final.\Be ready to capture her. response:	Yes, ma'am.
context: What on Earth?\Squad Leader,\even if we do capture the Female-form Titan,\the whole city might be destroyed first!\We're doing it regardless.\Erwin's decision is final.\Be ready to capture her.\Yes, ma'am. response:	Eren...
context: Squad Leader,\even if we do capture the Female-form Titan,\the whole city might be destroyed first!\We're doing it regardless.\Erwin's decision is final.\Be ready to capture her.\Yes, ma'am.\Eren... response:	Nobody told me anything about this...
context: even if we do capture the Female-form Titan,\the whole city might be destroyed first!\We're doing it regardless.\Erwin's decision is final.\Be ready to capture her.\Yes, ma'am.\Eren...\Nobody told me anything about this... response:	Why are there Titans fighting here?
context: the whole city might be destroyed first!\We're doing it regardless.\Erwin's decision is final.\Be ready to capture her.\Yes, ma'am.\Eren...\Nobody told me anything about this...\Why are there Titans fighting here? response:	What's going on?
context: We're doing it regardless.\Erwin's decision is final.\Be ready to capture her.\Yes, ma'am.\Eren...\Nobody told me anything about this...\Why are there Titans fighting here?\What's going on? response:	Titans fighting each other?
context: Erwin's decision is final.\Be ready to capture her.\Yes, ma'am.\Eren...\Nobody told me anything about this...\Why are there Titans fighting here?\What's going on?\Titans fighting each other? response:	Correct.
context: Be ready to capture her.\Yes, ma'am.\Eren...\Nobody told me anything about this...\Why are there Titans fighting here?\What's going on?\Titans fighting each other?\Correct. response:	The city has sustained massive damage.
context: Yes, ma'am.\Eren...\Nobody told me anything about this...\Why are there Titans fighting here?\What's going on?\Titans fighting each other?\Correct.\The city has sustained massive damage. response:	Casualties are mounting, both civilian and military.
context: Eren...\Nobody told me anything about this...\Why are there Titans fighting here?\What's going on?\Titans fighting each other?\Correct.\The city has sustained massive damage.\Casualties are mounting, both civilian and military. response:	Erwin! Was this your plan all along?!
context: Nobody told me anything about this...\Why are there Titans fighting here?\What's going on?\Titans fighting each other?\Correct.\The city has sustained massive damage.\Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?! response:	That's right.
context: Why are there Titans fighting here?\What's going on?\Titans fighting each other?\Correct.\The city has sustained massive damage.\Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?!\That's right. response:	All of this was my personal decision.
context: What's going on?\Titans fighting each other?\Correct.\The city has sustained massive damage.\Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?!\That's right.\All of this was my personal decision. response:	I have no intention of making excuses.
context: Titans fighting each other?\Correct.\The city has sustained massive damage.\Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?!\That's right.\All of this was my personal decision.\I have no intention of making excuses. response:	You must've known what would happen
context: Correct.\The city has sustained massive damage.\Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?!\That's right.\All of this was my personal decision.\I have no intention of making excuses.\You must've known what would happen response:	if you executed such an operation within the city!
context: The city has sustained massive damage.\Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?!\That's right.\All of this was my personal decision.\I have no intention of making excuses.\You must've known what would happen\if you executed such an operation within the city! response:	So why? Why would you still do it?
context: Casualties are mounting, both civilian and military.\Erwin! Was this your plan all along?!\That's right.\All of this was my personal decision.\I have no intention of making excuses.\You must've known what would happen\if you executed such an operation within the city!\So why? Why would you still do it? response:	For the sake of mankind,
context: Erwin! Was this your plan all along?!\That's right.\All of this was my personal decision.\I have no intention of making excuses.\You must've known what would happen\if you executed such an operation within the city!\So why? Why would you still do it?\For the sake of mankind, response:	to lead us to victory.
context: That's right.\All of this was my personal decision.\I have no intention of making excuses.\You must've known what would happen\if you executed such an operation within the city!\So why? Why would you still do it?\For the sake of mankind,\to lead us to victory. response:	Bullshit!
context: All of this was my personal decision.\I have no intention of making excuses.\You must've known what would happen\if you executed such an operation within the city!\So why? Why would you still do it?\For the sake of mankind,\to lead us to victory.\Bullshit! response:	You're a traitor!
context: I have no intention of making excuses.\You must've known what would happen\if you executed such an operation within the city!\So why? Why would you still do it?\For the sake of mankind,\to lead us to victory.\Bullshit!\You're a traitor! response:	If I executed you now, none of the higher-ups would even give a shit!
context: You must've known what would happen\if you executed such an operation within the city!\So why? Why would you still do it?\For the sake of mankind,\to lead us to victory.\Bullshit!\You're a traitor!\If I executed you now, none of the higher-ups would even give a shit! response:	Fine by me.
context: if you executed such an operation within the city!\So why? Why would you still do it?\For the sake of mankind,\to lead us to victory.\Bullshit!\You're a traitor!\If I executed you now, none of the higher-ups would even give a shit!\Fine by me. response:	However, you'll need to assume command.
context: So why? Why would you still do it?\For the sake of mankind,\to lead us to victory.\Bullshit!\You're a traitor!\If I executed you now, none of the higher-ups would even give a shit!\Fine by me.\However, you'll need to assume command. response:	The Female-form Titan must not escape.
context: For the sake of mankind,\to lead us to victory.\Bullshit!\You're a traitor!\If I executed you now, none of the higher-ups would even give a shit!\Fine by me.\However, you'll need to assume command.\The Female-form Titan must not escape. response:	Paehl's in charge of formations.
context: to lead us to victory.\Bullshit!\You're a traitor!\If I executed you now, none of the higher-ups would even give a shit!\Fine by me.\However, you'll need to assume command.\The Female-form Titan must not escape.\Paehl's in charge of formations. response:	Vyler oversees supplies.
context: Bullshit!\You're a traitor!\If I executed you now, none of the higher-ups would even give a shit!\Fine by me.\However, you'll need to assume command.\The Female-form Titan must not escape.\Paehl's in charge of formations.\Vyler oversees supplies. response:	Coordinate with them, and push her to the eastern Wall at all costs.
context: You're a traitor!\If I executed you now, none of the higher-ups would even give a shit!\Fine by me.\However, you'll need to assume command.\The Female-form Titan must not escape.\Paehl's in charge of formations.\Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs. response:	H-Hey.. Hold on!
context: If I executed you now, none of the higher-ups would even give a shit!\Fine by me.\However, you'll need to assume command.\The Female-form Titan must not escape.\Paehl's in charge of formations.\Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on! response:	Are you...
context: Fine by me.\However, you'll need to assume command.\The Female-form Titan must not escape.\Paehl's in charge of formations.\Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on!\Are you... response:	Are you seriously saying that
context: However, you'll need to assume command.\The Female-form Titan must not escape.\Paehl's in charge of formations.\Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on!\Are you...\Are you seriously saying that response:	this will be to mankind's advantage?
context: The Female-form Titan must not escape.\Paehl's in charge of formations.\Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on!\Are you...\Are you seriously saying that\this will be to mankind's advantage? response:	I believe it's the next step for us.
context: Paehl's in charge of formations.\Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on!\Are you...\Are you seriously saying that\this will be to mankind's advantage?\I believe it's the next step for us. response:	Lower your rifles, men.
context: Vyler oversees supplies.\Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on!\Are you...\Are you seriously saying that\this will be to mankind's advantage?\I believe it's the next step for us.\Lower your rifles, men. response:	Handcuff him!
context: Coordinate with them, and push her to the eastern Wall at all costs.\H-Hey.. Hold on!\Are you...\Are you seriously saying that\this will be to mankind's advantage?\I believe it's the next step for us.\Lower your rifles, men.\Handcuff him! response:	Yes, sir.
context: H-Hey.. Hold on!\Are you...\Are you seriously saying that\this will be to mankind's advantage?\I believe it's the next step for us.\Lower your rifles, men.\Handcuff him!\Yes, sir. response:	Deploy all of our men.
context: Are you...\Are you seriously saying that\this will be to mankind's advantage?\I believe it's the next step for us.\Lower your rifles, men.\Handcuff him!\Yes, sir.\Deploy all of our men. response:	Your priority is the rescue and evacuation of civilians!
context: Are you seriously saying that\this will be to mankind's advantage?\I believe it's the next step for us.\Lower your rifles, men.\Handcuff him!\Yes, sir.\Deploy all of our men.\Your priority is the rescue and evacuation of civilians! response:	Yes, sir!
context: this will be to mankind's advantage?\I believe it's the next step for us.\Lower your rifles, men.\Handcuff him!\Yes, sir.\Deploy all of our men.\Your priority is the rescue and evacuation of civilians!\Yes, sir! response:	Erwin, your punishment will be decided in court.
context: I believe it's the next step for us.\Lower your rifles, men.\Handcuff him!\Yes, sir.\Deploy all of our men.\Your priority is the rescue and evacuation of civilians!\Yes, sir!\Erwin, your punishment will be decided in court. response:	After this is finished, I'll gladly stand trial.
context: Lower your rifles, men.\Handcuff him!\Yes, sir.\Deploy all of our men.\Your priority is the rescue and evacuation of civilians!\Yes, sir!\Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial. response:	Levi, you stay here.
context: Handcuff him!\Yes, sir.\Deploy all of our men.\Your priority is the rescue and evacuation of civilians!\Yes, sir!\Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial.\Levi, you stay here. response:	You dislike pointless death.
context: Yes, sir.\Deploy all of our men.\Your priority is the rescue and evacuation of civilians!\Yes, sir!\Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial.\Levi, you stay here.\You dislike pointless death. response:	You're right. I hate it.
context: Deploy all of our men.\Your priority is the rescue and evacuation of civilians!\Yes, sir!\Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial.\Levi, you stay here.\You dislike pointless death.\You're right. I hate it. response:	It's truly loathsome, no matter who dies.
context: Your priority is the rescue and evacuation of civilians!\Yes, sir!\Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial.\Levi, you stay here.\You dislike pointless death.\You're right. I hate it.\It's truly loathsome, no matter who dies. response:	If you're not willing to make sacrifices yourself,
context: Yes, sir!\Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial.\Levi, you stay here.\You dislike pointless death.\You're right. I hate it.\It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself, response:	you'll never be able to change anything!
context: Erwin, your punishment will be decided in court.\After this is finished, I'll gladly stand trial.\Levi, you stay here.\You dislike pointless death.\You're right. I hate it.\It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself,\you'll never be able to change anything! response:	In order to overcome monsters, you must be willing
context: After this is finished, I'll gladly stand trial.\Levi, you stay here.\You dislike pointless death.\You're right. I hate it.\It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself,\you'll never be able to change anything!\In order to overcome monsters, you must be willing response:	to abandon your own humanity.
context: Levi, you stay here.\You dislike pointless death.\You're right. I hate it.\It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself,\you'll never be able to change anything!\In order to overcome monsters, you must be willing\to abandon your own humanity. response:	That's certainly something Annie can do.
context: You dislike pointless death.\You're right. I hate it.\It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself,\you'll never be able to change anything!\In order to overcome monsters, you must be willing\to abandon your own humanity.\That's certainly something Annie can do. response:	Annie...
context: You're right. I hate it.\It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself,\you'll never be able to change anything!\In order to overcome monsters, you must be willing\to abandon your own humanity.\That's certainly something Annie can do.\Annie... response:	Annie!
context: It's truly loathsome, no matter who dies.\If you're not willing to make sacrifices yourself,\you'll never be able to change anything!\In order to overcome monsters, you must be willing\to abandon your own humanity.\That's certainly something Annie can do.\Annie...\Annie! response:	Annie...
context: If you're not willing to make sacrifices yourself,\you'll never be able to change anything!\In order to overcome monsters, you must be willing\to abandon your own humanity.\That's certainly something Annie can do.\Annie...\Annie!\Annie... response:	Your daddy's the only one left on your side.
context: you'll never be able to change anything!\In order to overcome monsters, you must be willing\to abandon your own humanity.\That's certainly something Annie can do.\Annie...\Annie!\Annie...\Your daddy's the only one left on your side. response:	I will...
context: In order to overcome monsters, you must be willing\to abandon your own humanity.\That's certainly something Annie can do.\Annie...\Annie!\Annie...\Your daddy's the only one left on your side.\I will... response:	kill the Titans...
context: to abandon your own humanity.\That's certainly something Annie can do.\Annie...\Annie!\Annie...\Your daddy's the only one left on your side.\I will...\kill the Titans... response:	Every single fucking one of them!
context: That's certainly something Annie can do.\Annie...\Annie!\Annie...\Your daddy's the only one left on your side.\I will...\kill the Titans...\Every single fucking one of them! response:	Eren!
context: Annie...\Annie!\Annie...\Your daddy's the only one left on your side.\I will...\kill the Titans...\Every single fucking one of them!\Eren! response:	That's...
context: Annie!\Annie...\Your daddy's the only one left on your side.\I will...\kill the Titans...\Every single fucking one of them!\Eren!\That's... response:	Eren!
context: Annie...\Your daddy's the only one left on your side.\I will...\kill the Titans...\Every single fucking one of them!\Eren!\That's...\Eren! response:	Don't!
context: Your daddy's the only one left on your side.\I will...\kill the Titans...\Every single fucking one of them!\Eren!\That's...\Eren!\Don't! response:	Right now, we're not certain if Eren can recognize you...
context: I will...\kill the Titans...\Every single fucking one of them!\Eren!\That's...\Eren!\Don't!\Right now, we're not certain if Eren can recognize you... response:	H-Hey...
context: kill the Titans...\Every single fucking one of them!\Eren!\That's...\Eren!\Don't!\Right now, we're not certain if Eren can recognize you...\H-Hey... response:	Hey!
context: Every single fucking one of them!\Eren!\That's...\Eren!\Don't!\Right now, we're not certain if Eren can recognize you...\H-Hey...\Hey! response:	The Wall!
context: Eren!\That's...\Eren!\Don't!\Right now, we're not certain if Eren can recognize you...\H-Hey...\Hey!\The Wall! response:	Is she going to climb over it?!
context: That's...\Eren!\Don't!\Right now, we're not certain if Eren can recognize you...\H-Hey...\Hey!\The Wall!\Is she going to climb over it?! response:	No!
context: Eren!\Don't!\Right now, we're not certain if Eren can recognize you...\H-Hey...\Hey!\The Wall!\Is she going to climb over it?!\No! response:	She's going to get away!
context: Don't!\Right now, we're not certain if Eren can recognize you...\H-Hey...\Hey!\The Wall!\Is she going to climb over it?!\No!\She's going to get away! response:	I won't allow it!
context: Right now, we're not certain if Eren can recognize you...\H-Hey...\Hey!\The Wall!\Is she going to climb over it?!\No!\She's going to get away!\I won't allow it! response:	Annie...
context: H-Hey...\Hey!\The Wall!\Is she going to climb over it?!\No!\She's going to get away!\I won't allow it!\Annie... response:	Fall.
context: Hey!\The Wall!\Is she going to climb over it?!\No!\She's going to get away!\I won't allow it!\Annie...\Fall. response:	Annie...
context: The Wall!\Is she going to climb over it?!\No!\She's going to get away!\I won't allow it!\Annie...\Fall.\Annie... response:	I was wrong.
context: Is she going to climb over it?!\No!\She's going to get away!\I won't allow it!\Annie...\Fall.\Annie...\I was wrong. response:	It's too late to ask your forgiveness.
context: No!\She's going to get away!\I won't allow it!\Annie...\Fall.\Annie...\I was wrong.\It's too late to ask your forgiveness. response:	But...
context: She's going to get away!\I won't allow it!\Annie...\Fall.\Annie...\I was wrong.\It's too late to ask your forgiveness.\But... response:	There's one thing...
context: I won't allow it!\Annie...\Fall.\Annie...\I was wrong.\It's too late to ask your forgiveness.\But...\There's one thing... response:	I want to ask of you.
context: Annie...\Fall.\Annie...\I was wrong.\It's too late to ask your forgiveness.\But...\There's one thing...\I want to ask of you. response:	You can make an enemy of the entire world...
context: Fall.\Annie...\I was wrong.\It's too late to ask your forgiveness.\But...\There's one thing...\I want to ask of you.\You can make an enemy of the entire world... response:	I'll destroy this whole fucking world!
context: Annie...\I was wrong.\It's too late to ask your forgiveness.\But...\There's one thing...\I want to ask of you.\You can make an enemy of the entire world...\I'll destroy this whole fucking world! response:	But even if the entire world hates you,
