context: TS response:	OP
context: Destroy the Secrets before a fusion explosion.\That's the mission of IFO teams.\We don't have any spare time to take on extra tasks.\That much should be enough for him, don't you think?\What is his punishment?\This is unprecedented, but we're considering something serious.\How about a verbal warning?\That's not even a punishment! response:	You agree?
context: That's the mission of IFO teams.\We don't have any spare time to take on extra tasks.\That much should be enough for him, don't you think?\What is his punishment?\This is unprecedented, but we're considering something serious.\How about a verbal warning?\That's not even a punishment!\You agree? response:	We mustn't forget about what happened with team Goldilocks either.
context: We don't have any spare time to take on extra tasks.\That much should be enough for him, don't you think?\What is his punishment?\This is unprecedented, but we're considering something serious.\How about a verbal warning?\That's not even a punishment!\You agree?\We mustn't forget about what happened with team Goldilocks either. response:	It's decided then.
context: That much should be enough for him, don't you think?\What is his punishment?\This is unprecedented, but we're considering something serious.\How about a verbal warning?\That's not even a punishment!\You agree?\We mustn't forget about what happened with team Goldilocks either.\It's decided then. response:	We'll trust you and we won't persecute this any further.
context: What is his punishment?\This is unprecedented, but we're considering something serious.\How about a verbal warning?\That's not even a punishment!\You agree?\We mustn't forget about what happened with team Goldilocks either.\It's decided then.\We'll trust you and we won't persecute this any further. response:	IFO pilots are like my children.
context: This is unprecedented, but we're considering something serious.\How about a verbal warning?\That's not even a punishment!\You agree?\We mustn't forget about what happened with team Goldilocks either.\It's decided then.\We'll trust you and we won't persecute this any further.\IFO pilots are like my children. response:	A father should trust his children.
context: How about a verbal warning?\That's not even a punishment!\You agree?\We mustn't forget about what happened with team Goldilocks either.\It's decided then.\We'll trust you and we won't persecute this any further.\IFO pilots are like my children.\A father should trust his children. response:	Father, huh?
context: That's not even a punishment!\You agree?\We mustn't forget about what happened with team Goldilocks either.\It's decided then.\We'll trust you and we won't persecute this any further.\IFO pilots are like my children.\A father should trust his children.\Father, huh? response:	You have no right to say that.
context: You agree?\We mustn't forget about what happened with team Goldilocks either.\It's decided then.\We'll trust you and we won't persecute this any further.\IFO pilots are like my children.\A father should trust his children.\Father, huh?\You have no right to say that. response:	What is that guy doing?
context: We mustn't forget about what happened with team Goldilocks either.\It's decided then.\We'll trust you and we won't persecute this any further.\IFO pilots are like my children.\A father should trust his children.\Father, huh?\You have no right to say that.\What is that guy doing? response:	Weirdo.
context: It's decided then.\We'll trust you and we won't persecute this any further.\IFO pilots are like my children.\A father should trust his children.\Father, huh?\You have no right to say that.\What is that guy doing?\Weirdo. response:	Hey, Ao!
context: We'll trust you and we won't persecute this any further.\IFO pilots are like my children.\A father should trust his children.\Father, huh?\You have no right to say that.\What is that guy doing?\Weirdo.\Hey, Ao! response:	Shopping?
context: IFO pilots are like my children.\A father should trust his children.\Father, huh?\You have no right to say that.\What is that guy doing?\Weirdo.\Hey, Ao!\Shopping? response:	Hey, miss, give me a large cup of hot generation coffee!
context: A father should trust his children.\Father, huh?\You have no right to say that.\What is that guy doing?\Weirdo.\Hey, Ao!\Shopping?\Hey, miss, give me a large cup of hot generation coffee! response:	What do you want?
context: Father, huh?\You have no right to say that.\What is that guy doing?\Weirdo.\Hey, Ao!\Shopping?\Hey, miss, give me a large cup of hot generation coffee!\What do you want? response:	Why are you guys following me?
context: You have no right to say that.\What is that guy doing?\Weirdo.\Hey, Ao!\Shopping?\Hey, miss, give me a large cup of hot generation coffee!\What do you want?\Why are you guys following me? response:	I wonder why...
context: What is that guy doing?\Weirdo.\Hey, Ao!\Shopping?\Hey, miss, give me a large cup of hot generation coffee!\What do you want?\Why are you guys following me?\I wonder why... response:	Anyway, just stay away from me.
context: Weirdo.\Hey, Ao!\Shopping?\Hey, miss, give me a large cup of hot generation coffee!\What do you want?\Why are you guys following me?\I wonder why...\Anyway, just stay away from me. response:	Was that supposed to be threatening?
context: Hey, Ao!\Shopping?\Hey, miss, give me a large cup of hot generation coffee!\What do you want?\Why are you guys following me?\I wonder why...\Anyway, just stay away from me.\Was that supposed to be threatening? response:	Are you keeping Ao under surveillance?
context: Shopping?\Hey, miss, give me a large cup of hot generation coffee!\What do you want?\Why are you guys following me?\I wonder why...\Anyway, just stay away from me.\Was that supposed to be threatening?\Are you keeping Ao under surveillance? response:	You should be more discrete about it. It's pretty obvious.
context: Hey, miss, give me a large cup of hot generation coffee!\What do you want?\Why are you guys following me?\I wonder why...\Anyway, just stay away from me.\Was that supposed to be threatening?\Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious. response:	We've been ordered to do it like this.
context: What do you want?\Why are you guys following me?\I wonder why...\Anyway, just stay away from me.\Was that supposed to be threatening?\Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this. response:	You're putting pressure on him by being obvious?
context: Why are you guys following me?\I wonder why...\Anyway, just stay away from me.\Was that supposed to be threatening?\Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this.\You're putting pressure on him by being obvious? response:	That's not something you guys could come up with.
context: I wonder why...\Anyway, just stay away from me.\Was that supposed to be threatening?\Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this.\You're putting pressure on him by being obvious?\That's not something you guys could come up with. response:	The president's orders, isn't it?
context: Anyway, just stay away from me.\Was that supposed to be threatening?\Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this.\You're putting pressure on him by being obvious?\That's not something you guys could come up with.\The president's orders, isn't it? response:	I heard you're not getting along well with your dad.
context: Was that supposed to be threatening?\Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this.\You're putting pressure on him by being obvious?\That's not something you guys could come up with.\The president's orders, isn't it?\I heard you're not getting along well with your dad. response:	Ao too.
context: Are you keeping Ao under surveillance?\You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this.\You're putting pressure on him by being obvious?\That's not something you guys could come up with.\The president's orders, isn't it?\I heard you're not getting along well with your dad.\Ao too. response:	He's not a big fan of his dad.
context: You should be more discrete about it. It's pretty obvious.\We've been ordered to do it like this.\You're putting pressure on him by being obvious?\That's not something you guys could come up with.\The president's orders, isn't it?\I heard you're not getting along well with your dad.\Ao too.\He's not a big fan of his dad. response:	We received an official request.
context: We've been ordered to do it like this.\You're putting pressure on him by being obvious?\That's not something you guys could come up with.\The president's orders, isn't it?\I heard you're not getting along well with your dad.\Ao too.\He's not a big fan of his dad.\We received an official request. response:	You're to mobilize immediately.
context: You're putting pressure on him by being obvious?\That's not something you guys could come up with.\The president's orders, isn't it?\I heard you're not getting along well with your dad.\Ao too.\He's not a big fan of his dad.\We received an official request.\You're to mobilize immediately. response:	Understood.
context: That's not something you guys could come up with.\The president's orders, isn't it?\I heard you're not getting along well with your dad.\Ao too.\He's not a big fan of his dad.\We received an official request.\You're to mobilize immediately.\Understood. response:	Faisal Arabia, huh?
context: The president's orders, isn't it?\I heard you're not getting along well with your dad.\Ao too.\He's not a big fan of his dad.\We received an official request.\You're to mobilize immediately.\Understood.\Faisal Arabia, huh? response:	It showed up at a troublesome spot again.
context: I heard you're not getting along well with your dad.\Ao too.\He's not a big fan of his dad.\We received an official request.\You're to mobilize immediately.\Understood.\Faisal Arabia, huh?\It showed up at a troublesome spot again. response:	The Allied Forces is contacting you, President.
context: Ao too.\He's not a big fan of his dad.\We received an official request.\You're to mobilize immediately.\Understood.\Faisal Arabia, huh?\It showed up at a troublesome spot again.\The Allied Forces is contacting you, President. response:	Speak of the devil.
context: He's not a big fan of his dad.\We received an official request.\You're to mobilize immediately.\Understood.\Faisal Arabia, huh?\It showed up at a troublesome spot again.\The Allied Forces is contacting you, President.\Speak of the devil. response:	I'll take it in my office. Forward it there.
context: We received an official request.\You're to mobilize immediately.\Understood.\Faisal Arabia, huh?\It showed up at a troublesome spot again.\The Allied Forces is contacting you, President.\Speak of the devil.\I'll take it in my office. Forward it there. response:	You lost a team in Columbia.
context: You're to mobilize immediately.\Understood.\Faisal Arabia, huh?\It showed up at a troublesome spot again.\The Allied Forces is contacting you, President.\Speak of the devil.\I'll take it in my office. Forward it there.\You lost a team in Columbia. response:	Then there was a terrorist attack.
context: Understood.\Faisal Arabia, huh?\It showed up at a troublesome spot again.\The Allied Forces is contacting you, President.\Speak of the devil.\I'll take it in my office. Forward it there.\You lost a team in Columbia.\Then there was a terrorist attack. response:	You're piling up losses, Cristophe.
context: Faisal Arabia, huh?\It showed up at a troublesome spot again.\The Allied Forces is contacting you, President.\Speak of the devil.\I'll take it in my office. Forward it there.\You lost a team in Columbia.\Then there was a terrorist attack.\You're piling up losses, Cristophe. response:	I'm sorry for the trouble caused, Secretary of State.
context: It showed up at a troublesome spot again.\The Allied Forces is contacting you, President.\Speak of the devil.\I'll take it in my office. Forward it there.\You lost a team in Columbia.\Then there was a terrorist attack.\You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State. response:	I don't even want to think of what's coming.
context: The Allied Forces is contacting you, President.\Speak of the devil.\I'll take it in my office. Forward it there.\You lost a team in Columbia.\Then there was a terrorist attack.\You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming. response:	What do you mean?
context: Speak of the devil.\I'll take it in my office. Forward it there.\You lost a team in Columbia.\Then there was a terrorist attack.\You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming.\What do you mean? response:	That Nirvash of yours.
context: I'll take it in my office. Forward it there.\You lost a team in Columbia.\Then there was a terrorist attack.\You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming.\What do you mean?\That Nirvash of yours. response:	Some of the senators are complaining that it's the lost Mark I,
context: You lost a team in Columbia.\Then there was a terrorist attack.\You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming.\What do you mean?\That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I, response:	which was built with our precious tax dollars.
context: Then there was a terrorist attack.\You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming.\What do you mean?\That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars. response:	They are trying to pressure the President by using the mass media.
context: You're piling up losses, Cristophe.\I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming.\What do you mean?\That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media. response:	It's election season. They won't be picky with methods.
context: I'm sorry for the trouble caused, Secretary of State.\I don't even want to think of what's coming.\What do you mean?\That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods. response:	I see.
context: I don't even want to think of what's coming.\What do you mean?\That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods.\I see. response:	However, Nirvash and the Mark I are two different things.
context: What do you mean?\That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods.\I see.\However, Nirvash and the Mark I are two different things. response:	I know.
context: That Nirvash of yours.\Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods.\I see.\However, Nirvash and the Mark I are two different things.\I know. response:	But will the US government believe what you say?
context: Some of the senators are complaining that it's the lost Mark I,\which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods.\I see.\However, Nirvash and the Mark I are two different things.\I know.\But will the US government believe what you say? response:	So Faisal Arabia, huh?
context: which was built with our precious tax dollars.\They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods.\I see.\However, Nirvash and the Mark I are two different things.\I know.\But will the US government believe what you say?\So Faisal Arabia, huh? response:	It's still quite far away.
context: They are trying to pressure the President by using the mass media.\It's election season. They won't be picky with methods.\I see.\However, Nirvash and the Mark I are two different things.\I know.\But will the US government believe what you say?\So Faisal Arabia, huh?\It's still quite far away. response:	Should we prioritize Quartz recovery?
context: It's election season. They won't be picky with methods.\I see.\However, Nirvash and the Mark I are two different things.\I know.\But will the US government believe what you say?\So Faisal Arabia, huh?\It's still quite far away.\Should we prioritize Quartz recovery? response:	And what would we do if the enemy accelerated?
context: I see.\However, Nirvash and the Mark I are two different things.\I know.\But will the US government believe what you say?\So Faisal Arabia, huh?\It's still quite far away.\Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated? response:	Well...
context: However, Nirvash and the Mark I are two different things.\I know.\But will the US government believe what you say?\So Faisal Arabia, huh?\It's still quite far away.\Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated?\Well... response:	The moment the Secret showed up, our possible courses of action became limited to one.
context: I know.\But will the US government believe what you say?\So Faisal Arabia, huh?\It's still quite far away.\Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated?\Well...\The moment the Secret showed up, our possible courses of action became limited to one. response:	Wait, so they were tailing me by the President's orders?
context: But will the US government believe what you say?\So Faisal Arabia, huh?\It's still quite far away.\Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated?\Well...\The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders? response:	Seems so.
context: So Faisal Arabia, huh?\It's still quite far away.\Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated?\Well...\The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders?\Seems so. response:	I see.
context: It's still quite far away.\Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated?\Well...\The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders?\Seems so.\I see. response:	And he went on about fatherly trust and all that.
context: Should we prioritize Quartz recovery?\And what would we do if the enemy accelerated?\Well...\The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders?\Seems so.\I see.\And he went on about fatherly trust and all that. response:	He doesn't mean what he says!
context: And what would we do if the enemy accelerated?\Well...\The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders?\Seems so.\I see.\And he went on about fatherly trust and all that.\He doesn't mean what he says! response:	Oh, he said that to you too?
context: Well...\The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders?\Seems so.\I see.\And he went on about fatherly trust and all that.\He doesn't mean what he says!\Oh, he said that to you too? response:	IFO pilots are like my children.
context: The moment the Secret showed up, our possible courses of action became limited to one.\Wait, so they were tailing me by the President's orders?\Seems so.\I see.\And he went on about fatherly trust and all that.\He doesn't mean what he says!\Oh, he said that to you too?\IFO pilots are like my children. response:	Is it a good idea to say that in front of his daughter?
context: Wait, so they were tailing me by the President's orders?\Seems so.\I see.\And he went on about fatherly trust and all that.\He doesn't mean what he says!\Oh, he said that to you too?\IFO pilots are like my children.\Is it a good idea to say that in front of his daughter? response:	His daughter?
context: Seems so.\I see.\And he went on about fatherly trust and all that.\He doesn't mean what he says!\Oh, he said that to you too?\IFO pilots are like my children.\Is it a good idea to say that in front of his daughter?\His daughter? response:	Huh? We didn't tell you?
context: I see.\And he went on about fatherly trust and all that.\He doesn't mean what he says!\Oh, he said that to you too?\IFO pilots are like my children.\Is it a good idea to say that in front of his daughter?\His daughter?\Huh? We didn't tell you? response:	Fleur is the President's daughter.
context: And he went on about fatherly trust and all that.\He doesn't mean what he says!\Oh, he said that to you too?\IFO pilots are like my children.\Is it a good idea to say that in front of his daughter?\His daughter?\Huh? We didn't tell you?\Fleur is the President's daughter. response:	Enough chatter.
context: He doesn't mean what he says!\Oh, he said that to you too?\IFO pilots are like my children.\Is it a good idea to say that in front of his daughter?\His daughter?\Huh? We didn't tell you?\Fleur is the President's daughter.\Enough chatter. response:	We've confirmed the Secret.
context: Oh, he said that to you too?\IFO pilots are like my children.\Is it a good idea to say that in front of his daughter?\His daughter?\Huh? We didn't tell you?\Fleur is the President's daughter.\Enough chatter.\We've confirmed the Secret. response:	This Secret is very similar to the one spotted in 1752 in Philadelphia, America.
context: IFO pilots are like my children.\Is it a good idea to say that in front of his daughter?\His daughter?\Huh? We didn't tell you?\Fleur is the President's daughter.\Enough chatter.\We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America. response:	At that time, lightning caused serious damages to places the Secret passed by.
context: Is it a good idea to say that in front of his daughter?\His daughter?\Huh? We didn't tell you?\Fleur is the President's daughter.\Enough chatter.\We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by. response:	The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain
context: His daughter?\Huh? We didn't tell you?\Fleur is the President's daughter.\Enough chatter.\We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain response:	The operation is cancelled. The Triton is to return immediately.
context: Huh? We didn't tell you?\Fleur is the President's daughter.\Enough chatter.\We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately. response:	What's going on?
context: Fleur is the President's daughter.\Enough chatter.\We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately.\What's going on? response:	The President's orders.
context: Enough chatter.\We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately.\What's going on?\The President's orders. response:	The President? What kind of an order is this?
context: We've confirmed the Secret.\This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately.\What's going on?\The President's orders.\The President? What kind of an order is this? response:	Turn the ship around!
context: This Secret is very similar to the one spotted in 1752 in Philadelphia, America.\At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately.\What's going on?\The President's orders.\The President? What kind of an order is this?\Turn the ship around! response:	Chief! You can't do this!
context: At that time, lightning caused serious damages to places the Secret passed by.\The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately.\What's going on?\The President's orders.\The President? What kind of an order is this?\Turn the ship around!\Chief! You can't do this! response:	Chief! Chief!
context: The phenomenon we call lightning is the result of the difference in ionic charge exceeding a certain\The operation is cancelled. The Triton is to return immediately.\What's going on?\The President's orders.\The President? What kind of an order is this?\Turn the ship around!\Chief! You can't do this!\Chief! Chief! response:	Chief!
context: The operation is cancelled. The Triton is to return immediately.\What's going on?\The President's orders.\The President? What kind of an order is this?\Turn the ship around!\Chief! You can't do this!\Chief! Chief!\Chief! response:	Understood.
context: What's going on?\The President's orders.\The President? What kind of an order is this?\Turn the ship around!\Chief! You can't do this!\Chief! Chief!\Chief!\Understood. response:	It's me.
context: The President's orders.\The President? What kind of an order is this?\Turn the ship around!\Chief! You can't do this!\Chief! Chief!\Chief!\Understood.\It's me. response:	He made some sort of deal in the background.
context: The President? What kind of an order is this?\Turn the ship around!\Chief! You can't do this!\Chief! Chief!\Chief!\Understood.\It's me.\He made some sort of deal in the background. response:	That's the only explanation.
context: Turn the ship around!\Chief! You can't do this!\Chief! Chief!\Chief!\Understood.\It's me.\He made some sort of deal in the background.\That's the only explanation. response:	If that's the case, the only one who can put pressure on the President is the US government.
context: Chief! You can't do this!\Chief! Chief!\Chief!\Understood.\It's me.\He made some sort of deal in the background.\That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government. response:	Why would America...
context: Chief! Chief!\Chief!\Understood.\It's me.\He made some sort of deal in the background.\That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government.\Why would America... response:	Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.
context: Chief!\Understood.\It's me.\He made some sort of deal in the background.\That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government.\Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East. response:	America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,
context: Understood.\It's me.\He made some sort of deal in the background.\That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government.\Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism, response:	making the two countries being constantly on the verge of war.
context: It's me.\He made some sort of deal in the background.\That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government.\Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war. response:	In the background of Faisal Arabia's anti-US position is the internal opposition of royal
context: He made some sort of deal in the background.\That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government.\Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal response:	If a fusion explosion occurred, it would seriously damage the enemy country,
context: That's the only explanation.\If that's the case, the only one who can put pressure on the President is the US government.\Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country, response:	and, at the same time, prevent the establishment of a plant coral.
context: If that's the case, the only one who can put pressure on the President is the US government.\Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral. response:	That's why...
context: Why would America...\Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral.\That's why... response:	Are you kidding me?!
context: Faisal Arabia, the location where the Scub appeared, is the most prominent anti-US country in the Middle East.\America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral.\That's why...\Are you kidding me?! response:	Why would the President agree to such a thing?!
context: America, on the other hand, antagonized Faisal Arabia as a supporter of terrorism,\making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral.\That's why...\Are you kidding me?!\Why would the President agree to such a thing?! response:	The deal must somehow be beneficial to the company.
context: making the two countries being constantly on the verge of war.\In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral.\That's why...\Are you kidding me?!\Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company. response:	That's not it! The President must be
context: In the background of Faisal Arabia's anti-US position is the internal opposition of royal\If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral.\That's why...\Are you kidding me?!\Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company.\That's not it! The President must be response:	Rebecka.
context: If a fusion explosion occurred, it would seriously damage the enemy country,\and, at the same time, prevent the establishment of a plant coral.\That's why...\Are you kidding me?!\Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company.\That's not it! The President must be\Rebecka. response:	Telling us to turn back here...
context: and, at the same time, prevent the establishment of a plant coral.\That's why...\Are you kidding me?!\Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company.\That's not it! The President must be\Rebecka.\Telling us to turn back here... response:	is telling us to watch them all die!
context: That's why...\Are you kidding me?!\Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company.\That's not it! The President must be\Rebecka.\Telling us to turn back here...\is telling us to watch them all die! response:	Fleur?
context: Are you kidding me?!\Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company.\That's not it! The President must be\Rebecka.\Telling us to turn back here...\is telling us to watch them all die!\Fleur? response:	Elopement?!
context: Why would the President agree to such a thing?!\The deal must somehow be beneficial to the company.\That's not it! The President must be\Rebecka.\Telling us to turn back here...\is telling us to watch them all die!\Fleur?\Elopement?! response:	I hate my father.
context: The deal must somehow be beneficial to the company.\That's not it! The President must be\Rebecka.\Telling us to turn back here...\is telling us to watch them all die!\Fleur?\Elopement?!\I hate my father. response:	You're the same, right, Ao?
context: That's not it! The President must be\Rebecka.\Telling us to turn back here...\is telling us to watch them all die!\Fleur?\Elopement?!\I hate my father.\You're the same, right, Ao? response:	I heard about it from Gazelle.
