context: SIGNS oh god timer why did you do the op credits response:	OP
context: Why have they done that!?\Is this another part of Mononobe's request?\In any case, your existence is nothing but an insult to Iinuma Seijiro.\Even after Iinuma was brought down by infighting, he stood up for this country again,\and died with patriotism still burning in his heart.\I'll show the world all of your misdeeds, starting with claiming to be Iinuma Seijiro's illegitimate son!\I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now. response:	Anyway...
context: Is this another part of Mononobe's request?\In any case, your existence is nothing but an insult to Iinuma Seijiro.\Even after Iinuma was brought down by infighting, he stood up for this country again,\and died with patriotism still burning in his heart.\I'll show the world all of your misdeeds, starting with claiming to be Iinuma Seijiro's illegitimate son!\I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now.\Anyway... response:	There's a favor I need to ask.
context: In any case, your existence is nothing but an insult to Iinuma Seijiro.\Even after Iinuma was brought down by infighting, he stood up for this country again,\and died with patriotism still burning in his heart.\I'll show the world all of your misdeeds, starting with claiming to be Iinuma Seijiro's illegitimate son!\I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now.\Anyway...\There's a favor I need to ask. response:	Can you find my mom?
context: Even after Iinuma was brought down by infighting, he stood up for this country again,\and died with patriotism still burning in his heart.\I'll show the world all of your misdeeds, starting with claiming to be Iinuma Seijiro's illegitimate son!\I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now.\Anyway...\There's a favor I need to ask.\Can you find my mom? response:	I met her on Careless Monday.
context: and died with patriotism still burning in his heart.\I'll show the world all of your misdeeds, starting with claiming to be Iinuma Seijiro's illegitimate son!\I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now.\Anyway...\There's a favor I need to ask.\Can you find my mom?\I met her on Careless Monday. response:	I think it was somewhere around Aomono-Yokoch.
context: I'll show the world all of your misdeeds, starting with claiming to be Iinuma Seijiro's illegitimate son!\I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now.\Anyway...\There's a favor I need to ask.\Can you find my mom?\I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch. response:	One of the people I evacuated was a woman with a mameshiba dog.
context: I'm having your DNA tested.\Sorry. Looks like I can't stay with you for now.\Anyway...\There's a favor I need to ask.\Can you find my mom?\I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog. response:	I'm pretty sure it was mom.
context: Sorry. Looks like I can't stay with you for now.\Anyway...\There's a favor I need to ask.\Can you find my mom?\I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom. response:	Then that dog -
context: Anyway...\There's a favor I need to ask.\Can you find my mom?\I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom.\Then that dog - response:	When she realized it was me, she got flustered and ran away, leaving it behind.
context: There's a favor I need to ask.\Can you find my mom?\I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom.\Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind. response:	I checked the evacuation point later, but I couldn't find her.
context: Can you find my mom?\I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom.\Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her. response:	Then you have your memories back, Takizawa!?
context: I met her on Careless Monday.\I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom.\Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!? response:	Well, at least of being Takizawa Akira.
context: I think it was somewhere around Aomono-Yokoch.\One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom.\Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira. response:	Anyway, can you do that for me?
context: One of the people I evacuated was a woman with a mameshiba dog.\I'm pretty sure it was mom.\Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira.\Anyway, can you do that for me? response:	I'll try.
context: I'm pretty sure it was mom.\Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira.\Anyway, can you do that for me?\I'll try. response:	Thanks for taking care of it for me.
context: Then that dog -\When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira.\Anyway, can you do that for me?\I'll try.\Thanks for taking care of it for me. response:	Oh, right.
context: When she realized it was me, she got flustered and ran away, leaving it behind.\I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira.\Anyway, can you do that for me?\I'll try.\Thanks for taking care of it for me.\Oh, right. response:	I almost forgot.
context: I checked the evacuation point later, but I couldn't find her.\Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira.\Anyway, can you do that for me?\I'll try.\Thanks for taking care of it for me.\Oh, right.\I almost forgot. response:	This is...
context: Then you have your memories back, Takizawa!?\Well, at least of being Takizawa Akira.\Anyway, can you do that for me?\I'll try.\Thanks for taking care of it for me.\Oh, right.\I almost forgot.\This is... response:	A memento of our time in New York.
context: Well, at least of being Takizawa Akira.\Anyway, can you do that for me?\I'll try.\Thanks for taking care of it for me.\Oh, right.\I almost forgot.\This is...\A memento of our time in New York. response:	I'll keep in touch.
context: Anyway, can you do that for me?\I'll try.\Thanks for taking care of it for me.\Oh, right.\I almost forgot.\This is...\A memento of our time in New York.\I'll keep in touch. response:	Saki!
context: I'll try.\Thanks for taking care of it for me.\Oh, right.\I almost forgot.\This is...\A memento of our time in New York.\I'll keep in touch.\Saki! response:	Where's Takizawa?
context: Thanks for taking care of it for me.\Oh, right.\I almost forgot.\This is...\A memento of our time in New York.\I'll keep in touch.\Saki!\Where's Takizawa? response:	Prime Minister Iinuma's backers took him somewhere.
context: Oh, right.\I almost forgot.\This is...\A memento of our time in New York.\I'll keep in touch.\Saki!\Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere. response:	At least it means the media didn't pick up on it.
context: I almost forgot.\This is...\A memento of our time in New York.\I'll keep in touch.\Saki!\Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it. response:	But what are they doing here?
context: This is...\A memento of our time in New York.\I'll keep in touch.\Saki!\Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it.\But what are they doing here? response:	It looks like they've been waiting here since the news leaked a couple days ago.
context: A memento of our time in New York.\I'll keep in touch.\Saki!\Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it.\But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago. response:	Anyway, let's get out of here.
context: I'll keep in touch.\Saki!\Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it.\But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here. response:	You're pretty famous now too.
context: Saki!\Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it.\But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here.\You're pretty famous now too. response:	I need to tell Hirasawa about Takizawa's mother too.
context: Where's Takizawa?\Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it.\But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here.\You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too. response:	Wait.
context: Prime Minister Iinuma's backers took him somewhere.\At least it means the media didn't pick up on it.\But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here.\You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too.\Wait. response:	If you're going to use your phone, download AirShip first.
context: At least it means the media didn't pick up on it.\But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here.\You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too.\Wait.\If you're going to use your phone, download AirShip first. response:	It's a VoIP program Itazu made.
context: But what are they doing here?\It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here.\You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too.\Wait.\If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made. response:	Their phones are being tapped by the Public Security Intelligence Agency.
context: It looks like they've been waiting here since the news leaked a couple days ago.\Anyway, let's get out of here.\You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too.\Wait.\If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency. response:	You should use it if you need to contact them.
context: Anyway, let's get out of here.\You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too.\Wait.\If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them. response:	Tapped?
context: You're pretty famous now too.\I need to tell Hirasawa about Takizawa's mother too.\Wait.\If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them.\Tapped? response:	It seems like the police are intent on pinning the missile attacks on Eden of the East.
context: I need to tell Hirasawa about Takizawa's mother too.\Wait.\If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them.\Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East. response:	Anyway, I'm gonna go get the car.
context: Wait.\If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them.\Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car. response:	Hello?
context: If you're going to use your phone, download AirShip first.\It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them.\Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car.\Hello? response:	Saki?
context: It's a VoIP program Itazu made.\Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them.\Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car.\Hello?\Saki? response:	Oh, I see.
context: Their phones are being tapped by the Public Security Intelligence Agency.\You should use it if you need to contact them.\Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car.\Hello?\Saki?\Oh, I see. response:	I was worried when you took so long to call.
context: You should use it if you need to contact them.\Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car.\Hello?\Saki?\Oh, I see.\I was worried when you took so long to call. response:	What about Takizawa?
context: Tapped?\It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car.\Hello?\Saki?\Oh, I see.\I was worried when you took so long to call.\What about Takizawa? response:	I see.
context: It seems like the police are intent on pinning the missile attacks on Eden of the East.\Anyway, I'm gonna go get the car.\Hello?\Saki?\Oh, I see.\I was worried when you took so long to call.\What about Takizawa?\I see. response:	Got it.
context: Anyway, I'm gonna go get the car.\Hello?\Saki?\Oh, I see.\I was worried when you took so long to call.\What about Takizawa?\I see.\Got it. response:	We can't use the Eden System now, though.
context: Hello?\Saki?\Oh, I see.\I was worried when you took so long to call.\What about Takizawa?\I see.\Got it.\We can't use the Eden System now, though. response:	We're going to have to use the old system we left at school.
context: Saki?\Oh, I see.\I was worried when you took so long to call.\What about Takizawa?\I see.\Got it.\We can't use the Eden System now, though.\We're going to have to use the old system we left at school. response:	I'll give you the password to get in.
context: Oh, I see.\I was worried when you took so long to call.\What about Takizawa?\I see.\Got it.\We can't use the Eden System now, though.\We're going to have to use the old system we left at school.\I'll give you the password to get in. response:	Thanks.
context: I was worried when you took so long to call.\What about Takizawa?\I see.\Got it.\We can't use the Eden System now, though.\We're going to have to use the old system we left at school.\I'll give you the password to get in.\Thanks. response:	I'll keep in touch.
context: What about Takizawa?\I see.\Got it.\We can't use the Eden System now, though.\We're going to have to use the old system we left at school.\I'll give you the password to get in.\Thanks.\I'll keep in touch. response:	Okay, next...
context: I see.\Got it.\We can't use the Eden System now, though.\We're going to have to use the old system we left at school.\I'll give you the password to get in.\Thanks.\I'll keep in touch.\Okay, next... response:	Hello?
context: Got it.\We can't use the Eden System now, though.\We're going to have to use the old system we left at school.\I'll give you the password to get in.\Thanks.\I'll keep in touch.\Okay, next...\Hello? response:	Saki? What's up?
context: We can't use the Eden System now, though.\We're going to have to use the old system we left at school.\I'll give you the password to get in.\Thanks.\I'll keep in touch.\Okay, next...\Hello?\Saki? What's up? response:	You're back already?
context: We're going to have to use the old system we left at school.\I'll give you the password to get in.\Thanks.\I'll keep in touch.\Okay, next...\Hello?\Saki? What's up?\You're back already? response:	What, you want me to come now?
context: I'll give you the password to get in.\Thanks.\I'll keep in touch.\Okay, next...\Hello?\Saki? What's up?\You're back already?\What, you want me to come now? response:	What?
context: Thanks.\I'll keep in touch.\Okay, next...\Hello?\Saki? What's up?\You're back already?\What, you want me to come now?\What? response:	And you want me to bring the dog?
context: I'll keep in touch.\Okay, next...\Hello?\Saki? What's up?\You're back already?\What, you want me to come now?\What?\And you want me to bring the dog? response:	Come on, you know what time we have to open in the morning.
context: Okay, next...\Hello?\Saki? What's up?\You're back already?\What, you want me to come now?\What?\And you want me to bring the dog?\Come on, you know what time we have to open in the morning. response:	Please?
context: Hello?\Saki? What's up?\You're back already?\What, you want me to come now?\What?\And you want me to bring the dog?\Come on, you know what time we have to open in the morning.\Please? response:	Will they bring her?
context: Saki? What's up?\You're back already?\What, you want me to come now?\What?\And you want me to bring the dog?\Come on, you know what time we have to open in the morning.\Please?\Will they bring her? response:	Yeah.
context: You're back already?\What, you want me to come now?\What?\And you want me to bring the dog?\Come on, you know what time we have to open in the morning.\Please?\Will they bring her?\Yeah. response:	Great.
context: What, you want me to come now?\What?\And you want me to bring the dog?\Come on, you know what time we have to open in the morning.\Please?\Will they bring her?\Yeah.\Great. response:	Oh, I tried an image search.
context: What?\And you want me to bring the dog?\Come on, you know what time we have to open in the morning.\Please?\Will they bring her?\Yeah.\Great.\Oh, I tried an image search. response:	Take a look.
context: And you want me to bring the dog?\Come on, you know what time we have to open in the morning.\Please?\Will they bring her?\Yeah.\Great.\Oh, I tried an image search.\Take a look. response:	A request for the PSIA to investigate Eden of the East?
context: Come on, you know what time we have to open in the morning.\Please?\Will they bring her?\Yeah.\Great.\Oh, I tried an image search.\Take a look.\A request for the PSIA to investigate Eden of the East? response:	Oh man.
context: Please?\Will they bring her?\Yeah.\Great.\Oh, I tried an image search.\Take a look.\A request for the PSIA to investigate Eden of the East?\Oh man. response:	Mononobe's going after Juiz again, too.
context: Will they bring her?\Yeah.\Great.\Oh, I tried an image search.\Take a look.\A request for the PSIA to investigate Eden of the East?\Oh man.\Mononobe's going after Juiz again, too. response:	Kuroha protected her once,
context: Yeah.\Great.\Oh, I tried an image search.\Take a look.\A request for the PSIA to investigate Eden of the East?\Oh man.\Mononobe's going after Juiz again, too.\Kuroha protected her once, response:	but if I don't do it myself this time, I won't be able to save anyone.
context: Great.\Oh, I tried an image search.\Take a look.\A request for the PSIA to investigate Eden of the East?\Oh man.\Mononobe's going after Juiz again, too.\Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone. response:	What do I do? If I use Juiz, I'll get found out.
context: Oh, I tried an image search.\Take a look.\A request for the PSIA to investigate Eden of the East?\Oh man.\Mononobe's going after Juiz again, too.\Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out. response:	Okada!
context: Take a look.\A request for the PSIA to investigate Eden of the East?\Oh man.\Mononobe's going after Juiz again, too.\Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out.\Okada! response:	No, Takizawa!
context: A request for the PSIA to investigate Eden of the East?\Oh man.\Mononobe's going after Juiz again, too.\Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out.\Okada!\No, Takizawa! response:	I finally found you!
context: Oh man.\Mononobe's going after Juiz again, too.\Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out.\Okada!\No, Takizawa!\I finally found you! response:	Let me go!
context: Mononobe's going after Juiz again, too.\Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out.\Okada!\No, Takizawa!\I finally found you!\Let me go! response:	Right now I'm Iinuma Akira...
context: Kuroha protected her once,\but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out.\Okada!\No, Takizawa!\I finally found you!\Let me go!\Right now I'm Iinuma Akira... response:	Like I didn't know that!
context: but if I don't do it myself this time, I won't be able to save anyone.\What do I do? If I use Juiz, I'll get found out.\Okada!\No, Takizawa!\I finally found you!\Let me go!\Right now I'm Iinuma Akira...\Like I didn't know that! response:	What the hell do you think you're doing going from being Air King to the Prime Minister's son!?
context: What do I do? If I use Juiz, I'll get found out.\Okada!\No, Takizawa!\I finally found you!\Let me go!\Right now I'm Iinuma Akira...\Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!? response:	You even dragged us to the airport. What are you up to now!?
context: Okada!\No, Takizawa!\I finally found you!\Let me go!\Right now I'm Iinuma Akira...\Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!? response:	This is gonna be another sausage party, isn't it!
context: No, Takizawa!\I finally found you!\Let me go!\Right now I'm Iinuma Akira...\Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it! response:	Wait, are you one of the 20,000 NEETs?
context: I finally found you!\Let me go!\Right now I'm Iinuma Akira...\Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs? response:	II gathered you here or something?
context: Let me go!\Right now I'm Iinuma Akira...\Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs?\II gathered you here or something? response:	What are you talking about!? You screwed us over!
context: Right now I'm Iinuma Akira...\Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs?\II gathered you here or something?\What are you talking about!? You screwed us over! response:	I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!
context: Like I didn't know that!\What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs?\II gathered you here or something?\What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter! response:	I was better off as a NEET.
context: What the hell do you think you're doing going from being Air King to the Prime Minister's son!?\You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs?\II gathered you here or something?\What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET. response:	Take responsibility!
context: You even dragged us to the airport. What are you up to now!?\This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs?\II gathered you here or something?\What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET.\Take responsibility! response:	I'm pretty sure that one wasn't my fault...
context: This is gonna be another sausage party, isn't it!\Wait, are you one of the 20,000 NEETs?\II gathered you here or something?\What are you talking about!? You screwed us over!\I thought I'd be happier as part of the AKX20000, but now I'm just a freeter!\I was better off as a NEET.\Take responsibility!\I'm pretty sure that one wasn't my fault... response:	Yes it was!
