context: Turn Man and Woman into a Hole New Word response:	Next Time
context: kimi wo dakishimeru nandomo nandomo nandomo\ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda response:	zenryoku de mikansei kimi no tonari de
context: ashita boku wa kimi ni deau darou\wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de response:	kawaita kokoro hodoke chi wo nagasu kedo
context: wazukana hoshiakari wo tayori ni\boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo response:	soba ni iru yo zutto yorisotte zutto
context: boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto response:	futari hikari no fune ni noru
context: sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru response:	kaze no hajimari no oto kanadeyou
context: naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou response:	Even if you're scared
context: kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared response:	Just live your life, don't give up now, keep moving on
context: nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on response:	And I'll come for you over and over and over again
context: zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again response:	We'll find each other soon enough
context: kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough response:	By the faintest glimmer of starlight
context: soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight response:	I know you, I know you
context: futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you response:	It's been billions of years, but now we can open the door to our legend
context: kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend response:	I crossed over the deep blue void
context: Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void response:	so I could burn to ash along with you
context: Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you response:	I've had a long journey on the vast wheel of fate, gathering sorrows along the way
context: And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way response:	I'm not perfect, but I'm giving all I have
context: We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have response:	If I open my fragile heart to you, I know I'll bleed...
context: By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed... response:	But I'll always be with you, always be in your arms
context: I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms response:	We'll get on a shining ship of light
context: It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light response:	And call forth the wind with our voices
context: I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices response:	kaze ni ubawareta wake janai
context: so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai response:	We weren't spirited away on the wind
context: I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind response:	katamichi bun no yuuki de bokura
context: I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura response:	We knew we could never return, and found the courage
context: If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage response:	higeki wo ukeireru
context: But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru response:	to accept the hardship
context: We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship response:	kokoro ga koko ni atta hazu no kuudou
context: And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou response:	There's an emptiness where my heart used to be
context: kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be response:	motto boku ga ookikereba
context: We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba response:	If only I was stronger
context: katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger response:	kimi wo mirai wo sukueta darou ka
context: We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka response:	I could have saved you, and our future...
context: higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future... response:	taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai
context: to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai response:	I only know of one way to keep the people I love
context: kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love response:	sonna anata ga haguretadayou sora
context: There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora response:	And you left me and disappeared into the sky
context: motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky response:	anata ijou no hito ni deaenai
context: If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai response:	I'll never find anyone like you again
context: kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again response:	tsuki ni aragau nagai furea
context: I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea response:	A long flare reaches out against the moon
context: taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon response:	hajimaru mo sezu owaru monogatari
context: I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari response:	The story ends before it could even begin
context: sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin response:	kizutsukiuru yawarakasa
context: And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa response:	So soft, so fragile
context: anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile response:	tojikometa senritsu kanaderu hodo
context: I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo response:	I will call up the melody locked away
context: tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away response:	utau hodo kowareru hodo ni
context: A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni response:	And sing it until I destroy myself
context: hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself response:	anata ga koishii
context: The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii response:	That's how much I love you
context: kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you response:	You still don't know if Jin is alive?
context: So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\You still don't know if Jin is alive? response:	We can't say anything for certain,
context: tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\You still don't know if Jin is alive?\We can't say anything for certain, response:	but we have faith that he is all right.
context: I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\You still don't know if Jin is alive?\We can't say anything for certain,\but we have faith that he is all right. response:	Jin was the last child to be born on Altair.
context: utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\You still don't know if Jin is alive?\We can't say anything for certain,\but we have faith that he is all right.\Jin was the last child to be born on Altair. response:	If we have the power to do so, let's avoid losing him.
context: And sing it until I destroy myself\anata ga koishii\That's how much I love you\You still don't know if Jin is alive?\We can't say anything for certain,\but we have faith that he is all right.\Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him. response:	That aside...
context: anata ga koishii\That's how much I love you\You still don't know if Jin is alive?\We can't say anything for certain,\but we have faith that he is all right.\Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him.\That aside... response:	Look at the combat data he sent back from Vega.
context: That's how much I love you\You still don't know if Jin is alive?\We can't say anything for certain,\but we have faith that he is all right.\Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him.\That aside...\Look at the combat data he sent back from Vega. response:	Mikage may have been right all along.
context: You still don't know if Jin is alive?\We can't say anything for certain,\but we have faith that he is all right.\Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him.\That aside...\Look at the combat data he sent back from Vega.\Mikage may have been right all along. response:	About what?
context: We can't say anything for certain,\but we have faith that he is all right.\Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him.\That aside...\Look at the combat data he sent back from Vega.\Mikage may have been right all along.\About what? response:	The most powerful Rare Igura we're looking for...
context: but we have faith that he is all right.\Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him.\That aside...\Look at the combat data he sent back from Vega.\Mikage may have been right all along.\About what?\The most powerful Rare Igura we're looking for... response:	is probably close to the Machine Angel.
context: Jin was the last child to be born on Altair.\If we have the power to do so, let's avoid losing him.\That aside...\Look at the combat data he sent back from Vega.\Mikage may have been right all along.\About what?\The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel. response:	I won't stand for this!
context: If we have the power to do so, let's avoid losing him.\That aside...\Look at the combat data he sent back from Vega.\Mikage may have been right all along.\About what?\The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel.\I won't stand for this! response:	We're not authorized to sortie?
context: That aside...\Look at the combat data he sent back from Vega.\Mikage may have been right all along.\About what?\The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel.\I won't stand for this!\We're not authorized to sortie? response:	They said to stand by until Jin's safety was confirmed.
context: Look at the combat data he sent back from Vega.\Mikage may have been right all along.\About what?\The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel.\I won't stand for this!\We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed. response:	Well, I'm not going to sit tight and wait.
context: Mikage may have been right all along.\About what?\The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel.\I won't stand for this!\We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait. response:	We're going to Vega, even if we have to go alone!
context: About what?\The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel.\I won't stand for this!\We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone! response:	Yeah!
context: The most powerful Rare Igura we're looking for...\is probably close to the Machine Angel.\I won't stand for this!\We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone!\Yeah! response:	How beautiful.
context: is probably close to the Machine Angel.\I won't stand for this!\We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone!\Yeah!\How beautiful. response:	I'm a bit envious of Jin.
context: I won't stand for this!\We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone!\Yeah!\How beautiful.\I'm a bit envious of Jin. response:	I didn't think he was so loved by his men.
context: We're not authorized to sortie?\They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone!\Yeah!\How beautiful.\I'm a bit envious of Jin.\I didn't think he was so loved by his men. response:	Who are you?
context: They said to stand by until Jin's safety was confirmed.\Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone!\Yeah!\How beautiful.\I'm a bit envious of Jin.\I didn't think he was so loved by his men.\Who are you? response:	Brave and loyal soldiers, may you always have hope...
context: Well, I'm not going to sit tight and wait.\We're going to Vega, even if we have to go alone!\Yeah!\How beautiful.\I'm a bit envious of Jin.\I didn't think he was so loved by his men.\Who are you?\Brave and loyal soldiers, may you always have hope... response:	My holes!
context: We're going to Vega, even if we have to go alone!\Yeah!\How beautiful.\I'm a bit envious of Jin.\I didn't think he was so loved by his men.\Who are you?\Brave and loyal soldiers, may you always have hope...\My holes! response:	Someone's filled them again.
context: Yeah!\How beautiful.\I'm a bit envious of Jin.\I didn't think he was so loved by his men.\Who are you?\Brave and loyal soldiers, may you always have hope...\My holes!\Someone's filled them again. response:	You think this was all one person?
context: How beautiful.\I'm a bit envious of Jin.\I didn't think he was so loved by his men.\Who are you?\Brave and loyal soldiers, may you always have hope...\My holes!\Someone's filled them again.\You think this was all one person? response:	So cold and hard...
context: I'm a bit envious of Jin.\I didn't think he was so loved by his men.\Who are you?\Brave and loyal soldiers, may you always have hope...\My holes!\Someone's filled them again.\You think this was all one person?\So cold and hard... response:	I'll find that lonely girl and dig a tunnel into her heart!
context: I didn't think he was so loved by his men.\Who are you?\Brave and loyal soldiers, may you always have hope...\My holes!\Someone's filled them again.\You think this was all one person?\So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart! response:	You still don't know if it's a girl.
context: Who are you?\Brave and loyal soldiers, may you always have hope...\My holes!\Someone's filled them again.\You think this was all one person?\So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl. response:	A luxurious restaurant with a breathtaking night view!
context: Brave and loyal soldiers, may you always have hope...\My holes!\Someone's filled them again.\You think this was all one person?\So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view! response:	Wow!
context: My holes!\Someone's filled them again.\You think this was all one person?\So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view!\Wow! response:	You're going on a date, Sazanka?
context: Someone's filled them again.\You think this was all one person?\So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view!\Wow!\You're going on a date, Sazanka? response:	Not me.
context: You think this was all one person?\So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view!\Wow!\You're going on a date, Sazanka?\Not me. response:	But Shrade and Cayenne, ooh...
context: So cold and hard...\I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view!\Wow!\You're going on a date, Sazanka?\Not me.\But Shrade and Cayenne, ooh... response:	What about Cayenne?
context: I'll find that lonely girl and dig a tunnel into her heart!\You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view!\Wow!\You're going on a date, Sazanka?\Not me.\But Shrade and Cayenne, ooh...\What about Cayenne? response:	Oh, nothing.
context: You still don't know if it's a girl.\A luxurious restaurant with a breathtaking night view!\Wow!\You're going on a date, Sazanka?\Not me.\But Shrade and Cayenne, ooh...\What about Cayenne?\Oh, nothing. response:	I just don't have a partner like you do, so...
context: A luxurious restaurant with a breathtaking night view!\Wow!\You're going on a date, Sazanka?\Not me.\But Shrade and Cayenne, ooh...\What about Cayenne?\Oh, nothing.\I just don't have a partner like you do, so... response:	I have a partner?
context: Wow!\You're going on a date, Sazanka?\Not me.\But Shrade and Cayenne, ooh...\What about Cayenne?\Oh, nothing.\I just don't have a partner like you do, so...\I have a partner? response:	Amata.
context: You're going on a date, Sazanka?\Not me.\But Shrade and Cayenne, ooh...\What about Cayenne?\Oh, nothing.\I just don't have a partner like you do, so...\I have a partner?\Amata. response:	Amata isn't my partner!
context: Not me.\But Shrade and Cayenne, ooh...\What about Cayenne?\Oh, nothing.\I just don't have a partner like you do, so...\I have a partner?\Amata.\Amata isn't my partner! response:	I'll take him if you don't want him.
context: But Shrade and Cayenne, ooh...\What about Cayenne?\Oh, nothing.\I just don't have a partner like you do, so...\I have a partner?\Amata.\Amata isn't my partner!\I'll take him if you don't want him. response:	Neo-Kowloon has some really charming little hole in the wall places.
context: What about Cayenne?\Oh, nothing.\I just don't have a partner like you do, so...\I have a partner?\Amata.\Amata isn't my partner!\I'll take him if you don't want him.\Neo-Kowloon has some really charming little hole in the wall places. response:	That's filthy!
context: Oh, nothing.\I just don't have a partner like you do, so...\I have a partner?\Amata.\Amata isn't my partner!\I'll take him if you don't want him.\Neo-Kowloon has some really charming little hole in the wall places.\That's filthy! response:	That's a magazine for dirty boys with no standards and inappropriate goals!
context: I just don't have a partner like you do, so...\I have a partner?\Amata.\Amata isn't my partner!\I'll take him if you don't want him.\Neo-Kowloon has some really charming little hole in the wall places.\That's filthy!\That's a magazine for dirty boys with no standards and inappropriate goals! response:	Seriously?
context: I have a partner?\Amata.\Amata isn't my partner!\I'll take him if you don't want him.\Neo-Kowloon has some really charming little hole in the wall places.\That's filthy!\That's a magazine for dirty boys with no standards and inappropriate goals!\Seriously? response:	Hole in the wall? Disgusting!
context: Amata.\Amata isn't my partner!\I'll take him if you don't want him.\Neo-Kowloon has some really charming little hole in the wall places.\That's filthy!\That's a magazine for dirty boys with no standards and inappropriate goals!\Seriously?\Hole in the wall? Disgusting! response:	I never want to see you reading about such pollution again!
context: Amata isn't my partner!\I'll take him if you don't want him.\Neo-Kowloon has some really charming little hole in the wall places.\That's filthy!\That's a magazine for dirty boys with no standards and inappropriate goals!\Seriously?\Hole in the wall? Disgusting!\I never want to see you reading about such pollution again! response:	Did I strike a nerve?
