context: Times have changed response:	The earth is crumbling
context: Get out\Or I'll show you the strength of the strongest law enforcers in the galaxy\Sirs\Big bro said to come here to beat someone up\I suggest you go patrol somewhere else\What a joke\This little scat thinks he's a gangster\If any gangster dares come here response:	I'll hit him till his parents can't recognize him
context: Or I'll show you the strength of the strongest law enforcers in the galaxy\Sirs\Big bro said to come here to beat someone up\I suggest you go patrol somewhere else\What a joke\This little scat thinks he's a gangster\If any gangster dares come here\I'll hit him till his parents can't recognize him response:	Are you talking about us?
context: Sirs\Big bro said to come here to beat someone up\I suggest you go patrol somewhere else\What a joke\This little scat thinks he's a gangster\If any gangster dares come here\I'll hit him till his parents can't recognize him\Are you talking about us? response:	b,b,b, big bros...
context: Big bro said to come here to beat someone up\I suggest you go patrol somewhere else\What a joke\This little scat thinks he's a gangster\If any gangster dares come here\I'll hit him till his parents can't recognize him\Are you talking about us?\b,b,b, big bros... response:	We'll never pick on you guys again
context: I suggest you go patrol somewhere else\What a joke\This little scat thinks he's a gangster\If any gangster dares come here\I'll hit him till his parents can't recognize him\Are you talking about us?\b,b,b, big bros...\We'll never pick on you guys again response:	Hate people who wear armbands
context: What a joke\This little scat thinks he's a gangster\If any gangster dares come here\I'll hit him till his parents can't recognize him\Are you talking about us?\b,b,b, big bros...\We'll never pick on you guys again\Hate people who wear armbands response:	What's the progress on the task I gave you?
context: This little scat thinks he's a gangster\If any gangster dares come here\I'll hit him till his parents can't recognize him\Are you talking about us?\b,b,b, big bros...\We'll never pick on you guys again\Hate people who wear armbands\What's the progress on the task I gave you? response:	Big bro, it's completed
context: If any gangster dares come here\I'll hit him till his parents can't recognize him\Are you talking about us?\b,b,b, big bros...\We'll never pick on you guys again\Hate people who wear armbands\What's the progress on the task I gave you?\Big bro, it's completed response:	We've found a skill one
context: I'll hit him till his parents can't recognize him\Are you talking about us?\b,b,b, big bros...\We'll never pick on you guys again\Hate people who wear armbands\What's the progress on the task I gave you?\Big bro, it's completed\We've found a skill one response:	Okay, don't disappoint me
context: Are you talking about us?\b,b,b, big bros...\We'll never pick on you guys again\Hate people who wear armbands\What's the progress on the task I gave you?\Big bro, it's completed\We've found a skill one\Okay, don't disappoint me response:	That Yeyan really can fight
context: b,b,b, big bros...\We'll never pick on you guys again\Hate people who wear armbands\What's the progress on the task I gave you?\Big bro, it's completed\We've found a skill one\Okay, don't disappoint me\That Yeyan really can fight response:	(What's happening?)
context: We'll never pick on you guys again\Hate people who wear armbands\What's the progress on the task I gave you?\Big bro, it's completed\We've found a skill one\Okay, don't disappoint me\That Yeyan really can fight\(What's happening?) response:	So these scraps are your people?
context: Hate people who wear armbands\What's the progress on the task I gave you?\Big bro, it's completed\We've found a skill one\Okay, don't disappoint me\That Yeyan really can fight\(What's happening?)\So these scraps are your people? response:	Hehehehe
context: What's the progress on the task I gave you?\Big bro, it's completed\We've found a skill one\Okay, don't disappoint me\That Yeyan really can fight\(What's happening?)\So these scraps are your people?\Hehehehe response:	Can't take a single blow
context: Big bro, it's completed\We've found a skill one\Okay, don't disappoint me\That Yeyan really can fight\(What's happening?)\So these scraps are your people?\Hehehehe\Can't take a single blow response:	Is... Isn't this gangster middle's buff bro?
context: We've found a skill one\Okay, don't disappoint me\That Yeyan really can fight\(What's happening?)\So these scraps are your people?\Hehehehe\Can't take a single blow\Is... Isn't this gangster middle's buff bro? response:	He's a serial killer!
context: Okay, don't disappoint me\That Yeyan really can fight\(What's happening?)\So these scraps are your people?\Hehehehe\Can't take a single blow\Is... Isn't this gangster middle's buff bro?\He's a serial killer! response:	(Kill?...)
context: That Yeyan really can fight\(What's happening?)\So these scraps are your people?\Hehehehe\Can't take a single blow\Is... Isn't this gangster middle's buff bro?\He's a serial killer!\(Kill?...) response:	Run for it!
context: (What's happening?)\So these scraps are your people?\Hehehehe\Can't take a single blow\Is... Isn't this gangster middle's buff bro?\He's a serial killer!\(Kill?...)\Run for it! response:	Hehe
context: So these scraps are your people?\Hehehehe\Can't take a single blow\Is... Isn't this gangster middle's buff bro?\He's a serial killer!\(Kill?...)\Run for it!\Hehe response:	Of course it's big bro, he's calm even when in front of a serial killer
context: Hehehehe\Can't take a single blow\Is... Isn't this gangster middle's buff bro?\He's a serial killer!\(Kill?...)\Run for it!\Hehe\Of course it's big bro, he's calm even when in front of a serial killer response:	Take your pants off
context: Can't take a single blow\Is... Isn't this gangster middle's buff bro?\He's a serial killer!\(Kill?...)\Run for it!\Hehe\Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off response:	Huh?
context: Is... Isn't this gangster middle's buff bro?\He's a serial killer!\(Kill?...)\Run for it!\Hehe\Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off\Huh? response:	What?
context: He's a serial killer!\(Kill?...)\Run for it!\Hehe\Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off\Huh?\What? response:	I told you to take your pants off
context: (Kill?...)\Run for it!\Hehe\Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off\Huh?\What?\I told you to take your pants off response:	Huh?
context: Run for it!\Hehe\Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off\Huh?\What?\I told you to take your pants off\Huh? response:	Why I'm I wearing big bro's pants?
context: Hehe\Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off\Huh?\What?\I told you to take your pants off\Huh?\Why I'm I wearing big bro's pants? response:	Somehow, I'm feeling exited
context: Of course it's big bro, he's calm even when in front of a serial killer\Take your pants off\Huh?\What?\I told you to take your pants off\Huh?\Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited response:	Your thinking to much, when buff bro is here there's no one he can't beat
context: Take your pants off\Huh?\What?\I told you to take your pants off\Huh?\Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat response:	Teach those kids a lesson, let them stay in the hospital
context: Huh?\What?\I told you to take your pants off\Huh?\Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital response:	I'll definitely not give them mercy
context: What?\I told you to take your pants off\Huh?\Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy response:	Unless I can kill them, then you go deal with them
context: I told you to take your pants off\Huh?\Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy\Unless I can kill them, then you go deal with them response:	Um, th, this, th this...
context: Huh?\Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy\Unless I can kill them, then you go deal with them\Um, th, this, th this... response:	Big bro, is that Yeyan kid coming to fight us in disguise?
context: Why I'm I wearing big bro's pants?\Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy\Unless I can kill them, then you go deal with them\Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise? response:	So conspicuous, he thinks nothing of us
context: Somehow, I'm feeling exited\Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy\Unless I can kill them, then you go deal with them\Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us response:	Big strong bro, it's up to you
context: Your thinking to much, when buff bro is here there's no one he can't beat\Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy\Unless I can kill them, then you go deal with them\Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us\Big strong bro, it's up to you response:	Prepare...
context: Teach those kids a lesson, let them stay in the hospital\I'll definitely not give them mercy\Unless I can kill them, then you go deal with them\Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us\Big strong bro, it's up to you\Prepare... response:	Follow him
context: I'll definitely not give them mercy\Unless I can kill them, then you go deal with them\Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us\Big strong bro, it's up to you\Prepare...\Follow him response:	Big bro, you sure he's a serial killer and not a thief?
context: Unless I can kill them, then you go deal with them\Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us\Big strong bro, it's up to you\Prepare...\Follow him\Big bro, you sure he's a serial killer and not a thief? response:	Huh?
context: Um, th, this, th this...\Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us\Big strong bro, it's up to you\Prepare...\Follow him\Big bro, you sure he's a serial killer and not a thief?\Huh? response:	The clouds are gathering
context: Big bro, is that Yeyan kid coming to fight us in disguise?\So conspicuous, he thinks nothing of us\Big strong bro, it's up to you\Prepare...\Follow him\Big bro, you sure he's a serial killer and not a thief?\Huh?\The clouds are gathering response:	The time has come!
context: So conspicuous, he thinks nothing of us\Big strong bro, it's up to you\Prepare...\Follow him\Big bro, you sure he's a serial killer and not a thief?\Huh?\The clouds are gathering\The time has come! response:	Woah! He's burst his clothes!
context: Big strong bro, it's up to you\Prepare...\Follow him\Big bro, you sure he's a serial killer and not a thief?\Huh?\The clouds are gathering\The time has come!\Woah! He's burst his clothes! response:	Wah! He's even wearing a thong!
context: Prepare...\Follow him\Big bro, you sure he's a serial killer and not a thief?\Huh?\The clouds are gathering\The time has come!\Woah! He's burst his clothes!\Wah! He's even wearing a thong! response:	Hmph
context: Follow him\Big bro, you sure he's a serial killer and not a thief?\Huh?\The clouds are gathering\The time has come!\Woah! He's burst his clothes!\Wah! He's even wearing a thong!\Hmph response:	Those commoners
context: Big bro, you sure he's a serial killer and not a thief?\Huh?\The clouds are gathering\The time has come!\Woah! He's burst his clothes!\Wah! He's even wearing a thong!\Hmph\Those commoners response:	I look weird to them because they cannot see my transformation
context: Huh?\The clouds are gathering\The time has come!\Woah! He's burst his clothes!\Wah! He's even wearing a thong!\Hmph\Those commoners\I look weird to them because they cannot see my transformation response:	Kid
context: The clouds are gathering\The time has come!\Woah! He's burst his clothes!\Wah! He's even wearing a thong!\Hmph\Those commoners\I look weird to them because they cannot see my transformation\Kid response:	Go to hell!
context: The time has come!\Woah! He's burst his clothes!\Wah! He's even wearing a thong!\Hmph\Those commoners\I look weird to them because they cannot see my transformation\Kid\Go to hell! response:	Huh? A bear?
context: Woah! He's burst his clothes!\Wah! He's even wearing a thong!\Hmph\Those commoners\I look weird to them because they cannot see my transformation\Kid\Go to hell!\Huh? A bear? response:	Taking people's clothes off the moment you meet them, what a sexually frustrated bear
context: Wah! He's even wearing a thong!\Hmph\Those commoners\I look weird to them because they cannot see my transformation\Kid\Go to hell!\Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear response:	A demon flag?
context: Hmph\Those commoners\I look weird to them because they cannot see my transformation\Kid\Go to hell!\Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag? response:	Could you be?
context: Those commoners\I look weird to them because they cannot see my transformation\Kid\Go to hell!\Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag?\Could you be? response:	I am a censorate of the night
context: I look weird to them because they cannot see my transformation\Kid\Go to hell!\Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag?\Could you be?\I am a censorate of the night response:	Nightwatcher
context: Kid\Go to hell!\Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag?\Could you be?\I am a censorate of the night\Nightwatcher response:	Yeyan is my name
context: Go to hell!\Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag?\Could you be?\I am a censorate of the night\Nightwatcher\Yeyan is my name response:	What a strong sinister aura
context: Huh? A bear?\Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag?\Could you be?\I am a censorate of the night\Nightwatcher\Yeyan is my name\What a strong sinister aura response:	Could monsters be active during the day?
context: Taking people's clothes off the moment you meet them, what a sexually frustrated bear\A demon flag?\Could you be?\I am a censorate of the night\Nightwatcher\Yeyan is my name\What a strong sinister aura\Could monsters be active during the day? response:	Kid
context: A demon flag?\Could you be?\I am a censorate of the night\Nightwatcher\Yeyan is my name\What a strong sinister aura\Could monsters be active during the day?\Kid response:	To bother a censorate
context: Could you be?\I am a censorate of the night\Nightwatcher\Yeyan is my name\What a strong sinister aura\Could monsters be active during the day?\Kid\To bother a censorate response:	Are you tired of living?
context: I am a censorate of the night\Nightwatcher\Yeyan is my name\What a strong sinister aura\Could monsters be active during the day?\Kid\To bother a censorate\Are you tired of living? response:	I don't care, I'll kill you guys!
context: Nightwatcher\Yeyan is my name\What a strong sinister aura\Could monsters be active during the day?\Kid\To bother a censorate\Are you tired of living?\I don't care, I'll kill you guys! response:	Big strong bro is um...
context: Yeyan is my name\What a strong sinister aura\Could monsters be active during the day?\Kid\To bother a censorate\Are you tired of living?\I don't care, I'll kill you guys!\Big strong bro is um... response:	This type of reaction is really interesting
context: What a strong sinister aura\Could monsters be active during the day?\Kid\To bother a censorate\Are you tired of living?\I don't care, I'll kill you guys!\Big strong bro is um...\This type of reaction is really interesting response:	It looks like he's punishing himself
context: Could monsters be active during the day?\Kid\To bother a censorate\Are you tired of living?\I don't care, I'll kill you guys!\Big strong bro is um...\This type of reaction is really interesting\It looks like he's punishing himself response:	As expected from a noble
context: Kid\To bother a censorate\Are you tired of living?\I don't care, I'll kill you guys!\Big strong bro is um...\This type of reaction is really interesting\It looks like he's punishing himself\As expected from a noble response:	Sorry, I'm wrong!
context: To bother a censorate\Are you tired of living?\I don't care, I'll kill you guys!\Big strong bro is um...\This type of reaction is really interesting\It looks like he's punishing himself\As expected from a noble\Sorry, I'm wrong! response:	Please spare me!
context: Are you tired of living?\I don't care, I'll kill you guys!\Big strong bro is um...\This type of reaction is really interesting\It looks like he's punishing himself\As expected from a noble\Sorry, I'm wrong!\Please spare me! response:	Then just let me capture you for my own use
context: I don't care, I'll kill you guys!\Big strong bro is um...\This type of reaction is really interesting\It looks like he's punishing himself\As expected from a noble\Sorry, I'm wrong!\Please spare me!\Then just let me capture you for my own use response:	That's no good
context: Big strong bro is um...\This type of reaction is really interesting\It looks like he's punishing himself\As expected from a noble\Sorry, I'm wrong!\Please spare me!\Then just let me capture you for my own use\That's no good response:	I'll let you reconsider
context: This type of reaction is really interesting\It looks like he's punishing himself\As expected from a noble\Sorry, I'm wrong!\Please spare me!\Then just let me capture you for my own use\That's no good\I'll let you reconsider response:	If I'm captured by a nightwatcher
context: It looks like he's punishing himself\As expected from a noble\Sorry, I'm wrong!\Please spare me!\Then just let me capture you for my own use\That's no good\I'll let you reconsider\If I'm captured by a nightwatcher response:	Then I won't be able to reincarnate
context: As expected from a noble\Sorry, I'm wrong!\Please spare me!\Then just let me capture you for my own use\That's no good\I'll let you reconsider\If I'm captured by a nightwatcher\Then I won't be able to reincarnate response:	Also all my freedom will also be taken away!
context: Sorry, I'm wrong!\Please spare me!\Then just let me capture you for my own use\That's no good\I'll let you reconsider\If I'm captured by a nightwatcher\Then I won't be able to reincarnate\Also all my freedom will also be taken away! response:	Following Yan bro has alot a prospects
context: Please spare me!\Then just let me capture you for my own use\That's no good\I'll let you reconsider\If I'm captured by a nightwatcher\Then I won't be able to reincarnate\Also all my freedom will also be taken away!\Following Yan bro has alot a prospects response:	But... I don't want to
context: Then just let me capture you for my own use\That's no good\I'll let you reconsider\If I'm captured by a nightwatcher\Then I won't be able to reincarnate\Also all my freedom will also be taken away!\Following Yan bro has alot a prospects\But... I don't want to response:	Look! A bird!
context: That's no good\I'll let you reconsider\If I'm captured by a nightwatcher\Then I won't be able to reincarnate\Also all my freedom will also be taken away!\Following Yan bro has alot a prospects\But... I don't want to\Look! A bird! response:	How dare you run!
context: I'll let you reconsider\If I'm captured by a nightwatcher\Then I won't be able to reincarnate\Also all my freedom will also be taken away!\Following Yan bro has alot a prospects\But... I don't want to\Look! A bird!\How dare you run! response:	Hehe, those guys are lacking in intelligence
context: If I'm captured by a nightwatcher\Then I won't be able to reincarnate\Also all my freedom will also be taken away!\Following Yan bro has alot a prospects\But... I don't want to\Look! A bird!\How dare you run!\Hehe, those guys are lacking in intelligence response:	Everyone move aside!
context: Then I won't be able to reincarnate\Also all my freedom will also be taken away!\Following Yan bro has alot a prospects\But... I don't want to\Look! A bird!\How dare you run!\Hehe, those guys are lacking in intelligence\Everyone move aside! response:	I will kill those who defy!
context: Also all my freedom will also be taken away!\Following Yan bro has alot a prospects\But... I don't want to\Look! A bird!\How dare you run!\Hehe, those guys are lacking in intelligence\Everyone move aside!\I will kill those who defy! response:	Huh? Buff bro is...
context: Following Yan bro has alot a prospects\But... I don't want to\Look! A bird!\How dare you run!\Hehe, those guys are lacking in intelligence\Everyone move aside!\I will kill those who defy!\Huh? Buff bro is... response:	Streaking?
context: But... I don't want to\Look! A bird!\How dare you run!\Hehe, those guys are lacking in intelligence\Everyone move aside!\I will kill those who defy!\Huh? Buff bro is...\Streaking? response:	That's vile!
context: Look! A bird!\How dare you run!\Hehe, those guys are lacking in intelligence\Everyone move aside!\I will kill those who defy!\Huh? Buff bro is...\Streaking?\That's vile! response:	Not good!
context: How dare you run!\Hehe, those guys are lacking in intelligence\Everyone move aside!\I will kill those who defy!\Huh? Buff bro is...\Streaking?\That's vile!\Not good! response:	Son of a bitch
context: Hehe, those guys are lacking in intelligence\Everyone move aside!\I will kill those who defy!\Huh? Buff bro is...\Streaking?\That's vile!\Not good!\Son of a bitch response:	This fat turd will kill someone for the sake of escaping
context: Everyone move aside!\I will kill those who defy!\Huh? Buff bro is...\Streaking?\That's vile!\Not good!\Son of a bitch\This fat turd will kill someone for the sake of escaping response:	I guess I'll have to...
context: I will kill those who defy!\Huh? Buff bro is...\Streaking?\That's vile!\Not good!\Son of a bitch\This fat turd will kill someone for the sake of escaping\I guess I'll have to... response:	Huh?
context: Huh? Buff bro is...\Streaking?\That's vile!\Not good!\Son of a bitch\This fat turd will kill someone for the sake of escaping\I guess I'll have to...\Huh? response:	In the light of day
context: Streaking?\That's vile!\Not good!\Son of a bitch\This fat turd will kill someone for the sake of escaping\I guess I'll have to...\Huh?\In the light of day response:	Yet you commit crimes and harm lives
