context: There you go, making that face again, response:	biting onto your lips.
context: Want to come home with me?\It's so pretty.\I'm going to show mom.\Mom...\No, I can't be crying when I'm going to become a man!\From now on, I have to live on my own!\I'm going now, Touko-san.\Take care and have fun. response:	I will.
context: It's so pretty.\I'm going to show mom.\Mom...\No, I can't be crying when I'm going to become a man!\From now on, I have to live on my own!\I'm going now, Touko-san.\Take care and have fun.\I will. response:	Takashi.
context: I'm going to show mom.\Mom...\No, I can't be crying when I'm going to become a man!\From now on, I have to live on my own!\I'm going now, Touko-san.\Take care and have fun.\I will.\Takashi. response:	Yes?
context: Mom...\No, I can't be crying when I'm going to become a man!\From now on, I have to live on my own!\I'm going now, Touko-san.\Take care and have fun.\I will.\Takashi.\Yes? response:	You're going to the hot spring reserve on your study trip, right?
context: No, I can't be crying when I'm going to become a man!\From now on, I have to live on my own!\I'm going now, Touko-san.\Take care and have fun.\I will.\Takashi.\Yes?\You're going to the hot spring reserve on your study trip, right? response:	Yes.
context: From now on, I have to live on my own!\I'm going now, Touko-san.\Take care and have fun.\I will.\Takashi.\Yes?\You're going to the hot spring reserve on your study trip, right?\Yes. response:	Ah, I'm sorry for having you pay for the trip.
context: I'm going now, Touko-san.\Take care and have fun.\I will.\Takashi.\Yes?\You're going to the hot spring reserve on your study trip, right?\Yes.\Ah, I'm sorry for having you pay for the trip. response:	You don't need to worry about that.
context: Take care and have fun.\I will.\Takashi.\Yes?\You're going to the hot spring reserve on your study trip, right?\Yes.\Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that. response:	I just have a small favor to ask of you.
context: I will.\Takashi.\Yes?\You're going to the hot spring reserve on your study trip, right?\Yes.\Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that.\I just have a small favor to ask of you. response:	There's a pottery in the mountains near the hot springs,
context: Takashi.\Yes?\You're going to the hot spring reserve on your study trip, right?\Yes.\Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that.\I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs, response:	so could you pick up some tea cups for me?
context: Yes?\You're going to the hot spring reserve on your study trip, right?\Yes.\Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that.\I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me? response:	I received a call saying that they were almost done.
context: You're going to the hot spring reserve on your study trip, right?\Yes.\Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that.\I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me?\I received a call saying that they were almost done. response:	Could I ask you to do this?
context: Yes.\Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that.\I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me?\I received a call saying that they were almost done.\Could I ask you to do this? response:	Of course, Shigeru-san.
context: Ah, I'm sorry for having you pay for the trip.\You don't need to worry about that.\I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me?\I received a call saying that they were almost done.\Could I ask you to do this?\Of course, Shigeru-san. response:	What a weird laugh, Natsume.
context: You don't need to worry about that.\I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me?\I received a call saying that they were almost done.\Could I ask you to do this?\Of course, Shigeru-san.\What a weird laugh, Natsume. response:	Sensei, when did you get in?
context: I just have a small favor to ask of you.\There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me?\I received a call saying that they were almost done.\Could I ask you to do this?\Of course, Shigeru-san.\What a weird laugh, Natsume.\Sensei, when did you get in? response:	Isn't it natural for your bodyguard to follow you?
context: There's a pottery in the mountains near the hot springs,\so could you pick up some tea cups for me?\I received a call saying that they were almost done.\Could I ask you to do this?\Of course, Shigeru-san.\What a weird laugh, Natsume.\Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you? response:	That's true, but...
context: so could you pick up some tea cups for me?\I received a call saying that they were almost done.\Could I ask you to do this?\Of course, Shigeru-san.\What a weird laugh, Natsume.\Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you?\That's true, but... response:	So, what are you so happy about?
context: I received a call saying that they were almost done.\Could I ask you to do this?\Of course, Shigeru-san.\What a weird laugh, Natsume.\Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you?\That's true, but...\So, what are you so happy about? response:	It feels good to be asked to do a favor for someone else.
context: Could I ask you to do this?\Of course, Shigeru-san.\What a weird laugh, Natsume.\Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you?\That's true, but...\So, what are you so happy about?\It feels good to be asked to do a favor for someone else. response:	Great people will eventually meet their ruin,
context: Of course, Shigeru-san.\What a weird laugh, Natsume.\Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you?\That's true, but...\So, what are you so happy about?\It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin, response:	much like dust before the wind.
context: What a weird laugh, Natsume.\Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you?\That's true, but...\So, what are you so happy about?\It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin,\much like dust before the wind. response:	All right, let's end the morning class here.
context: Sensei, when did you get in?\Isn't it natural for your bodyguard to follow you?\That's true, but...\So, what are you so happy about?\It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin,\much like dust before the wind.\All right, let's end the morning class here. response:	You have free time until lunch.
context: Isn't it natural for your bodyguard to follow you?\That's true, but...\So, what are you so happy about?\It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin,\much like dust before the wind.\All right, let's end the morning class here.\You have free time until lunch. response:	All right! What should we do?
context: That's true, but...\So, what are you so happy about?\It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin,\much like dust before the wind.\All right, let's end the morning class here.\You have free time until lunch.\All right! What should we do? response:	We've got to go to the hot spring first!
context: So, what are you so happy about?\It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin,\much like dust before the wind.\All right, let's end the morning class here.\You have free time until lunch.\All right! What should we do?\We've got to go to the hot spring first! response:	Right, Natsume?
context: It feels good to be asked to do a favor for someone else.\Great people will eventually meet their ruin,\much like dust before the wind.\All right, let's end the morning class here.\You have free time until lunch.\All right! What should we do?\We've got to go to the hot spring first!\Right, Natsume? response:	Sorry, I have some business to take care of.
context: Great people will eventually meet their ruin,\much like dust before the wind.\All right, let's end the morning class here.\You have free time until lunch.\All right! What should we do?\We've got to go to the hot spring first!\Right, Natsume?\Sorry, I have some business to take care of. response:	Oh, really?
context: much like dust before the wind.\All right, let's end the morning class here.\You have free time until lunch.\All right! What should we do?\We've got to go to the hot spring first!\Right, Natsume?\Sorry, I have some business to take care of.\Oh, really? response:	Ah, I'm sure it's in this area.
context: All right, let's end the morning class here.\You have free time until lunch.\All right! What should we do?\We've got to go to the hot spring first!\Right, Natsume?\Sorry, I have some business to take care of.\Oh, really?\Ah, I'm sure it's in this area. response:	Ah, over there.
context: You have free time until lunch.\All right! What should we do?\We've got to go to the hot spring first!\Right, Natsume?\Sorry, I have some business to take care of.\Oh, really?\Ah, I'm sure it's in this area.\Ah, over there. response:	Hey, you weak little fox!
context: All right! What should we do?\We've got to go to the hot spring first!\Right, Natsume?\Sorry, I have some business to take care of.\Oh, really?\Ah, I'm sure it's in this area.\Ah, over there.\Hey, you weak little fox! response:	You're still hanging around the forest?
context: We've got to go to the hot spring first!\Right, Natsume?\Sorry, I have some business to take care of.\Oh, really?\Ah, I'm sure it's in this area.\Ah, over there.\Hey, you weak little fox!\You're still hanging around the forest? response:	You're an eyesore, you useless brat!
context: Right, Natsume?\Sorry, I have some business to take care of.\Oh, really?\Ah, I'm sure it's in this area.\Ah, over there.\Hey, you weak little fox!\You're still hanging around the forest?\You're an eyesore, you useless brat! response:	Leave the forest, you useless brat!
context: Sorry, I have some business to take care of.\Oh, really?\Ah, I'm sure it's in this area.\Ah, over there.\Hey, you weak little fox!\You're still hanging around the forest?\You're an eyesore, you useless brat!\Leave the forest, you useless brat! response:	Useless brat?
context: Oh, really?\Ah, I'm sure it's in this area.\Ah, over there.\Hey, you weak little fox!\You're still hanging around the forest?\You're an eyesore, you useless brat!\Leave the forest, you useless brat!\Useless brat? response:	Leave!
context: Ah, I'm sure it's in this area.\Ah, over there.\Hey, you weak little fox!\You're still hanging around the forest?\You're an eyesore, you useless brat!\Leave the forest, you useless brat!\Useless brat?\Leave! response:	Stop!
context: Ah, over there.\Hey, you weak little fox!\You're still hanging around the forest?\You're an eyesore, you useless brat!\Leave the forest, you useless brat!\Useless brat?\Leave!\Stop! response:	W-Who is he?
context: Hey, you weak little fox!\You're still hanging around the forest?\You're an eyesore, you useless brat!\Leave the forest, you useless brat!\Useless brat?\Leave!\Stop!\W-Who is he? response:	What are you doing bullying this little child?
context: You're still hanging around the forest?\You're an eyesore, you useless brat!\Leave the forest, you useless brat!\Useless brat?\Leave!\Stop!\W-Who is he?\What are you doing bullying this little child? response:	Are you a human child?
context: You're an eyesore, you useless brat!\Leave the forest, you useless brat!\Useless brat?\Leave!\Stop!\W-Who is he?\What are you doing bullying this little child?\Are you a human child? response:	How dare a human child look down on us!
context: Leave the forest, you useless brat!\Useless brat?\Leave!\Stop!\W-Who is he?\What are you doing bullying this little child?\Are you a human child?\How dare a human child look down on us! response:	How impetuous! I'll kill you!
context: Useless brat?\Leave!\Stop!\W-Who is he?\What are you doing bullying this little child?\Are you a human child?\How dare a human child look down on us!\How impetuous! I'll kill you! response:	Oh well.
context: Leave!\Stop!\W-Who is he?\What are you doing bullying this little child?\Are you a human child?\How dare a human child look down on us!\How impetuous! I'll kill you!\Oh well. response:	You're a real busybody as always, Natsume.
context: Stop!\W-Who is he?\What are you doing bullying this little child?\Are you a human child?\How dare a human child look down on us!\How impetuous! I'll kill you!\Oh well.\You're a real busybody as always, Natsume. response:	It couldn't be helped.
context: W-Who is he?\What are you doing bullying this little child?\Are you a human child?\How dare a human child look down on us!\How impetuous! I'll kill you!\Oh well.\You're a real busybody as always, Natsume.\It couldn't be helped. response:	Still, what a waste of time.
context: What are you doing bullying this little child?\Are you a human child?\How dare a human child look down on us!\How impetuous! I'll kill you!\Oh well.\You're a real busybody as always, Natsume.\It couldn't be helped.\Still, what a waste of time. response:	We have to come back again.
context: Are you a human child?\How dare a human child look down on us!\How impetuous! I'll kill you!\Oh well.\You're a real busybody as always, Natsume.\It couldn't be helped.\Still, what a waste of time.\We have to come back again. response:	It can't be helped, the tea cups won't be finished baking until tomorrow.
context: How dare a human child look down on us!\How impetuous! I'll kill you!\Oh well.\You're a real busybody as always, Natsume.\It couldn't be helped.\Still, what a waste of time.\We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow. response:	Humans are such troublesome creatures.
context: How impetuous! I'll kill you!\Oh well.\You're a real busybody as always, Natsume.\It couldn't be helped.\Still, what a waste of time.\We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures. response:	They go so far just for a container for food,
context: Oh well.\You're a real busybody as always, Natsume.\It couldn't be helped.\Still, what a waste of time.\We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures.\They go so far just for a container for food, response:	yet they could just buy it at the local super market.
context: You're a real busybody as always, Natsume.\It couldn't be helped.\Still, what a waste of time.\We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures.\They go so far just for a container for food,\yet they could just buy it at the local super market. response:	You're being brutally frank saying that.
context: It couldn't be helped.\Still, what a waste of time.\We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures.\They go so far just for a container for food,\yet they could just buy it at the local super market.\You're being brutally frank saying that. response:	A body isn't a container, though.
context: Still, what a waste of time.\We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures.\They go so far just for a container for food,\yet they could just buy it at the local super market.\You're being brutally frank saying that.\A body isn't a container, though. response:	What are you talking about?
context: We have to come back again.\It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures.\They go so far just for a container for food,\yet they could just buy it at the local super market.\You're being brutally frank saying that.\A body isn't a container, though.\What are you talking about? response:	I hate humans,
context: It can't be helped, the tea cups won't be finished baking until tomorrow.\Humans are such troublesome creatures.\They go so far just for a container for food,\yet they could just buy it at the local super market.\You're being brutally frank saying that.\A body isn't a container, though.\What are you talking about?\I hate humans, response:	but...
context: Humans are such troublesome creatures.\They go so far just for a container for food,\yet they could just buy it at the local super market.\You're being brutally frank saying that.\A body isn't a container, though.\What are you talking about?\I hate humans,\but... response:	Natsume, it's going your way!
context: They go so far just for a container for food,\yet they could just buy it at the local super market.\You're being brutally frank saying that.\A body isn't a container, though.\What are you talking about?\I hate humans,\but...\Natsume, it's going your way! response:	All right, all right!
context: yet they could just buy it at the local super market.\You're being brutally frank saying that.\A body isn't a container, though.\What are you talking about?\I hate humans,\but...\Natsume, it's going your way!\All right, all right! response:	Nice!
context: You're being brutally frank saying that.\A body isn't a container, though.\What are you talking about?\I hate humans,\but...\Natsume, it's going your way!\All right, all right!\Nice! response:	Natsume, don't sleep.
context: A body isn't a container, though.\What are you talking about?\I hate humans,\but...\Natsume, it's going your way!\All right, all right!\Nice!\Natsume, don't sleep. response:	Natsume...
context: What are you talking about?\I hate humans,\but...\Natsume, it's going your way!\All right, all right!\Nice!\Natsume, don't sleep.\Natsume... response:	It bounced off you and hit me earlier.
context: I hate humans,\but...\Natsume, it's going your way!\All right, all right!\Nice!\Natsume, don't sleep.\Natsume...\It bounced off you and hit me earlier. response:	Sorry, sorry.
context: but...\Natsume, it's going your way!\All right, all right!\Nice!\Natsume, don't sleep.\Natsume...\It bounced off you and hit me earlier.\Sorry, sorry. response:	I wonder what dinner will be, right, Natsume?
context: Natsume, it's going your way!\All right, all right!\Nice!\Natsume, don't sleep.\Natsume...\It bounced off you and hit me earlier.\Sorry, sorry.\I wonder what dinner will be, right, Natsume? response:	Yeah, I'm looking forward to it.
context: All right, all right!\Nice!\Natsume, don't sleep.\Natsume...\It bounced off you and hit me earlier.\Sorry, sorry.\I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it. response:	Natsume laughs often,
context: Nice!\Natsume, don't sleep.\Natsume...\It bounced off you and hit me earlier.\Sorry, sorry.\I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it.\Natsume laughs often, response:	but it seems kind of fake.
context: Natsume, don't sleep.\Natsume...\It bounced off you and hit me earlier.\Sorry, sorry.\I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it.\Natsume laughs often,\but it seems kind of fake. response:	His words, his gestures, his aura,
context: Natsume...\It bounced off you and hit me earlier.\Sorry, sorry.\I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it.\Natsume laughs often,\but it seems kind of fake.\His words, his gestures, his aura, response:	they all seem kind of fake.
context: It bounced off you and hit me earlier.\Sorry, sorry.\I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it.\Natsume laughs often,\but it seems kind of fake.\His words, his gestures, his aura,\they all seem kind of fake. response:	Maybe he's not really a human.
context: Sorry, sorry.\I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it.\Natsume laughs often,\but it seems kind of fake.\His words, his gestures, his aura,\they all seem kind of fake.\Maybe he's not really a human. response:	Maybe he's like me and is disguised as a human.
context: I wonder what dinner will be, right, Natsume?\Yeah, I'm looking forward to it.\Natsume laughs often,\but it seems kind of fake.\His words, his gestures, his aura,\they all seem kind of fake.\Maybe he's not really a human.\Maybe he's like me and is disguised as a human. response:	Maybe he's lonely like me.
context: Yeah, I'm looking forward to it.\Natsume laughs often,\but it seems kind of fake.\His words, his gestures, his aura,\they all seem kind of fake.\Maybe he's not really a human.\Maybe he's like me and is disguised as a human.\Maybe he's lonely like me. response:	He should live in the forest with me, then!
context: Natsume laughs often,\but it seems kind of fake.\His words, his gestures, his aura,\they all seem kind of fake.\Maybe he's not really a human.\Maybe he's like me and is disguised as a human.\Maybe he's lonely like me.\He should live in the forest with me, then! response:	Right, mom?
context: but it seems kind of fake.\His words, his gestures, his aura,\they all seem kind of fake.\Maybe he's not really a human.\Maybe he's like me and is disguised as a human.\Maybe he's lonely like me.\He should live in the forest with me, then!\Right, mom? response:	Damn, I'm going back tomorrow,
context: His words, his gestures, his aura,\they all seem kind of fake.\Maybe he's not really a human.\Maybe he's like me and is disguised as a human.\Maybe he's lonely like me.\He should live in the forest with me, then!\Right, mom?\Damn, I'm going back tomorrow, response:	and I'd feel bad if it got attached to me.
context: they all seem kind of fake.\Maybe he's not really a human.\Maybe he's like me and is disguised as a human.\Maybe he's lonely like me.\He should live in the forest with me, then!\Right, mom?\Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me. response:	It's too late.
context: Maybe he's not really a human.\Maybe he's like me and is disguised as a human.\Maybe he's lonely like me.\He should live in the forest with me, then!\Right, mom?\Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me.\It's too late. response:	Shut up, sensei.
context: Maybe he's like me and is disguised as a human.\Maybe he's lonely like me.\He should live in the forest with me, then!\Right, mom?\Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me.\It's too late.\Shut up, sensei. response:	This is the worst.
context: Maybe he's lonely like me.\He should live in the forest with me, then!\Right, mom?\Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me.\It's too late.\Shut up, sensei.\This is the worst. response:	We can't go get the tea cups now.
context: He should live in the forest with me, then!\Right, mom?\Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me.\It's too late.\Shut up, sensei.\This is the worst.\We can't go get the tea cups now. response:	Who knows if we can even make it back to class now.
context: Right, mom?\Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me.\It's too late.\Shut up, sensei.\This is the worst.\We can't go get the tea cups now.\Who knows if we can even make it back to class now. response:	Natsume-dono.
context: Damn, I'm going back tomorrow,\and I'd feel bad if it got attached to me.\It's too late.\Shut up, sensei.\This is the worst.\We can't go get the tea cups now.\Who knows if we can even make it back to class now.\Natsume-dono. response:	Am I just hearing things?
context: and I'd feel bad if it got attached to me.\It's too late.\Shut up, sensei.\This is the worst.\We can't go get the tea cups now.\Who knows if we can even make it back to class now.\Natsume-dono.\Am I just hearing things? response:	Thank you.
context: It's too late.\Shut up, sensei.\This is the worst.\We can't go get the tea cups now.\Who knows if we can even make it back to class now.\Natsume-dono.\Am I just hearing things?\Thank you. response:	Mom, I'm useful now.
context: Shut up, sensei.\This is the worst.\We can't go get the tea cups now.\Who knows if we can even make it back to class now.\Natsume-dono.\Am I just hearing things?\Thank you.\Mom, I'm useful now. response:	He said Thank you to me.
context: This is the worst.\We can't go get the tea cups now.\Who knows if we can even make it back to class now.\Natsume-dono.\Am I just hearing things?\Thank you.\Mom, I'm useful now.\He said Thank you to me. response:	I'm not useless anymore, right?
context: We can't go get the tea cups now.\Who knows if we can even make it back to class now.\Natsume-dono.\Am I just hearing things?\Thank you.\Mom, I'm useful now.\He said Thank you to me.\I'm not useless anymore, right? response:	I'll go gather mushrooms tomorrow.
context: Who knows if we can even make it back to class now.\Natsume-dono.\Am I just hearing things?\Thank you.\Mom, I'm useful now.\He said Thank you to me.\I'm not useless anymore, right?\I'll go gather mushrooms tomorrow. response:	I'll gather a lot and share some with Natsume!
context: Natsume-dono.\Am I just hearing things?\Thank you.\Mom, I'm useful now.\He said Thank you to me.\I'm not useless anymore, right?\I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume! response:	Oh, you're still here, you little fox?
context: Am I just hearing things?\Thank you.\Mom, I'm useful now.\He said Thank you to me.\I'm not useless anymore, right?\I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox? response:	He just doesn't learn.
context: Thank you.\Mom, I'm useful now.\He said Thank you to me.\I'm not useless anymore, right?\I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox?\He just doesn't learn. response:	We told you to get lost!
context: Mom, I'm useful now.\He said Thank you to me.\I'm not useless anymore, right?\I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox?\He just doesn't learn.\We told you to get lost! response:	We don't need any useless brats in this forest!
context: He said Thank you to me.\I'm not useless anymore, right?\I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox?\He just doesn't learn.\We told you to get lost!\We don't need any useless brats in this forest! response:	You're wrong!
context: I'm not useless anymore, right?\I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox?\He just doesn't learn.\We told you to get lost!\We don't need any useless brats in this forest!\You're wrong! response:	I'm not useless anymore!
context: I'll go gather mushrooms tomorrow.\I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox?\He just doesn't learn.\We told you to get lost!\We don't need any useless brats in this forest!\You're wrong!\I'm not useless anymore! response:	Damn it!
context: I'll gather a lot and share some with Natsume!\Oh, you're still here, you little fox?\He just doesn't learn.\We told you to get lost!\We don't need any useless brats in this forest!\You're wrong!\I'm not useless anymore!\Damn it! response:	I'll kill you, you little brat!
context: Oh, you're still here, you little fox?\He just doesn't learn.\We told you to get lost!\We don't need any useless brats in this forest!\You're wrong!\I'm not useless anymore!\Damn it!\I'll kill you, you little brat! response:	I told you to stop!
context: He just doesn't learn.\We told you to get lost!\We don't need any useless brats in this forest!\You're wrong!\I'm not useless anymore!\Damn it!\I'll kill you, you little brat!\I told you to stop! response:	Damn him!
context: We told you to get lost!\We don't need any useless brats in this forest!\You're wrong!\I'm not useless anymore!\Damn it!\I'll kill you, you little brat!\I told you to stop!\Damn him! response:	The one from yesterday!
context: We don't need any useless brats in this forest!\You're wrong!\I'm not useless anymore!\Damn it!\I'll kill you, you little brat!\I told you to stop!\Damn him!\The one from yesterday! response:	Were my fists not enough for you?
context: You're wrong!\I'm not useless anymore!\Damn it!\I'll kill you, you little brat!\I told you to stop!\Damn him!\The one from yesterday!\Were my fists not enough for you? response:	Natsume-dono...
context: I'm not useless anymore!\Damn it!\I'll kill you, you little brat!\I told you to stop!\Damn him!\The one from yesterday!\Were my fists not enough for you?\Natsume-dono... response:	Natsume-dono!
context: Damn it!\I'll kill you, you little brat!\I told you to stop!\Damn him!\The one from yesterday!\Were my fists not enough for you?\Natsume-dono...\Natsume-dono! response:	Who is it?
context: I'll kill you, you little brat!\I told you to stop!\Damn him!\The one from yesterday!\Were my fists not enough for you?\Natsume-dono...\Natsume-dono!\Who is it? response:	Have you forgotten, Natsume Reiko-dono?
