context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Do I have a spirit that could destroy something this big?\This is bad, bad, bad, bad!\Don't let her escape, Rock Doll!\Catch that little girl!\Who're you callin' a little girl?\I look just as old as you do!\Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use? response:	A spirit I could use...
context: This is bad, bad, bad, bad!\Don't let her escape, Rock Doll!\Catch that little girl!\Who're you callin' a little girl?\I look just as old as you do!\Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use?\A spirit I could use... response:	Hey now, if you don't watch where you're going we'll catch up to you!
context: Don't let her escape, Rock Doll!\Catch that little girl!\Who're you callin' a little girl?\I look just as old as you do!\Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use?\A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you! response:	There! Stomp her flat!
context: Catch that little girl!\Who're you callin' a little girl?\I look just as old as you do!\Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use?\A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat! response:	Hey, wait... This's...
context: Who're you callin' a little girl?\I look just as old as you do!\Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use?\A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat!\Hey, wait... This's... response:	A cliff!!
context: I look just as old as you do!\Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use?\A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat!\Hey, wait... This's...\A cliff!! response:	After her, Rock Doll!
context: Now, now, if you keep blabbing we'll catch up to you!\Um, which spirit could I use?\A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat!\Hey, wait... This's...\A cliff!!\After her, Rock Doll! response:	That way's a dead-end.
context: Um, which spirit could I use?\A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat!\Hey, wait... This's...\A cliff!!\After her, Rock Doll!\That way's a dead-end. response:	The sea... I could call Aquarius here, but...
context: A spirit I could use...\Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat!\Hey, wait... This's...\A cliff!!\After her, Rock Doll!\That way's a dead-end.\The sea... I could call Aquarius here, but... response:	You have nowhere left to run!
context: Hey now, if you don't watch where you're going we'll catch up to you!\There! Stomp her flat!\Hey, wait... This's...\A cliff!!\After her, Rock Doll!\That way's a dead-end.\The sea... I could call Aquarius here, but...\You have nowhere left to run! response:	Water can't destroy rock...
context: There! Stomp her flat!\Hey, wait... This's...\A cliff!!\After her, Rock Doll!\That way's a dead-end.\The sea... I could call Aquarius here, but...\You have nowhere left to run!\Water can't destroy rock... response:	And Aquarius would just sweep me away, too...
context: Hey, wait... This's...\A cliff!!\After her, Rock Doll!\That way's a dead-end.\The sea... I could call Aquarius here, but...\You have nowhere left to run!\Water can't destroy rock...\And Aquarius would just sweep me away, too... response:	Sweep me away?
context: A cliff!!\After her, Rock Doll!\That way's a dead-end.\The sea... I could call Aquarius here, but...\You have nowhere left to run!\Water can't destroy rock...\And Aquarius would just sweep me away, too...\Sweep me away? response:	Now, it's time for you to be flattened!
context: After her, Rock Doll!\That way's a dead-end.\The sea... I could call Aquarius here, but...\You have nowhere left to run!\Water can't destroy rock...\And Aquarius would just sweep me away, too...\Sweep me away?\Now, it's time for you to be flattened! response:	That's also love!
context: That way's a dead-end.\The sea... I could call Aquarius here, but...\You have nowhere left to run!\Water can't destroy rock...\And Aquarius would just sweep me away, too...\Sweep me away?\Now, it's time for you to be flattened!\That's also love! response:	Sweep away... That's it!
context: The sea... I could call Aquarius here, but...\You have nowhere left to run!\Water can't destroy rock...\And Aquarius would just sweep me away, too...\Sweep me away?\Now, it's time for you to be flattened!\That's also love!\Sweep away... That's it! response:	Gate of the Water Bearer, I open thee!
context: You have nowhere left to run!\Water can't destroy rock...\And Aquarius would just sweep me away, too...\Sweep me away?\Now, it's time for you to be flattened!\That's also love!\Sweep away... That's it!\Gate of the Water Bearer, I open thee! response:	Aquarius!
context: Water can't destroy rock...\And Aquarius would just sweep me away, too...\Sweep me away?\Now, it's time for you to be flattened!\That's also love!\Sweep away... That's it!\Gate of the Water Bearer, I open thee!\Aquarius! response:	Aquarius?!
context: And Aquarius would just sweep me away, too...\Sweep me away?\Now, it's time for you to be flattened!\That's also love!\Sweep away... That's it!\Gate of the Water Bearer, I open thee!\Aquarius!\Aquarius?! response:	You have such a powerful spirit?
context: Sweep me away?\Now, it's time for you to be flattened!\That's also love!\Sweep away... That's it!\Gate of the Water Bearer, I open thee!\Aquarius!\Aquarius?!\You have such a powerful spirit? response:	The enemy is that woman!
context: Now, it's time for you to be flattened!\That's also love!\Sweep away... That's it!\Gate of the Water Bearer, I open thee!\Aquarius!\Aquarius?!\You have such a powerful spirit?\The enemy is that woman! response:	You hate women like her, right?
context: That's also love!\Sweep away... That's it!\Gate of the Water Bearer, I open thee!\Aquarius!\Aquarius?!\You have such a powerful spirit?\The enemy is that woman!\You hate women like her, right? response:	Get her!
context: Sweep away... That's it!\Gate of the Water Bearer, I open thee!\Aquarius!\Aquarius?!\You have such a powerful spirit?\The enemy is that woman!\You hate women like her, right?\Get her! response:	I see your bad attitude hasn't changed, has it?
context: Gate of the Water Bearer, I open thee!\Aquarius!\Aquarius?!\You have such a powerful spirit?\The enemy is that woman!\You hate women like her, right?\Get her!\I see your bad attitude hasn't changed, has it? response:	Stop complaining and do it!
context: Aquarius!\Aquarius?!\You have such a powerful spirit?\The enemy is that woman!\You hate women like her, right?\Get her!\I see your bad attitude hasn't changed, has it?\Stop complaining and do it! response:	I see you're still annoying.
context: Aquarius?!\You have such a powerful spirit?\The enemy is that woman!\You hate women like her, right?\Get her!\I see your bad attitude hasn't changed, has it?\Stop complaining and do it!\I see you're still annoying. response:	That's why you can't get a boyfriend.
context: You have such a powerful spirit?\The enemy is that woman!\You hate women like her, right?\Get her!\I see your bad attitude hasn't changed, has it?\Stop complaining and do it!\I see you're still annoying.\That's why you can't get a boyfriend. response:	Give it a rest!
context: The enemy is that woman!\You hate women like her, right?\Get her!\I see your bad attitude hasn't changed, has it?\Stop complaining and do it!\I see you're still annoying.\That's why you can't get a boyfriend.\Give it a rest! response:	Doll Attack! Doll Control!
context: You hate women like her, right?\Get her!\I see your bad attitude hasn't changed, has it?\Stop complaining and do it!\I see you're still annoying.\That's why you can't get a boyfriend.\Give it a rest!\Doll Attack! Doll Control! response:	Now Aquarius will do as I say.
context: Get her!\I see your bad attitude hasn't changed, has it?\Stop complaining and do it!\I see you're still annoying.\That's why you can't get a boyfriend.\Give it a rest!\Doll Attack! Doll Control!\Now Aquarius will do as I say. response:	Go right ahead and send her back.
context: I see your bad attitude hasn't changed, has it?\Stop complaining and do it!\I see you're still annoying.\That's why you can't get a boyfriend.\Give it a rest!\Doll Attack! Doll Control!\Now Aquarius will do as I say.\Go right ahead and send her back. response:	No! She's my trump card!
context: Stop complaining and do it!\I see you're still annoying.\That's why you can't get a boyfriend.\Give it a rest!\Doll Attack! Doll Control!\Now Aquarius will do as I say.\Go right ahead and send her back.\No! She's my trump card! response:	Then I can crush you under the power of the sea, yes?
context: I see you're still annoying.\That's why you can't get a boyfriend.\Give it a rest!\Doll Attack! Doll Control!\Now Aquarius will do as I say.\Go right ahead and send her back.\No! She's my trump card!\Then I can crush you under the power of the sea, yes? response:	Aquarius, erase that woman from my sight!
context: That's why you can't get a boyfriend.\Give it a rest!\Doll Attack! Doll Control!\Now Aquarius will do as I say.\Go right ahead and send her back.\No! She's my trump card!\Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight! response:	I was planning on doing it anyway!
context: Give it a rest!\Doll Attack! Doll Control!\Now Aquarius will do as I say.\Go right ahead and send her back.\No! She's my trump card!\Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight!\I was planning on doing it anyway! response:	What an idiot...
context: Doll Attack! Doll Control!\Now Aquarius will do as I say.\Go right ahead and send her back.\No! She's my trump card!\Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight!\I was planning on doing it anyway!\What an idiot... response:	Hey, wait...
context: Now Aquarius will do as I say.\Go right ahead and send her back.\No! She's my trump card!\Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight!\I was planning on doing it anyway!\What an idiot...\Hey, wait... response:	Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.
context: Go right ahead and send her back.\No! She's my trump card!\Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight!\I was planning on doing it anyway!\What an idiot...\Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots. response:	Aquarius will sweep away enemy and ally alike with her waves.
context: No! She's my trump card!\Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight!\I was planning on doing it anyway!\What an idiot...\Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves. response:	I was careless...
context: Then I can crush you under the power of the sea, yes?\Aquarius, erase that woman from my sight!\I was planning on doing it anyway!\What an idiot...\Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves.\I was careless... response:	But she wasn't able to defeat the Rock Doll, was she?
context: Aquarius, erase that woman from my sight!\I was planning on doing it anyway!\What an idiot...\Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves.\I was careless...\But she wasn't able to defeat the Rock Doll, was she? response:	So what?
context: I was planning on doing it anyway!\What an idiot...\Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves.\I was careless...\But she wasn't able to defeat the Rock Doll, was she?\So what? response:	Controlled Doll's movements follow the orders of the person controlling them,
context: What an idiot...\Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves.\I was careless...\But she wasn't able to defeat the Rock Doll, was she?\So what?\Controlled Doll's movements follow the orders of the person controlling them, response:	so there's no need to defeat the Rock Doll.
context: Hey, wait...\Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves.\I was careless...\But she wasn't able to defeat the Rock Doll, was she?\So what?\Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll. response:	All I needed to do is get you all dizzy and...
context: Who needs forced closure anyway? I'll close the gate myself, thanks... Idiots.\Aquarius will sweep away enemy and ally alike with her waves.\I was careless...\But she wasn't able to defeat the Rock Doll, was she?\So what?\Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and... response:	This is the skill of a Fairy Tail wizard!
context: Aquarius will sweep away enemy and ally alike with her waves.\I was careless...\But she wasn't able to defeat the Rock Doll, was she?\So what?\Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard! response:	Playing me to a draw, are we?
context: I was careless...\But she wasn't able to defeat the Rock Doll, was she?\So what?\Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we? response:	A draw? This is my victory!
context: But she wasn't able to defeat the Rock Doll, was she?\So what?\Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we?\A draw? This is my victory! response:	What are you talking about?
context: So what?\Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we?\A draw? This is my victory!\What are you talking about? response:	You're just as dizzy as...
context: Controlled Doll's movements follow the orders of the person controlling them,\so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we?\A draw? This is my victory!\What are you talking about?\You're just as dizzy as... response:	Then, how about some of this?
context: so there's no need to defeat the Rock Doll.\All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we?\A draw? This is my victory!\What are you talking about?\You're just as dizzy as...\Then, how about some of this? response:	How about that?
context: All I needed to do is get you all dizzy and...\This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we?\A draw? This is my victory!\What are you talking about?\You're just as dizzy as...\Then, how about some of this?\How about that? response:	I'm a Fairy Tail wizard too you know!
context: This is the skill of a Fairy Tail wizard!\Playing me to a draw, are we?\A draw? This is my victory!\What are you talking about?\You're just as dizzy as...\Then, how about some of this?\How about that?\I'm a Fairy Tail wizard too you know! response:	Even if the flame of my life were to be snuffed out...
context: Playing me to a draw, are we?\A draw? This is my victory!\What are you talking about?\You're just as dizzy as...\Then, how about some of this?\How about that?\I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out... response:	There is no untruth to my love for Reitei-sama.
context: A draw? This is my victory!\What are you talking about?\You're just as dizzy as...\Then, how about some of this?\How about that?\I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama. response:	You're not gonna die, drama queen.
context: What are you talking about?\You're just as dizzy as...\Then, how about some of this?\How about that?\I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen. response:	Angelica... Avenge me...
context: You're just as dizzy as...\Then, how about some of this?\How about that?\I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen.\Angelica... Avenge me... response:	Wait! That thing wasn't a Doll?
context: Then, how about some of this?\How about that?\I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen.\Angelica... Avenge me...\Wait! That thing wasn't a Doll? response:	Oh no! I can't move my legs...
context: How about that?\I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen.\Angelica... Avenge me...\Wait! That thing wasn't a Doll?\Oh no! I can't move my legs... response:	Aw, crap...
context: I'm a Fairy Tail wizard too you know!\Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen.\Angelica... Avenge me...\Wait! That thing wasn't a Doll?\Oh no! I can't move my legs...\Aw, crap... response:	Erza!
context: Even if the flame of my life were to be snuffed out...\There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen.\Angelica... Avenge me...\Wait! That thing wasn't a Doll?\Oh no! I can't move my legs...\Aw, crap...\Erza! response:	Oh yeah... We broke the guild rules and went on an S class quest without permission...
context: There is no untruth to my love for Reitei-sama.\You're not gonna die, drama queen.\Angelica... Avenge me...\Wait! That thing wasn't a Doll?\Oh no! I can't move my legs...\Aw, crap...\Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission... response:	Lucy, you know why I'm here, don't you?
context: You're not gonna die, drama queen.\Angelica... Avenge me...\Wait! That thing wasn't a Doll?\Oh no! I can't move my legs...\Aw, crap...\Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you? response:	To take us back...
context: Angelica... Avenge me...\Wait! That thing wasn't a Doll?\Oh no! I can't move my legs...\Aw, crap...\Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you?\To take us back... response:	Lucy!
context: Wait! That thing wasn't a Doll?\Oh no! I can't move my legs...\Aw, crap...\Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you?\To take us back...\Lucy! response:	Thank goodness!
context: Oh no! I can't move my legs...\Aw, crap...\Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you?\To take us back...\Lucy!\Thank goodness! response:	You're sa-
context: Aw, crap...\Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you?\To take us back...\Lucy!\Thank goodness!\You're sa- response:	Where is Natsu?
context: Erza!\Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you?\To take us back...\Lucy!\Thank goodness!\You're sa-\Where is Natsu? response:	Please, listen!
context: Oh yeah... We broke the guild rules and went on an S class quest without permission...\Lucy, you know why I'm here, don't you?\To take us back...\Lucy!\Thank goodness!\You're sa-\Where is Natsu?\Please, listen! response:	We apologize for going without permission, but this island is in real trouble!
context: Lucy, you know why I'm here, don't you?\To take us back...\Lucy!\Thank goodness!\You're sa-\Where is Natsu?\Please, listen!\We apologize for going without permission, but this island is in real trouble! response:	There are guys who are trying to resurrect a demon trapped in ice,
