context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: You can tell me. Or do you need something?\Could you hire me?\Wolf and a Shepherds Lamb\I'm a shepherd.\Aside from raising sheep, I can drive away wolves, too!\If you hire me, I can protect you from the wolves on your journey!\How about it?\Enik. response:	Please wait for a bit, I'm going to ask my companion.
context: Could you hire me?\Wolf and a Shepherds Lamb\I'm a shepherd.\Aside from raising sheep, I can drive away wolves, too!\If you hire me, I can protect you from the wolves on your journey!\How about it?\Enik.\Please wait for a bit, I'm going to ask my companion. response:	Skilled?
context: Wolf and a Shepherds Lamb\I'm a shepherd.\Aside from raising sheep, I can drive away wolves, too!\If you hire me, I can protect you from the wolves on your journey!\How about it?\Enik.\Please wait for a bit, I'm going to ask my companion.\Skilled? response:	If she's skilled as a shepherd, then it's worth giving her a try.
context: I'm a shepherd.\Aside from raising sheep, I can drive away wolves, too!\If you hire me, I can protect you from the wolves on your journey!\How about it?\Enik.\Please wait for a bit, I'm going to ask my companion.\Skilled?\If she's skilled as a shepherd, then it's worth giving her a try. response:	You were listening, weren't you?
context: Aside from raising sheep, I can drive away wolves, too!\If you hire me, I can protect you from the wolves on your journey!\How about it?\Enik.\Please wait for a bit, I'm going to ask my companion.\Skilled?\If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you? response:	I'm here, though.
context: If you hire me, I can protect you from the wolves on your journey!\How about it?\Enik.\Please wait for a bit, I'm going to ask my companion.\Skilled?\If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you?\I'm here, though. response:	Well, having you is enough.
context: How about it?\Enik.\Please wait for a bit, I'm going to ask my companion.\Skilled?\If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you?\I'm here, though.\Well, having you is enough. response:	But there's never been the concept of having a shepherd as an escort.
context: Enik.\Please wait for a bit, I'm going to ask my companion.\Skilled?\If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you?\I'm here, though.\Well, having you is enough.\But there's never been the concept of having a shepherd as an escort. response:	It might become a new business, right?
context: Please wait for a bit, I'm going to ask my companion.\Skilled?\If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you?\I'm here, though.\Well, having you is enough.\But there's never been the concept of having a shepherd as an escort.\It might become a new business, right? response:	Human males are fine with any number of females.
context: Skilled?\If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you?\I'm here, though.\Well, having you is enough.\But there's never been the concept of having a shepherd as an escort.\It might become a new business, right?\Human males are fine with any number of females. response:	I wasn't seduced by her charm.
context: If she's skilled as a shepherd, then it's worth giving her a try.\You were listening, weren't you?\I'm here, though.\Well, having you is enough.\But there's never been the concept of having a shepherd as an escort.\It might become a new business, right?\Human males are fine with any number of females.\I wasn't seduced by her charm. response:	In the first place, you're a lot cuter.
context: You were listening, weren't you?\I'm here, though.\Well, having you is enough.\But there's never been the concept of having a shepherd as an escort.\It might become a new business, right?\Human males are fine with any number of females.\I wasn't seduced by her charm.\In the first place, you're a lot cuter. response:	Well, you just made the passing mark.
context: I'm here, though.\Well, having you is enough.\But there's never been the concept of having a shepherd as an escort.\It might become a new business, right?\Human males are fine with any number of females.\I wasn't seduced by her charm.\In the first place, you're a lot cuter.\Well, you just made the passing mark. response:	So, how are her skills?
context: Well, having you is enough.\But there's never been the concept of having a shepherd as an escort.\It might become a new business, right?\Human males are fine with any number of females.\I wasn't seduced by her charm.\In the first place, you're a lot cuter.\Well, you just made the passing mark.\So, how are her skills? response:	Well, she's up there.
context: But there's never been the concept of having a shepherd as an escort.\It might become a new business, right?\Human males are fine with any number of females.\I wasn't seduced by her charm.\In the first place, you're a lot cuter.\Well, you just made the passing mark.\So, how are her skills?\Well, she's up there. response:	Perhaps you could be more specific?
context: It might become a new business, right?\Human males are fine with any number of females.\I wasn't seduced by her charm.\In the first place, you're a lot cuter.\Well, you just made the passing mark.\So, how are her skills?\Well, she's up there.\Perhaps you could be more specific? response:	If it were me, I would hunt her sheep.
context: Human males are fine with any number of females.\I wasn't seduced by her charm.\In the first place, you're a lot cuter.\Well, you just made the passing mark.\So, how are her skills?\Well, she's up there.\Perhaps you could be more specific?\If it were me, I would hunt her sheep. response:	But she could surely handle normal wolves easily.
context: I wasn't seduced by her charm.\In the first place, you're a lot cuter.\Well, you just made the passing mark.\So, how are her skills?\Well, she's up there.\Perhaps you could be more specific?\If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily. response:	Is that so?
context: In the first place, you're a lot cuter.\Well, you just made the passing mark.\So, how are her skills?\Well, she's up there.\Perhaps you could be more specific?\If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily.\Is that so? response:	She's rather skilled at handling dogs.
context: Well, you just made the passing mark.\So, how are her skills?\Well, she's up there.\Perhaps you could be more specific?\If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily.\Is that so?\She's rather skilled at handling dogs. response:	Troublesome shepherds must have a clever dog, and they must work in harmony.
context: So, how are her skills?\Well, she's up there.\Perhaps you could be more specific?\If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily.\Is that so?\She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony. response:	I think she fulfills those two requirements.
context: Well, she's up there.\Perhaps you could be more specific?\If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily.\Is that so?\She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements. response:	She's young if you listen to her voice, but she's to be feared.
context: Perhaps you could be more specific?\If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily.\Is that so?\She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared. response:	Right now, I might as well...
context: If it were me, I would hunt her sheep.\But she could surely handle normal wolves easily.\Is that so?\She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared.\Right now, I might as well... response:	All right, thank you.
context: But she could surely handle normal wolves easily.\Is that so?\She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared.\Right now, I might as well...\All right, thank you. response:	Hey.
context: Is that so?\She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared.\Right now, I might as well...\All right, thank you.\Hey. response:	Are you really going to hire her?
context: She's rather skilled at handling dogs.\Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared.\Right now, I might as well...\All right, thank you.\Hey.\Are you really going to hire her? response:	That's what I'd like to do.
context: Troublesome shepherds must have a clever dog, and they must work in harmony.\I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared.\Right now, I might as well...\All right, thank you.\Hey.\Are you really going to hire her?\That's what I'd like to do. response:	If you hire her, that means she'll be traveling with us for a while, right?
context: I think she fulfills those two requirements.\She's young if you listen to her voice, but she's to be feared.\Right now, I might as well...\All right, thank you.\Hey.\Are you really going to hire her?\That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right? response:	You don't want to?
context: She's young if you listen to her voice, but she's to be feared.\Right now, I might as well...\All right, thank you.\Hey.\Are you really going to hire her?\That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right?\You don't want to? response:	It's not that I don't want to.
context: Right now, I might as well...\All right, thank you.\Hey.\Are you really going to hire her?\That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right?\You don't want to?\It's not that I don't want to. response:	It's only two days until we reach Rubinheigen, is that bad?
context: All right, thank you.\Hey.\Are you really going to hire her?\That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right?\You don't want to?\It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad? response:	It's not like it's bad.
context: Hey.\Are you really going to hire her?\That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right?\You don't want to?\It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad. response:	Well, I'm sorry, but just bear with it for a while.
context: Are you really going to hire her?\That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right?\You don't want to?\It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad.\Well, I'm sorry, but just bear with it for a while. response:	What do I have to bear with?
context: That's what I'd like to do.\If you hire her, that means she'll be traveling with us for a while, right?\You don't want to?\It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad.\Well, I'm sorry, but just bear with it for a while.\What do I have to bear with? response:	Well, I'm saying...
context: If you hire her, that means she'll be traveling with us for a while, right?\You don't want to?\It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad.\Well, I'm sorry, but just bear with it for a while.\What do I have to bear with?\Well, I'm saying... response:	Really, I simply want to test if a shepherd would be useful as an escort from wolves.
context: You don't want to?\It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad.\Well, I'm sorry, but just bear with it for a while.\What do I have to bear with?\Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves. response:	I don't mind, but wouldn't you be troubled?
context: It's not that I don't want to.\It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad.\Well, I'm sorry, but just bear with it for a while.\What do I have to bear with?\Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled? response:	If we travel with others...
context: It's only two days until we reach Rubinheigen, is that bad?\It's not like it's bad.\Well, I'm sorry, but just bear with it for a while.\What do I have to bear with?\Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled?\If we travel with others... response:	What would you do if they found out about me?
context: It's not like it's bad.\Well, I'm sorry, but just bear with it for a while.\What do I have to bear with?\Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled?\If we travel with others...\What would you do if they found out about me? response:	I see.
context: Well, I'm sorry, but just bear with it for a while.\What do I have to bear with?\Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled?\If we travel with others...\What would you do if they found out about me?\I see. response:	You wanted me to say this, didn't you?
context: What do I have to bear with?\Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled?\If we travel with others...\What would you do if they found out about me?\I see.\You wanted me to say this, didn't you? response:	I just want it to be us two.
context: Well, I'm saying...\Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled?\If we travel with others...\What would you do if they found out about me?\I see.\You wanted me to say this, didn't you?\I just want it to be us two. response:	Fool!
context: Really, I simply want to test if a shepherd would be useful as an escort from wolves.\I don't mind, but wouldn't you be troubled?\If we travel with others...\What would you do if they found out about me?\I see.\You wanted me to say this, didn't you?\I just want it to be us two.\Fool! response:	Sorry.
context: I don't mind, but wouldn't you be troubled?\If we travel with others...\What would you do if they found out about me?\I see.\You wanted me to say this, didn't you?\I just want it to be us two.\Fool!\Sorry. response:	Geez...
context: If we travel with others...\What would you do if they found out about me?\I see.\You wanted me to say this, didn't you?\I just want it to be us two.\Fool!\Sorry.\Geez... response:	Well, it's only two days, I'm sure she won't find out.
context: What would you do if they found out about me?\I see.\You wanted me to say this, didn't you?\I just want it to be us two.\Fool!\Sorry.\Geez...\Well, it's only two days, I'm sure she won't find out. response:	Just do what you want.
context: I see.\You wanted me to say this, didn't you?\I just want it to be us two.\Fool!\Sorry.\Geez...\Well, it's only two days, I'm sure she won't find out.\Just do what you want. response:	Sorry for making you wait.
context: You wanted me to say this, didn't you?\I just want it to be us two.\Fool!\Sorry.\Geez...\Well, it's only two days, I'm sure she won't find out.\Just do what you want.\Sorry for making you wait. response:	No... um...
context: I just want it to be us two.\Fool!\Sorry.\Geez...\Well, it's only two days, I'm sure she won't find out.\Just do what you want.\Sorry for making you wait.\No... um... response:	How does forty Trie for escorting us to Rubinheigen sound?
context: Fool!\Sorry.\Geez...\Well, it's only two days, I'm sure she won't find out.\Just do what you want.\Sorry for making you wait.\No... um...\How does forty Trie for escorting us to Rubinheigen sound? response:	If wolves actually attack, and we come out safe, we'll consider that an additional fee.
context: Sorry.\Geez...\Well, it's only two days, I'm sure she won't find out.\Just do what you want.\Sorry for making you wait.\No... um...\How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee. response:	Is it too little?
context: Geez...\Well, it's only two days, I'm sure she won't find out.\Just do what you want.\Sorry for making you wait.\No... um...\How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little? response:	No, thank you.
context: Well, it's only two days, I'm sure she won't find out.\Just do what you want.\Sorry for making you wait.\No... um...\How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little?\No, thank you. response:	No, thank you.
context: Just do what you want.\Sorry for making you wait.\No... um...\How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little?\No, thank you.\No, thank you. response:	May I ask for your name?
context: Sorry for making you wait.\No... um...\How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little?\No, thank you.\No, thank you.\May I ask for your name? response:	Ah, sorry.
context: No... um...\How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little?\No, thank you.\No, thank you.\May I ask for your name?\Ah, sorry. response:	I'm Nora Allent.
context: How does forty Trie for escorting us to Rubinheigen sound?\If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little?\No, thank you.\No, thank you.\May I ask for your name?\Ah, sorry.\I'm Nora Allent. response:	Enik!
context: If wolves actually attack, and we come out safe, we'll consider that an additional fee.\Is it too little?\No, thank you.\No, thank you.\May I ask for your name?\Ah, sorry.\I'm Nora Allent.\Enik! response:	Have you been a shepherd for a long time now?
context: Is it too little?\No, thank you.\No, thank you.\May I ask for your name?\Ah, sorry.\I'm Nora Allent.\Enik!\Have you been a shepherd for a long time now? response:	No, only about four years.
context: No, thank you.\No, thank you.\May I ask for your name?\Ah, sorry.\I'm Nora Allent.\Enik!\Have you been a shepherd for a long time now?\No, only about four years. response:	I became a shepherd after picking him up.
context: No, thank you.\May I ask for your name?\Ah, sorry.\I'm Nora Allent.\Enik!\Have you been a shepherd for a long time now?\No, only about four years.\I became a shepherd after picking him up. response:	That's surprising. What about before that?
context: May I ask for your name?\Ah, sorry.\I'm Nora Allent.\Enik!\Have you been a shepherd for a long time now?\No, only about four years.\I became a shepherd after picking him up.\That's surprising. What about before that? response:	In exchange for letting me stay at a monastery,
context: Ah, sorry.\I'm Nora Allent.\Enik!\Have you been a shepherd for a long time now?\No, only about four years.\I became a shepherd after picking him up.\That's surprising. What about before that?\In exchange for letting me stay at a monastery, response:	I helped aid the poor.
context: I'm Nora Allent.\Enik!\Have you been a shepherd for a long time now?\No, only about four years.\I became a shepherd after picking him up.\That's surprising. What about before that?\In exchange for letting me stay at a monastery,\I helped aid the poor. response:	While I aided them, I wondered to myself if I could also work.
context: Enik!\Have you been a shepherd for a long time now?\No, only about four years.\I became a shepherd after picking him up.\That's surprising. What about before that?\In exchange for letting me stay at a monastery,\I helped aid the poor.\While I aided them, I wondered to myself if I could also work. response:	It was fortunate that I met Enik.
context: Have you been a shepherd for a long time now?\No, only about four years.\I became a shepherd after picking him up.\That's surprising. What about before that?\In exchange for letting me stay at a monastery,\I helped aid the poor.\While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik. response:	It must be the reward of your daily prayers.
context: No, only about four years.\I became a shepherd after picking him up.\That's surprising. What about before that?\In exchange for letting me stay at a monastery,\I helped aid the poor.\While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik.\It must be the reward of your daily prayers. response:	Yes, I can't help but think that it's the work of God that brought us together.
context: I became a shepherd after picking him up.\That's surprising. What about before that?\In exchange for letting me stay at a monastery,\I helped aid the poor.\While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik.\It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together. response:	When I first met him, he was hurt and full of injuries.
context: That's surprising. What about before that?\In exchange for letting me stay at a monastery,\I helped aid the poor.\While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik.\It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries. response:	From wolves?
context: In exchange for letting me stay at a monastery,\I helped aid the poor.\While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik.\It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries.\From wolves? response:	No, I think it was because of bandits.
context: I helped aid the poor.\While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik.\It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries.\From wolves?\No, I think it was because of bandits. response:	He had this staff in his mouth, and he was sitting near the bottom of a hill.
context: While I aided them, I wondered to myself if I could also work.\It was fortunate that I met Enik.\It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries.\From wolves?\No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill. response:	I see.
context: It was fortunate that I met Enik.\It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries.\From wolves?\No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see. response:	I was surprised to find a shepherd offering to be an escort, though.
context: It must be the reward of your daily prayers.\Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries.\From wolves?\No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see.\I was surprised to find a shepherd offering to be an escort, though. response:	Shepherds wouldn't normally do this, right?
context: Yes, I can't help but think that it's the work of God that brought us together.\When I first met him, he was hurt and full of injuries.\From wolves?\No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see.\I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right? response:	No. I just wanted to talk to someone.
context: When I first met him, he was hurt and full of injuries.\From wolves?\No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see.\I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone. response:	I understand.
context: From wolves?\No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see.\I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone.\I understand. response:	Moreover, I want to be a tailor.
context: No, I think it was because of bandits.\He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see.\I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone.\I understand.\Moreover, I want to be a tailor. response:	That's why I need money.
context: He had this staff in his mouth, and he was sitting near the bottom of a hill.\I see.\I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone.\I understand.\Moreover, I want to be a tailor.\That's why I need money. response:	I need a partner as well.
context: I see.\I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone.\I understand.\Moreover, I want to be a tailor.\That's why I need money.\I need a partner as well. response:	It's true that you might earn more by escorting merchants than by being a shepherd.
context: I was surprised to find a shepherd offering to be an escort, though.\Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone.\I understand.\Moreover, I want to be a tailor.\That's why I need money.\I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd. response:	Disputes over land must be tough, too.
context: Shepherds wouldn't normally do this, right?\No. I just wanted to talk to someone.\I understand.\Moreover, I want to be a tailor.\That's why I need money.\I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too. response:	You're right, all safe places already have a shepherd.
context: No. I just wanted to talk to someone.\I understand.\Moreover, I want to be a tailor.\That's why I need money.\I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too.\You're right, all safe places already have a shepherd. response:	There are only popular places and places full of wolves, right?
