context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: A test involving all of the Magic Knights\for a chance to join the Royal Knights was about to begin!\The Royal Knights Selection Test\Good grief. We finally return from our expedition, and now this.\Do anything else, and you'll be obstructing public duties.\As a Magic Knight, I'll have to dispose of you.\Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner response:	This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!
context: for a chance to join the Royal Knights was about to begin!\The Royal Knights Selection Test\Good grief. We finally return from our expedition, and now this.\Do anything else, and you'll be obstructing public duties.\As a Magic Knight, I'll have to dispose of you.\Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner! response:	His power and virtue are what made the Purple Orcas who they are today!
context: The Royal Knights Selection Test\Good grief. We finally return from our expedition, and now this.\Do anything else, and you'll be obstructing public duties.\As a Magic Knight, I'll have to dispose of you.\Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today! response:	He's the Saint of Pure Ice!
context: Good grief. We finally return from our expedition, and now this.\Do anything else, and you'll be obstructing public duties.\As a Magic Knight, I'll have to dispose of you.\Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice! response:	Why the hell would I know about this pompous jackass?
context: Do anything else, and you'll be obstructing public duties.\As a Magic Knight, I'll have to dispose of you.\Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass? response:	The Saint of Pure Ice? Where's this ice of yours, then?
context: As a Magic Knight, I'll have to dispose of you.\Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then? response:	He looks more like a zombie covered in mud to me.
context: Do you have any idea who this is?\Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me. response:	What?!
context: Vice Captain of the Purple Orcas Xerx Lugner\This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me.\What?! response:	Two-bit flunkies shouldn't be boasting about supposed glories.
context: This is the Vice Captain of the Purple Orcas, Lord Xerx Lugner!\His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me.\What?!\Two-bit flunkies shouldn't be boasting about supposed glories. response:	Is your great master there such a piece of trash that he needs you
context: His power and virtue are what made the Purple Orcas who they are today!\He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me.\What?!\Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you response:	to make introductions for him?
context: He's the Saint of Pure Ice!\Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me.\What?!\Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you\to make introductions for him? response:	Wha
context: Why the hell would I know about this pompous jackass?\The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me.\What?!\Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you\to make introductions for him?\Wha response:	Obstruction of public duties? Must be nice being such a bigshot.
context: The Saint of Pure Ice? Where's this ice of yours, then?\He looks more like a zombie covered in mud to me.\What?!\Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you\to make introductions for him?\Wha\Obstruction of public duties? Must be nice being such a bigshot. response:	You can say whatever the hell you want about things you don't like.
context: He looks more like a zombie covered in mud to me.\What?!\Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you\to make introductions for him?\Wha\Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like. response:	Go on. Give it a try.
context: What?!\Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you\to make introductions for him?\Wha\Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like.\Go on. Give it a try. response:	Try to strike me down in the name of justice with this all-powerful magic of yours,
context: Two-bit flunkies shouldn't be boasting about supposed glories.\Is your great master there such a piece of trash that he needs you\to make introductions for him?\Wha\Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like.\Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours, response:	great vice captain of some band of thugs who likes to throw his weight around.
context: Is your great master there such a piece of trash that he needs you\to make introductions for him?\Wha\Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like.\Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around. response:	You swine!
context: to make introductions for him?\Wha\Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like.\Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around.\You swine! response:	How dare you insult the Magic Knights?
context: Wha\Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like.\Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around.\You swine!\How dare you insult the Magic Knights? response:	I shall make you regret your very existence with my magic!
context: Obstruction of public duties? Must be nice being such a bigshot.\You can say whatever the hell you want about things you don't like.\Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around.\You swine!\How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic! response:	Ice Magic: Ice Slicer!
context: You can say whatever the hell you want about things you don't like.\Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around.\You swine!\How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer! response:	The Saint of Pure Ice...
context: Go on. Give it a try.\Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around.\You swine!\How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer!\The Saint of Pure Ice... response:	Really?
context: Try to strike me down in the name of justice with this all-powerful magic of yours,\great vice captain of some band of thugs who likes to throw his weight around.\You swine!\How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer!\The Saint of Pure Ice...\Really? response:	Yet you lost to someone like me? Your title as vice captain is obviously a joke.
context: great vice captain of some band of thugs who likes to throw his weight around.\You swine!\How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer!\The Saint of Pure Ice...\Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke. response:	That Magic Knight's robe is wasted on you.
context: You swine!\How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer!\The Saint of Pure Ice...\Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you. response:	Now, then... Let's see if there's anyone else around worth humiliating even more.
context: How dare you insult the Magic Knights?\I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer!\The Saint of Pure Ice...\Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more. response:	The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!
context: I shall make you regret your very existence with my magic!\Ice Magic: Ice Slicer!\The Saint of Pure Ice...\Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up! response:	I can finally show everyone my true powers!
context: Ice Magic: Ice Slicer!\The Saint of Pure Ice...\Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers! response:	I beg your pardon, but even that level of power
context: The Saint of Pure Ice...\Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers!\I beg your pardon, but even that level of power response:	is enough to disturb the people around you,
context: Really?\Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers!\I beg your pardon, but even that level of power\is enough to disturb the people around you, response:	so could you consider calming down a bit?
context: Yet you lost to someone like me? Your title as vice captain is obviously a joke.\That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers!\I beg your pardon, but even that level of power\is enough to disturb the people around you,\so could you consider calming down a bit? response:	M-My apologies.
context: That Magic Knight's robe is wasted on you.\Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers!\I beg your pardon, but even that level of power\is enough to disturb the people around you,\so could you consider calming down a bit?\M-My apologies. response:	The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion
context: Now, then... Let's see if there's anyone else around worth humiliating even more.\The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers!\I beg your pardon, but even that level of power\is enough to disturb the people around you,\so could you consider calming down a bit?\M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion response:	That's Mimosa Vermillion!
context: The Royal Knights Exam! I don't know what kind of exam it is, but I'm all fired up!\I can finally show everyone my true powers!\I beg your pardon, but even that level of power\is enough to disturb the people around you,\so could you consider calming down a bit?\M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion! response:	I hear she's an expert at healing and support,
context: I can finally show everyone my true powers!\I beg your pardon, but even that level of power\is enough to disturb the people around you,\so could you consider calming down a bit?\M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion!\I hear she's an expert at healing and support, response:	but she's been learning attack spells lately, too.
context: I beg your pardon, but even that level of power\is enough to disturb the people around you,\so could you consider calming down a bit?\M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion!\I hear she's an expert at healing and support,\but she's been learning attack spells lately, too. response:	So she's a jack of all trades? That's royalty for you!
context: is enough to disturb the people around you,\so could you consider calming down a bit?\M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion!\I hear she's an expert at healing and support,\but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you! response:	Mimosa, don't start any trouble before the exam.
context: so could you consider calming down a bit?\M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion!\I hear she's an expert at healing and support,\but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam. response:	Pointing out the lower magic level of someone who's your elder...
context: M-My apologies.\The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion!\I hear she's an expert at healing and support,\but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder... response:	I see you're as obliviously rude as ever.
context: The Golden Dawn 5th Class Intermediate Magic Knight Mimosa Vermillion\That's Mimosa Vermillion!\I hear she's an expert at healing and support,\but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever. response:	And you're so serious, a worrywart, and a four-eyes, Klaus.
context: That's Mimosa Vermillion!\I hear she's an expert at healing and support,\but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus. response:	Four-eye
context: I hear she's an expert at healing and support,\but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye response:	The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes
context: but she's been learning attack spells lately, too.\So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes response:	That's Klaus Lunettes.
context: So she's a jack of all trades? That's royalty for you!\Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes. response:	He's powered up a lot in the past few months, and his steel magic
context: Mimosa, don't start any trouble before the exam.\Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic response:	is real tough to break through.
context: Pointing out the lower magic level of someone who's your elder...\I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic\is real tough to break through. response:	I heard he's also working out.
context: I see you're as obliviously rude as ever.\And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic\is real tough to break through.\I heard he's also working out. response:	The Golden Dawn 5th Class Intermediate Magic Knight Yuno
context: And you're so serious, a worrywart, and a four-eyes, Klaus.\Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic\is real tough to break through.\I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno response:	That's... the number one rookie this year!
context: Four-eye\The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic\is real tough to break through.\I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year! response:	The Wind Spirit user Yuno!
context: The Golden Dawn 3rd Class Intermediate Magic Knight Klaus Lunettes\That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic\is real tough to break through.\I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year!\The Wind Spirit user Yuno! response:	Hey! We had a date today, Yuno!
context: That's Klaus Lunettes.\He's powered up a lot in the past few months, and his steel magic\is real tough to break through.\I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year!\The Wind Spirit user Yuno!\Hey! We had a date today, Yuno! response:	I never agreed to that.
context: He's powered up a lot in the past few months, and his steel magic\is real tough to break through.\I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year!\The Wind Spirit user Yuno!\Hey! We had a date today, Yuno!\I never agreed to that. response:	What?! Then promise you'll take me out on a date tomorrow! Right now!
context: is real tough to break through.\I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year!\The Wind Spirit user Yuno!\Hey! We had a date today, Yuno!\I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now! response:	No.
context: I heard he's also working out.\The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year!\The Wind Spirit user Yuno!\Hey! We had a date today, Yuno!\I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now!\No. response:	Ugh! Fine! The day after tomorrow works, too!
context: The Golden Dawn 5th Class Intermediate Magic Knight Yuno\That's... the number one rookie this year!\The Wind Spirit user Yuno!\Hey! We had a date today, Yuno!\I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now!\No.\Ugh! Fine! The day after tomorrow works, too! response:	I don't know what'll happen that far into the future.
context: That's... the number one rookie this year!\The Wind Spirit user Yuno!\Hey! We had a date today, Yuno!\I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now!\No.\Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future. response:	What's your problem?! Now I'm going to mess up your hair!
context: The Wind Spirit user Yuno!\Hey! We had a date today, Yuno!\I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now!\No.\Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair! response:	The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus
context: Hey! We had a date today, Yuno!\I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now!\No.\Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus response:	Well, aren't they a delight, Alecdora?
context: I never agreed to that.\What?! Then promise you'll take me out on a date tomorrow! Right now!\No.\Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora? response:	Right.
context: What?! Then promise you'll take me out on a date tomorrow! Right now!\No.\Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora?\Right. response:	The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler
context: No.\Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora?\Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler response:	So many other top contenders that we all know!
context: Ugh! Fine! The day after tomorrow works, too!\I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora?\Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know! response:	There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.
context: I don't know what'll happen that far into the future.\What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora?\Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam. response:	The Golden Dawn Vice Captain Langris Vaude
context: What's your problem?! Now I'm going to mess up your hair!\The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora?\Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.\The Golden Dawn Vice Captain Langris Vaude response:	Everyone seems quite on edge, don't they?
context: The Golden Dawn 2nd Class Intermediate Magic Knight Hamon Caseus\Well, aren't they a delight, Alecdora?\Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.\The Golden Dawn Vice Captain Langris Vaude\Everyone seems quite on edge, don't they? response:	They should all relax a little bit more.
context: Well, aren't they a delight, Alecdora?\Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.\The Golden Dawn Vice Captain Langris Vaude\Everyone seems quite on edge, don't they?\They should all relax a little bit more. response:	You're far too relaxed.
context: Right.\The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.\The Golden Dawn Vice Captain Langris Vaude\Everyone seems quite on edge, don't they?\They should all relax a little bit more.\You're far too relaxed. response:	Hey! Klaus, Mimosa!
context: The Golden Dawn 4th Class Senior Magic Knight Alecdora Sandler\So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.\The Golden Dawn Vice Captain Langris Vaude\Everyone seems quite on edge, don't they?\They should all relax a little bit more.\You're far too relaxed.\Hey! Klaus, Mimosa! response:	Long time no see!
context: So many other top contenders that we all know!\There's a good chance a bunch of the Golden Dawn's members are going to pass this exam.\The Golden Dawn Vice Captain Langris Vaude\Everyone seems quite on edge, don't they?\They should all relax a little bit more.\You're far too relaxed.\Hey! Klaus, Mimosa!\Long time no see! response:	A-A-A... A-Ashta!
