context: -OP- response:	-ED-
context: He hasn't moved from there lately.\Even if I give him food he doesn't even look.\Yeah... He's smart so he might have realized it already.\What happens to familiars when they learn that their master has died?\Ssh, what if he heard?\Sorry... I thought he wouldn't hear from this distance.\Probably he'll revert to a demon with the connection gone.\That wouldn't be nice. response:	They were sold out at the shop so I had to go all the way to the one behind the Academy.
context: Even if I give him food he doesn't even look.\Yeah... He's smart so he might have realized it already.\What happens to familiars when they learn that their master has died?\Ssh, what if he heard?\Sorry... I thought he wouldn't hear from this distance.\Probably he'll revert to a demon with the connection gone.\That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy. response:	And it's so hellishly hot in here.
context: Yeah... He's smart so he might have realized it already.\What happens to familiars when they learn that their master has died?\Ssh, what if he heard?\Sorry... I thought he wouldn't hear from this distance.\Probably he'll revert to a demon with the connection gone.\That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here. response:	A fancy school like this really should at least have aircon.
context: What happens to familiars when they learn that their master has died?\Ssh, what if he heard?\Sorry... I thought he wouldn't hear from this distance.\Probably he'll revert to a demon with the connection gone.\That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here.\A fancy school like this really should at least have aircon. response:	There's no helping it, this is an old building.
context: Ssh, what if he heard?\Sorry... I thought he wouldn't hear from this distance.\Probably he'll revert to a demon with the connection gone.\That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here.\A fancy school like this really should at least have aircon.\There's no helping it, this is an old building. response:	And we didn't have aircon where we grew up, either.
context: Sorry... I thought he wouldn't hear from this distance.\Probably he'll revert to a demon with the connection gone.\That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here.\A fancy school like this really should at least have aircon.\There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either. response:	A fan should be enough.
context: Probably he'll revert to a demon with the connection gone.\That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here.\A fancy school like this really should at least have aircon.\There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either.\A fan should be enough. response:	But still...
context: That wouldn't be nice.\They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here.\A fancy school like this really should at least have aircon.\There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either.\A fan should be enough.\But still... response:	Anyway, did you buy the mineral water I asked you to?
context: They were sold out at the shop so I had to go all the way to the one behind the Academy.\And it's so hellishly hot in here.\A fancy school like this really should at least have aircon.\There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either.\A fan should be enough.\But still...\Anyway, did you buy the mineral water I asked you to? response:	Umm... sorry, I forgot.
context: And it's so hellishly hot in here.\A fancy school like this really should at least have aircon.\There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either.\A fan should be enough.\But still...\Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot. response:	You see, the shadow of water is too pale... since it's transparent.
context: A fancy school like this really should at least have aircon.\There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either.\A fan should be enough.\But still...\Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent. response:	Anyway, want my ice cream?
context: There's no helping it, this is an old building.\And we didn't have aircon where we grew up, either.\A fan should be enough.\But still...\Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream? response:	You bought two for yourself...
context: And we didn't have aircon where we grew up, either.\A fan should be enough.\But still...\Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream?\You bought two for yourself... response:	No thanks, I'll go buy some myself.
context: A fan should be enough.\But still...\Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream?\You bought two for yourself...\No thanks, I'll go buy some myself. response:	What's wrong with you?
context: But still...\Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream?\You bought two for yourself...\No thanks, I'll go buy some myself.\What's wrong with you? response:	Ah, why do I have to do homework and reports on a sunday like this?
context: Anyway, did you buy the mineral water I asked you to?\Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream?\You bought two for yourself...\No thanks, I'll go buy some myself.\What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this? response:	I became that Esquire something, but nothing's changed from being a Page.
context: Umm... sorry, I forgot.\You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream?\You bought two for yourself...\No thanks, I'll go buy some myself.\What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page. response:	And look at this, Esquire is still at the bottom of it!
context: You see, the shadow of water is too pale... since it's transparent.\Anyway, want my ice cream?\You bought two for yourself...\No thanks, I'll go buy some myself.\What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it! response:	Where are you on this?
context: Anyway, want my ice cream?\You bought two for yourself...\No thanks, I'll go buy some myself.\What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it!\Where are you on this? response:	Middle First Class.
context: You bought two for yourself...\No thanks, I'll go buy some myself.\What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it!\Where are you on this?\Middle First Class. response:	You're not so high either!
context: No thanks, I'll go buy some myself.\What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it!\Where are you on this?\Middle First Class.\You're not so high either! response:	You're one to speak.
context: What's wrong with you?\Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it!\Where are you on this?\Middle First Class.\You're not so high either!\You're one to speak. response:	How long would it take to become the top, a Paladin?
context: Ah, why do I have to do homework and reports on a sunday like this?\I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it!\Where are you on this?\Middle First Class.\You're not so high either!\You're one to speak.\How long would it take to become the top, a Paladin? response:	I really want to go on missions and get some practical experience.
context: I became that Esquire something, but nothing's changed from being a Page.\And look at this, Esquire is still at the bottom of it!\Where are you on this?\Middle First Class.\You're not so high either!\You're one to speak.\How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience. response:	Paladin is a title given to only one person at a time.
context: And look at this, Esquire is still at the bottom of it!\Where are you on this?\Middle First Class.\You're not so high either!\You're one to speak.\How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time. response:	It's not a rank that anyone can get.
context: Where are you on this?\Middle First Class.\You're not so high either!\You're one to speak.\How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time.\It's not a rank that anyone can get. response:	But you won't be going on missions for a while.
context: Middle First Class.\You're not so high either!\You're one to speak.\How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time.\It's not a rank that anyone can get.\But you won't be going on missions for a while. response:	Huh?!
context: You're not so high either!\You're one to speak.\How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time.\It's not a rank that anyone can get.\But you won't be going on missions for a while.\Huh?! response:	You often ignore orders and act on your own.
context: You're one to speak.\How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time.\It's not a rank that anyone can get.\But you won't be going on missions for a while.\Huh?!\You often ignore orders and act on your own. response:	You still can't run errands at your age.
context: How long would it take to become the top, a Paladin?\I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time.\It's not a rank that anyone can get.\But you won't be going on missions for a while.\Huh?!\You often ignore orders and act on your own.\You still can't run errands at your age. response:	No surprise there, though.
context: I really want to go on missions and get some practical experience.\Paladin is a title given to only one person at a time.\It's not a rank that anyone can get.\But you won't be going on missions for a while.\Huh?!\You often ignore orders and act on your own.\You still can't run errands at your age.\No surprise there, though. response:	What's the problem, I said I was sorry!
context: Paladin is a title given to only one person at a time.\It's not a rank that anyone can get.\But you won't be going on missions for a while.\Huh?!\You often ignore orders and act on your own.\You still can't run errands at your age.\No surprise there, though.\What's the problem, I said I was sorry! response:	That's not all of it.
context: It's not a rank that anyone can get.\But you won't be going on missions for a while.\Huh?!\You often ignore orders and act on your own.\You still can't run errands at your age.\No surprise there, though.\What's the problem, I said I was sorry!\That's not all of it. response:	You depend too much on Satan's power when you fight.
context: But you won't be going on missions for a while.\Huh?!\You often ignore orders and act on your own.\You still can't run errands at your age.\No surprise there, though.\What's the problem, I said I was sorry!\That's not all of it.\You depend too much on Satan's power when you fight. response:	You should stop drawing your sword all the time.
context: Huh?!\You often ignore orders and act on your own.\You still can't run errands at your age.\No surprise there, though.\What's the problem, I said I was sorry!\That's not all of it.\You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time. response:	And you shouldn't use your body as a shield just because you heal quickly.
context: You often ignore orders and act on your own.\You still can't run errands at your age.\No surprise there, though.\What's the problem, I said I was sorry!\That's not all of it.\You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly. response:	If you keep on like this you'll get possessed by Satan's power.
context: You still can't run errands at your age.\No surprise there, though.\What's the problem, I said I was sorry!\That's not all of it.\You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power. response:	What does it matter, I helped you!
context: No surprise there, though.\What's the problem, I said I was sorry!\That's not all of it.\You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you! response:	Don't preach like the old geezer!
context: What's the problem, I said I was sorry!\That's not all of it.\You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you!\Don't preach like the old geezer! response:	You were about to go down!
context: That's not all of it.\You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you!\Don't preach like the old geezer!\You were about to go down! response:	I'm telling you this for your own sake! Father would do the same.
context: You depend too much on Satan's power when you fight.\You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you!\Don't preach like the old geezer!\You were about to go down!\I'm telling you this for your own sake! Father would do the same. response:	He's probably rolling in his grave worrying about you.
context: You should stop drawing your sword all the time.\And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you!\Don't preach like the old geezer!\You were about to go down!\I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you. response:	As if the shitty old geezer was such a worrywart!
context: And you shouldn't use your body as a shield just because you heal quickly.\If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you!\Don't preach like the old geezer!\You were about to go down!\I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart! response:	Shitty old geezer? How long are you going to act like a rebellious child?
context: If you keep on like this you'll get possessed by Satan's power.\What does it matter, I helped you!\Don't preach like the old geezer!\You were about to go down!\I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child? response:	Won't you grow up already?
context: What does it matter, I helped you!\Don't preach like the old geezer!\You were about to go down!\I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already? response:	And how long are you going to act all cool and adult?
context: Don't preach like the old geezer!\You were about to go down!\I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already?\And how long are you going to act all cool and adult? response:	Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!
context: You were about to go down!\I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already?\And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder! response:	Huh?
context: I'm telling you this for your own sake! Father would do the same.\He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already?\And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh? response:	What does Shiemi have to do with this?
context: He's probably rolling in his grave worrying about you.\As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already?\And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh?\What does Shiemi have to do with this? response:	She's not staring at me at all, and I'm not full of myself!
context: As if the shitty old geezer was such a worrywart!\Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already?\And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh?\What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself! response:	Of couse she is! You're wearing glasses but you don't even notice that!
context: Shitty old geezer? How long are you going to act like a rebellious child?\Won't you grow up already?\And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh?\What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that! response:	That's one stupid four-eyes for you!
context: Won't you grow up already?\And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh?\What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you! response:	Stupid? Says my brother who can't even run errands at his age?
context: And how long are you going to act all cool and adult?\Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh?\What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age? response:	Are you still going on about that? Come on!
context: Don't get so full of yourself just because Shiemi always stares at you like you're the Eighth Wonder!\Huh?\What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on! response:	Your fighting is the same. You rely on power because you have neither knowledge nor skills.
context: Huh?\What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills. response:	Use your head a little.
context: What does Shiemi have to do with this?\She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little. response:	What did you say?
context: She's not staring at me at all, and I'm not full of myself!\Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little.\What did you say? response:	A miracle! A miracle just happened!
context: Of couse she is! You're wearing glasses but you don't even notice that!\That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little.\What did you say?\A miracle! A miracle just happened! response:	This is nothing to laugh about!
context: That's one stupid four-eyes for you!\Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little.\What did you say?\A miracle! A miracle just happened!\This is nothing to laugh about! response:	Yes, Okumura here.
context: Stupid? Says my brother who can't even run errands at his age?\Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little.\What did you say?\A miracle! A miracle just happened!\This is nothing to laugh about!\Yes, Okumura here. response:	Understood. I'm coming right away.
context: Are you still going on about that? Come on!\Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little.\What did you say?\A miracle! A miracle just happened!\This is nothing to laugh about!\Yes, Okumura here.\Understood. I'm coming right away. response:	A mission?
context: Your fighting is the same. You rely on power because you have neither knowledge nor skills.\Use your head a little.\What did you say?\A miracle! A miracle just happened!\This is nothing to laugh about!\Yes, Okumura here.\Understood. I'm coming right away.\A mission? response:	It has nothing to do with you.
context: Use your head a little.\What did you say?\A miracle! A miracle just happened!\This is nothing to laugh about!\Yes, Okumura here.\Understood. I'm coming right away.\A mission?\It has nothing to do with you. response:	How many spares does he have?
context: What did you say?\A miracle! A miracle just happened!\This is nothing to laugh about!\Yes, Okumura here.\Understood. I'm coming right away.\A mission?\It has nothing to do with you.\How many spares does he have? response:	I'm Yukio Okumura, Middle First Class Exorcist.
context: A miracle! A miracle just happened!\This is nothing to laugh about!\Yes, Okumura here.\Understood. I'm coming right away.\A mission?\It has nothing to do with you.\How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist. response:	We've been waiting for you.
context: This is nothing to laugh about!\Yes, Okumura here.\Understood. I'm coming right away.\A mission?\It has nothing to do with you.\How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you. response:	And Rin Okumura, Esquire.
context: Yes, Okumura here.\Understood. I'm coming right away.\A mission?\It has nothing to do with you.\How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you.\And Rin Okumura, Esquire. response:	Rin! What are you doing here?
context: Understood. I'm coming right away.\A mission?\It has nothing to do with you.\How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you.\And Rin Okumura, Esquire.\Rin! What are you doing here? response:	I'm worried about your glasses.
context: A mission?\It has nothing to do with you.\How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you.\And Rin Okumura, Esquire.\Rin! What are you doing here?\I'm worried about your glasses. response:	You're not even making sense.
context: It has nothing to do with you.\How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you.\And Rin Okumura, Esquire.\Rin! What are you doing here?\I'm worried about your glasses.\You're not even making sense. response:	And I don't have time to play with you now! Go home!
context: How many spares does he have?\I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you.\And Rin Okumura, Esquire.\Rin! What are you doing here?\I'm worried about your glasses.\You're not even making sense.\And I don't have time to play with you now! Go home! response:	Not gonna happen.
context: I'm Yukio Okumura, Middle First Class Exorcist.\We've been waiting for you.\And Rin Okumura, Esquire.\Rin! What are you doing here?\I'm worried about your glasses.\You're not even making sense.\And I don't have time to play with you now! Go home!\Not gonna happen. response:	Please.
context: We've been waiting for you.\And Rin Okumura, Esquire.\Rin! What are you doing here?\I'm worried about your glasses.\You're not even making sense.\And I don't have time to play with you now! Go home!\Not gonna happen.\Please. response:	Explain the situation.
context: And Rin Okumura, Esquire.\Rin! What are you doing here?\I'm worried about your glasses.\You're not even making sense.\And I don't have time to play with you now! Go home!\Not gonna happen.\Please.\Explain the situation. response:	Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.
context: Rin! What are you doing here?\I'm worried about your glasses.\You're not even making sense.\And I don't have time to play with you now! Go home!\Not gonna happen.\Please.\Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk. response:	We have sealed a mile of the road.
context: I'm worried about your glasses.\You're not even making sense.\And I don't have time to play with you now! Go home!\Not gonna happen.\Please.\Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road. response:	Liars!
context: You're not even making sense.\And I don't have time to play with you now! Go home!\Not gonna happen.\Please.\Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road.\Liars! response:	You're all liars!
context: And I don't have time to play with you now! Go home!\Not gonna happen.\Please.\Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road.\Liars!\You're all liars! response:	Are you all right? What happened?
context: Not gonna happen.\Please.\Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road.\Liars!\You're all liars!\Are you all right? What happened? response:	Suddenly he got all big and attacked us.
context: Please.\Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road.\Liars!\You're all liars!\Are you all right? What happened?\Suddenly he got all big and attacked us. response:	I let it slip that Reverend Fujimoto is dead.
context: Explain the situation.\Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road.\Liars!\You're all liars!\Are you all right? What happened?\Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead. response:	He probably heard us.
context: Blackie, the guardian Cat Sith of the southern rear gate has gone berserk.\We have sealed a mile of the road.\Liars!\You're all liars!\Are you all right? What happened?\Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead.\He probably heard us. response:	I'm sorry. What's going to happen to Blackie now?
context: We have sealed a mile of the road.\Liars!\You're all liars!\Are you all right? What happened?\Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead.\He probably heard us.\I'm sorry. What's going to happen to Blackie now? response:	It'll be all right. We Exorcists will sort it out.
context: Liars!\You're all liars!\Are you all right? What happened?\Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead.\He probably heard us.\I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out. response:	Sort it out? What do you mean?
context: You're all liars!\Are you all right? What happened?\Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead.\He probably heard us.\I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean? response:	What's going on? What does this have to do with the geezer's death?
context: Are you all right? What happened?\Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead.\He probably heard us.\I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death? response:	That Cat Sith was Father's familiar.
context: Suddenly he got all big and attacked us.\I let it slip that Reverend Fujimoto is dead.\He probably heard us.\I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar. response:	The geezer's? What's a Cat Sith?
context: I let it slip that Reverend Fujimoto is dead.\He probably heard us.\I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith? response:	They are demons that look like cats.
context: He probably heard us.\I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith?\They are demons that look like cats. response:	The Japanese ones' tail splits if they live long enough.
context: I'm sorry. What's going to happen to Blackie now?\It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith?\They are demons that look like cats.\The Japanese ones' tail splits if they live long enough. response:	That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.
context: It'll be all right. We Exorcists will sort it out.\Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith?\They are demons that look like cats.\The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him. response:	He protected silk from mice and fire.
