context: Kokoro response:	masshiro PAGE mekuru
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni response:	It reaches all the way into my heart
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart response:	hohoenmi de kumeta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	Misunderstood
context: Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Misunderstood response:	About what I said that day...
context: nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Misunderstood\About what I said that day... response:	You don't need to worry about it.
context: It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Misunderstood\About what I said that day...\You don't need to worry about it. response:	Forget it.
context: hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Misunderstood\About what I said that day...\You don't need to worry about it.\Forget it. response:	What did he mean by that?
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Misunderstood\About what I said that day...\You don't need to worry about it.\Forget it.\What did he mean by that? response:	That what he said before wasn't important?
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\Misunderstood\About what I said that day...\You don't need to worry about it.\Forget it.\What did he mean by that?\That what he said before wasn't important? response:	I guess he must've meant that.
context: than you smiling and taking my hand as well\Misunderstood\About what I said that day...\You don't need to worry about it.\Forget it.\What did he mean by that?\That what he said before wasn't important?\I guess he must've meant that. response:	I guess that much should have been obvious.
context: Misunderstood\About what I said that day...\You don't need to worry about it.\Forget it.\What did he mean by that?\That what he said before wasn't important?\I guess he must've meant that.\I guess that much should have been obvious. response:	It should have been obvious, but...
context: About what I said that day...\You don't need to worry about it.\Forget it.\What did he mean by that?\That what he said before wasn't important?\I guess he must've meant that.\I guess that much should have been obvious.\It should have been obvious, but... response:	I considered myself the closest to you out of all of the guys.
context: You don't need to worry about it.\Forget it.\What did he mean by that?\That what he said before wasn't important?\I guess he must've meant that.\I guess that much should have been obvious.\It should have been obvious, but...\I considered myself the closest to you out of all of the guys. response:	But that's not necessarily true.
context: Forget it.\What did he mean by that?\That what he said before wasn't important?\I guess he must've meant that.\I guess that much should have been obvious.\It should have been obvious, but...\I considered myself the closest to you out of all of the guys.\But that's not necessarily true. response:	I can't stop thinking about what he said,
context: What did he mean by that?\That what he said before wasn't important?\I guess he must've meant that.\I guess that much should have been obvious.\It should have been obvious, but...\I considered myself the closest to you out of all of the guys.\But that's not necessarily true.\I can't stop thinking about what he said, response:	and how I should've answered him.
context: That what he said before wasn't important?\I guess he must've meant that.\I guess that much should have been obvious.\It should have been obvious, but...\I considered myself the closest to you out of all of the guys.\But that's not necessarily true.\I can't stop thinking about what he said,\and how I should've answered him. response:	I still don't know.
context: I guess he must've meant that.\I guess that much should have been obvious.\It should have been obvious, but...\I considered myself the closest to you out of all of the guys.\But that's not necessarily true.\I can't stop thinking about what he said,\and how I should've answered him.\I still don't know. response:	Forget it.
context: I guess that much should have been obvious.\It should have been obvious, but...\I considered myself the closest to you out of all of the guys.\But that's not necessarily true.\I can't stop thinking about what he said,\and how I should've answered him.\I still don't know.\Forget it. response:	I shouldn't be this upset.
context: It should have been obvious, but...\I considered myself the closest to you out of all of the guys.\But that's not necessarily true.\I can't stop thinking about what he said,\and how I should've answered him.\I still don't know.\Forget it.\I shouldn't be this upset. response:	It makes no sense for me to be this upset.
context: I considered myself the closest to you out of all of the guys.\But that's not necessarily true.\I can't stop thinking about what he said,\and how I should've answered him.\I still don't know.\Forget it.\I shouldn't be this upset.\It makes no sense for me to be this upset. response:	I'm so embarrassed.
context: But that's not necessarily true.\I can't stop thinking about what he said,\and how I should've answered him.\I still don't know.\Forget it.\I shouldn't be this upset.\It makes no sense for me to be this upset.\I'm so embarrassed. response:	I'm the only one who thought it meant something else...
context: I can't stop thinking about what he said,\and how I should've answered him.\I still don't know.\Forget it.\I shouldn't be this upset.\It makes no sense for me to be this upset.\I'm so embarrassed.\I'm the only one who thought it meant something else... response:	I was only thinking of myself.
context: and how I should've answered him.\I still don't know.\Forget it.\I shouldn't be this upset.\It makes no sense for me to be this upset.\I'm so embarrassed.\I'm the only one who thought it meant something else...\I was only thinking of myself. response:	I'm so embarrassed.
context: I still don't know.\Forget it.\I shouldn't be this upset.\It makes no sense for me to be this upset.\I'm so embarrassed.\I'm the only one who thought it meant something else...\I was only thinking of myself.\I'm so embarrassed. response:	What is it?
context: Forget it.\I shouldn't be this upset.\It makes no sense for me to be this upset.\I'm so embarrassed.\I'm the only one who thought it meant something else...\I was only thinking of myself.\I'm so embarrassed.\What is it? response:	What did we have to come all the way out here to talk about?
context: I shouldn't be this upset.\It makes no sense for me to be this upset.\I'm so embarrassed.\I'm the only one who thought it meant something else...\I was only thinking of myself.\I'm so embarrassed.\What is it?\What did we have to come all the way out here to talk about? response:	Don't be like that!
context: It makes no sense for me to be this upset.\I'm so embarrassed.\I'm the only one who thought it meant something else...\I was only thinking of myself.\I'm so embarrassed.\What is it?\What did we have to come all the way out here to talk about?\Don't be like that! response:	I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!
context: I'm so embarrassed.\I'm the only one who thought it meant something else...\I was only thinking of myself.\I'm so embarrassed.\What is it?\What did we have to come all the way out here to talk about?\Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you! response:	Come, come. Have a seat.
context: I'm the only one who thought it meant something else...\I was only thinking of myself.\I'm so embarrassed.\What is it?\What did we have to come all the way out here to talk about?\Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat. response:	What do you want me to say to that?
context: I was only thinking of myself.\I'm so embarrassed.\What is it?\What did we have to come all the way out here to talk about?\Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat.\What do you want me to say to that? response:	Oh come on. Just sit down!
context: I'm so embarrassed.\What is it?\What did we have to come all the way out here to talk about?\Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat.\What do you want me to say to that?\Oh come on. Just sit down! response:	So how many times have you been confessed to? Do you have a girlfriend?
context: What is it?\What did we have to come all the way out here to talk about?\Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat.\What do you want me to say to that?\Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend? response:	No.
context: What did we have to come all the way out here to talk about?\Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat.\What do you want me to say to that?\Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend?\No. response:	Don't be like that!
context: Don't be like that!\I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat.\What do you want me to say to that?\Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend?\No.\Don't be like that! response:	I really don't. What do you want?
context: I'm finally in the same class as the popular Kazehaya. It's only normal to want to talk to you!\Come, come. Have a seat.\What do you want me to say to that?\Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend?\No.\Don't be like that!\I really don't. What do you want? response:	Sadako's been sort of an outcast since freshmen year, hasn't she?
context: Come, come. Have a seat.\What do you want me to say to that?\Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend?\No.\Don't be like that!\I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she? response:	Don't you think it'd be better to leave her alone?
context: What do you want me to say to that?\Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend?\No.\Don't be like that!\I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone? response:	I've heard that you can't stop helping people like her,
context: Oh come on. Just sit down!\So how many times have you been confessed to? Do you have a girlfriend?\No.\Don't be like that!\I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her, response:	but don't you think you're actually doing more harm than good?
context: So how many times have you been confessed to? Do you have a girlfriend?\No.\Don't be like that!\I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good? response:	What are you trying to say?
context: No.\Don't be like that!\I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good?\What are you trying to say? response:	You call Kuronuma an outcast and then say that I can't leave outcasts alone.
context: Don't be like that!\I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good?\What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone. response:	That has nothing to do with anything.
context: I really don't. What do you want?\Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good?\What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything. response:	Sorry. Did I hit a nerve?
context: Sadako's been sort of an outcast since freshmen year, hasn't she?\Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good?\What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything.\Sorry. Did I hit a nerve? response:	Don't be so angry!
context: Don't you think it'd be better to leave her alone?\I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good?\What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything.\Sorry. Did I hit a nerve?\Don't be so angry! response:	Let's see a Mr. Lively Smile! Smile!
context: I've heard that you can't stop helping people like her,\but don't you think you're actually doing more harm than good?\What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything.\Sorry. Did I hit a nerve?\Don't be so angry!\Let's see a Mr. Lively Smile! Smile! response:	Irritated
context: but don't you think you're actually doing more harm than good?\What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything.\Sorry. Did I hit a nerve?\Don't be so angry!\Let's see a Mr. Lively Smile! Smile!\Irritated response:	Whatever, I don't want to hear it from you.
context: What are you trying to say?\You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything.\Sorry. Did I hit a nerve?\Don't be so angry!\Let's see a Mr. Lively Smile! Smile!\Irritated\Whatever, I don't want to hear it from you. response:	I feel sorry for her.
context: You call Kuronuma an outcast and then say that I can't leave outcasts alone.\That has nothing to do with anything.\Sorry. Did I hit a nerve?\Don't be so angry!\Let's see a Mr. Lively Smile! Smile!\Irritated\Whatever, I don't want to hear it from you.\I feel sorry for her. response:	You shouldn't involve yourself with her so much.
context: That has nothing to do with anything.\Sorry. Did I hit a nerve?\Don't be so angry!\Let's see a Mr. Lively Smile! Smile!\Irritated\Whatever, I don't want to hear it from you.\I feel sorry for her.\You shouldn't involve yourself with her so much. response:	She's finally being accepted in class.
context: Sorry. Did I hit a nerve?\Don't be so angry!\Let's see a Mr. Lively Smile! Smile!\Irritated\Whatever, I don't want to hear it from you.\I feel sorry for her.\You shouldn't involve yourself with her so much.\She's finally being accepted in class. response:	But if the girls start getting jealous of her because you pay so much attention to her,
context: Don't be so angry!\Let's see a Mr. Lively Smile! Smile!\Irritated\Whatever, I don't want to hear it from you.\I feel sorry for her.\You shouldn't involve yourself with her so much.\She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her, response:	she'll become an outcast again.
context: Let's see a Mr. Lively Smile! Smile!\Irritated\Whatever, I don't want to hear it from you.\I feel sorry for her.\You shouldn't involve yourself with her so much.\She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again. response:	That would defeat your purpose too.
context: Irritated\Whatever, I don't want to hear it from you.\I feel sorry for her.\You shouldn't involve yourself with her so much.\She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again.\That would defeat your purpose too. response:	You shouldn't do that to her.
context: Whatever, I don't want to hear it from you.\I feel sorry for her.\You shouldn't involve yourself with her so much.\She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again.\That would defeat your purpose too.\You shouldn't do that to her. response:	Why are you telling me that?
context: I feel sorry for her.\You shouldn't involve yourself with her so much.\She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again.\That would defeat your purpose too.\You shouldn't do that to her.\Why are you telling me that? response:	Even if that happened, I would take care of it!
context: You shouldn't involve yourself with her so much.\She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again.\That would defeat your purpose too.\You shouldn't do that to her.\Why are you telling me that?\Even if that happened, I would take care of it! response:	There's a reason why I do the things I do!
context: She's finally being accepted in class.\But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again.\That would defeat your purpose too.\You shouldn't do that to her.\Why are you telling me that?\Even if that happened, I would take care of it!\There's a reason why I do the things I do! response:	What do you know?!
context: But if the girls start getting jealous of her because you pay so much attention to her,\she'll become an outcast again.\That would defeat your purpose too.\You shouldn't do that to her.\Why are you telling me that?\Even if that happened, I would take care of it!\There's a reason why I do the things I do!\What do you know?! response:	But you know,
context: she'll become an outcast again.\That would defeat your purpose too.\You shouldn't do that to her.\Why are you telling me that?\Even if that happened, I would take care of it!\There's a reason why I do the things I do!\What do you know?!\But you know, response:	the more you do, the more she'll stand out as a target of jealousy.
context: That would defeat your purpose too.\You shouldn't do that to her.\Why are you telling me that?\Even if that happened, I would take care of it!\There's a reason why I do the things I do!\What do you know?!\But you know,\the more you do, the more she'll stand out as a target of jealousy. response:	She has all these false expectations. I feel sorry for her.
context: You shouldn't do that to her.\Why are you telling me that?\Even if that happened, I would take care of it!\There's a reason why I do the things I do!\What do you know?!\But you know,\the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her. response:	You keep saying that. Why do you feel sorry for her?
context: Why are you telling me that?\Even if that happened, I would take care of it!\There's a reason why I do the things I do!\What do you know?!\But you know,\the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her? response:	She's trying her best.
context: Even if that happened, I would take care of it!\There's a reason why I do the things I do!\What do you know?!\But you know,\the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her?\She's trying her best. response:	When has she ever had false expectations?
context: There's a reason why I do the things I do!\What do you know?!\But you know,\the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her?\She's trying her best.\When has she ever had false expectations? response:	You just don't understand.
context: What do you know?!\But you know,\the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her?\She's trying her best.\When has she ever had false expectations?\You just don't understand. response:	You and Sadako have wildly different expectations.
context: But you know,\the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her?\She's trying her best.\When has she ever had false expectations?\You just don't understand.\You and Sadako have wildly different expectations. response:	But you're not close enough to her to see that.
context: the more you do, the more she'll stand out as a target of jealousy.\She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her?\She's trying her best.\When has she ever had false expectations?\You just don't understand.\You and Sadako have wildly different expectations.\But you're not close enough to her to see that. response:	What do you mea
context: She has all these false expectations. I feel sorry for her.\You keep saying that. Why do you feel sorry for her?\She's trying her best.\When has she ever had false expectations?\You just don't understand.\You and Sadako have wildly different expectations.\But you're not close enough to her to see that.\What do you mea response:	I can't say any more than that.
context: You keep saying that. Why do you feel sorry for her?\She's trying her best.\When has she ever had false expectations?\You just don't understand.\You and Sadako have wildly different expectations.\But you're not close enough to her to see that.\What do you mea\I can't say any more than that. response:	Otherwise I'd be giving away a girl's deepest secrets.
context: She's trying her best.\When has she ever had false expectations?\You just don't understand.\You and Sadako have wildly different expectations.\But you're not close enough to her to see that.\What do you mea\I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets. response:	You don't want to make things difficult for her, do you?
context: When has she ever had false expectations?\You just don't understand.\You and Sadako have wildly different expectations.\But you're not close enough to her to see that.\What do you mea\I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you? response:	She's trying so hard.
context: You just don't understand.\You and Sadako have wildly different expectations.\But you're not close enough to her to see that.\What do you mea\I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you?\She's trying so hard. response:	I don't need you to tell me!
context: You and Sadako have wildly different expectations.\But you're not close enough to her to see that.\What do you mea\I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you?\She's trying so hard.\I don't need you to tell me! response:	As long as you know.
context: But you're not close enough to her to see that.\What do you mea\I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you?\She's trying so hard.\I don't need you to tell me!\As long as you know. response:	Thanks in advance then.
context: What do you mea\I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you?\She's trying so hard.\I don't need you to tell me!\As long as you know.\Thanks in advance then. response:	Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?
context: I can't say any more than that.\Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you?\She's trying so hard.\I don't need you to tell me!\As long as you know.\Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone? response:	I do!
context: Otherwise I'd be giving away a girl's deepest secrets.\You don't want to make things difficult for her, do you?\She's trying so hard.\I don't need you to tell me!\As long as you know.\Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do! response:	You should go out with her!
context: You don't want to make things difficult for her, do you?\She's trying so hard.\I don't need you to tell me!\As long as you know.\Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do!\You should go out with her! response:	Should I help you get her?
context: She's trying so hard.\I don't need you to tell me!\As long as you know.\Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do!\You should go out with her!\Should I help you get her? response:	No!
context: I don't need you to tell me!\As long as you know.\Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do!\You should go out with her!\Should I help you get her?\No! response:	Absolutely not!
context: As long as you know.\Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do!\You should go out with her!\Should I help you get her?\No!\Absolutely not! response:	What the heck was that?!
context: Thanks in advance then.\Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do!\You should go out with her!\Should I help you get her?\No!\Absolutely not!\What the heck was that?! response:	But you're not close enough to her to see that.
context: Hey! You're so popular, yet you don't have a girlfriend. Does that mean you like someone?\I do!\You should go out with her!\Should I help you get her?\No!\Absolutely not!\What the heck was that?!\But you're not close enough to her to see that. response:	What don't I understand?
context: I do!\You should go out with her!\Should I help you get her?\No!\Absolutely not!\What the heck was that?!\But you're not close enough to her to see that.\What don't I understand? response:	I'm not close enough to her?
context: You should go out with her!\Should I help you get her?\No!\Absolutely not!\What the heck was that?!\But you're not close enough to her to see that.\What don't I understand?\I'm not close enough to her? response:	What the hell?
context: Should I help you get her?\No!\Absolutely not!\What the heck was that?!\But you're not close enough to her to see that.\What don't I understand?\I'm not close enough to her?\What the hell? response:	Wh-What do you think?
context: No!\Absolutely not!\What the heck was that?!\But you're not close enough to her to see that.\What don't I understand?\I'm not close enough to her?\What the hell?\Wh-What do you think? response:	It looks good.
context: Absolutely not!\What the heck was that?!\But you're not close enough to her to see that.\What don't I understand?\I'm not close enough to her?\What the hell?\Wh-What do you think?\It looks good. response:	Seriously?
context: What the heck was that?!\But you're not close enough to her to see that.\What don't I understand?\I'm not close enough to her?\What the hell?\Wh-What do you think?\It looks good.\Seriously? response:	Seriously!
context: But you're not close enough to her to see that.\What don't I understand?\I'm not close enough to her?\What the hell?\Wh-What do you think?\It looks good.\Seriously?\Seriously! response:	Score!
context: What don't I understand?\I'm not close enough to her?\What the hell?\Wh-What do you think?\It looks good.\Seriously?\Seriously!\Score! response:	Really, really?
context: I'm not close enough to her?\What the hell?\Wh-What do you think?\It looks good.\Seriously?\Seriously!\Score!\Really, really? response:	Yes!
context: What the hell?\Wh-What do you think?\It looks good.\Seriously?\Seriously!\Score!\Really, really?\Yes! response:	So it's like a relatives-only ceremony?
context: Wh-What do you think?\It looks good.\Seriously?\Seriously!\Score!\Really, really?\Yes!\So it's like a relatives-only ceremony? response:	Yeah. They're not even inviting their coworkers,
context: It looks good.\Seriously?\Seriously!\Score!\Really, really?\Yes!\So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers, response:	so I assumed that I wouldn't be invited either.
