context: Kokoro response:	masshiro PAGE mekuru
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni response:	It reaches all the way into my heart
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart response:	hohoenmi de kumeta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	I wouldn't mind...
context: Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\I wouldn't mind... response:	if you liked me.
context: nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\I wouldn't mind...\if you liked me. response:	Affection and Annoyance
context: It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\I wouldn't mind...\if you liked me.\Affection and Annoyance response:	What the hell are you doing?!
context: hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\I wouldn't mind...\if you liked me.\Affection and Annoyance\What the hell are you doing?! response:	Wh-What?
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\I wouldn't mind...\if you liked me.\Affection and Annoyance\What the hell are you doing?!\Wh-What? response:	What did you do to make her cry?
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\I wouldn't mind...\if you liked me.\Affection and Annoyance\What the hell are you doing?!\Wh-What?\What did you do to make her cry? response:	I'm sorry, Sadako.
context: than you smiling and taking my hand as well\I wouldn't mind...\if you liked me.\Affection and Annoyance\What the hell are you doing?!\Wh-What?\What did you do to make her cry?\I'm sorry, Sadako. response:	No, you didn't do anything wrong.
context: I wouldn't mind...\if you liked me.\Affection and Annoyance\What the hell are you doing?!\Wh-What?\What did you do to make her cry?\I'm sorry, Sadako.\No, you didn't do anything wrong. response:	You tried to cheer me up
context: if you liked me.\Affection and Annoyance\What the hell are you doing?!\Wh-What?\What did you do to make her cry?\I'm sorry, Sadako.\No, you didn't do anything wrong.\You tried to cheer me up response:	No one did anything wrong!
context: Affection and Annoyance\What the hell are you doing?!\Wh-What?\What did you do to make her cry?\I'm sorry, Sadako.\No, you didn't do anything wrong.\You tried to cheer me up\No one did anything wrong! response:	Then why are you crying?
context: What the hell are you doing?!\Wh-What?\What did you do to make her cry?\I'm sorry, Sadako.\No, you didn't do anything wrong.\You tried to cheer me up\No one did anything wrong!\Then why are you crying? response:	Calm down, calm down!
context: Wh-What?\What did you do to make her cry?\I'm sorry, Sadako.\No, you didn't do anything wrong.\You tried to cheer me up\No one did anything wrong!\Then why are you crying?\Calm down, calm down! response:	Let's just leave it at that.
context: What did you do to make her cry?\I'm sorry, Sadako.\No, you didn't do anything wrong.\You tried to cheer me up\No one did anything wrong!\Then why are you crying?\Calm down, calm down!\Let's just leave it at that. response:	Sadako was finally able to compliment you with open eyes.
context: I'm sorry, Sadako.\No, you didn't do anything wrong.\You tried to cheer me up\No one did anything wrong!\Then why are you crying?\Calm down, calm down!\Let's just leave it at that.\Sadako was finally able to compliment you with open eyes. response:	With open eyes?
context: No, you didn't do anything wrong.\You tried to cheer me up\No one did anything wrong!\Then why are you crying?\Calm down, calm down!\Let's just leave it at that.\Sadako was finally able to compliment you with open eyes.\With open eyes? response:	It's Kazehaya.
context: You tried to cheer me up\No one did anything wrong!\Then why are you crying?\Calm down, calm down!\Let's just leave it at that.\Sadako was finally able to compliment you with open eyes.\With open eyes?\It's Kazehaya. response:	'Sup!
context: No one did anything wrong!\Then why are you crying?\Calm down, calm down!\Let's just leave it at that.\Sadako was finally able to compliment you with open eyes.\With open eyes?\It's Kazehaya.\'Sup! response:	What are you up
context: Then why are you crying?\Calm down, calm down!\Let's just leave it at that.\Sadako was finally able to compliment you with open eyes.\With open eyes?\It's Kazehaya.\'Sup!\What are you up response:	Kazehaya (Angry?)
context: Calm down, calm down!\Let's just leave it at that.\Sadako was finally able to compliment you with open eyes.\With open eyes?\It's Kazehaya.\'Sup!\What are you up\Kazehaya (Angry?) response:	Flamboyant Dude?
context: Let's just leave it at that.\Sadako was finally able to compliment you with open eyes.\With open eyes?\It's Kazehaya.\'Sup!\What are you up\Kazehaya (Angry?)\Flamboyant Dude? response:	Sadako!! (Crying)
context: Sadako was finally able to compliment you with open eyes.\With open eyes?\It's Kazehaya.\'Sup!\What are you up\Kazehaya (Angry?)\Flamboyant Dude?\Sadako!! (Crying) response:	Wow, this scene!
context: With open eyes?\It's Kazehaya.\'Sup!\What are you up\Kazehaya (Angry?)\Flamboyant Dude?\Sadako!! (Crying)\Wow, this scene! response:	What, are you both trying to pick her up, Kazehaya?
context: It's Kazehaya.\'Sup!\What are you up\Kazehaya (Angry?)\Flamboyant Dude?\Sadako!! (Crying)\Wow, this scene!\What, are you both trying to pick her up, Kazehaya? response:	Wow Sadako, you're so popular having both of them after you!
context: 'Sup!\What are you up\Kazehaya (Angry?)\Flamboyant Dude?\Sadako!! (Crying)\Wow, this scene!\What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you! response:	Th-That's not funny
context: What are you up\Kazehaya (Angry?)\Flamboyant Dude?\Sadako!! (Crying)\Wow, this scene!\What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you!\Th-That's not funny response:	Yeah.
context: Kazehaya (Angry?)\Flamboyant Dude?\Sadako!! (Crying)\Wow, this scene!\What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you!\Th-That's not funny\Yeah. response:	What is it, Kazehaya?
context: Flamboyant Dude?\Sadako!! (Crying)\Wow, this scene!\What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you!\Th-That's not funny\Yeah.\What is it, Kazehaya? response:	Do you like Sadako?
context: Sadako!! (Crying)\Wow, this scene!\What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you!\Th-That's not funny\Yeah.\What is it, Kazehaya?\Do you like Sadako? response:	I do.
context: Wow, this scene!\What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you!\Th-That's not funny\Yeah.\What is it, Kazehaya?\Do you like Sadako?\I do. response:	I like you, Kuronuma.
context: What, are you both trying to pick her up, Kazehaya?\Wow Sadako, you're so popular having both of them after you!\Th-That's not funny\Yeah.\What is it, Kazehaya?\Do you like Sadako?\I do.\I like you, Kuronuma. response:	Problem?
context: Wow Sadako, you're so popular having both of them after you!\Th-That's not funny\Yeah.\What is it, Kazehaya?\Do you like Sadako?\I do.\I like you, Kuronuma.\Problem? response:	I-I mean
context: Th-That's not funny\Yeah.\What is it, Kazehaya?\Do you like Sadako?\I do.\I like you, Kuronuma.\Problem?\I-I mean response:	It's just that
context: Yeah.\What is it, Kazehaya?\Do you like Sadako?\I do.\I like you, Kuronuma.\Problem?\I-I mean\It's just that response:	Are you for real?
context: What is it, Kazehaya?\Do you like Sadako?\I do.\I like you, Kuronuma.\Problem?\I-I mean\It's just that\Are you for real? response:	He's got to be kidding.
context: Do you like Sadako?\I do.\I like you, Kuronuma.\Problem?\I-I mean\It's just that\Are you for real?\He's got to be kidding. response:	You can't say it like that
context: I do.\I like you, Kuronuma.\Problem?\I-I mean\It's just that\Are you for real?\He's got to be kidding.\You can't say it like that response:	If you say it like that,
context: I like you, Kuronuma.\Problem?\I-I mean\It's just that\Are you for real?\He's got to be kidding.\You can't say it like that\If you say it like that, response:	it could be taken the wrong way!
context: Problem?\I-I mean\It's just that\Are you for real?\He's got to be kidding.\You can't say it like that\If you say it like that,\it could be taken the wrong way! response:	What?
context: I-I mean\It's just that\Are you for real?\He's got to be kidding.\You can't say it like that\If you say it like that,\it could be taken the wrong way!\What? response:	Are you saying we would take it the wrong way, Sadako?
context: It's just that\Are you for real?\He's got to be kidding.\You can't say it like that\If you say it like that,\it could be taken the wrong way!\What?\Are you saying we would take it the wrong way, Sadako? response:	No one would make that sort of mistake!
context: Are you for real?\He's got to be kidding.\You can't say it like that\If you say it like that,\it could be taken the wrong way!\What?\Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake! response:	You're overthinking it!
context: He's got to be kidding.\You can't say it like that\If you say it like that,\it could be taken the wrong way!\What?\Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake!\You're overthinking it! response:	Of course he just means it as a friend!
context: You can't say it like that\If you say it like that,\it could be taken the wrong way!\What?\Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake!\You're overthinking it!\Of course he just means it as a friend! response:	Duh!
context: If you say it like that,\it could be taken the wrong way!\What?\Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake!\You're overthinking it!\Of course he just means it as a friend!\Duh! response:	It'll make me want to take it the wrong way.
context: it could be taken the wrong way!\What?\Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake!\You're overthinking it!\Of course he just means it as a friend!\Duh!\It'll make me want to take it the wrong way. response:	What's so funny?
context: What?\Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake!\You're overthinking it!\Of course he just means it as a friend!\Duh!\It'll make me want to take it the wrong way.\What's so funny? response:	Kuronuma.
context: Are you saying we would take it the wrong way, Sadako?\No one would make that sort of mistake!\You're overthinking it!\Of course he just means it as a friend!\Duh!\It'll make me want to take it the wrong way.\What's so funny?\Kuronuma. response:	If it bothers you, you can take it that way.
context: No one would make that sort of mistake!\You're overthinking it!\Of course he just means it as a friend!\Duh!\It'll make me want to take it the wrong way.\What's so funny?\Kuronuma.\If it bothers you, you can take it that way. response:	Kazeha
context: You're overthinking it!\Of course he just means it as a friend!\Duh!\It'll make me want to take it the wrong way.\What's so funny?\Kuronuma.\If it bothers you, you can take it that way.\Kazeha response:	Kazehaya!
context: Of course he just means it as a friend!\Duh!\It'll make me want to take it the wrong way.\What's so funny?\Kuronuma.\If it bothers you, you can take it that way.\Kazeha\Kazehaya! response:	Come on, let's go, that was the bell!
context: Duh!\It'll make me want to take it the wrong way.\What's so funny?\Kuronuma.\If it bothers you, you can take it that way.\Kazeha\Kazehaya!\Come on, let's go, that was the bell! response:	Oh no!
context: It'll make me want to take it the wrong way.\What's so funny?\Kuronuma.\If it bothers you, you can take it that way.\Kazeha\Kazehaya!\Come on, let's go, that was the bell!\Oh no! response:	We have gym next!
context: What's so funny?\Kuronuma.\If it bothers you, you can take it that way.\Kazeha\Kazehaya!\Come on, let's go, that was the bell!\Oh no!\We have gym next! response:	Pin's gonna yell at us.
context: Kuronuma.\If it bothers you, you can take it that way.\Kazeha\Kazehaya!\Come on, let's go, that was the bell!\Oh no!\We have gym next!\Pin's gonna yell at us. response:	Right, break it up!
context: If it bothers you, you can take it that way.\Kazeha\Kazehaya!\Come on, let's go, that was the bell!\Oh no!\We have gym next!\Pin's gonna yell at us.\Right, break it up! response:	Time to go!
context: Kazeha\Kazehaya!\Come on, let's go, that was the bell!\Oh no!\We have gym next!\Pin's gonna yell at us.\Right, break it up!\Time to go! response:	Hey, Kazehaya was really angry, wasn't he?
context: Kazehaya!\Come on, let's go, that was the bell!\Oh no!\We have gym next!\Pin's gonna yell at us.\Right, break it up!\Time to go!\Hey, Kazehaya was really angry, wasn't he? response:	Why did we get involved in that?
context: Come on, let's go, that was the bell!\Oh no!\We have gym next!\Pin's gonna yell at us.\Right, break it up!\Time to go!\Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that? response:	Who did?
context: Oh no!\We have gym next!\Pin's gonna yell at us.\Right, break it up!\Time to go!\Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that?\Who did? response:	Was heserious?
context: We have gym next!\Pin's gonna yell at us.\Right, break it up!\Time to go!\Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that?\Who did?\Was heserious? response:	Aw, lunch break is over already?
context: Pin's gonna yell at us.\Right, break it up!\Time to go!\Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that?\Who did?\Was heserious?\Aw, lunch break is over already? response:	We'll have to wait until after school then.
context: Right, break it up!\Time to go!\Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that?\Who did?\Was heserious?\Aw, lunch break is over already?\We'll have to wait until after school then. response:	Sawako's not here yet.
context: Time to go!\Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that?\Who did?\Was heserious?\Aw, lunch break is over already?\We'll have to wait until after school then.\Sawako's not here yet. response:	Neither is Kazehaya
context: Hey, Kazehaya was really angry, wasn't he?\Why did we get involved in that?\Who did?\Was heserious?\Aw, lunch break is over already?\We'll have to wait until after school then.\Sawako's not here yet.\Neither is Kazehaya response:	I ran after him
context: Why did we get involved in that?\Who did?\Was heserious?\Aw, lunch break is over already?\We'll have to wait until after school then.\Sawako's not here yet.\Neither is Kazehaya\I ran after him response:	but what should I do now?
context: Who did?\Was heserious?\Aw, lunch break is over already?\We'll have to wait until after school then.\Sawako's not here yet.\Neither is Kazehaya\I ran after him\but what should I do now? response:	What should I say to him?
context: Was heserious?\Aw, lunch break is over already?\We'll have to wait until after school then.\Sawako's not here yet.\Neither is Kazehaya\I ran after him\but what should I do now?\What should I say to him? response:	I don't know!
context: Aw, lunch break is over already?\We'll have to wait until after school then.\Sawako's not here yet.\Neither is Kazehaya\I ran after him\but what should I do now?\What should I say to him?\I don't know! response:	If it bothers you, you can take it that way.
context: We'll have to wait until after school then.\Sawako's not here yet.\Neither is Kazehaya\I ran after him\but what should I do now?\What should I say to him?\I don't know!\If it bothers you, you can take it that way. response:	Bother?
context: Sawako's not here yet.\Neither is Kazehaya\I ran after him\but what should I do now?\What should I say to him?\I don't know!\If it bothers you, you can take it that way.\Bother? response:	Kazehaya has someone he likes.
context: Neither is Kazehaya\I ran after him\but what should I do now?\What should I say to him?\I don't know!\If it bothers you, you can take it that way.\Bother?\Kazehaya has someone he likes. response:	You don't want to be a bother to him, right?
context: I ran after him\but what should I do now?\What should I say to him?\I don't know!\If it bothers you, you can take it that way.\Bother?\Kazehaya has someone he likes.\You don't want to be a bother to him, right? response:	I was already a bother to him, wasn't I?
context: but what should I do now?\What should I say to him?\I don't know!\If it bothers you, you can take it that way.\Bother?\Kazehaya has someone he likes.\You don't want to be a bother to him, right?\I was already a bother to him, wasn't I? response:	I didn't even know he liked someone, yet I wanted to keep him for myself
context: What should I say to him?\I don't know!\If it bothers you, you can take it that way.\Bother?\Kazehaya has someone he likes.\You don't want to be a bother to him, right?\I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself response:	I like you, Kuronuma.
context: I don't know!\If it bothers you, you can take it that way.\Bother?\Kazehaya has someone he likes.\You don't want to be a bother to him, right?\I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma. response:	I made him say something that could've been taken the wrong way by accident.
context: If it bothers you, you can take it that way.\Bother?\Kazehaya has someone he likes.\You don't want to be a bother to him, right?\I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident. response:	Why are you crying?
context: Bother?\Kazehaya has someone he likes.\You don't want to be a bother to him, right?\I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident.\Why are you crying? response:	Was it Miura?
context: Kazehaya has someone he likes.\You don't want to be a bother to him, right?\I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident.\Why are you crying?\Was it Miura? response:	He was just trying to comfort me to be nice
context: You don't want to be a bother to him, right?\I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident.\Why are you crying?\Was it Miura?\He was just trying to comfort me to be nice response:	Then it's because of me?
context: I was already a bother to him, wasn't I?\I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident.\Why are you crying?\Was it Miura?\He was just trying to comfort me to be nice\Then it's because of me? response:	I-I'm sorry.
context: I didn't even know he liked someone, yet I wanted to keep him for myself\I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident.\Why are you crying?\Was it Miura?\He was just trying to comfort me to be nice\Then it's because of me?\I-I'm sorry. response:	I'm sorry you had to look out for me so much.
context: I like you, Kuronuma.\I made him say something that could've been taken the wrong way by accident.\Why are you crying?\Was it Miura?\He was just trying to comfort me to be nice\Then it's because of me?\I-I'm sorry.\I'm sorry you had to look out for me so much. response:	I'm sorry I caused you so much trouble.
context: I made him say something that could've been taken the wrong way by accident.\Why are you crying?\Was it Miura?\He was just trying to comfort me to be nice\Then it's because of me?\I-I'm sorry.\I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble. response:	I'm sorry!
context: Why are you crying?\Was it Miura?\He was just trying to comfort me to be nice\Then it's because of me?\I-I'm sorry.\I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble.\I'm sorry! response:	Look out for you?
context: Was it Miura?\He was just trying to comfort me to be nice\Then it's because of me?\I-I'm sorry.\I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble.\I'm sorry!\Look out for you? response:	You think Miura does what he does out of affection,
context: He was just trying to comfort me to be nice\Then it's because of me?\I-I'm sorry.\I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble.\I'm sorry!\Look out for you?\You think Miura does what he does out of affection, response:	and that I find what I do troublesome?
context: Then it's because of me?\I-I'm sorry.\I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble.\I'm sorry!\Look out for you?\You think Miura does what he does out of affection,\and that I find what I do troublesome? response:	I did those things'cause I like you.
context: I-I'm sorry.\I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble.\I'm sorry!\Look out for you?\You think Miura does what he does out of affection,\and that I find what I do troublesome?\I did those things'cause I like you. response:	I'm not who you think I am.
context: I'm sorry you had to look out for me so much.\I'm sorry I caused you so much trouble.\I'm sorry!\Look out for you?\You think Miura does what he does out of affection,\and that I find what I do troublesome?\I did those things'cause I like you.\I'm not who you think I am. response:	I don't want you to think I'm lively or fair or whatever.
context: I'm sorry I caused you so much trouble.\I'm sorry!\Look out for you?\You think Miura does what he does out of affection,\and that I find what I do troublesome?\I did those things'cause I like you.\I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever. response:	I've never treated you the same as everyone else.
context: I'm sorry!\Look out for you?\You think Miura does what he does out of affection,\and that I find what I do troublesome?\I did those things'cause I like you.\I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else. response:	I like you, Kuronuma.
context: Look out for you?\You think Miura does what he does out of affection,\and that I find what I do troublesome?\I did those things'cause I like you.\I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else.\I like you, Kuronuma. response:	Do you like me?
context: You think Miura does what he does out of affection,\and that I find what I do troublesome?\I did those things'cause I like you.\I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else.\I like you, Kuronuma.\Do you like me? response:	But your like is different from mine.
context: and that I find what I do troublesome?\I did those things'cause I like you.\I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else.\I like you, Kuronuma.\Do you like me?\But your like is different from mine. response:	Yeah.
context: I did those things'cause I like you.\I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else.\I like you, Kuronuma.\Do you like me?\But your like is different from mine.\Yeah. response:	I knew it was like this from the beginning.
context: I'm not who you think I am.\I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else.\I like you, Kuronuma.\Do you like me?\But your like is different from mine.\Yeah.\I knew it was like this from the beginning. response:	You only told me what I already knew.
context: I don't want you to think I'm lively or fair or whatever.\I've never treated you the same as everyone else.\I like you, Kuronuma.\Do you like me?\But your like is different from mine.\Yeah.\I knew it was like this from the beginning.\You only told me what I already knew. response:	I knew it, but I still
context: I've never treated you the same as everyone else.\I like you, Kuronuma.\Do you like me?\But your like is different from mine.\Yeah.\I knew it was like this from the beginning.\You only told me what I already knew.\I knew it, but I still response:	Kazehaya and Kuronuma are absent?
context: I like you, Kuronuma.\Do you like me?\But your like is different from mine.\Yeah.\I knew it was like this from the beginning.\You only told me what I already knew.\I knew it, but I still\Kazehaya and Kuronuma are absent? response:	What happened?
context: Do you like me?\But your like is different from mine.\Yeah.\I knew it was like this from the beginning.\You only told me what I already knew.\I knew it, but I still\Kazehaya and Kuronuma are absent?\What happened? response:	I like you.
context: But your like is different from mine.\Yeah.\I knew it was like this from the beginning.\You only told me what I already knew.\I knew it, but I still\Kazehaya and Kuronuma are absent?\What happened?\I like you. response:	I like you.
context: Yeah.\I knew it was like this from the beginning.\You only told me what I already knew.\I knew it, but I still\Kazehaya and Kuronuma are absent?\What happened?\I like you.\I like you. response:	Kazehaya did?
context: I knew it was like this from the beginning.\You only told me what I already knew.\I knew it, but I still\Kazehaya and Kuronuma are absent?\What happened?\I like you.\I like you.\Kazehaya did? response:	Yeah!
context: You only told me what I already knew.\I knew it, but I still\Kazehaya and Kuronuma are absent?\What happened?\I like you.\I like you.\Kazehaya did?\Yeah! response:	I couldn't believe what I was seeing!
context: I knew it, but I still\Kazehaya and Kuronuma are absent?\What happened?\I like you.\I like you.\Kazehaya did?\Yeah!\I couldn't believe what I was seeing! response:	With that flashy guy from class D?
