context: Otani-kun. response:	Good morning!
context: Good morning.\Ah, this girl is...\Meimei-chan!\It's Mimi!\Your girlfriend sure is funny.\Oh no! We're gonna be late!\That's because you took so long.\That's because you were being stupid. response:	See ya, Mimi-chan.
context: Ah, this girl is...\Meimei-chan!\It's Mimi!\Your girlfriend sure is funny.\Oh no! We're gonna be late!\That's because you took so long.\That's because you were being stupid.\See ya, Mimi-chan. response:	Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!
context: Meimei-chan!\It's Mimi!\Your girlfriend sure is funny.\Oh no! We're gonna be late!\That's because you took so long.\That's because you were being stupid.\See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!! response:	What's this?! Why didn't you tell us?!
context: It's Mimi!\Your girlfriend sure is funny.\Oh no! We're gonna be late!\That's because you took so long.\That's because you were being stupid.\See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?! response:	When did this happen?
context: Your girlfriend sure is funny.\Oh no! We're gonna be late!\That's because you took so long.\That's because you were being stupid.\See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?!\When did this happen? response:	I see. Congratulations.
context: Oh no! We're gonna be late!\That's because you took so long.\That's because you were being stupid.\See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?!\When did this happen?\I see. Congratulations. response:	What did you say when you asked her out?
context: That's because you took so long.\That's because you were being stupid.\See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?!\When did this happen?\I see. Congratulations.\What did you say when you asked her out? response:	Oh? That's great. Congratulations.
context: That's because you were being stupid.\See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?!\When did this happen?\I see. Congratulations.\What did you say when you asked her out?\Oh? That's great. Congratulations. response:	Is this true, Senpai?
context: See ya, Mimi-chan.\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?!\When did this happen?\I see. Congratulations.\What did you say when you asked her out?\Oh? That's great. Congratulations.\Is this true, Senpai? response:	Ahdsakafajdags!
context: Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\What's this?! Why didn't you tell us?!\When did this happen?\I see. Congratulations.\What did you say when you asked her out?\Oh? That's great. Congratulations.\Is this true, Senpai?\Ahdsakafajdags! response:	This is wonderful.
context: What's this?! Why didn't you tell us?!\When did this happen?\I see. Congratulations.\What did you say when you asked her out?\Oh? That's great. Congratulations.\Is this true, Senpai?\Ahdsakafajdags!\This is wonderful. response:	I'm so moved!
context: When did this happen?\I see. Congratulations.\What did you say when you asked her out?\Oh? That's great. Congratulations.\Is this true, Senpai?\Ahdsakafajdags!\This is wonderful.\I'm so moved! response:	So the comedy duo is finally a couple.
context: I see. Congratulations.\What did you say when you asked her out?\Oh? That's great. Congratulations.\Is this true, Senpai?\Ahdsakafajdags!\This is wonderful.\I'm so moved!\So the comedy duo is finally a couple. response:	Congratulations!
context: What did you say when you asked her out?\Oh? That's great. Congratulations.\Is this true, Senpai?\Ahdsakafajdags!\This is wonderful.\I'm so moved!\So the comedy duo is finally a couple.\Congratulations! response:	Thank you.
context: Oh? That's great. Congratulations.\Is this true, Senpai?\Ahdsakafajdags!\This is wonderful.\I'm so moved!\So the comedy duo is finally a couple.\Congratulations!\Thank you. response:	Don't make such a big deal out of it.
context: Is this true, Senpai?\Ahdsakafajdags!\This is wonderful.\I'm so moved!\So the comedy duo is finally a couple.\Congratulations!\Thank you.\Don't make such a big deal out of it. response:	Why?!
context: Ahdsakafajdags!\This is wonderful.\I'm so moved!\So the comedy duo is finally a couple.\Congratulations!\Thank you.\Don't make such a big deal out of it.\Why?! response:	Please tell me why, Risa!
context: This is wonderful.\I'm so moved!\So the comedy duo is finally a couple.\Congratulations!\Thank you.\Don't make such a big deal out of it.\Why?!\Please tell me why, Risa! response:	Think about this seriously! It's weird! Choosing a guy like that...
context: I'm so moved!\So the comedy duo is finally a couple.\Congratulations!\Thank you.\Don't make such a big deal out of it.\Why?!\Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that... response:	What do you mean, a guy like me?
context: So the comedy duo is finally a couple.\Congratulations!\Thank you.\Don't make such a big deal out of it.\Why?!\Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me? response:	Beat it, mini-man!
context: Congratulations!\Thank you.\Don't make such a big deal out of it.\Why?!\Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me?\Beat it, mini-man! response:	Don't go getting cocky.
context: Thank you.\Don't make such a big deal out of it.\Why?!\Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me?\Beat it, mini-man!\Don't go getting cocky. response:	Who's getting cocky?
context: Don't make such a big deal out of it.\Why?!\Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me?\Beat it, mini-man!\Don't go getting cocky.\Who's getting cocky? response:	You...
context: Why?!\Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me?\Beat it, mini-man!\Don't go getting cocky.\Who's getting cocky?\You... response:	You...
context: Please tell me why, Risa!\Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me?\Beat it, mini-man!\Don't go getting cocky.\Who's getting cocky?\You...\You... response:	Fine...
context: Think about this seriously! It's weird! Choosing a guy like that...\What do you mean, a guy like me?\Beat it, mini-man!\Don't go getting cocky.\Who's getting cocky?\You...\You...\Fine... response:	I knew this day would come eventually.
context: What do you mean, a guy like me?\Beat it, mini-man!\Don't go getting cocky.\Who's getting cocky?\You...\You...\Fine...\I knew this day would come eventually. response:	Oh... that's right.
context: Beat it, mini-man!\Don't go getting cocky.\Who's getting cocky?\You...\You...\Fine...\I knew this day would come eventually.\Oh... that's right. response:	Sensei was looking for you two earlier.
context: Don't go getting cocky.\Who's getting cocky?\You...\You...\Fine...\I knew this day would come eventually.\Oh... that's right.\Sensei was looking for you two earlier. response:	It's over already?
context: Who's getting cocky?\You...\You...\Fine...\I knew this day would come eventually.\Oh... that's right.\Sensei was looking for you two earlier.\It's over already? response:	Did you forget your summer homework?
context: You...\You...\Fine...\I knew this day would come eventually.\Oh... that's right.\Sensei was looking for you two earlier.\It's over already?\Did you forget your summer homework? response:	Yes.
context: You...\Fine...\I knew this day would come eventually.\Oh... that's right.\Sensei was looking for you two earlier.\It's over already?\Did you forget your summer homework?\Yes. response:	Sorry.
context: Fine...\I knew this day would come eventually.\Oh... that's right.\Sensei was looking for you two earlier.\It's over already?\Did you forget your summer homework?\Yes.\Sorry. response:	Well, at this stage there's nothing more to say.
context: I knew this day would come eventually.\Oh... that's right.\Sensei was looking for you two earlier.\It's over already?\Did you forget your summer homework?\Yes.\Sorry.\Well, at this stage there's nothing more to say. response:	Just turn it in by Monday.
context: Oh... that's right.\Sensei was looking for you two earlier.\It's over already?\Did you forget your summer homework?\Yes.\Sorry.\Well, at this stage there's nothing more to say.\Just turn it in by Monday. response:	Yes.
context: Sensei was looking for you two earlier.\It's over already?\Did you forget your summer homework?\Yes.\Sorry.\Well, at this stage there's nothing more to say.\Just turn it in by Monday.\Yes. response:	I totally forgot about it.
context: It's over already?\Did you forget your summer homework?\Yes.\Sorry.\Well, at this stage there's nothing more to say.\Just turn it in by Monday.\Yes.\I totally forgot about it. response:	Let's work on it together.
context: Did you forget your summer homework?\Yes.\Sorry.\Well, at this stage there's nothing more to say.\Just turn it in by Monday.\Yes.\I totally forgot about it.\Let's work on it together. response:	Where?
context: Yes.\Sorry.\Well, at this stage there's nothing more to say.\Just turn it in by Monday.\Yes.\I totally forgot about it.\Let's work on it together.\Where? response:	Do you want to go to the library with Suzuki and the others?
context: Sorry.\Well, at this stage there's nothing more to say.\Just turn it in by Monday.\Yes.\I totally forgot about it.\Let's work on it together.\Where?\Do you want to go to the library with Suzuki and the others? response:	Bad idea.
context: Well, at this stage there's nothing more to say.\Just turn it in by Monday.\Yes.\I totally forgot about it.\Let's work on it together.\Where?\Do you want to go to the library with Suzuki and the others?\Bad idea. response:	If I'm in a quiet place like the library,
context: Just turn it in by Monday.\Yes.\I totally forgot about it.\Let's work on it together.\Where?\Do you want to go to the library with Suzuki and the others?\Bad idea.\If I'm in a quiet place like the library, response:	It will be all eek, won't it?
context: Yes.\I totally forgot about it.\Let's work on it together.\Where?\Do you want to go to the library with Suzuki and the others?\Bad idea.\If I'm in a quiet place like the library,\It will be all eek, won't it? response:	Want to come to my place?
context: I totally forgot about it.\Let's work on it together.\Where?\Do you want to go to the library with Suzuki and the others?\Bad idea.\If I'm in a quiet place like the library,\It will be all eek, won't it?\Want to come to my place? response:	You brought your girlfriend over?
context: Let's work on it together.\Where?\Do you want to go to the library with Suzuki and the others?\Bad idea.\If I'm in a quiet place like the library,\It will be all eek, won't it?\Want to come to my place?\You brought your girlfriend over? response:	What are you doing here?
context: Where?\Do you want to go to the library with Suzuki and the others?\Bad idea.\If I'm in a quiet place like the library,\It will be all eek, won't it?\Want to come to my place?\You brought your girlfriend over?\What are you doing here? response:	I brought today's milk for you.
context: Do you want to go to the library with Suzuki and the others?\Bad idea.\If I'm in a quiet place like the library,\It will be all eek, won't it?\Want to come to my place?\You brought your girlfriend over?\What are you doing here?\I brought today's milk for you. response:	M-milk?
context: Bad idea.\If I'm in a quiet place like the library,\It will be all eek, won't it?\Want to come to my place?\You brought your girlfriend over?\What are you doing here?\I brought today's milk for you.\M-milk? response:	She brings me milk every day, saying it'll make me taller.
context: If I'm in a quiet place like the library,\It will be all eek, won't it?\Want to come to my place?\You brought your girlfriend over?\What are you doing here?\I brought today's milk for you.\M-milk?\She brings me milk every day, saying it'll make me taller. response:	Today I've brought something really great.
context: It will be all eek, won't it?\Want to come to my place?\You brought your girlfriend over?\What are you doing here?\I brought today's milk for you.\M-milk?\She brings me milk every day, saying it'll make me taller.\Today I've brought something really great. response:	This is high-calcium milk,
context: Want to come to my place?\You brought your girlfriend over?\What are you doing here?\I brought today's milk for you.\M-milk?\She brings me milk every day, saying it'll make me taller.\Today I've brought something really great.\This is high-calcium milk, response:	What's so funny?!
context: You brought your girlfriend over?\What are you doing here?\I brought today's milk for you.\M-milk?\She brings me milk every day, saying it'll make me taller.\Today I've brought something really great.\This is high-calcium milk,\What's so funny?! response:	Well, milk...
context: What are you doing here?\I brought today's milk for you.\M-milk?\She brings me milk every day, saying it'll make me taller.\Today I've brought something really great.\This is high-calcium milk,\What's so funny?!\Well, milk... response:	If there's nothing else, hurry up and go home.
context: I brought today's milk for you.\M-milk?\She brings me milk every day, saying it'll make me taller.\Today I've brought something really great.\This is high-calcium milk,\What's so funny?!\Well, milk...\If there's nothing else, hurry up and go home. response:	Aww. But I wanted to chat with your girlfriend.
context: M-milk?\She brings me milk every day, saying it'll make me taller.\Today I've brought something really great.\This is high-calcium milk,\What's so funny?!\Well, milk...\If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend. response:	No. We're gonna study now, so you can't.
context: She brings me milk every day, saying it'll make me taller.\Today I've brought something really great.\This is high-calcium milk,\What's so funny?!\Well, milk...\If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't. response:	It's okay, Otani. It'll just be for a bit.
context: Today I've brought something really great.\This is high-calcium milk,\What's so funny?!\Well, milk...\If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit. response:	Yeah!
context: This is high-calcium milk,\What's so funny?!\Well, milk...\If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit.\Yeah! response:	Just for a bit, okay?
context: What's so funny?!\Well, milk...\If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit.\Yeah!\Just for a bit, okay? response:	Understood.
context: Well, milk...\If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit.\Yeah!\Just for a bit, okay?\Understood. response:	A-chan, could you come here for a sec?
context: If there's nothing else, hurry up and go home.\Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit.\Yeah!\Just for a bit, okay?\Understood.\A-chan, could you come here for a sec? response:	What is it? Geez...
context: Aww. But I wanted to chat with your girlfriend.\No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit.\Yeah!\Just for a bit, okay?\Understood.\A-chan, could you come here for a sec?\What is it? Geez... response:	How cute...
context: No. We're gonna study now, so you can't.\It's okay, Otani. It'll just be for a bit.\Yeah!\Just for a bit, okay?\Understood.\A-chan, could you come here for a sec?\What is it? Geez...\How cute... response:	Mimi-chan, you're pretty tall and slim.
context: It's okay, Otani. It'll just be for a bit.\Yeah!\Just for a bit, okay?\Understood.\A-chan, could you come here for a sec?\What is it? Geez...\How cute...\Mimi-chan, you're pretty tall and slim. response:	How tall are you?
context: Yeah!\Just for a bit, okay?\Understood.\A-chan, could you come here for a sec?\What is it? Geez...\How cute...\Mimi-chan, you're pretty tall and slim.\How tall are you? response:	172 cm.
context: Just for a bit, okay?\Understood.\A-chan, could you come here for a sec?\What is it? Geez...\How cute...\Mimi-chan, you're pretty tall and slim.\How tall are you?\172 cm. response:	Wow! Same as me!
context: Understood.\A-chan, could you come here for a sec?\What is it? Geez...\How cute...\Mimi-chan, you're pretty tall and slim.\How tall are you?\172 cm.\Wow! Same as me! response:	Really?
context: A-chan, could you come here for a sec?\What is it? Geez...\How cute...\Mimi-chan, you're pretty tall and slim.\How tall are you?\172 cm.\Wow! Same as me!\Really? response:	But A-chan always said he'd never go out with a girl taller than him.
context: What is it? Geez...\How cute...\Mimi-chan, you're pretty tall and slim.\How tall are you?\172 cm.\Wow! Same as me!\Really?\But A-chan always said he'd never go out with a girl taller than him. response:	Ah. That'd be right.
context: How cute...\Mimi-chan, you're pretty tall and slim.\How tall are you?\172 cm.\Wow! Same as me!\Really?\But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right. response:	But he doesn't seem to mind my height...
context: Mimi-chan, you're pretty tall and slim.\How tall are you?\172 cm.\Wow! Same as me!\Really?\But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right.\But he doesn't seem to mind my height... response:	Hey, did you know that A-chan's last girlfriend was really short?
context: How tall are you?\172 cm.\Wow! Same as me!\Really?\But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right.\But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short? response:	Yeah, I know.
context: 172 cm.\Wow! Same as me!\Really?\But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right.\But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know. response:	She was small and cute.
context: Wow! Same as me!\Really?\But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right.\But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know.\She was small and cute. response:	That's why I gave up on A-chan.
context: Really?\But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right.\But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know.\She was small and cute.\That's why I gave up on A-chan. response:	You like Otani, Mimi-chan?
context: But A-chan always said he'd never go out with a girl taller than him.\Ah. That'd be right.\But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know.\She was small and cute.\That's why I gave up on A-chan.\You like Otani, Mimi-chan? response:	Yeah. But A-chan only likes short girls...
context: Ah. That'd be right.\But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know.\She was small and cute.\That's why I gave up on A-chan.\You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls... response:	That's why I bring him milk every day, so that he'll grow taller.
context: But he doesn't seem to mind my height...\Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know.\She was small and cute.\That's why I gave up on A-chan.\You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller. response:	I-I see...
context: Hey, did you know that A-chan's last girlfriend was really short?\Yeah, I know.\She was small and cute.\That's why I gave up on A-chan.\You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller.\I-I see... response:	I decided that when A-chan grew taller than me, I'd become his girlfriend.
context: Yeah, I know.\She was small and cute.\That's why I gave up on A-chan.\You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller.\I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend. response:	Um... uh... Sorry, I guess...
context: She was small and cute.\That's why I gave up on A-chan.\You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller.\I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess... response:	Damn. I missed.
context: That's why I gave up on A-chan.\You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller.\I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess...\Damn. I missed. response:	Sorry?
context: You like Otani, Mimi-chan?\Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller.\I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess...\Damn. I missed.\Sorry? response:	You've got some nerve!
context: Yeah. But A-chan only likes short girls...\That's why I bring him milk every day, so that he'll grow taller.\I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess...\Damn. I missed.\Sorry?\You've got some nerve! response:	What kind of dirty trick did you pull to get him, eh?
context: That's why I bring him milk every day, so that he'll grow taller.\I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess...\Damn. I missed.\Sorry?\You've got some nerve!\What kind of dirty trick did you pull to get him, eh? response:	Do you want me to thread a needle through your nostrils and tie a knot?
context: I-I see...\I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess...\Damn. I missed.\Sorry?\You've got some nerve!\What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot? response:	No... No, I don't.
context: I decided that when A-chan grew taller than me, I'd become his girlfriend.\Um... uh... Sorry, I guess...\Damn. I missed.\Sorry?\You've got some nerve!\What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't. response:	A-chan can't possibly have a girlfriend like you.
context: Um... uh... Sorry, I guess...\Damn. I missed.\Sorry?\You've got some nerve!\What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't.\A-chan can't possibly have a girlfriend like you. response:	M-M-Mimi-chan...
context: Damn. I missed.\Sorry?\You've got some nerve!\What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't.\A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan... response:	Don't say my name in that disgusting voice!
context: Sorry?\You've got some nerve!\What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't.\A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan...\Don't say my name in that disgusting voice! response:	If you get any closer to A-chan,
context: You've got some nerve!\What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't.\A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan...\Don't say my name in that disgusting voice!\If you get any closer to A-chan, response:	I brought tea.
context: What kind of dirty trick did you pull to get him, eh?\Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't.\A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan...\Don't say my name in that disgusting voice!\If you get any closer to A-chan,\I brought tea. response:	Otani! Save me!
context: Do you want me to thread a needle through your nostrils and tie a knot?\No... No, I don't.\A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan...\Don't say my name in that disgusting voice!\If you get any closer to A-chan,\I brought tea.\Otani! Save me! response:	Cake! Cake!
context: No... No, I don't.\A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan...\Don't say my name in that disgusting voice!\If you get any closer to A-chan,\I brought tea.\Otani! Save me!\Cake! Cake! response:	I want the Mont Blanc cake!
context: A-chan can't possibly have a girlfriend like you.\M-M-Mimi-chan...\Don't say my name in that disgusting voice!\If you get any closer to A-chan,\I brought tea.\Otani! Save me!\Cake! Cake!\I want the Mont Blanc cake! response:	Can I start?
context: M-M-Mimi-chan...\Don't say my name in that disgusting voice!\If you get any closer to A-chan,\I brought tea.\Otani! Save me!\Cake! Cake!\I want the Mont Blanc cake!\Can I start? response:	G-Go ahead.
context: Don't say my name in that disgusting voice!\If you get any closer to A-chan,\I brought tea.\Otani! Save me!\Cake! Cake!\I want the Mont Blanc cake!\Can I start?\G-Go ahead. response:	Your girlfriend is really nice!
context: If you get any closer to A-chan,\I brought tea.\Otani! Save me!\Cake! Cake!\I want the Mont Blanc cake!\Can I start?\G-Go ahead.\Your girlfriend is really nice! response:	Was that a hallucination just now?
context: I brought tea.\Otani! Save me!\Cake! Cake!\I want the Mont Blanc cake!\Can I start?\G-Go ahead.\Your girlfriend is really nice!\Was that a hallucination just now? response:	What's the matter, Koizumi?
context: Otani! Save me!\Cake! Cake!\I want the Mont Blanc cake!\Can I start?\G-Go ahead.\Your girlfriend is really nice!\Was that a hallucination just now?\What's the matter, Koizumi? response:	Uh... Nothing.
context: Cake! Cake!\I want the Mont Blanc cake!\Can I start?\G-Go ahead.\Your girlfriend is really nice!\Was that a hallucination just now?\What's the matter, Koizumi?\Uh... Nothing. response:	It wasn't a hallucination.
context: I want the Mont Blanc cake!\Can I start?\G-Go ahead.\Your girlfriend is really nice!\Was that a hallucination just now?\What's the matter, Koizumi?\Uh... Nothing.\It wasn't a hallucination. response:	What's up with you?
context: Can I start?\G-Go ahead.\Your girlfriend is really nice!\Was that a hallucination just now?\What's the matter, Koizumi?\Uh... Nothing.\It wasn't a hallucination.\What's up with you? response:	Mimi, after you finish that, go home, okay?
context: G-Go ahead.\Your girlfriend is really nice!\Was that a hallucination just now?\What's the matter, Koizumi?\Uh... Nothing.\It wasn't a hallucination.\What's up with you?\Mimi, after you finish that, go home, okay? response:	Okay.
context: Your girlfriend is really nice!\Was that a hallucination just now?\What's the matter, Koizumi?\Uh... Nothing.\It wasn't a hallucination.\What's up with you?\Mimi, after you finish that, go home, okay?\Okay. response:	I had no idea she was a model.
context: Was that a hallucination just now?\What's the matter, Koizumi?\Uh... Nothing.\It wasn't a hallucination.\What's up with you?\Mimi, after you finish that, go home, okay?\Okay.\I had no idea she was a model. response:	So that's Otani-kun's neighbor?
context: What's the matter, Koizumi?\Uh... Nothing.\It wasn't a hallucination.\What's up with you?\Mimi, after you finish that, go home, okay?\Okay.\I had no idea she was a model.\So that's Otani-kun's neighbor? response:	She looks amazing.
context: Uh... Nothing.\It wasn't a hallucination.\What's up with you?\Mimi, after you finish that, go home, okay?\Okay.\I had no idea she was a model.\So that's Otani-kun's neighbor?\She looks amazing. response:	Oh, it's Mimi.
context: It wasn't a hallucination.\What's up with you?\Mimi, after you finish that, go home, okay?\Okay.\I had no idea she was a model.\So that's Otani-kun's neighbor?\She looks amazing.\Oh, it's Mimi. response:	Saying anything to Otani would be pointless.
context: What's up with you?\Mimi, after you finish that, go home, okay?\Okay.\I had no idea she was a model.\So that's Otani-kun's neighbor?\She looks amazing.\Oh, it's Mimi.\Saying anything to Otani would be pointless. response:	Well, there's no point in worrying.
context: Mimi, after you finish that, go home, okay?\Okay.\I had no idea she was a model.\So that's Otani-kun's neighbor?\She looks amazing.\Oh, it's Mimi.\Saying anything to Otani would be pointless.\Well, there's no point in worrying. response:	Want to go have some fun, now that we've turned in our homework?
context: Okay.\I had no idea she was a model.\So that's Otani-kun's neighbor?\She looks amazing.\Oh, it's Mimi.\Saying anything to Otani would be pointless.\Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework? response:	Let's! Let's!
context: I had no idea she was a model.\So that's Otani-kun's neighbor?\She looks amazing.\Oh, it's Mimi.\Saying anything to Otani would be pointless.\Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework?\Let's! Let's! response:	No matter what happens to me or what's said to me,
context: So that's Otani-kun's neighbor?\She looks amazing.\Oh, it's Mimi.\Saying anything to Otani would be pointless.\Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework?\Let's! Let's!\No matter what happens to me or what's said to me, response:	A-chan!
