context: OP response:	ED
context: Oh, I'm all right. I don't need any.\Whoa! That's unusual.\I just want to practice a little more.\Ah, then why don't I help you?\Sounds like a good idea.\Sir Hero, can you assist her once more?\Sure!\Everyone, take a good look! response:	The hero and the Captain of the Imperial Guards will be fighting!
context: Whoa! That's unusual.\I just want to practice a little more.\Ah, then why don't I help you?\Sounds like a good idea.\Sir Hero, can you assist her once more?\Sure!\Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting! response:	Yes, sir!
context: I just want to practice a little more.\Ah, then why don't I help you?\Sounds like a good idea.\Sir Hero, can you assist her once more?\Sure!\Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir! response:	What weapon are you going to use today?
context: Ah, then why don't I help you?\Sounds like a good idea.\Sir Hero, can you assist her once more?\Sure!\Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir!\What weapon are you going to use today? response:	I'll use this today!
context: Sounds like a good idea.\Sir Hero, can you assist her once more?\Sure!\Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir!\What weapon are you going to use today?\I'll use this today! response:	I choose a sword!
context: Sir Hero, can you assist her once more?\Sure!\Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir!\What weapon are you going to use today?\I'll use this today!\I choose a sword! response:	Show off!
context: Sure!\Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir!\What weapon are you going to use today?\I'll use this today!\I choose a sword!\Show off! response:	Fine!
context: Everyone, take a good look!\The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir!\What weapon are you going to use today?\I'll use this today!\I choose a sword!\Show off!\Fine! response:	Come!
context: The hero and the Captain of the Imperial Guards will be fighting!\Yes, sir!\What weapon are you going to use today?\I'll use this today!\I choose a sword!\Show off!\Fine!\Come! response:	Okay!
context: Yes, sir!\What weapon are you going to use today?\I'll use this today!\I choose a sword!\Show off!\Fine!\Come!\Okay! response:	Eclair seems to be having fun.
context: What weapon are you going to use today?\I'll use this today!\I choose a sword!\Show off!\Fine!\Come!\Okay!\Eclair seems to be having fun. response:	Though it doesn't seem right to compliment my sister this way,
context: I'll use this today!\I choose a sword!\Show off!\Fine!\Come!\Okay!\Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way, response:	there haven't been any young knights at her skill level.
context: I choose a sword!\Show off!\Fine!\Come!\Okay!\Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level. response:	Since she's found someone on par with her,
context: Show off!\Fine!\Come!\Okay!\Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level.\Since she's found someone on par with her, response:	it's a good thing for her.
context: Fine!\Come!\Okay!\Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level.\Since she's found someone on par with her,\it's a good thing for her. response:	They're about the same age, too.
context: Come!\Okay!\Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level.\Since she's found someone on par with her,\it's a good thing for her.\They're about the same age, too. response:	It'd be great to have Sir Hero as my brother-in-law.
context: Okay!\Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level.\Since she's found someone on par with her,\it's a good thing for her.\They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law. response:	I felt a bad, chilly feeling just now.
context: Eclair seems to be having fun.\Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level.\Since she's found someone on par with her,\it's a good thing for her.\They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now. response:	Really? I didn't feel anything.
context: Though it doesn't seem right to compliment my sister this way,\there haven't been any young knights at her skill level.\Since she's found someone on par with her,\it's a good thing for her.\They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now.\Really? I didn't feel anything. response:	Perhaps you've caught a cold?
context: there haven't been any young knights at her skill level.\Since she's found someone on par with her,\it's a good thing for her.\They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now.\Really? I didn't feel anything.\Perhaps you've caught a cold? response:	You do look like the kind who would reveal her stomach while sleeping.
context: Since she's found someone on par with her,\it's a good thing for her.\They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now.\Really? I didn't feel anything.\Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping. response:	Y-You dumb hero! Don't touch a knight's forehead so easily!
context: it's a good thing for her.\They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now.\Really? I didn't feel anything.\Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily! response:	You idiot! You perverted hero!
context: They're about the same age, too.\It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now.\Really? I didn't feel anything.\Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero! response:	They look like they get along well, right?
context: It'd be great to have Sir Hero as my brother-in-law.\I felt a bad, chilly feeling just now.\Really? I didn't feel anything.\Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero!\They look like they get along well, right? response:	Looks like it.
context: I felt a bad, chilly feeling just now.\Really? I didn't feel anything.\Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero!\They look like they get along well, right?\Looks like it. response:	Oh! What misfortune!
context: Really? I didn't feel anything.\Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero!\They look like they get along well, right?\Looks like it.\Oh! What misfortune! response:	Don't you think Eclair overreacted?
context: Perhaps you've caught a cold?\You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero!\They look like they get along well, right?\Looks like it.\Oh! What misfortune!\Don't you think Eclair overreacted? response:	I've had enough violence.
context: You do look like the kind who would reveal her stomach while sleeping.\Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero!\They look like they get along well, right?\Looks like it.\Oh! What misfortune!\Don't you think Eclair overreacted?\I've had enough violence. response:	Oh well. Doggies, please lead the way.
context: Y-You dumb hero! Don't touch a knight's forehead so easily!\You idiot! You perverted hero!\They look like they get along well, right?\Looks like it.\Oh! What misfortune!\Don't you think Eclair overreacted?\I've had enough violence.\Oh well. Doggies, please lead the way. response:	Yuki!
context: You idiot! You perverted hero!\They look like they get along well, right?\Looks like it.\Oh! What misfortune!\Don't you think Eclair overreacted?\I've had enough violence.\Oh well. Doggies, please lead the way.\Yuki! response:	Good afternoon!
context: They look like they get along well, right?\Looks like it.\Oh! What misfortune!\Don't you think Eclair overreacted?\I've had enough violence.\Oh well. Doggies, please lead the way.\Yuki!\Good afternoon! response:	Sir Hero!
context: Looks like it.\Oh! What misfortune!\Don't you think Eclair overreacted?\I've had enough violence.\Oh well. Doggies, please lead the way.\Yuki!\Good afternoon!\Sir Hero! response:	My lady!
context: Oh! What misfortune!\Don't you think Eclair overreacted?\I've had enough violence.\Oh well. Doggies, please lead the way.\Yuki!\Good afternoon!\Sir Hero!\My lady! response:	Lady d'Arquien, good afternoon!
context: Don't you think Eclair overreacted?\I've had enough violence.\Oh well. Doggies, please lead the way.\Yuki!\Good afternoon!\Sir Hero!\My lady!\Lady d'Arquien, good afternoon! response:	Today is a good day to fish.
context: I've had enough violence.\Oh well. Doggies, please lead the way.\Yuki!\Good afternoon!\Sir Hero!\My lady!\Lady d'Arquien, good afternoon!\Today is a good day to fish. response:	Since Biscotti was also in a period of uncertainty,
context: Oh well. Doggies, please lead the way.\Yuki!\Good afternoon!\Sir Hero!\My lady!\Lady d'Arquien, good afternoon!\Today is a good day to fish.\Since Biscotti was also in a period of uncertainty, response:	we finished our hunt early and came back as soon as possible,
context: Yuki!\Good afternoon!\Sir Hero!\My lady!\Lady d'Arquien, good afternoon!\Today is a good day to fish.\Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible, response:	but it looks like we worried too much.
context: Good afternoon!\Sir Hero!\My lady!\Lady d'Arquien, good afternoon!\Today is a good day to fish.\Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible,\but it looks like we worried too much. response:	Sir Hero and Eclair are doing so much, after all.
context: Sir Hero!\My lady!\Lady d'Arquien, good afternoon!\Today is a good day to fish.\Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible,\but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all. response:	So, Sir Hero, you seem like a very interesting person.
context: My lady!\Lady d'Arquien, good afternoon!\Today is a good day to fish.\Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible,\but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person. response:	Huh? Me?
context: Lady d'Arquien, good afternoon!\Today is a good day to fish.\Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible,\but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person.\Huh? Me? response:	I heard that you just recently arrived in Biscotti,
context: Today is a good day to fish.\Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible,\but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person.\Huh? Me?\I heard that you just recently arrived in Biscotti, response:	yet the Knights, Rico,
context: Since Biscotti was also in a period of uncertainty,\we finished our hunt early and came back as soon as possible,\but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person.\Huh? Me?\I heard that you just recently arrived in Biscotti,\yet the Knights, Rico, response:	and the citizens have opened their hearts to you.
context: we finished our hunt early and came back as soon as possible,\but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person.\Huh? Me?\I heard that you just recently arrived in Biscotti,\yet the Knights, Rico,\and the citizens have opened their hearts to you. response:	Yeah, though Eclair does kick and beat me up sometimes.
context: but it looks like we worried too much.\Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person.\Huh? Me?\I heard that you just recently arrived in Biscotti,\yet the Knights, Rico,\and the citizens have opened their hearts to you.\Yeah, though Eclair does kick and beat me up sometimes. response:	No. That must be her showing that she trusts you.
context: Sir Hero and Eclair are doing so much, after all.\So, Sir Hero, you seem like a very interesting person.\Huh? Me?\I heard that you just recently arrived in Biscotti,\yet the Knights, Rico,\and the citizens have opened their hearts to you.\Yeah, though Eclair does kick and beat me up sometimes.\No. That must be her showing that she trusts you. response:	That'd be great if it were true.
context: So, Sir Hero, you seem like a very interesting person.\Huh? Me?\I heard that you just recently arrived in Biscotti,\yet the Knights, Rico,\and the citizens have opened their hearts to you.\Yeah, though Eclair does kick and beat me up sometimes.\No. That must be her showing that she trusts you.\That'd be great if it were true. response:	I think you've caught something!
context: Huh? Me?\I heard that you just recently arrived in Biscotti,\yet the Knights, Rico,\and the citizens have opened their hearts to you.\Yeah, though Eclair does kick and beat me up sometimes.\No. That must be her showing that she trusts you.\That'd be great if it were true.\I think you've caught something! response:	You're right!
context: I heard that you just recently arrived in Biscotti,\yet the Knights, Rico,\and the citizens have opened their hearts to you.\Yeah, though Eclair does kick and beat me up sometimes.\No. That must be her showing that she trusts you.\That'd be great if it were true.\I think you've caught something!\You're right! response:	It's big! It's a big catch!
context: yet the Knights, Rico,\and the citizens have opened their hearts to you.\Yeah, though Eclair does kick and beat me up sometimes.\No. That must be her showing that she trusts you.\That'd be great if it were true.\I think you've caught something!\You're right!\It's big! It's a big catch! response:	Must be a big fish!
