context: They seem strange and alien. response:	Primitive and peculiar,
context: When we were alone\When we were alone\And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you response:	Like I used to
context: When we were alone\And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to response:	Yuri!
context: And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Yuri! response:	Yuri!
context: And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Yuri!\Yuri! response:	Where are you?!
context: And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Yuri!\Yuri!\Where are you?! response:	Yuri!
context: Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Yuri!\Yuri!\Where are you?!\Yuri! response:	Shigeru!
context: Mushi-Shi\Just for you\Like I used to\Yuri!\Yuri!\Where are you?!\Yuri!\Shigeru! response:	Over there.
context: Just for you\Like I used to\Yuri!\Yuri!\Where are you?!\Yuri!\Shigeru!\Over there. response:	She's been taken by the mountains.
context: Like I used to\Yuri!\Yuri!\Where are you?!\Yuri!\Shigeru!\Over there.\She's been taken by the mountains. response:	Mud Grass
context: Yuri!\Yuri!\Where are you?!\Yuri!\Shigeru!\Over there.\She's been taken by the mountains.\Mud Grass response:	He's going to take a look at our warts.
context: Yuri!\Where are you?!\Yuri!\Shigeru!\Over there.\She's been taken by the mountains.\Mud Grass\He's going to take a look at our warts. response:	He's just a mushi-shi, though.
context: Where are you?!\Yuri!\Shigeru!\Over there.\She's been taken by the mountains.\Mud Grass\He's going to take a look at our warts.\He's just a mushi-shi, though. response:	Wouldn't a doctor be more helpful?
context: Yuri!\Shigeru!\Over there.\She's been taken by the mountains.\Mud Grass\He's going to take a look at our warts.\He's just a mushi-shi, though.\Wouldn't a doctor be more helpful? response:	Hmm...
context: Shigeru!\Over there.\She's been taken by the mountains.\Mud Grass\He's going to take a look at our warts.\He's just a mushi-shi, though.\Wouldn't a doctor be more helpful?\Hmm... response:	When did these begin to appear?
context: Over there.\She's been taken by the mountains.\Mud Grass\He's going to take a look at our warts.\He's just a mushi-shi, though.\Wouldn't a doctor be more helpful?\Hmm...\When did these begin to appear? response:	Everyone started to get them three days ago.
context: She's been taken by the mountains.\Mud Grass\He's going to take a look at our warts.\He's just a mushi-shi, though.\Wouldn't a doctor be more helpful?\Hmm...\When did these begin to appear?\Everyone started to get them three days ago. response:	They make the legs go numb, and they're very painful.
context: Mud Grass\He's going to take a look at our warts.\He's just a mushi-shi, though.\Wouldn't a doctor be more helpful?\Hmm...\When did these begin to appear?\Everyone started to get them three days ago.\They make the legs go numb, and they're very painful. response:	Everyone's having a hard time.
context: He's going to take a look at our warts.\He's just a mushi-shi, though.\Wouldn't a doctor be more helpful?\Hmm...\When did these begin to appear?\Everyone started to get them three days ago.\They make the legs go numb, and they're very painful.\Everyone's having a hard time. response:	Someone must have gone into the mountains.
context: He's just a mushi-shi, though.\Wouldn't a doctor be more helpful?\Hmm...\When did these begin to appear?\Everyone started to get them three days ago.\They make the legs go numb, and they're very painful.\Everyone's having a hard time.\Someone must have gone into the mountains. response:	No wonder we're all infected by death.
context: Wouldn't a doctor be more helpful?\Hmm...\When did these begin to appear?\Everyone started to get them three days ago.\They make the legs go numb, and they're very painful.\Everyone's having a hard time.\Someone must have gone into the mountains.\No wonder we're all infected by death. response:	Infected by death?
context: Hmm...\When did these begin to appear?\Everyone started to get them three days ago.\They make the legs go numb, and they're very painful.\Everyone's having a hard time.\Someone must have gone into the mountains.\No wonder we're all infected by death.\Infected by death? response:	Four days ago, one of our fellow villagers died.
context: When did these begin to appear?\Everyone started to get them three days ago.\They make the legs go numb, and they're very painful.\Everyone's having a hard time.\Someone must have gone into the mountains.\No wonder we're all infected by death.\Infected by death?\Four days ago, one of our fellow villagers died. response:	According to our customs,
context: Everyone started to get them three days ago.\They make the legs go numb, and they're very painful.\Everyone's having a hard time.\Someone must have gone into the mountains.\No wonder we're all infected by death.\Infected by death?\Four days ago, one of our fellow villagers died.\According to our customs, response:	we must put our dead in one of the swamps in those mountains
context: They make the legs go numb, and they're very painful.\Everyone's having a hard time.\Someone must have gone into the mountains.\No wonder we're all infected by death.\Infected by death?\Four days ago, one of our fellow villagers died.\According to our customs,\we must put our dead in one of the swamps in those mountains response:	and leave them there.
context: Everyone's having a hard time.\Someone must have gone into the mountains.\No wonder we're all infected by death.\Infected by death?\Four days ago, one of our fellow villagers died.\According to our customs,\we must put our dead in one of the swamps in those mountains\and leave them there. response:	Within just seven days,
context: Someone must have gone into the mountains.\No wonder we're all infected by death.\Infected by death?\Four days ago, one of our fellow villagers died.\According to our customs,\we must put our dead in one of the swamps in those mountains\and leave them there.\Within just seven days, response:	even their bones vanish completely, leaving behind only their clothes.
context: No wonder we're all infected by death.\Infected by death?\Four days ago, one of our fellow villagers died.\According to our customs,\we must put our dead in one of the swamps in those mountains\and leave them there.\Within just seven days,\even their bones vanish completely, leaving behind only their clothes. response:	It is our belief that the dead return to the mountains.
context: Infected by death?\Four days ago, one of our fellow villagers died.\According to our customs,\we must put our dead in one of the swamps in those mountains\and leave them there.\Within just seven days,\even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains. response:	For those seven days, however,
context: Four days ago, one of our fellow villagers died.\According to our customs,\we must put our dead in one of the swamps in those mountains\and leave them there.\Within just seven days,\even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains.\For those seven days, however, response:	our customs also dictate that it is forbidden to enter the mountains.
context: According to our customs,\we must put our dead in one of the swamps in those mountains\and leave them there.\Within just seven days,\even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains.\For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains. response:	According to legend,
context: we must put our dead in one of the swamps in those mountains\and leave them there.\Within just seven days,\even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains.\For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains.\According to legend, response:	a villager long ago violated that rule
context: and leave them there.\Within just seven days,\even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains.\For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains.\According to legend,\a villager long ago violated that rule response:	and returned from the mountains with a pestilence that ravaged the entire village.
context: Within just seven days,\even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains.\For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains.\According to legend,\a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village. response:	Now, we're all afraid the same thing has happened.
context: even their bones vanish completely, leaving behind only their clothes.\It is our belief that the dead return to the mountains.\For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains.\According to legend,\a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened. response:	These must be Mukurosou seedlings.
context: It is our belief that the dead return to the mountains.\For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains.\According to legend,\a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings. response:	It's a mushi that decomposes corpses and turns them into mud, down to the bones.
context: For those seven days, however,\our customs also dictate that it is forbidden to enter the mountains.\According to legend,\a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones. response:	When a live animal steps on them, it inadvertently spreads them.
context: our customs also dictate that it is forbidden to enter the mountains.\According to legend,\a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them. response:	Other animals that step on the spread seedlings become their hosts.
context: According to legend,\a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts. response:	The villagers' legend matches these details.
context: a villager long ago violated that rule\and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details. response:	That confirms it.
context: and returned from the mountains with a pestilence that ravaged the entire village.\Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details.\That confirms it. response:	All right. Please allow me to try this.
context: Now, we're all afraid the same thing has happened.\These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details.\That confirms it.\All right. Please allow me to try this. response:	It fell off!
context: These must be Mukurosou seedlings.\It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details.\That confirms it.\All right. Please allow me to try this.\It fell off! response:	The wart just fell right off!
context: It's a mushi that decomposes corpses and turns them into mud, down to the bones.\When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details.\That confirms it.\All right. Please allow me to try this.\It fell off!\The wart just fell right off! response:	And the numbness in my legs is gone too!
context: When a live animal steps on them, it inadvertently spreads them.\Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details.\That confirms it.\All right. Please allow me to try this.\It fell off!\The wart just fell right off!\And the numbness in my legs is gone too! response:	Ah, here they are.
context: Other animals that step on the spread seedlings become their hosts.\The villagers' legend matches these details.\That confirms it.\All right. Please allow me to try this.\It fell off!\The wart just fell right off!\And the numbness in my legs is gone too!\Ah, here they are. response:	Now to just sprinkle salt on the grass itself...
context: The villagers' legend matches these details.\That confirms it.\All right. Please allow me to try this.\It fell off!\The wart just fell right off!\And the numbness in my legs is gone too!\Ah, here they are.\Now to just sprinkle salt on the grass itself... response:	Um...
context: That confirms it.\All right. Please allow me to try this.\It fell off!\The wart just fell right off!\And the numbness in my legs is gone too!\Ah, here they are.\Now to just sprinkle salt on the grass itself...\Um... response:	Oh, do you need some medicine as well?
context: All right. Please allow me to try this.\It fell off!\The wart just fell right off!\And the numbness in my legs is gone too!\Ah, here they are.\Now to just sprinkle salt on the grass itself...\Um...\Oh, do you need some medicine as well? response:	Can you please take a look at my uncle?
context: It fell off!\The wart just fell right off!\And the numbness in my legs is gone too!\Ah, here they are.\Now to just sprinkle salt on the grass itself...\Um...\Oh, do you need some medicine as well?\Can you please take a look at my uncle? response:	No matter how many times I pull them out,
context: The wart just fell right off!\And the numbness in my legs is gone too!\Ah, here they are.\Now to just sprinkle salt on the grass itself...\Um...\Oh, do you need some medicine as well?\Can you please take a look at my uncle?\No matter how many times I pull them out, response:	they grow right back.
context: And the numbness in my legs is gone too!\Ah, here they are.\Now to just sprinkle salt on the grass itself...\Um...\Oh, do you need some medicine as well?\Can you please take a look at my uncle?\No matter how many times I pull them out,\they grow right back. response:	When I touched them, they spread to my hands.
context: Ah, here they are.\Now to just sprinkle salt on the grass itself...\Um...\Oh, do you need some medicine as well?\Can you please take a look at my uncle?\No matter how many times I pull them out,\they grow right back.\When I touched them, they spread to my hands. response:	The medicine has no effect.
context: Now to just sprinkle salt on the grass itself...\Um...\Oh, do you need some medicine as well?\Can you please take a look at my uncle?\No matter how many times I pull them out,\they grow right back.\When I touched them, they spread to my hands.\The medicine has no effect. response:	This is a very different case from the others.
context: Um...\Oh, do you need some medicine as well?\Can you please take a look at my uncle?\No matter how many times I pull them out,\they grow right back.\When I touched them, they spread to my hands.\The medicine has no effect.\This is a very different case from the others. response:	Are you the one who went into the mountains?
context: Oh, do you need some medicine as well?\Can you please take a look at my uncle?\No matter how many times I pull them out,\they grow right back.\When I touched them, they spread to my hands.\The medicine has no effect.\This is a very different case from the others.\Are you the one who went into the mountains? response:	Yes.
context: Can you please take a look at my uncle?\No matter how many times I pull them out,\they grow right back.\When I touched them, they spread to my hands.\The medicine has no effect.\This is a very different case from the others.\Are you the one who went into the mountains?\Yes. response:	The one who passed away was my younger brother.
context: No matter how many times I pull them out,\they grow right back.\When I touched them, they spread to my hands.\The medicine has no effect.\This is a very different case from the others.\Are you the one who went into the mountains?\Yes.\The one who passed away was my younger brother. response:	I took his son, and we went up there to pay our respects.
context: they grow right back.\When I touched them, they spread to my hands.\The medicine has no effect.\This is a very different case from the others.\Are you the one who went into the mountains?\Yes.\The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects. response:	Why risk violating custom?
context: When I touched them, they spread to my hands.\The medicine has no effect.\This is a very different case from the others.\Are you the one who went into the mountains?\Yes.\The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects.\Why risk violating custom? response:	All this time, I thought it was just an old wives' tale.
context: The medicine has no effect.\This is a very different case from the others.\Are you the one who went into the mountains?\Yes.\The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects.\Why risk violating custom?\All this time, I thought it was just an old wives' tale. response:	Ten years ago, my daughter went missing.
context: This is a very different case from the others.\Are you the one who went into the mountains?\Yes.\The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects.\Why risk violating custom?\All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing. response:	When we checked the mountains, we only found her clothes.
context: Are you the one who went into the mountains?\Yes.\The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects.\Why risk violating custom?\All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes. response:	Everyone said it was the mountains that took her.
context: Yes.\The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects.\Why risk violating custom?\All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her. response:	But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.
context: The one who passed away was my younger brother.\I took his son, and we went up there to pay our respects.\Why risk violating custom?\All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick. response:	That's why I thought it would be fine.
context: I took his son, and we went up there to pay our respects.\Why risk violating custom?\All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine. response:	When you saw your brother's body, was it in the process of returning to the mountains?
context: Why risk violating custom?\All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains? response:	Yes.
context: All this time, I thought it was just an old wives' tale.\Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains?\Yes. response:	I want to see Dad.
context: Ten years ago, my daughter went missing.\When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains?\Yes.\I want to see Dad. response:	Leaving him in the mountains all alone like that is just too mean.
context: When we checked the mountains, we only found her clothes.\Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains?\Yes.\I want to see Dad.\Leaving him in the mountains all alone like that is just too mean. response:	You're right.
context: Everyone said it was the mountains that took her.\But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains?\Yes.\I want to see Dad.\Leaving him in the mountains all alone like that is just too mean.\You're right. response:	Let's go say good-bye to him one last time.
context: But the more I thought about it, the more I realized that no one who went into the mountains back then got sick.\That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains?\Yes.\I want to see Dad.\Leaving him in the mountains all alone like that is just too mean.\You're right.\Let's go say good-bye to him one last time. response:	What's this stupid grass doing on him?!
context: That's why I thought it would be fine.\When you saw your brother's body, was it in the process of returning to the mountains?\Yes.\I want to see Dad.\Leaving him in the mountains all alone like that is just too mean.\You're right.\Let's go say good-bye to him one last time.\What's this stupid grass doing on him?! response:	Get off!
context: When you saw your brother's body, was it in the process of returning to the mountains?\Yes.\I want to see Dad.\Leaving him in the mountains all alone like that is just too mean.\You're right.\Let's go say good-bye to him one last time.\What's this stupid grass doing on him?!\Get off! response:	Get off!
context: Yes.\I want to see Dad.\Leaving him in the mountains all alone like that is just too mean.\You're right.\Let's go say good-bye to him one last time.\What's this stupid grass doing on him?!\Get off!\Get off! response:	Dad really has become part of the mountains.
context: I want to see Dad.\Leaving him in the mountains all alone like that is just too mean.\You're right.\Let's go say good-bye to him one last time.\What's this stupid grass doing on him?!\Get off!\Get off!\Dad really has become part of the mountains. response:	This grass is continuing to live on in Dad's stead.
context: Leaving him in the mountains all alone like that is just too mean.\You're right.\Let's go say good-bye to him one last time.\What's this stupid grass doing on him?!\Get off!\Get off!\Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead. response:	Come now, let's head back.
context: You're right.\Let's go say good-bye to him one last time.\What's this stupid grass doing on him?!\Get off!\Get off!\Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead.\Come now, let's head back. response:	You're all alone now.
context: Let's go say good-bye to him one last time.\What's this stupid grass doing on him?!\Get off!\Get off!\Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead.\Come now, let's head back.\You're all alone now. response:	Hey, would you like to come live with me?
context: What's this stupid grass doing on him?!\Get off!\Get off!\Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead.\Come now, let's head back.\You're all alone now.\Hey, would you like to come live with me? response:	You can even think of me as your father. How's that?
context: Get off!\Get off!\Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead.\Come now, let's head back.\You're all alone now.\Hey, would you like to come live with me?\You can even think of me as your father. How's that? response:	Come, let's go home.
context: Get off!\Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead.\Come now, let's head back.\You're all alone now.\Hey, would you like to come live with me?\You can even think of me as your father. How's that?\Come, let's go home. response:	Don't cry anymore.
context: Dad really has become part of the mountains.\This grass is continuing to live on in Dad's stead.\Come now, let's head back.\You're all alone now.\Hey, would you like to come live with me?\You can even think of me as your father. How's that?\Come, let's go home.\Don't cry anymore. response:	Ever since that night,
context: This grass is continuing to live on in Dad's stead.\Come now, let's head back.\You're all alone now.\Hey, would you like to come live with me?\You can even think of me as your father. How's that?\Come, let's go home.\Don't cry anymore.\Ever since that night, response:	I've had this grass growing from my legs,
context: Come now, let's head back.\You're all alone now.\Hey, would you like to come live with me?\You can even think of me as your father. How's that?\Come, let's go home.\Don't cry anymore.\Ever since that night,\I've had this grass growing from my legs, response:	and it keeps on growing.
context: You're all alone now.\Hey, would you like to come live with me?\You can even think of me as your father. How's that?\Come, let's go home.\Don't cry anymore.\Ever since that night,\I've had this grass growing from my legs,\and it keeps on growing. response:	That's strange.
context: Hey, would you like to come live with me?\You can even think of me as your father. How's that?\Come, let's go home.\Don't cry anymore.\Ever since that night,\I've had this grass growing from my legs,\and it keeps on growing.\That's strange. response:	According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.
context: You can even think of me as your father. How's that?\Come, let's go home.\Don't cry anymore.\Ever since that night,\I've had this grass growing from my legs,\and it keeps on growing.\That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud. response:	However, all of them were able to be cured by medicine.
context: Come, let's go home.\Don't cry anymore.\Ever since that night,\I've had this grass growing from my legs,\and it keeps on growing.\That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine. response:	So what's different in this case?
context: Don't cry anymore.\Ever since that night,\I've had this grass growing from my legs,\and it keeps on growing.\That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine.\So what's different in this case? response:	Is it because he was related to the deceased?
context: Ever since that night,\I've had this grass growing from my legs,\and it keeps on growing.\That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine.\So what's different in this case?\Is it because he was related to the deceased? response:	Can't be. If that were the cause, the nephew would have the same condition.
context: I've had this grass growing from my legs,\and it keeps on growing.\That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine.\So what's different in this case?\Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition. response:	Something else must be afoot.
context: and it keeps on growing.\That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine.\So what's different in this case?\Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot. response:	They intentionally went to the body's location
context: That's strange.\According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine.\So what's different in this case?\Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot.\They intentionally went to the body's location response:	and stepped on the mud.
context: According to records, there have been others who developed symptoms after stepping on a body that had turned to mud.\However, all of them were able to be cured by medicine.\So what's different in this case?\Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot.\They intentionally went to the body's location\and stepped on the mud. response:	If it got on them only when they went to pay their respects...
context: However, all of them were able to be cured by medicine.\So what's different in this case?\Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot.\They intentionally went to the body's location\and stepped on the mud.\If it got on them only when they went to pay their respects... response:	If I may ask, how did your brother die?
context: So what's different in this case?\Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot.\They intentionally went to the body's location\and stepped on the mud.\If it got on them only when they went to pay their respects...\If I may ask, how did your brother die? response:	Sousuke, please go outside for a bit.
context: Is it because he was related to the deceased?\Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot.\They intentionally went to the body's location\and stepped on the mud.\If it got on them only when they went to pay their respects...\If I may ask, how did your brother die?\Sousuke, please go outside for a bit. response:	He fell from a cliff.
context: Can't be. If that were the cause, the nephew would have the same condition.\Something else must be afoot.\They intentionally went to the body's location\and stepped on the mud.\If it got on them only when they went to pay their respects...\If I may ask, how did your brother die?\Sousuke, please go outside for a bit.\He fell from a cliff. response:	He must have landed badly,
context: Something else must be afoot.\They intentionally went to the body's location\and stepped on the mud.\If it got on them only when they went to pay their respects...\If I may ask, how did your brother die?\Sousuke, please go outside for a bit.\He fell from a cliff.\He must have landed badly, response:	because by the time I got to him, he was already...
context: They intentionally went to the body's location\and stepped on the mud.\If it got on them only when they went to pay their respects...\If I may ask, how did your brother die?\Sousuke, please go outside for a bit.\He fell from a cliff.\He must have landed badly,\because by the time I got to him, he was already... response:	He was always fond of me.
context: and stepped on the mud.\If it got on them only when they went to pay their respects...\If I may ask, how did your brother die?\Sousuke, please go outside for a bit.\He fell from a cliff.\He must have landed badly,\because by the time I got to him, he was already...\He was always fond of me. response:	We were very close.
context: If it got on them only when they went to pay their respects...\If I may ask, how did your brother die?\Sousuke, please go outside for a bit.\He fell from a cliff.\He must have landed badly,\because by the time I got to him, he was already...\He was always fond of me.\We were very close. response:	I took his death hard.
context: If I may ask, how did your brother die?\Sousuke, please go outside for a bit.\He fell from a cliff.\He must have landed badly,\because by the time I got to him, he was already...\He was always fond of me.\We were very close.\I took his death hard. response:	Is my uncle all better now?
